TABLE=058 | AREA=Phường Minh Hưng | RECORDS=455 | GROUPS=455 | REVIEW=230
ID=NQ28-058-S04-TT0001-01 | SEC=agricultural | TT=1 | REL=main | PRICES=700,560,336 | ROAD=dưới 4m 58. Phường Minh Hưng Tên đường giao TT thông Phía đường Đường ĐT 751 (Ranh Chơn | START=Đoạn đường Phía giới Bắc: Ngã ba tờ bản Ngô Đức Kế Phía giới phường đường Thành) ranh Chơn | END=Giá trồng cây năm Bắc: Hết ranh thửa đất số 69, đồ số 140; Nam: Ngã ba bê tông giới phường Thành | FLAGS=
ID=NQ28-058-S04-TT0003-05 | SEC=agricultural | TT=3 | REL=main | PRICES=700,560,336 | ROAD=Đường 02 tháng 4 Đường (Đường Quốc lộ | START=Ngô Gia Tự Đường | END=Lạc Long | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0013-04 | SEC=agricultural | TT=13 | REL=main | PRICES= | ROAD=(Đường | START=số 3) Quân | END=(Đường số 7) | FLAGS=PRICE_MISSING,AGRICULTURAL_PRICE_COLUMN_MISSING,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0004-04 | SEC=agricultural | TT=4 | REL=main | PRICES=700,560,336 | ROAD=Đường 02 tháng 4 Đường (Đường Quốc lộ | START=Lạc Long Đường | END=Nguyễn | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0013-05 | SEC=agricultural | TT=13 | REL=main | PRICES= | ROAD=Quân | START=(Đường số 7) Công | END=Hoan | FLAGS=PRICE_MISSING,AGRICULTURAL_PRICE_COLUMN_MISSING,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0005-02 | SEC=agricultural | TT=5 | REL=main | PRICES=700,560,336 | ROAD=Đường 02 tháng 4 Đường (Đường Quốc lộ | START=Đường Nguyễn Hưng | END=Phùng (Ngã ba tổ 9- | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0013-06 | SEC=agricultural | TT=13 | REL=main | PRICES= | ROAD=Công | START=Hoan 10, | END=khu phố 10) | FLAGS=PRICE_MISSING,AGRICULTURAL_PRICE_COLUMN_MISSING,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0006-02 | SEC=agricultural | TT=6 | REL=main | PRICES=700,560,336 | ROAD=Đường 02 tháng 4 Đường (Đường Quốc lộ Hưng | START=Phùng Ranh (Ngã ba tổ 9- | END=giới phường | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0013-07 | SEC=agricultural | TT=13 | REL=main | PRICES= | ROAD=10, | START=Minh khu phố 10) | END=Hưng | FLAGS=PRICE_MISSING,AGRICULTURAL_PRICE_COLUMN_MISSING,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0007-05 | SEC=agricultural | TT=7 | REL=main | PRICES=700,560,336 | ROAD=Đường 02 tháng 4 Ngã (Đường Quốc lộ | START=tư Chơn Cầu | END=Bến Đình | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0013-08 | SEC=agricultural | TT=13 | REL=main | PRICES= | ROAD=Thành | START= | END= | FLAGS=PRICE_MISSING,AGRICULTURAL_PRICE_COLUMN_MISSING,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0008-02 | SEC=agricultural | TT=8 | REL=main | PRICES=700,560,336 | ROAD=Đường 02 tháng 4 (Đường Quốc lộ Cầu | START=Ngã Bến Đình | END=ba đường Phú | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0013-09 | SEC=agricultural | TT=13 | REL=main | PRICES= | ROAD= | START=Riềng Phía | END=Đỏ Tây: Đường | FLAGS=MAIN_ROAD_EMPTY,PRICE_MISSING,AGRICULTURAL_PRICE_COLUMN_MISSING,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0009-02 | SEC=agricultural | TT=9 | REL=main | PRICES=700,560,336 | ROAD=Đường 02 tháng 4 Ngã (Đường Quốc lộ | START=bê tông ba đường Phú công | END=giáp ranh ty Medivice 3s | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0013-10 | SEC=agricultural | TT=13 | REL=main | PRICES= | ROAD=Riềng | START=Đỏ Phía bê tông phòng | END=Đông: Đường vào văn Khu phố 7 | FLAGS=PRICE_MISSING,AGRICULTURAL_PRICE_COLUMN_MISSING,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0010-02 | SEC=agricultural | TT=10 | REL=main | PRICES=700,560,336 | ROAD=Đường 02 tháng 4 Phía (Đường Quốc lộ bê 13) công Phía bê phòng | START=Tây: Đường Hết tông giáp ranh số 50, ty Medivice 3s 105 Đông: Đường phường tông vào Văn Tâm Khu phố 7 thửa | END=ranh thửa đất tờ bản đồ số (ranh giới Thành (cũ)) Hết ranh đất số 83, tờ | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0011-02 | SEC=agricultural | TT=11 | REL=main | PRICES=700,560,336 | ROAD=Đường Nguyễn Huệ - Đường ĐT Ngã | START=bản (ranh Thành tư Chơn Cầu | END=đồ số 106 giới phường Tâm (cũ)) Suối Đôi | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0751-01 | SEC=agricultural | TT=751 | REL=main | PRICES= | ROAD=(Đường Quốc Thành lộ 14 cũ) | START= | END= | FLAGS=PRICE_MISSING,AGRICULTURAL_PRICE_COLUMN_MISSING
ID=NQ28-058-S04-TT0012-02 | SEC=agricultural | TT=12 | REL=main | PRICES=700,560,336 | ROAD=Đường Nguyễn Huệ - Đường ĐT Cầu | START=Suối Đôi Cầu | END=Bàu Bàng | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0751-02 | SEC=agricultural | TT=751 | REL=main | PRICES= | ROAD=(Đường Quốc lộ 14 cũ) | START= | END= | FLAGS=PRICE_MISSING,AGRICULTURAL_PRICE_COLUMN_MISSING,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0013-11 | SEC=agricultural | TT=13 | REL=main | PRICES=700,560,336 | ROAD=Đường Nguyễn Huệ - Đường Cầu DT751 (Đường Quốc lộ 14 cũ) | START=Đường Thạch Bàu Bàng Trung vực Phía | END=Phạm Ngọc (Đường vào tâm y tế khu Chơn Thành) Bắc: Đường | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0014-02 | SEC=agricultural | TT=14 | REL=main | PRICES=700,560,336 | ROAD=Đường Nguyễn Đường Huệ - Đường ĐT Thạch | START=bê tông đất Phạm Ngọc Xem (Đường vào 87, | END=giáp ranh ông Phan Văn (thửa đất số tờ bản đồ số | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0751-03 | SEC=agricultural | TT=751 | REL=main | PRICES= | ROAD=(Đường Quốc Trung lộ 14 cũ) vực | START=tâm y tế khu 15) Chơn Thành) mương (Hết số 2, 42) | END=Phía Nam: Đến thoát nước ranh thửa đất tờ bản đồ số | FLAGS=PRICE_MISSING,AGRICULTURAL_PRICE_COLUMN_MISSING,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0015-02 | SEC=agricultural | TT=15 | REL=main | PRICES=700,560,336 | ROAD=Phía bê đất Xem Đường Nguyễn Huệ - Đường ĐT 87 | START=Bắc: Đường tông giáp ranh ông Phan Văn (thửa đất số Hết số 365, tờ bản đồ số 15) số 16 | END=ranh thửa đất tờ bản đồ (ranh giới | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0751-04 | SEC=agricultural | TT=751 | REL=main | PRICES= | ROAD=(Đường Quốc Phía lộ 14 cũ) mương (Hết số 2, | START=Nam: Đến phường thoát nước Thành ranh thửa đất tờ bản đồ số | END=Minh (cũ)) | FLAGS=PRICE_MISSING,AGRICULTURAL_PRICE_COLUMN_MISSING,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0016-02 | SEC=agricultural | TT=16 | REL=main | PRICES=700,560,336 | ROAD=42) Đường Nguyễn Huệ - Đường ĐT Ngã | START=Hết phường tư Chơn (cũ) | END=ranh UBND Hưng Long (thửa đất số | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0751-05 | SEC=agricultural | TT=751 | REL=main | PRICES= | ROAD=(Đường Quốc Thành lộ 14 cũ) | START=21, 83) | END=tờ bản đồ số | FLAGS=PRICE_MISSING,AGRICULTURAL_PRICE_COLUMN_MISSING,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0017-02 | SEC=agricultural | TT=17 | REL=main | PRICES=700,560,336 | ROAD=Hết Đường Nguyễn phường Huệ - Đường ĐT Long | START=Ngã ranh UBND tông Hưng ranh (cũ) (thửa đất Nguyễn | END=ba đường bê Phía Bắc: hết đất nhà ông Minh Hùng | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0751-06 | SEC=agricultural | TT=751 | REL=main | PRICES= | ROAD=(Đường Quốc số 21, lộ 14 cũ) 83) | START=tờ bản đồ số Phía bê Tông | END=Nam: đường vào Văn | FLAGS=PRICE_MISSING,AGRICULTURAL_PRICE_COLUMN_MISSING,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0018-02 | SEC=agricultural | TT=18 | REL=main | PRICES=700,560,336 | ROAD=Đường Nguyễn Ngã Huệ - Đường ĐT tông 751 (Đường Quốc ranh | START=phòng ba đường bê Phía Phía Bắc: hết trường đất nhà ông Phía | END=Khu phố 4 Bắc: Hết ranh Chu Văn An Nam: Hết ranh | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0019-02 | SEC=agricultural | TT=19 | REL=main | PRICES=700,560,336 | ROAD=Nguyễn Phía lộ 14 cũ) bê phòng Phía Đường Nguyễn trường Huệ - Đường ĐT Phía | START=Minh Hùng Nam: đường đất tông vào văn Nguyễn khu phố 4 Bắc: hết ranh Chu Văn An Ngã Nam: Hết | END=nhà ông Hải Hiệu ba đường Ngô | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0751-07 | SEC=agricultural | TT=751 | REL=main | PRICES= | ROAD=(Đường Quốc ranh lộ 14 cũ) Nguyễn | START=Đức đất nhà ông Hải Hiệu | END=Kế | FLAGS=PRICE_MISSING,AGRICULTURAL_PRICE_COLUMN_MISSING,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0020-02 | SEC=agricultural | TT=20 | REL=main | PRICES=700,560,336 | ROAD=Đường Nguyễn Huệ - Đường Ngã DT751 (Đường Đức Quốc lộ 14 cũ) | START=Ngã tông ba đường Ngô 43, Kế của Kha) | END=ba đường bê (thửa đất số tờ bản đồ số 62 ông Huỳnh Duy | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0021-02 | SEC=agricultural | TT=21 | REL=main | PRICES=394,315,189 | ROAD=Đường Lạc Long Đầu Quân (Đường quy HLBVĐB hoạch số 7) Quốc | START=Ngã tuyến (Cách tông - Đường trường lộ 14: 25m) Chơn | END=tư đường bê hết ranh tiểu học Thành A | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0022-02 | SEC=agricultural | TT=22 | REL=main | PRICES=394,315,189 | ROAD=Ngã Đường Lạc Long tông Quân (Đường quy trường hoạch số 7) Chơn | START=tư đường bê hết ranh Ngã tiểu học Gia Thành A | END=ba đường Ngô Tự nối dài | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0023-02 | SEC=agricultural | TT=23 | REL=main | PRICES=394,315,189 | ROAD=Đường Lạc Long Ngã Quân (Đường quy Gia hoạch số 7) | START=Ngã ba đường Ngô ranh Tự nối dài Hoàng | END=tư đường giáp đất ông Liên Quân | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0024-02 | SEC=agricultural | TT=24 | REL=main | PRICES=394,315,189 | ROAD=Đường Lạc Long Ngã Quân (Đường quy ranh hoạch số 7) Hoàng | START=Đường tư đường giáp (Cách đất ông Liên Đường Quân 25m) Phía | END=02 thống 4 HLBVĐB - Quốc lộ 13: Đông: Đường | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0025-02 | SEC=agricultural | TT=25 | REL=main | PRICES=394,315,189 | ROAD=Đầu Đường Phạm Hồng Nguyễn Thái (Đường số 8) (Đường | START=tổ 1, thửa đường bản Huệ Tây: ĐT 751) tông số 44, 79) | END=khu phố 3 (Hết đất số 84, tờ đồ số 79) Phía Đường bê (Hết thửa đất tờ bản đồ số | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0026-02 | SEC=agricultural | TT=26 | REL=main | PRICES=394,315,189 | ROAD=Phía tổ 1, thửa Đường Phạm Hồng bản Thái (Đường số 8) Tây: tông số 44, | START=Đông: Đường khu phố 3 (Hết đất số 84, tờ Ngã đồ 79) Phía Phạm Đường bê đường (Hết thửa đất tờ bản đồ số | END=tư đường Hồng Thái và Ngô Gia Tự | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0027-02 | SEC=agricultural | TT=27 | REL=main | PRICES=394,315,189 | ROAD=79) Đường Phạm Hồng Ngã Thái (Đường số 8) Phạm và đường Tự | START=tư đường Phía Hồng Thái đường Ngô Gia ra đường 4 (Hết 46, | END=Đông: Ngã ba nhựa hướng 02 tháng thửa đất số tờ bản đồ số | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0028-02 | SEC=agricultural | TT=28 | REL=main | PRICES=394,315,189 | ROAD=Phía đường hướng 02 Đường Phạm Hồng thửa Thái (Đường số 8) bản Tây: đất đồ | START=60) ranh 45, Đông: Ngã ba Phía nhựa ranh ra đường tờ bản tháng 4 (Hết đất số 46, tờ Phía đồ số 60) Phía đường Hết ranh thửa ranh số 45, tờ bản 106, 12) số 60 | END=Phía Tây: Hết thửa đất số tờ bản đồ số 60 Đông: Hết thửa đất số 5, đồ số 56 Tây: Giáp bê tông (Hết thửa đất số tờ bản đồ số | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0029-02 | SEC=agricultural | TT=29 | REL=main | PRICES=394,315,189 | ROAD=Phía ranh tờ bản Đường Phạm Hồng Phía Thái (Đường số 8) đường (Hết số 106, số 12) | START=Đông: Hết thửa đất số 5, đồ số 56 Tây: Giáp Ngã bê Tông Phạm ranh thửa đất tờ bản đồ | END=tư đường Hồng Thái | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0030-02 | SEC=agricultural | TT=30 | REL=main | PRICES=394,315,189 | ROAD=Đường Phạm Hồng Ngã Thái (Đường số 8) Phạm | START=Phía ngã thửa tư đường bản Hồng Thái Phía đất | END=Đông: Đến ba (Hết ranh đất số 29, tờ đồ số 49) Tây: Hết ranh thửa đất số 5, | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0031-02 | SEC=agricultural | TT=31 | REL=main | PRICES=394,315,189 | ROAD=Đầu Đường Ngô Gia Tự HLBVĐB (Đường số 3) 02 | START=tờ bản Ngã tuyến (Cách tông - Đường đất tháng 4: 25m) đồ số | END=đồ số 49 tư đường bê (hết ranh thửa số 15, tờ bản 72) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0032-02 | SEC=agricultural | TT=32 | REL=main | PRICES=394,315,189 | ROAD=Ngã Đường Ngô Gia Tự tông (Đường số 3) đất đồ | START=tư đường bê (hết ranh thửa Cuối số 15, tờ bản Nguyễn số 72) | END=tuyến (đường Huệ) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0033-02 | SEC=agricultural | TT=33 | REL=main | PRICES=394,315,189 | ROAD=Đường Hoàng Hoa Toàn Thám (D1) | START=tuyến | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0034-02 | SEC=agricultural | TT=34 | REL=main | PRICES=394,315,189 | ROAD=Đường Phạm Ngọc Toàn Thạch (D9) | START=tuyến | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0035-02 | SEC=agricultural | TT=35 | REL=main | PRICES=394,315,189 | ROAD=Trung Đường Nguyễn chính Văn Linh Chơn | START=tâm hành Ngã phường Bá Thành | END=tư đường Cao Quát | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0036-02 | SEC=agricultural | TT=36 | REL=main | PRICES=394,315,189 | ROAD=Đường Phan Đình Toàn Giót (N1) | START=tuyến | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0037-02 | SEC=agricultural | TT=37 | REL=main | PRICES=394,315,189 | ROAD=Đường Phan Đình Toàn Phùng (N9) | START=tuyến | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0038-02 | SEC=agricultural | TT=38 | REL=main | PRICES=394,315,189 | ROAD=Các đường quy Toàn hoạch còn lại trong khu trung tâm hành | START=tuyến | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0039-02 | SEC=agricultural | TT=39 | REL=main | PRICES=394,315,189 | ROAD=chính thị xã Đường Phước Đường Long | START=02 tháng 4 Đường | END=D5 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0040-02 | SEC=agricultural | TT=40 | REL=main | PRICES=394,315,189 | ROAD=Đường Phước Đường Long | START=D5 Cuối Ngã | END=tuyến ba đường tổ | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0041-02 | SEC=agricultural | TT=41 | REL=main | PRICES=394,315,189 | ROAD=Đường Phú Riềng Đường Đỏ (Gò Mạc cũ) | START=Khu nhà 02 tháng 4 Văn đất đồ số | END=phố 6 (Hết đất ông Nguyễn Hùng) (thửa số 69, tờ bản 34) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0042-02 | SEC=agricultural | TT=42 | REL=main | PRICES=394,315,189 | ROAD=Ngã Khu Đường Phú Riềng nhà Đỏ (Gò Mạc cũ) Văn đất đồ | START=ba đường tổ phố 6 (Hết đất Cống ông Nguyễn đất Hùng) (thửa đồ số số 69, tờ bản số 34) | END=Gò Mạc (thửa số 96, tờ bản 35) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0043-02 | SEC=agricultural | TT=43 | REL=main | PRICES=394,315,189 | ROAD=Đường Phú Riềng Cống Đỏ (Gò Mạc cũ) nối (thửa dài bản | START=Ngã Gò Mạc tông đất số 96, tờ số 48, đồ số 35) 193) | END=ba đường bê (hết thửa đất tờ bản đồ số | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0044-02 | SEC=agricultural | TT=44 | REL=main | PRICES=394,315,189 | ROAD=Đường Âu Cơ Đường (Đường tổ 7, khu Huệ phố 1) | START=Ngã Nguyễn số 4, 86 | END=tư hết thửa đất tờ bản đồ số | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0045-02 | SEC=agricultural | TT=45 | REL=main | PRICES=394,315,189 | ROAD=Đường Âu Cơ Ngã (Đường tổ 7, khu số 4, phố 1) 86 | START=tư hết thửa đất Đường tờ bản đồ số Quân | END=Lạc Long | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0046-02 | SEC=agricultural | TT=46 | REL=main | PRICES=394,315,189 | ROAD=Đường Cao Thắng Đường (Đường tổ 3, tổ 4, Huệ Khu phố Hiếu lộ 14) Cảm) | START=Nguyễn Hết (Đường Quốc số 771, số 27) | END=ranh thửa đất tờ bản đồ | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0047-02 | SEC=agricultural | TT=47 | REL=main | PRICES=394,315,189 | ROAD=Đường Cao Thắng Hết (Đường tổ 3, tổ 4, số 771, khu phố Hiếu Cảm) số 27) | START=ranh thửa đất Cầu tờ bản đồ đất Long) | END=Suối Đĩa (Hết ông Hoàng Văn | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0048-02 | SEC=agricultural | TT=48 | REL=main | PRICES=394,315,189 | ROAD=Đường Cao Thắng cầu (Đường tổ 3, tổ 4, đất khu phố Hiếu Cảm) Long) | START=Suối Đĩa (Hết Hết ông Hoàng Văn 110KV | END=đường điện | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0049-02 | SEC=agricultural | TT=49 | REL=main | PRICES=394,315,189 | ROAD=Đường Cao Thắng Đầu (Đường tổ 3, tổ 4, 110KV khu phố Hiếu Cảm) | START=đường điện Đường Minh | END=Hồ Chí | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0050-02 | SEC=agricultural | TT=50 | REL=main | PRICES=358,286,172 | ROAD=Đường tổ 4, Khu Đoạn phố Trung Lợi Nguyễn | START=Ngã từ đường tông Huệ đất tờ bản | END=tư đường bê (Hết ranh thửa số 282 và 279, đồ số 20) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0051-02 | SEC=agricultural | TT=51 | REL=main | PRICES=358,286,172 | ROAD=Đường tổ 4, khu Ngã phố Trung Lợi tông đất tờ bản | START=tư đường bê Phía (Hết ranh thửa hết số 282 và 279, số 142, đồ số 20) số 20 | END=Đông: Ngã ba ranh thửa đất tờ bản đồ Phía Tây: | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0052-02 | SEC=agricultural | TT=52 | REL=main | PRICES=358,286,172 | ROAD=Phía hết số 142, Đường tổ 4, khu số 20 phố Trung Lợi Giáp thửa | START=Giáp thửa bản Đông: Ngã ba ranh thửa đất tờ bản đồ Phía Tây: Đường đường đất hết đất số 158, tờ | END=đường đất hết đất Số 158, tờ đồ số 20 Lê Duẩn | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0053-02 | SEC=agricultural | TT=53 | REL=main | PRICES=394,315,189 | ROAD=bản Đường Đường Lê Duẩn Huệ | START=đồ số 20 Ngã Nguyễn số 1172, số 20 Phía | END=tư hết thửa đất tờ bản đồ Đông: Giáp | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0054-02 | SEC=agricultural | TT=54 | REL=main | PRICES=394,315,189 | ROAD=Ngã Đường Lê Duẩn số 325, số 20 | START=thửa tư hết thửa đất bản tờ bản đồ Phía đường thửa bản | END=đất số 372, tờ đồ số 13 Tây: Giáp bê tông đất số 143, tờ đồ số 13 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0055-02 | SEC=agricultural | TT=55 | REL=main | PRICES=394,315,189 | ROAD=Phía thửa bản Đường Lê Duẩn Phía đường thửa bản | START=Đông: Giáp Phía đất số 372, tờ thửa đồ số 13 bản Tây: Giáp Phía bê tông đường đất số 143, tờ đất đồ số 13 đồ số | END=Đông: Giáp đất số 99, tờ đồ số 3 Tây: Giáp đất (thửa số 100, tờ bản 3) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0056-02 | SEC=agricultural | TT=56 | REL=main | PRICES=394,315,189 | ROAD=Phía thửa bản Đường Lê Duẩn Phía đường đất | START=Đông: Giáp đất số 99, tờ đồ số 3 Giáp Tây: Giáp Bá đất (thửa số 100, tờ bản | END=đường Cao Quát | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0057-02 | SEC=agricultural | TT=57 | REL=main | PRICES=358,286,172 | ROAD=đồ Đường Ngô Tất Tố (Đường Khu phố 9, Đầu Hưng Long (cũ) đi 39, Minh Hưng) | START=số 3) thửa đất số Giáp tờ bản đồ số 58 Văn | END=đường Huỳnh Bánh | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0058-02 | SEC=agricultural | TT=58 | REL=main | PRICES=394,315,189 | ROAD=Đường Cao Bá Quát (Đường ranh Đường giới Chơn Thành - Minh Hưng) | START=Đường 02 tháng 4 Văn | END=Nguyễn Linh | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0059-02 | SEC=agricultural | TT=59 | REL=main | PRICES=394,315,189 | ROAD=Đường Cao Bá Quát (Đường ranh Đường giới Chơn Thành - Văn Minh Hưng) | START=Nguyễn Ranh Linh Minh | END=giới phường Thành (cũ) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0060-02 | SEC=agricultural | TT=60 | REL=main | PRICES=394,315,189 | ROAD=Đường Cao Bá Đường Quát (Đường ranh giới Chơn Thành - | START=02 tháng 4 Ngã khu | END=ba tổ 9 -10, phố 10 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0061-02 | SEC=agricultural | TT=61 | REL=main | PRICES=394,315,189 | ROAD=Minh Hưng) Đường Cao Bá Quát (Đường ranh Ngã giới Chơn Thành - Khu Minh Hưng (cũ)) | START=Giáp ba tổ 9 -10, Minh phố 10 đất đồ số | END=ranh phường Hưng (thửa số 815, tờ bản 1) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0062-02 | SEC=agricultural | TT=62 | REL=main | PRICES=358,286,172 | ROAD=Đường Phùng Hưng (Đường liên tổ 9, 10 khu phố Đường 10, phường Hưng Long (cũ)) | START=Ngã 02 tháng 4 10, | END=tư đường tổ 9 - khu phố 10 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0063-02 | SEC=agricultural | TT=63 | REL=main | PRICES=358,286,172 | ROAD=Đường Phùng Hưng (Đường liên Ngã tổ 9, 10, khu phố - 10, 10, phường Hưng Long (cũ)) | START=Ngã tư đường tổ 9 khu khu phố 10 đất đồ số | END=ba đường tổ 9, phố 10 (thửa số 1185, tờ bản 6) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0064-02 | SEC=agricultural | TT=64 | REL=main | PRICES=394,315,189 | ROAD=Đường Trừ Văn Đường Thố (Đường 239 Huệ cũ) | START=Phía tổ 6, (Hết Nguyễn phòng Phía thửa bản | END=Bắc: Ngã ba Khu phố 8 ranh đất văn Khu phố 4) Nam: hết ranh đất số 173, tờ đồ số 82 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0065-02 | SEC=agricultural | TT=65 | REL=main | PRICES=394,315,189 | ROAD=Phía tổ 6, Đường Trừ Văn (Hết Thố (Đường 239 phòng cũ) Phía thửa bản | START=Bắc: Ngã ba Phía Khu phố 8 đường ranh đất ăn bệnh Khu phố 4) Nam: Nam: Hết ranh thửa đất số 173, tờ bản đồ số 82 | END=Bắc: Ngã ba bê tông sau viện cũ Phía Hết ranh đất đất số 4, tờ đồ số 25 | FLAGS=DUPLICATE_TT_IN_SEGMENT
