TABLE=095 | AREA=Xã Bình Tân | RECORDS=1820 | GROUPS=1792 | REVIEW=1648
ID=NQ28-095-S04-TT0007-01 | SEC=agricultural | TT=7 | REL=main | PRICES=420,336,269 | ROAD=Thành Thái Học Thành đất số 13 và tờ bản Ngã ba Thành Đường Nguyễn Tất khu phố Thành đất số 16 và bản đồ | START=- Đường Nguyễn Thành (từ ranh thửa khu 154, tờ bản đồ số đất thửa đất số 271, 16 đồ số 114) bản Nguyễn Tất - Đường bê tông (từ ranh thửa Giáp 57, tờ bản đồ số thửa đất số 29, tờ số 118) | END=- Đường bê tông phố (hết ranh thửa số 146, tờ bản đồ và thửa đất số 24, đồ số 118) ranh xã Bình Tân | FLAGS=
ID=NQ28-095-S04-TT0073-07 | SEC=agricultural | TT=73 | REL=main | PRICES=182,146,116,32 | ROAD=Hết Minh Từ Đường quanh hồ 7 mẫu bản Nam: | START=ranh nhà ông Hồ Toản (Phía Bắc: thửa đất số 193, tờ đồ số 9, Phía Từ thửa đất số | END=Ngã ba giao đường Điểu Ong | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0074-07 | SEC=agricultural | TT=74 | REL=main | PRICES=182,146,116,32 | ROAD=49, Đường bên hông huyện Toàn đội | START=tờ bản đồ số 14) tuyến | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0075-07 | SEC=agricultural | TT=75 | REL=main | PRICES=182,146,116,32 | ROAD=Đường Ngã ba Lê Quý Đôn đi Nguyễn Thị Minh Toàn Khai | START=tuyến | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0076-06 | SEC=agricultural | TT=76 | REL=main | PRICES=182,146,116,32 | ROAD=Đường vào sóc Bù Ra Đường Mang | START=Quốc lộ 14 | END=Ngã ba cuối tuyến (Hết ranh nhà ông Điểu MRắc thửa đất số 67, tờ bản đồ số 5) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0077-06 | SEC=agricultural | TT=77 | REL=main | PRICES=182,146,116,32 | ROAD=Cầu Đường ĐT 755 xã | START=Đăk Chậm (ranh Phước Sơn) | END=Trung tâm hành chính xã Đoàn Kết cũ (đường D6) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0078-07 | SEC=agricultural | TT=78 | REL=main | PRICES=182,146,116,32 | ROAD=Trung Đường ĐT 755 xã (đường | START=tâm hành chính Đoàn Kết cũ D6) | END=Cầu Tân Minh | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0079-06 | SEC=agricultural | TT=79 | REL=main | PRICES=182,146,116,32 | ROAD=Đường ĐT 755 Cầu | START=Tân Minh | END=Giáp ranh thị trấn Đức Phong cũ | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0080-06 | SEC=agricultural | TT=80 | REL=main | PRICES=100,80,64,32 | ROAD=Đường Đoàn Kết - Ngã Đồng Nai | START=ba Vườn chuối | END=Hết ranh trại heo nhà ông Sang | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0081-06 | SEC=agricultural | TT=81 | REL=main | PRICES=100,80,64,32 | ROAD=Giáp Đường Đoàn Kết - ông Đồng Nai bản | START=ranh trại heo nhà Sang (thửa 106 tờ đồ 75) | END=(thửa 106 tờ bản đồ 75) Giáp ranh xã Thọ Sơn | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0082-06 | SEC=agricultural | TT=82 | REL=main | PRICES=100,80,64,32 | ROAD=Đường Thác Đứng Giáp | START=đường ĐT 755 | END=Ngã tư danh lam Thác Đứng | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0083-06 | SEC=agricultural | TT=83 | REL=main | PRICES=100,80,64,32 | ROAD=Ngã Đường sân bay cũ đường (Tránh lũ) Kiệt | START=ba tiếp giáp Lý Thường | END=Đường ĐT 755 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0084-06 | SEC=agricultural | TT=84 | REL=main | PRICES=100,80,64,32 | ROAD=Đường Đường liên thôn Kiệt | START=Lý Thường (Quán cà phê 92) | END=Ngã ba Đường vào chùa Thanh Đức | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0085-06 | SEC=agricultural | TT=85 | REL=main | PRICES=88,70,56,32 | ROAD=Đường Đường liên thôn ba | START=ĐT 755 (Ngã Tân Minh) | END=Dốc bà Thơm (bà Tham) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0086-06 | SEC=agricultural | TT=86 | REL=main | PRICES=88,70,56,32 | ROAD=Ngã Đường liên thôn Nghĩa | START=ba nhà ông Tư | END=Đi thôn Đoàn Kết (thôn 7 - Đoàn Kết cũ) (tiếp giáp đường ĐT 755) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0087-06 | SEC=agricultural | TT=87 | REL=main | PRICES=238,190,152,32 | ROAD=Đường ĐT 760 Ngã | START=ba Minh Hưng | END=Kết ranh nhà ông Vũ Văn Hảo (thửa 40 tờ bản đồ 189) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0088-06 | SEC=agricultural | TT=88 | REL=main | PRICES=238,190,152,32 | ROAD=Hết Đường ĐT 760 Văn bản | START=ranh nhà ông Vũ Hảo (thửa 40 tờ đồ 189) | END=Đường bê tông phải tuyến (vào Hội trường thôn Hưng Phước) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0089-06 | SEC=agricultural | TT=89 | REL=main | PRICES=238,190,152,32 | ROAD=Đường Đường ĐT 760 tuyến thôn | START=bê tông phải (vào Hội trường Hưng Phước) | END=Đường bê tông phải tuyến vào Nhà hàng ẩm thực Bến Tre 2 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0090-06 | SEC=agricultural | TT=90 | REL=main | PRICES=238,190,152,32 | ROAD=Đường Đường ĐT 760 tuyến ẩm | START=bê tông phải vào Nhà hàng thực Bến Tre 2 | END=Đường bê tông phải tuyến (Hết thửa đất số 304 tờ bản đồ 116) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0091-06 | SEC=agricultural | TT=91 | REL=main | PRICES=238,190,152,32 | ROAD=Đường Đường ĐT 760 tuyến 304 | START=bê tông phải (Hết thửa đất số tờ bản đồ 116) | END=Cầu Sông Lấp (giáp ranh xã Bom Bo) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0092-06 | SEC=agricultural | TT=92 | REL=main | PRICES=126,101,81,32 | ROAD=Đường hai bên chợ Hành Minh Hưng chợ | START=lang nhà lồng chính | END=Hành lang bên hông nhà lồng chợ chính | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0093-06 | SEC=agricultural | TT=93 | REL=main | PRICES=126,101,81,32 | ROAD=Đường xâm nhập nhựa Đường | START=Quốc lộ 14 | END=Khu bảo tồn Thác Đứng Bù Đăng | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0094-06 | SEC=agricultural | TT=94 | REL=main | PRICES=100,80,64,32 | ROAD=Đường xâm nhập vào Hết thôn Hưng Phát (thôn 7 thôn Minh Hưng cũ) 3 | START=ranh Khu dân cư Hưng Thịnh (thôn Minh Hưng cũ) | END=Nhà ông Bùi Văn Tuy (thửa 89 tờ bản đồ 124) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0095-06 | SEC=agricultural | TT=95 | REL=main | PRICES=3,100,80,64,32 | ROAD=Đường xâm nhập nhựa thôn Hưng Thịnh (thôn Đường | START=ĐT 760 | END=Khu dân cư thôn Hưng Thịnh (thôn 3 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0003-21 | SEC=agricultural | TT=3 | REL=main | PRICES= | ROAD=Minh Hưng cũ) | START= | END=Minh Hưng cũ) | FLAGS=PRICE_MISSING,AGRICULTURAL_PRICE_COLUMN_MISSING,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0003-22 | SEC=agricultural | TT=3 | REL=main | PRICES= | ROAD=Đường xâm nhập nhựa thôn Hưng Thịnh (thôn Minh Hưng cũ) đi Nhà | START= | END= | FLAGS=PRICE_MISSING,AGRICULTURAL_PRICE_COLUMN_MISSING,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0096-06 | SEC=agricultural | TT=96 | REL=main | PRICES=100,80,64,32 | ROAD=Đường thờ Giáo xứ Minh Hưng vào thôn Hưng Phú (thôn 5 Minh Hưng cũ) | START=Quốc lộ 14 | END=Toàn tuyến | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0097-06 | SEC=agricultural | TT=97 | REL=main | PRICES=100,80,64,32 | ROAD=Đường Bê tông từ Quốc lộ 14 thôn Hưng Thịnh (thôn 3 Minh Đường Hưng cũ) đi Đập thủy lợi Hưng Phú | START=Quốc lộ 14 | END=Đập Thủy lợi Hưng Phú | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0098-06 | SEC=agricultural | TT=98 | REL=main | PRICES=100,80,64,32 | ROAD=Đường Bê tông từ Quốc lộ 14 đi thôn Hưng Tân (thôn 1 Minh Hưng cũ), vào Nhà văn Đường hóa thôn Hưng Tân dền hết thửa 170 tờ bản đồ số 128 (đường ngã ba Hành) | START=Quốc lộ 14 | END=Hết thửa 170 tờ bản đồ 128 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0099-06 | SEC=agricultural | TT=99 | REL=main | PRICES=100,80,64,32 | ROAD=Đường xâm nhập nhựa từ Quốc lộ 14 đi nhà văn hóa cộng đồng thôn Đường Hưng Tân (thôn 1 Minh Hưng cũ) | START=Quốc lộ 14 | END=Nhà văn hóa cộng đồng thôn Hưng Tân | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0100-04 | SEC=agricultural | TT=100 | REL=main | PRICES=100,80,64,32 | ROAD=Đường Bê tông thôn Minh Hưng (thôn 2 Minh Hưng cũ) tiếp giáp Đường Quốc lộ 14 (đường vào trường Mẫu giáo Minh Hưng) | START=Quốc lộ 14 | END=Cuối đường | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0101-05 | SEC=agricultural | TT=101 | REL=main | PRICES=100,80,64,32 | ROAD=Ngã ba thôn Hưng Tân Ngã đi thôn Minh Hưng, thôn thôn Hưng Thịnh, thôn Hưng (đường Phú | START=ba giáp đường Hưng Tân ngã ba Hành) | END=Ngã ba đường di thôn Hưng Phú | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0102-05 | SEC=agricultural | TT=102 | REL=main | PRICES=100,80,64,32 | ROAD=Giáp Đường thôn Vĩnh Thiện Phong (vào quán Hồn Việt) Nguyễn Dũng) | START=đường Lê Hồng (nhà ông Thượng | END=Giáp đường Lý Thường Kiệt (nhà yến Bốn Xê) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0103-05 | SEC=agricultural | TT=103 | REL=main | PRICES=182,146,116,32 | ROAD=Đường hai bên trái, phải khu dân cư và Toàn thương mại, Dịch vụ Phan Bội Châu | START=tuyến | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0104-04 | SEC=agricultural | TT=104 | REL=main | PRICES=182,146,116,32 | ROAD=Đường phía sau khu dân cư và thương mại, Toàn Dịch vụ Phan Bội Châu | START=tuyến | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0105-05 | SEC=agricultural | TT=105 | REL=main | PRICES=88,70,56,32 | ROAD=Đường Bê tông thôn Minh Hưng (thôn 2 Minh Hưng cũ) tiếp giáp Quốc Quốc lộ 14 (đường vào chùa Hoàn Liên Hoa) | START=lộ 14 | END=Cuối đường | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0106-03 | SEC=agricultural | TT=106 | REL=main | PRICES=88,70,56,32 | ROAD=Đường Phước Sơn - Đồng Nai (địa phận xã Toàn Bù Đăng) | START=tuyến | END=0 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0107-06 | SEC=agricultural | TT=107 | REL=main | PRICES=88,70,56,32 | ROAD=Đường liên thôn (nối Giáp dài từ Nguyễn Thị Minh Thị Khai đi thôn 1 Đoàn kết) | START=đường Nguyễn Minh Khai | END=Hết tờ bản đồ số 103 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0108-04 | SEC=agricultural | TT=108 | REL=main | PRICES=88,70,56,32 | ROAD=Các tuyến đường đất còn lại có bề rộng nhỏ Toàn hơn 4m hoặc đường không cắt lộ giới | START=tuyến | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0109-05 | SEC=agricultural | TT=109 | REL=main | PRICES=100,80,64,32 | ROAD=Các tuyến đường đã được đầu tư bê tông, nhựa hoặc đường đất Toàn chưa được quy định ở trên 82. Xã Thọ Sơn | START=tuyến Đoạn đường | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0001-21 | SEC=agricultural | TT=1 | REL=main | PRICES=169,135,108 | ROAD=Ranh Đường Quốc lộ 14 Sơn | START=giới xã Phú Giáp cũ Duy | END=Giá trồng cây năm ranh cây xăng Kỳ | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0002-21 | SEC=agricultural | TT=2 | REL=main | PRICES=169,135,108 | ROAD=Giáp Đường Quốc lộ 14 xăng | START=Hết ranh cây bà Duy Kỳ đất đồ | END=ranh đất nhà Lương (thửa số 48, tờ bản số 95) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0003-23 | SEC=agricultural | TT=3 | REL=main | PRICES=169,135,108 | ROAD=Ranh Nhâm Đường Quốc lộ 14 172, 95) | START=đất nhà ông (thửa đất số Ngã tờ bản đồ số đập | END=ba Đường vào thủy lợi | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0004-20 | SEC=agricultural | TT=4 | REL=main | PRICES=169,135,108 | ROAD=Ngã Đường Quốc lộ 14 vào | START=ba Đường Ngã đập thủy lợi cổng | END=ba Đường vào Nông trường | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0005-20 | SEC=agricultural | TT=5 | REL=main | PRICES=169,135,108 | ROAD=Ngã Đường Quốc lộ 14 vào trường | START=ba Đường Ranh cổng Nông Đồng | END=giới tỉnh Lâm | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0006-19 | SEC=agricultural | TT=6 | REL=main | PRICES=169,135,108,32 | ROAD=Giáp Đường Quốc lộ 14 Sơn 400) | START=ranh xã Phú Chợ cũ (Km 896 + 898+600) | END=Thọ Sơn (Km | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0007-20 | SEC=agricultural | TT=7 | REL=main | PRICES=169,135,108,32 | ROAD=Chợ Đường Quốc lộ 14 898 | START=Thọ Sơn (Km Ngã + 600) (Km | END=ba Sơn Hiệp 899 + 800) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0008-20 | SEC=agricultural | TT=8 | REL=main | PRICES=169,135,108,32 | ROAD=Ngã Đường Quốc lộ 14 (Km | START=Giáp ba Sơn Hiệp Đăng 899 + 800) 400) | END=ranh xã Bù (Km 903 + | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0009-20 | SEC=agricultural | TT=9 | REL=main | PRICES=169,135,108 | ROAD=Ngã Đường Quốc lộ 14 cũ tránh lộ | START=ba đường Hết đường Quốc Duy 14 cũ | END=ranh cây xăng Kỳ | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0010-14 | SEC=agricultural | TT=10 | REL=main | PRICES=104,83,67 | ROAD=Đường hai bên chợ Phú Toàn Sơn cũ | START=tuyến | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0011-15 | SEC=agricultural | TT=11 | REL=main | PRICES=104,83,67,32 | ROAD=Đường hai bên chợ Thọ Hành Sơn lồng Ngã 12Đường liên thôn vào Nông | START=Hành lang nhà chợ chợ chính 15m Hết ba Đường ông đập thủy lợi số trường số | END=lang nhà lồng chính vào sâu ranh đất nhà Anh (thửa đất 447, tờ bản đồ 90) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0014-18 | SEC=agricultural | TT=14 | REL=main | PRICES=104,83,67,32 | ROAD=Ngã 13Đường liên thôn vào trường Ngã Đường Đoàn Kết - Đồng chuối Nai 7, 72) | START=Giáp ba Đường trường cổng Nông (thửa tờ Ngã ba Vườn vào (Thửa đất số cũ) tờ bản đồ số 29, 72) | END=ranh Nông cao su đất số 340, bản đồ số 90) ba đường rẽ thôn 6 (thôn 5 (Thửa đất số tờ bản đồ số | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0015-17 | SEC=agricultural | TT=15 | REL=main | PRICES=104,83,67,32 | ROAD=Ngã vào Đường Đoàn Kết - Đồng cũ) Nai 29, 72) | START=ba đường rẽ Hết thôn 6 (thôn 5 ông (Thửa đất số số tờ bản đồ số 106) | END=ranh đất nhà Tụy (Thửa đất 10, tờ bản đồ số | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0016-17 | SEC=agricultural | TT=16 | REL=main | PRICES=104,83,67,32 | ROAD=Hết Đường Đoàn Kết - Đồng ông Nai số số | START=ranh đất nhà Hết Tụy (Thửa đất ông 10, tờ bản đồ đất 106) đồ | END=ranh đất nhà Hùng (Thửa số 298, tờ bản số 111) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0017-14 | SEC=agricultural | TT=17 | REL=main | PRICES=104,83,67,32 | ROAD=Hết Đường Đoàn Kết - Đồng ông Nai đất đồ | START=ranh đất nhà Ngã Hùng (Thửa Công số 298, tờ bản (Thửa số 111) bản | END=ba cổng chào ty An Phước đất số 86, tờ đồ số 112) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0018-14 | SEC=agricultural | TT=18 | REL=main | PRICES=104,83,67,32 | ROAD=Ngã Đường Đoàn Kết - Đồng Công Nai (Thửa tờ | START=ba cổng chào Hết ty An Phước Điểu đất số 86, đất bản đồ số 112) đồ | END=ranh đất ông Quang (Thửa số 32, tờ bản số 113) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0019-15 | SEC=agricultural | TT=19 | REL=main | PRICES=104,83,67,32 | ROAD=Hết Đường Đoàn Kết - Đồng Điểu Nai đất đồ | START=ranh đất ông Quang (Thửa Hết số 32, tờ bản số 113) | END=tuyến | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0020-17 | SEC=agricultural | TT=20 | REL=main | PRICES=104,83,67,32 | ROAD=Hết Đường Đoàn Kết - Đồng ông Nai đất đồ | START=ranh đất nhà Hết Hùng (Thửa ông số 298, tờ bản đất số đồ | END=ranh đất nhà Ngọt (Thửa số 71, tờ bản số 115) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0021-16 | SEC=agricultural | TT=21 | REL=main | PRICES=104,83,67,32 | ROAD=Hết Đường Đoàn Kết - Đồng ông Nai đất đồ 22Đường Đoàn Kết - Đồng Ngã | START=ranh đất nhà Ngã Ngọt (Thửa (Thửa số 71, tờ bản bản số 115) ba Bù Chóp Cuối | END=ba Bù Chóp đất số 59, tờ đồ số 121) tuyến | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0023-15 | SEC=agricultural | TT=23 | REL=main | PRICES=104,83,67,32 | ROAD=(Thửa Nai tờ Đường Đoàn Kết - Đồng Giáp Nai Kết | START=đất số 59, bản đồ số 121) Ngã ranh xã Đoàn Công - Thọ Sơn cũ đất bản | END=ba ông Đình Thành (Thửa số 28&266, tờ đồ số 38) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0024-15 | SEC=agricultural | TT=24 | REL=main | PRICES=104,83,67,32 | ROAD=Ngã Công Đường Đoàn Kết - Đồng (Thửa Nai 28&266, số | START=ba ông Đình Thành Giáp đất số Nai tờ bản đồ 38) | END=ranh xã Đồng - Thọ Sơn cũ | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0025-14 | SEC=agricultural | TT=25 | REL=main | PRICES=91,73,58,32 | ROAD=Nhà Đường liên thôn Sơn Lập Trọng - Sơn Thọ đất tờ | START=ông Trần Nhà Thống thửa Công số 164&238, đất Bản đồ số 48 bản | END=Ông Đoàn Thức thửa số 24&3, tờ đồ số 43 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0026-16 | SEC=agricultural | TT=26 | REL=main | PRICES=91,73,58,32 | ROAD=Nhà Đường liên thôn Sơn Lập Công - Sơn Thọ đất bản | START=ông Đoàn Ngã Thức thửa Tổng số 24 &3, tờ 276&23, đồ số 43 số | END=ba chùa ông thửa đất số tờ bản đồ 35 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0027-18 | SEC=agricultural | TT=27 | REL=main | PRICES=91,73,58,32 | ROAD=Ngã Đường liên thôn Sơn Lập Tòng - Sơn Thọ 276 đồ | START=Cuối ba chùa Ông Nguyễn thửa đất số thửa &23, tờ bản 335, số 35 32 | END=nhà ông Văn Nhân đất số 294 & tờ bản đồ số | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0028-18 | SEC=agricultural | TT=28 | REL=main | PRICES=73,58,32 | ROAD=Cuối Nguyễn Đường liên thôn Sơn Lập thửa - Sơn Thọ 335, 32 | START=nhà ông Cầu Văn Nhân nhà đất số 294 & Minh tờ bản đồ số Sông đồ | END=Sông R lấp ông Đặng Lộc giáp cầu R Lấp tờ bản số 33 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0029-16 | SEC=agricultural | TT=29 | REL=main | PRICES=91,73,58,32 | ROAD=Ngã Đường liên thôn Sơn Lợi (giáp - Sơn Hòa lộ | START=ba Sơn Lợi Ngã đường Quốc THCS 14) | END=ba vào trường (Cấp 1,2) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0030-14 | SEC=agricultural | TT=30 | REL=main | PRICES=91,73,58,32 | ROAD=Ngã Đường liên thôn Sơn Lợi trường - Sơn Hòa (Cấp | START=ba vào THCS Suối 1,2) | END=Sơn Hòa | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0031-14 | SEC=agricultural | TT=31 | REL=main | PRICES=91,73,58,32 | ROAD=Đường vào trường Tiểu Toàn học Thọ Sơn | START=tuyến | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0032-12 | SEC=agricultural | TT=32 | REL=main | PRICES=91,73,58,32 | ROAD=Các tuyến đường bê tông xi măng theo Quyết định số 2541/QĐ-UBND Đường ngày 29/12/2023 của huyện Bù Đăng Đoạn 33Đường bê tông xi măng hóa 34Đường bê tông xi măng Nhà 35Đường bê tông xi măng Nhà | START=Rẫy thôn Sơn vào nhà văn thôn Sơn Thọ Rẫy ông Quỳnh thôn Rẫy ông Năm thôn | END=ông Đạo, thôn Thọ ông Phong, Sơn Lập ông Mạnh, Sơn Lập | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0036-10 | SEC=agricultural | TT=36 | REL=main | PRICES=91,73,58,32 | ROAD=Đoạn Đường nối tiếp bê tông xi Toán, măng Lập | START=nhà ông thân Sơn | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0037-11 | SEC=agricultural | TT=37 | REL=main | PRICES=91,73,58,32 | ROAD=Các tuyến đường nhựa, Toàn bê tông còn | START=tuyến | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0038-11 | SEC=agricultural | TT=38 | REL=main | PRICES=70,56,45,32 | ROAD=Các tuyến đường đất còn Toàn tại 83. Xã Đắk Nhau | START=tuyến Đoạn đường | END=Giá đất Giá | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0001-22 | SEC=agricultural | TT=1 | REL=main | PRICES=125,100,32 | ROAD=Tên đường giao TT thông Giáp Đường ĐT 760 Bo | START=Giáp ranh xã Bom 204, tờ số 79 | END=trồng cây lâu cây năm ranh thửa bản đồ 156 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0002-22 | SEC=agricultural | TT=2 | REL=main | PRICES=125,100,32 | ROAD=Giáp Đường ĐT 760 204, 79 | START=ranh thửa Hết ranh tờ bản đồ số hàng Ngọc | END=cửa điện thoại 156 Sơn | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0003-24 | SEC=agricultural | TT=3 | REL=main | PRICES=125,100,32 | ROAD=Hết ranh Đường ĐT 760 điện Sơn | START=cửa hàng Ngã ba thoại Ngọc đi thôn | END=thôn 2 156 5 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0004-21 | SEC=agricultural | TT=4 | REL=main | PRICES=78,62,32 | ROAD=Ngã Đường ĐT 760B trâu | START=ba chuồng Ngã ba | END=Nùng 98 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0005-21 | SEC=agricultural | TT=5 | REL=main | PRICES=78,62,32 | ROAD=Đường ĐT 760B Thửa Nhựa bản | START=đất số 20, tờ Hết cây đồ số 25 Chung | END=xăng 98 Chiều | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0006-20 | SEC=agricultural | TT=6 | REL=main | PRICES=78,62,32 | ROAD=Đường ĐT Hết cây Chung 760B Nhựa | START=Hết thửa xăng số 14, Chiều đồ số | END=đất tờ bản 98 9 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0007-21 | SEC=agricultural | TT=7 | REL=main | PRICES=78,62,25 | ROAD=Đường liên xã Bom Giáp Bo - Đắk Nhau Bo | START=ranh xã Bom Ngã ba | END=Nùng 98 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0008-21 | SEC=agricultural | TT=8 | REL=main | PRICES=78,62,25 | ROAD=Đường liên xã Bom Ngã Bo - Đắk Nhau | START=Hết thửa ba Nùng số 93, đồ số | END=đất tờ bản 98 51 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0009-21 | SEC=agricultural | TT=9 | REL=main | PRICES=78,62,32 | ROAD=Hết thửa Đường ĐT 93, tờ 760B.Nhựa 51 | START=đất số Hết thửa bản đồ số số 27, đồ số | END=đất tờ bản 98 49 | FLAGS=DUPLICATE_TT_IN_SEGMENT
