TABLE=067 | AREA=Xã Đồng Tâm | RECORDS=296 | GROUPS=292 | REVIEW=161
ID=NQ28-067-S01-TT0001-01 | SEC=non-agricultural | TT=1 | REL=main | PRICES=5700,4000,3400 | ROAD=67. Xã Đồng Tâm Tên đường giao TT thông Giáp Đường Quốc lộ 14 Bình Phước | START=Đoạn đường Hết liệt xã Đường ranh Phường Hết (cầu 2) giữa Đồng phải 14) | END=đất ranh Nghĩa trang sĩ tỉnh hướng đi Bù Đăng (Bên trái Quốc lộ 14) Đường B.3 - ranh 5.700 ấp Cầu 2 và ấp Tiến 4 (Bên đường Quốc lộ | FLAGS=
ID=NQ28-067-S01-TT0009-03 | SEC=non-agricultural | TT=9 | REL=main | PRICES=3400,2900 | ROAD=Giáp Đường Quốc lộ 13 nhà Trung | START=ranh đất Giáp ranh nghỉ Lộc Ninh Thành | END=thị trấn 4.800 (cũ) | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0010-04 | SEC=non-agricultural | TT=10 | REL=main | PRICES=6400,5500 | ROAD=Đường Đường 7 tháng 4 lộ 13 | START=Quốc Ngã ba đường Điện Biên | END=9.200 Phủ | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0011-03 | SEC=non-agricultural | TT=11 | REL=main | PRICES=5800,5000 | ROAD=Ngã Đường 7 tháng 4 đường Biên | START=ba Đường Hùng Điện Vương Phủ | END=8.300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0012-03 | SEC=non-agricultural | TT=12 | REL=main | PRICES=1800,1500 | ROAD=Đường Cách Mạng Đường Tháng Tám lộ 13 | START=Quốc Ngã ba Sơn | END=Hà 2.500 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0013-03 | SEC=non-agricultural | TT=13 | REL=main | PRICES=1300,1100 | ROAD=Đường Cách Mạng Ngã Tháng Tám Hà | START=ba Sơn Hết tuyến bom Làng | END=(Qua hố 1.800 10) | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0014-03 | SEC=non-agricultural | TT=14 | REL=main | PRICES=5800,5000 | ROAD=Đường Đường Điện Biên Phủ tháng | START=7 Giáp cầu 4 | END=Ông Kỳ 8.300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0015-03 | SEC=non-agricultural | TT=15 | REL=main | PRICES=2200,1900 | ROAD=Giáp Đường Điện Biên Phủ Kỳ | START=cầu Ông Đường Lê | END=Lợi 3.200 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0016-03 | SEC=non-agricultural | TT=16 | REL=main | PRICES=960,830 | ROAD=Đường Điện Biên Phủ Đường | START=Lê Lợi Hết Đường | END=nhựa 1.400 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0017-03 | SEC=non-agricultural | TT=17 | REL=main | PRICES=3200,2800 | ROAD=Đường Đường Đồng Khởi Vương | START=Hùng Đường Điện Phủ | END=Biên 4.600 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0018-03 | SEC=non-agricultural | TT=18 | REL=main | PRICES=2700,2300 | ROAD=Đường Đường 3 tháng 2 Nguyễn Thành | START=Đường Trần Tất Trà | END=Văn 3.900 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0019-03 | SEC=non-agricultural | TT=19 | REL=main | PRICES=2600,2200 | ROAD=Đường Đường 3 tháng 2 Văn | START=Trần Hết tuyến Trà | END=3.700 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0020-03 | SEC=non-agricultural | TT=20 | REL=main | PRICES=2900,2500 | ROAD=Đường Đường Hùng Vương lộ 13 | START=Quốc Đường 7 | END=tháng 4 4.100 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0021-03 | SEC=non-agricultural | TT=21 | REL=main | PRICES=2600,2200 | ROAD=Đường Đường Hùng Vương tháng | START=7 Đường Đồng 4 | END=Khởi 3.700 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0022-03 | SEC=non-agricultural | TT=22 | REL=main | PRICES=2600,2200 | ROAD=Đường Đường Hùng Vương Khởi | START=Đồng Đường Huỳnh Văn Nghệ | END=3.700 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0023-03 | SEC=non-agricultural | TT=23 | REL=main | PRICES=1100,920 | ROAD=Hẻm Đường Hùng Đường Vương tháng | START=7 Đường Hùng Vương 4 | END=1.500 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0024-03 | SEC=non-agricultural | TT=24 | REL=main | PRICES=590,500 | ROAD=Đường Đường khu phố Ninh Huỳnh Thái Phát | START=Giáp ranh Tấn Thái cũ | END=xã Lộc 840 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0025-03 | SEC=non-agricultural | TT=25 | REL=main | PRICES=450,390 | ROAD=Đầu Đường ven suối Trường Mai | START=ranh đất Sao Cầu ngập mới | END=650 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0026-03 | SEC=non-agricultural | TT=26 | REL=main | PRICES=750,640 | ROAD=Đường Võ Thị Sáu Toàn | START=tuyến | END=1.100 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0027-03 | SEC=non-agricultural | TT=27 | REL=main | PRICES=3700,3200 | ROAD=Đường Hoàng Hoa Đường Thám Trang | START=Nơ Đường Lê Long Phong | END=Hồng 5.400 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0028-03 | SEC=non-agricultural | TT=28 | REL=main | PRICES=4200,3600 | ROAD=Đường Huỳnh Tấn Đường Phát lộ 13 | START=Quốc Cổng sau máy chế | END=nhà 6.000 biến mủ | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0029-03 | SEC=non-agricultural | TT=29 | REL=main | PRICES=1900,1600 | ROAD=Cổng Đường Huỳnh Tấn máy Phát mủ | START=sau nhà Đường Quốc chế biến 13 | END=lộ 2.700 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0030-03 | SEC=non-agricultural | TT=30 | REL=main | PRICES=4800,4100 | ROAD=Đường Huỳnh Văn Đường Nghệ Khởi | START=Đồng Đường Điện Phủ | END=Biên 6.900 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0031-03 | SEC=non-agricultural | TT=31 | REL=main | PRICES=3700,3200 | ROAD=Đường Đường Lê Hồng Nguyễn Phong Thành | START=Đường 3 Tất | END=tháng 2 5.400 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0032-03 | SEC=non-agricultural | TT=32 | REL=main | PRICES=800,690 | ROAD=Giáp Đường Lê Lợi Thuận | START=xã Lộc Đường Nguyễn cũ Trãi | END=1.100 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0033-03 | SEC=non-agricultural | TT=33 | REL=main | PRICES=1300,1100 | ROAD=Đường Đường Lê Lợi Nguyễn | START=Hết tuyến Trãi | END=1.800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0034-03 | SEC=non-agricultural | TT=34 | REL=main | PRICES=2900,2500 | ROAD=Đường Đường Lý Thái Tổ lộ 13 | START=Quốc Đường Nơ Long | END=Trang 4.100 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0035-03 | SEC=non-agricultural | TT=35 | REL=main | PRICES=2600,2200 | ROAD=Đường Đường Lý Thái Tổ Trang | START=Nơ Ngã ba hồ Long Làng 10 | END=Bom 3.700 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0036-03 | SEC=non-agricultural | TT=36 | REL=main | PRICES=2200 | ROAD=Ngã Đường Lý Thái Tổ Bom | START=ba hố Giáp ranh Làng 10 Tấn | END=xã Lộc 3.200 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_1,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0037-02 | SEC=non-agricultural | TT=37 | REL=main | PRICES=2600,2200 | ROAD=Đường Lý Thường Đường Kiệt lộ 13 | START=Quốc Hết tuyến | END=3.700 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0038-02 | SEC=non-agricultural | TT=38 | REL=main | PRICES=5800,5000 | ROAD=Đường Đường Lý Tự Trọng Vương | START=Hùng Đường 7 | END=tháng 4 8.300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0039-02 | SEC=non-agricultural | TT=39 | REL=main | PRICES=3400,2900 | ROAD=Đường Đường Ngô Quyền lộ 13 | START=Quốc Hết tuyến | END=4.800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0040-02 | SEC=non-agricultural | TT=40 | REL=main | PRICES=1600,1400 | ROAD=Đường Đường Nguyễn Bính lộ 13 | START=Quốc Cuối đường | END=2.300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0041-02 | SEC=non-agricultural | TT=41 | REL=main | PRICES=2700,2300 | ROAD=Đường Nguyễn Bỉnh Đường | START=7 Đường Huỳnh | END=3.800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0042-02 | SEC=non-agricultural | TT=42 | REL=main | PRICES=2700,2300 | ROAD=Khiêm tháng Đường Nguyễn Đình Cầu Chiểu | START=4 Tấn Phát Đường Trần ngập Hưng Đạo | END=3.800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0043-02 | SEC=non-agricultural | TT=43 | REL=main | PRICES=4800,4100 | ROAD=Đường Nguyễn Đình Đường Chiểu tháng | START=7 Đường Đồng 4 | END=Khởi 6.900 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0044-02 | SEC=non-agricultural | TT=44 | REL=main | PRICES=2400,2000 | ROAD=Đường Đường Nguyễn Du Vương | START=Hùng Giáp hẻm | END=số 39 3.400 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0045-02 | SEC=non-agricultural | TT=45 | REL=main | PRICES=2200,1900 | ROAD=Giáp Đường Nguyễn Du 39 | START=hẻm số Giáp ngã Lộc Hiệp | END=ba đi xã 3.200 cũ | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0046-02 | SEC=non-agricultural | TT=46 | REL=main | PRICES=1600,1400 | ROAD=Đường Nguyễn Huệ Toàn | START=tuyến | END=2.300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0047-02 | SEC=non-agricultural | TT=47 | REL=main | PRICES=3200,2800 | ROAD=Đường Nguyễn Hữu Toàn Thọ | START=tuyến | END=4.600 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0048-02 | SEC=non-agricultural | TT=48 | REL=main | PRICES=4000,3400 | ROAD=Đường Nguyễn Tất Đường Thành lộ 13 | START=Quốc Đường Nơ Long | END=Trang 5.700 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0049-02 | SEC=non-agricultural | TT=49 | REL=main | PRICES=3600,3100 | ROAD=Đường Nguyễn Tất Đường Thành Trang | START=Nơ Giáp ranh Thiện cũ Long | END=xã Lộc 5.100 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0050-02 | SEC=non-agricultural | TT=50 | REL=main | PRICES=3000,2600 | ROAD=Đường Nguyễn Thị Toàn Định | START=tuyến | END=4.300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0051-02 | SEC=non-agricultural | TT=51 | REL=main | PRICES=3700,3200 | ROAD=Đường Đường Nguyễn Thị Nguyễn Minh Khai Thành | START=Đường 3 Tất | END=tháng 2 5.400 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0052-02 | SEC=non-agricultural | TT=52 | REL=main | PRICES=640,550 | ROAD=Đường Nguyễn Trãi Đường | START=Giáp ranh Lê Lợi Thuận cũ | END=xã Lộc 920 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0053-02 | SEC=non-agricultural | TT=53 | REL=main | PRICES=3200,2800 | ROAD=Đường Nguyễn Văn Toàn Cừ | START=tuyến | END=4.600 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0054-02 | SEC=non-agricultural | TT=54 | REL=main | PRICES=3200,2800 | ROAD=Đường Nguyễn Văn Toàn Linh | START=tuyến | END=4.600 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0055-02 | SEC=non-agricultural | TT=55 | REL=main | PRICES=1900,1700 | ROAD=Đường Nguyễn Văn Đường Trỗi lộ 13 | START=Quốc Cuối đường | END=2.800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0056-02 | SEC=non-agricultural | TT=56 | REL=main | PRICES=2900,2500 | ROAD=Đường Đường Nơ Trang Nguyễn Long Thành | START=Đường Lý Tất | END=Thái Tổ 4.100 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0057-02 | SEC=non-agricultural | TT=57 | REL=main | PRICES=960,830 | ROAD=Đường Phạm Ngọc Đường Thường Thạch | START=Lý Đường Nguyễn Kiệt Du | END=1.400 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0058-02 | SEC=non-agricultural | TT=58 | REL=main | PRICES=540,460 | ROAD=Đường Phạm Ngọc Đường Thường Thạch | START=Lý Giáp đường Kiệt Tấn | END=Lộc 770 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0059-02 | SEC=non-agricultural | TT=59 | REL=main | PRICES=1300,1100 | ROAD=Đường Phan Bội Đường Châu lộ 13 | START=Quốc Giáp ranh Thuận cũ | END=xã Lộc 1.800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0060-02 | SEC=non-agricultural | TT=60 | REL=main | PRICES=1200,1000 | ROAD=Đường Phan Bội Ngã Châu Phòng | START=tư Biên Cầu ông | END=Năm Tài 1.700 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0061-02 | SEC=non-agricultural | TT=61 | REL=main | PRICES=640,550 | ROAD=Đường Phan Bội Cầu Châu Tài | START=ông Năm Hết ranh Cao Su | END=đất lô 920 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0062-02 | SEC=non-agricultural | TT=62 | REL=main | PRICES=2400,2100 | ROAD=Đường Phan Chu Đường Trinh lộ 13 | START=Quốc Giáp ranh Tấn | END=xã Lộc 3.400 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0063-02 | SEC=non-agricultural | TT=63 | REL=main | PRICES=2300,2000 | ROAD=Đường Phan Chu Giáp Lộc Trinh | START=ranh xã Đường Nguyễn Thiện cũ Tất Thành | END=3.300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0064-02 | SEC=non-agricultural | TT=64 | REL=main | PRICES=2600,2200 | ROAD=Đường Tôn Đức Đường Thắng lộ 13 | START=Quốc Đường Nguyễn Văn Linh | END=3.700 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0065-02 | SEC=non-agricultural | TT=65 | REL=main | PRICES=3300,2800 | ROAD=Đường Đường Tôn Đức Nguyễn Thắng Linh | START=Văn Cuối đường | END=4.700 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0066-02 | SEC=non-agricultural | TT=66 | REL=main | PRICES=4800,4100 | ROAD=Đường Trần Hưng Đường Đạo tháng | START=7 Hết đất bà 4 Tế | END=Thanh 6.900 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0067-02 | SEC=non-agricultural | TT=67 | REL=main | PRICES=5100,4400 | ROAD=Đường Trần Hưng Hết Đạo Thanh | START=đất bà Đường Quốc Tế 13 | END=lộ 7.300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0068-02 | SEC=non-agricultural | TT=68 | REL=main | PRICES=3400,2900 | ROAD=Đường Trần Phú Toàn | START=tuyến | END=4.800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0069-02 | SEC=non-agricultural | TT=69 | REL=main | PRICES=700,600 | ROAD=Đường Trần Quốc Toàn Toản | START=tuyến | END=990 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0070-02 | SEC=non-agricultural | TT=70 | REL=main | PRICES=1900,1600 | ROAD=Đường Trần Văn Trà Toàn | START=tuyến | END=2.700 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0071-02 | SEC=non-agricultural | TT=71 | REL=main | PRICES=3700,3200 | ROAD=Đường Trương Công Đường Định Trang | START=Nơ Đường Lê Long Phong | END=Hồng 5.400 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0072-02 | SEC=non-agricultural | TT=72 | REL=main | PRICES=3000,2600 | ROAD=Đường D1, D2, D3, D4, D5, D6, D7 trong Toàn khu quy hoạch khu dân cư thị trấn (cũ) | START=tuyến | END=4.300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0073-02 | SEC=non-agricultural | TT=73 | REL=main | PRICES=1900,1600 | ROAD=Đường kè suối cầu Lò Đường Heo lộ 13 | START=Hết ranh số 29, tờ Quốc số 8 và thửa số 7, tờ bản 26 | END=thửa đất bản đồ đất 2.700 đồ số | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0074-02 | SEC=non-agricultural | TT=74 | REL=main | PRICES=2400,2100 | ROAD=Đường từ cầu Ông Kỳ đi cổng sau nhà máy Đường chế biến cao su Lộc Biên Ninh | START=Điện Đường Huỳnh Phủ Tấn Phát | END=3.400 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0075-02 | SEC=non-agricultural | TT=75 | REL=main | PRICES=2900,2500 | ROAD=Các tuyến đường nội bộ trong khu đô thị Trung tâm hành chính Toàn - Thương mại - Dịch vụ dán cư huyện Lộc | START=tuyến | END=4.100 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0076-02 | SEC=non-agricultural | TT=76 | REL=main | PRICES=2400,2100 | ROAD=Ninh (cũ) Đường Đường D1 Đức | START=Tôn Đường Trần Thắng | END=Phú 3.400 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0077-02 | SEC=non-agricultural | TT=77 | REL=main | PRICES=1200,1000 | ROAD=Các tuyến đường nội bộ trong khu dân cư Toàn Nguyễn Bình | START=tuyến | END=1.700 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0078-02 | SEC=non-agricultural | TT=78 | REL=main | PRICES=1700,1500 | ROAD=Các tuyến đường nội bộ trong khu dân cư Toàn Trường tiểu học Lộc Ninh A | START=tuyến | END=2.400 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0079-02 | SEC=non-agricultural | TT=79 | REL=main | PRICES=2200,1900 | ROAD=Đường Phan Châu Ngã | START=tư Biên Ngã ba Đường | END=3.100 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0080-02 | SEC=non-agricultural | TT=80 | REL=main | PRICES=1500,1300 | ROAD=Trinh Phòng Ngã Đường Phan Châu Đường Trinh Nguyễn | START=Nguyễn Huệ ba Giáp ranh Thiện cũ Huệ | END=xã Lộc 2.100 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0081-02 | SEC=non-agricultural | TT=81 | REL=main | PRICES=960,830 | ROAD=Đường liên xã Lộc Ngã Ninh - Lộc Hưng | START=Ngã ba cầu ba mới | END=Đỏ 1.400 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0082-02 | SEC=non-agricultural | TT=82 | REL=main | PRICES=700,600 | ROAD=Đường liên xã Lộc Ngã Ninh - Lộc Hưng Đỏ | START=ba cầu Ngã ba cuối đường cấp | END=990 III | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0083-02 | SEC=non-agricultural | TT=83 | REL=main | PRICES=540,460 | ROAD=Đường liên xã Lộc Ngã Ninh - Lộc Hưng trường | START=ba cuối Ranh xã cấp III Khánh cũ | END=Lộc 770 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0084-02 | SEC=non-agricultural | TT=84 | REL=main | PRICES=540,460 | ROAD=Đường liên xã Lộc Ngã Ninh - Lộc Hưng ông | START=ba nhà Ngã ba nhà Lân Sáu Thu | END=ông 770 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0085-02 | SEC=non-agricultural | TT=85 | REL=main | PRICES=250,220 | ROAD=Đường liên xã Lộc Ngã Ninh - Lộc Hưng ông | START=ba nhà Giáp đường Sáu Thu xã | END=liên 360 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0086-02 | SEC=non-agricultural | TT=86 | REL=main | PRICES=1100,920 | ROAD=Đường liên xã Lộc Ngã Ninh - Lộc Hưng (xóm | START=ba cũ Cầu Đỏ bưng) | END=1.500 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0087-02 | SEC=non-agricultural | TT=87 | REL=main | PRICES=750,640 | ROAD=Đường liên xã Lộc Cầu Ninh - Lộc Hưng | START=Đền ranh Đỏ Ninh - Lộc | END=Lộc 1.100 Hưng | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0088-02 | SEC=non-agricultural | TT=88 | REL=main | PRICES=1000,870 | ROAD=Đường liên xã Lộc Ngã Ninh - Lộc Tấn Bé | START=Nhà văn ba Năm (Cũ: Ngã Thư ) - Nhà hóa ấp 3 | END=hóa ấp 3 ba Hai 1.500 văn mới | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
