TABLE=056 | AREA=Phường Bình Phước | RECORDS=752 | GROUPS=319 | REVIEW=751
ID=NQ28-056-S01-TT0001-01 | SEC=non-agricultural | TT=1 | REL=main | PRICES=30100,25800 | ROAD=56. Phường Bình Phước Tên đường giao thông TT Đường Quốc lộ 14 | START=Đoạn Ngã tư Đồng Xoài | END=đường Giá đất Đường Đồng 43.000 Khởi | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0181-01 | SEC=non-agricultural | TT=181 | REL=main | PRICES=27000,23100 | ROAD=Đường số 2 | START=Đường số 7 | END=Đường Phú 38.500 Riềng Đỏ | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0182-01 | SEC=non-agricultural | TT=182 | REL=main | PRICES=24500,21000 | ROAD=Đường số 3 | START=Đường Quốc lộ 14 | END=Đường số 5 35.000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0183-01 | SEC=non-agricultural | TT=183 | REL=main | PRICES=24500,21000 | ROAD=Đường số 4 | START=Đường Quốc lộ 14 | END=Đường số 7 35.000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0184-01 | SEC=non-agricultural | TT=184 | REL=main | PRICES=24500,21000 | ROAD=Đường số 5 | START=Đường Điểu Ông | END=Đường Trần 35.000 Quốc Toản | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0185-01 | SEC=non-agricultural | TT=185 | REL=main | PRICES=24500,21000 | ROAD=Đường số 6 | START=Đường số 1 | END=Đường số 4 35.000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0186-01 | SEC=non-agricultural | TT=186 | REL=main | PRICES=24500,21000 | ROAD=Đường số 7 | START=Đường Điểu Ông | END=Đường Trần 35.000 Quốc Toản | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0187-01 | SEC=non-agricultural | TT=187 | REL=main | PRICES=24500,21000 | ROAD=Đường số 8 | START=Đường số 2 | END=Đường Trần 35.000 Quốc Toản | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0188-01 | SEC=non-agricultural | TT=188 | REL=main | PRICES=24500,21000 | ROAD=Đường số 9 | START=Đường số 2 | END=Đường Điểu 35.000 Ông | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0189-01 | SEC=non-agricultural | TT=189 | REL=main | PRICES=27000,23100 | ROAD=Đường Điểu Ông | START=Đường Quốc lộ 14 | END=Đường Phú 38.500 Riềng Đỏ | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0190-01 | SEC=non-agricultural | TT=190 | REL=main | PRICES=27000,23100 | ROAD=Đường Trần Quốc Toản Trung tâm thương mại thành | START=Đường Quốc lộ 14 | END=Đường Phú 38.500 Riềng Đỏ | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0191-01 | SEC=non-agricultural | TT=191 | REL=main | PRICES=22100,18900 | ROAD=phố Đồng Xoài (cũ) Đường Nơ Trang Long | START=Đường Phú Riềng Đỏ | END=Đường Võ 31.500 Văn Tần | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0192-01 | SEC=non-agricultural | TT=192 | REL=main | PRICES=22100,18900 | ROAD=Đường Phạm Ngọc Thảo | START=Toàn tuyến | END=31.500 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0193-01 | SEC=non-agricultural | TT=193 | REL=main | PRICES=22100,18900 | ROAD=Đường Lê Thị Riêng | START=Toàn tuyến | END=31.500 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0194-01 | SEC=non-agricultural | TT=194 | REL=main | PRICES=22100,18900 | ROAD=Đường Lê Thị Hồng Gấm | START=Toàn tuyến | END=31.500 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0195-01 | SEC=non-agricultural | TT=195 | REL=main | PRICES=10500,9000 | ROAD=Đường Nguyễn Công Hoan | START=Đường Hùng Vương | END=Đường Nguyễn 15.000 Lương Bằng | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0196-01 | SEC=non-agricultural | TT=196 | REL=main | PRICES=10500,9000 | ROAD=Đường Nguyễn Lương Bằng | START=Đường Lê Duẩn | END=Đường Võ 15.000 Văn Tần | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0197-01 | SEC=non-agricultural | TT=197 | REL=main | PRICES=9000,7700 | ROAD=Đường Nguyễn Duy | START=Đường Lê Duẩn | END=Đường Nguyễn Công 12.800 Hoan | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0198-01 | SEC=non-agricultural | TT=198 | REL=main | PRICES=9000,7700 | ROAD=Đường Phạm Thế Hiển | START=Đường Hùng Vương | END=Đường 12.800 Nguyễn Duy | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0199-01 | SEC=non-agricultural | TT=199 | REL=main | PRICES=8400,7200 | ROAD=Đường Lương Thế Vinh | START=Toàn tuyến | END=12.000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0200-01 | SEC=non-agricultural | TT=200 | REL=main | PRICES=8400,7200 | ROAD=Đường Nguyễn Thi | START=Toàn tuyến | END=12.000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0201-01 | SEC=non-agricultural | TT=201 | REL=main | PRICES=7600,6500 | ROAD=Đường Tô Hiệu | START=Đường Phú Riềng Đỏ | END=Đường Võ 10.800 Văn Tần | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0202-01 | SEC=non-agricultural | TT=202 | REL=main | PRICES=9200,7900 | ROAD=Đường Tôn Đức Thắng | START=Đường Phú Riềng Đỏ | END=Đường Võ 13.200 Văn Tần | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0203-01 | SEC=non-agricultural | TT=203 | REL=main | PRICES=7600,6500 | ROAD=Đường Tôn Đức Thắng (đoạn đường đã được đầu tư thảm nhựa) | START=Đường Võ Văn Tần | END=Đường Nguyễn 10.800 Chánh | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0204-01 | SEC=non-agricultural | TT=204 | REL=main | PRICES=6700,5800 | ROAD=Đường Thành Thái | START=Đường quy hoạch số 5 | END=Đường Võ 9.600 Văn Tần | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0205-01 | SEC=non-agricultural | TT=205 | REL=main | PRICES=6700,5800 | ROAD=Đường Nguyễn Hoàn | START=Đường quy hoạch số 5 | END=Đường Võ 9.600 Văn Tần | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0206-01 | SEC=non-agricultural | TT=206 | REL=main | PRICES=7300,6200 | ROAD=Đường số 31 | START=Đường Phú Riềng Đỏ | END=Đường Võ 10.400 Văn Tần | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0207-01 | SEC=non-agricultural | TT=207 | REL=main | PRICES=6400,5500 | ROAD=Đường Huỳnh Mẫn Đạt | START=Đường Thành Thái | END=Đường Tôn 9.200 Đức Thắng | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0208-01 | SEC=non-agricultural | TT=208 | REL=main | PRICES=6700,5800 | ROAD=Đường Mai Thúc Loan | START=Toàn tuyến | END=9.600 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0209-01 | SEC=non-agricultural | TT=209 | REL=main | PRICES=6200,5300 | ROAD=Đường Cao Văn Lầu | START=Đường Mai Thúc Loan | END=Đường Võ 8.800 Văn Tán | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0210-01 | SEC=non-agricultural | TT=210 | REL=main | PRICES=6200,5300 | ROAD=Đường Văn Cao | START=Đường Mai Thúc Loan | END=Đường Võ 8.800 Văn Tần | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0211-01 | SEC=non-agricultural | TT=211 | REL=main | PRICES=6200,5300 | ROAD=Đường Hồ Văn Huê | START=Đường Mai Thúc Loan Thửa đất số | END=Đường Võ 8.800 Văn Tần | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0212-01 | SEC=non-agricultural | TT=212 | REL=main | PRICES=6200,5300 | ROAD=Đường số 32 (đường Vành phía Nam Đồng Xoài) | START=759, tờ bản đồ đai số 5 (thửa đất của ông Trịnh Ngọc Vinh) | END=Đường Phan 8.800 Bội Châu | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0213-01 | SEC=non-agricultural | TT=213 | REL=main | PRICES=6200,5300 | ROAD=Đường Nguyễn Chánh (giấy Trường THPT Dân tộc nội | START=Đường Quốc trú) lộ 14 | END=Hết đường Nguyễn 8.800 Chánh | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0214-01 | SEC=non-agricultural | TT=214 | REL=main | PRICES=5600,4800 | ROAD=Đường Nguyễn Tri Phương | START=Đường Phú Riềng Đỏ | END=Hết tuyến 8.000 (toàn tuyến) | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0215-01 | SEC=non-agricultural | TT=215 | REL=main | PRICES=4500,3800 | ROAD=Hẻm 752 - Đường Phú Riềng Đỏ | START=Toàn tuyến | END=6.400 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0216-01 | SEC=non-agricultural | TT=216 | REL=main | PRICES=4200,3600 | ROAD=Đường Cù Chính Lan | START=Đường Lê Quý Đôn | END=Đường Võ Thị 6.000 Sáu | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0217-01 | SEC=non-agricultural | TT=217 | REL=main | PRICES=4200,3600 | ROAD=Đường Trần Tế Xương | START=Đường Cù Chính Lan | END=Hết ranh đất Công An 6.000 phường Tân Xuân (cũ) | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0218-01 | SEC=non-agricultural | TT=218 | REL=main | PRICES=4200,3600 | ROAD=Đường Nguyễn Thông | START=Đường Võ Thị Sáu | END=Đường Trần 6.000 Tế Xương | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0219-01 | SEC=non-agricultural | TT=219 | REL=main | PRICES=4200,3600 | ROAD=Đường Võ Trường Toản | START=Đường Võ Thị Sáu | END=Đường Trần 6.000 Tế Xương | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0220-01 | SEC=non-agricultural | TT=220 | REL=main | PRICES=4600,4000 | ROAD=Đường Võ Thị Sáu | START=Đường Nguyễn Huệ | END=Hết ranh đất Trường Mầm 6.600 Non Hoa Huệ | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0221-01 | SEC=non-agricultural | TT=221 | REL=main | PRICES=8700,7400 | ROAD=Đường ĐT 741 | START=Giáp ranh phường Tân Bình, Tân Xuân (cũ) | END=Giáp ranh huyện Đồng 12.400 Phú (cũ) | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0222-01 | SEC=non-agricultural | TT=222 | REL=main | PRICES=5500,4700 | ROAD=Đường ĐH 507 (đường Nông Trường) | START=Đường ĐT741 | END=Hết ranh thửa đất số 383, tờ 7.800 bản đồ số 7 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0223-01 | SEC=non-agricultural | TT=223 | REL=main | PRICES=3900,3400 | ROAD=Đường ĐH 507 (đường Nông Trường) | START=Giáp ranh thửa đất số 383, tờ bản đồ số 7 | END=Đầu ranh thửa đất số 34, tờ 5.600 bản đồ số 20 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0224-01 | SEC=non-agricultural | TT=224 | REL=main | PRICES=3400,2900 | ROAD=Đường ĐH 507 (đường Nông Trường) | START=Thửa đất số 34, tờ bản đồ số 20 | END=Ngã ba giao 4.800 đường bộ đội | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0225-01 | SEC=non-agricultural | TT=225 | REL=main | PRICES=2500,2200 | ROAD=Đường ĐH 507 (đường Nông Trường) | START=Ngã ba giao đường bộ đội | END=Giáp xã An Thái, huyện Phú Giáo, tỉnh 3.600 Bình Dương | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0226-01 | SEC=non-agricultural | TT=226 | REL=main | PRICES=1600,1400 | ROAD=Đường Tiến Hưng- Tiến Thành | START=Đường ĐH | END=(cũ) Giáp ranh 2,300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0227-01 | SEC=non-agricultural | TT=227 | REL=main | PRICES=2000,1700 | ROAD=Đường nhựa đi ấp Dên Dên | START=507 (đường Nông Trường) Đường ĐH 507 (đường Nông Trường) | END=phường Đồng Xoài Giáp ranh huyện Đồng 2.800 Phú (cũ) | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0228-01 | SEC=non-agricultural | TT=228 | REL=main | PRICES=4900,4200 | ROAD=Đường Trường Chinh nối | START=Đường ĐH dài 507 (đường Nông Trường) | END=Ngõ 129 7.000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0229-01 | SEC=non-agricultural | TT=229 | REL=main | PRICES=1500,1300 | ROAD=Đường Trường Chinh nối | START=dài Ngõ 129 | END=Đường vào Khu công nghiệp Đồng 2.200 Xoài 3 (ngõ 351) | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0230-01 | SEC=non-agricultural | TT=230 | REL=main | PRICES=3400,2900 | ROAD=Đường Trường Chinh nối | START=dài Ngõ 401 | END=Giáp ranh phường Tân 4.800 Bình (cũ) | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0231-01 | SEC=non-agricultural | TT=231 | REL=main | PRICES=3400,2900 | ROAD=Đường Long An (ngõ 354) | START=Đường ĐT 741 | END=Đường liên xã đi Tân Hưng - 4.800 huyện Đồng Phú (cũ) | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0232-01 | SEC=non-agricultural | TT=232 | REL=main | PRICES=4100,3500 | ROAD=Đường liên xã đi Tân Hưng huyện Đồng Phú (cũ) (ngõ | START=Đường ĐT - 741 (Trạm Y 246) tế Xã) | END=Ngã ba (đường Long 5.800 An) | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0233-01 | SEC=non-agricultural | TT=233 | REL=main | PRICES=2000,1700 | ROAD=Đường liên xã đi Tân Hưng huyện Đồng Phú (cũ) (ngõ | START=Ngã ba - (đường Long 246) An) | END=Cầu Rạt xã Tân Hưng, 2.800 huyện Đồng Phú (cũ) | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0234-01 | SEC=non-agricultural | TT=234 | REL=main | PRICES=6900,5900 | ROAD=Đường vào Khu công nghiệp Đồng Xoài 3 (ngã 351) | START=Đường ĐT 741 | END=Giáp ranh đất khu công 9.800 nghiệp Đồng Xoài 3 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0235-01 | SEC=non-agricultural | TT=235 | REL=main | PRICES=4100,3500 | ROAD=Đường vào Khu công nghiệp Đồng Xoài 3 (ngã 351) | START=Giáp ranh đất khu công nghiệp Đồng Xoài 3 | END=Hết ranh đất khu công 5.800 nghiệp Đồng Xoài 3 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0236-01 | SEC=non-agricultural | TT=236 | REL=main | PRICES=3400,2900 | ROAD=Đường nhựa cặp Trường học cơ sở Tiến Hưng (ngõ | START=Trung Đường ĐT 245) 741 | END=Giáp khu dân 4.800 cư 92 ha | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0237-01 | SEC=non-agricultural | TT=237 | REL=main | PRICES=3000,2600 | ROAD=Đường nhựa cặp Trường học cơ sở Tiến Hưng (ngõ | START=Trung Giáp khu dân 245) cư 92 ha | END=Đường ĐH 507 (đường 4.300 Nông Trường) | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0238-01 | SEC=non-agricultural | TT=238 | REL=main | PRICES=2300,2000 | ROAD=Ngõ 486 | START=Đường ĐT 741 | END=Hết ranh đất nhà máy xử lý 3.300 rác | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0239-01 | SEC=non-agricultural | TT=239 | REL=main | PRICES=2300,2000 | ROAD=Ngõ 493, 477 | START=Đường ĐT 741 | END=Khu dân cư 3.300 Tà Bế Gold | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0240-01 | SEC=non-agricultural | TT=240 | REL=main | PRICES=2700,2300 | ROAD=Ngõ 401, 393 | START=Toàn tuyến | END=3.800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0241-01 | SEC=non-agricultural | TT=241 | REL=main | PRICES=2700,2300 | ROAD=Ngố 551 (đoạn đường nhựa) | START=Đường ĐT | END=Hết thửa đất 3.800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0242-01 | SEC=non-agricultural | TT=242 | REL=main | PRICES=1600,1400 | ROAD=Ngõ 551 | START=741 Giáp thửa đất số 15, tờ bản đồ số 11 | END=số 15, Tờ bản đồ số 11 Hết thửa đất số 03, tờ bản 2.300 đồ số 04 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0243-01 | SEC=non-agricultural | TT=243 | REL=main | PRICES=1600,1400 | ROAD=Ngõ 466, 461, 446, 445, 434, 419, 384 | START=Toàn tuyến | END=2.300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0244-01 | SEC=non-agricultural | TT=244 | REL=main | PRICES=2000,1700 | ROAD=Ngõ 422, 371, 427 | START=Toàn tuyến | END=2.800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0245-01 | SEC=non-agricultural | TT=245 | REL=main | PRICES=1600,1400 | ROAD=Ngõ 326, 292, 282, 270 | START=Toàn tuyến | END=2.300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0246-01 | SEC=non-agricultural | TT=246 | REL=main | PRICES=3900,3400 | ROAD=Ngõ 212, 182 | START=Toàn tuyến | END=5.600 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0247-01 | SEC=non-agricultural | TT=247 | REL=main | PRICES=2900,2500 | ROAD=Ngõ 136, 68 | START=Toàn tuyến | END=4.200 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0248-01 | SEC=non-agricultural | TT=248 | REL=main | PRICES=2400,2100 | ROAD=Ngõ 226, 202, 146 | START=Toàn tuyến | END=3.450 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0249-01 | SEC=non-agricultural | TT=249 | REL=main | PRICES=3200,2800 | ROAD=Ngõ 160 | START=Toàn tuyến | END=4.600 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0250-01 | SEC=non-agricultural | TT=250 | REL=main | PRICES=1600,1400 | ROAD=Ngõ 22 | START=Toàn tuyến | END=2.300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0251-01 | SEC=non-agricultural | TT=251 | REL=main | PRICES=1600,1400 | ROAD=Ngõ 44 | START=Toàn tuyến | END=2.300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0252-01 | SEC=non-agricultural | TT=252 | REL=main | PRICES=2700,2300 | ROAD=Ngõ 2 | START=Toàn tuyến | END=3.800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0253-01 | SEC=non-agricultural | TT=253 | REL=main | PRICES=3400,2900 | ROAD=Ngõ 49,91, 113, 129, 67, 187, 197, 227 | START=Toàn tuyến | END=4.800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0254-01 | SEC=non-agricultural | TT=254 | REL=main | PRICES=4300,3600 | ROAD=Ngõ 167, 145 | START=Toàn tuyến | END=6.100 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0255-01 | SEC=non-agricultural | TT=255 | REL=main | PRICES=1600,1400 | ROAD=Ngõ 249, 281, 301 | START=Toàn tuyến | END=2.300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0256-01 | SEC=non-agricultural | TT=256 | REL=main | PRICES=1600,1400 | ROAD=Ngõ 303 | START=Toàn tuyến | END=2.300 Đường vào | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0257-01 | SEC=non-agricultural | TT=257 | REL=main | PRICES=1600,1400 | ROAD=Đường nhựa thuộc ấp 1 | START=Ngõ 445 | END=Khu công nghiệp Đồng 2.300 Xoài 3 (ngõ 351) | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0258-01 | SEC=non-agricultural | TT=258 | REL=main | PRICES=3200,2800 | ROAD=Đường nhựa liên ấp 3, ấp | START=6 Ngõ 49 | END=Đường nhựa cặp Trường Trung học cơ 4.600 sở Tiến Hưng | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0259-01 | SEC=non-agricultural | TT=259 | REL=main | PRICES=4800,4100 | ROAD=Các tuyến đường còn lại trong khu dân cư phía Bắc tỉnh lỵ | START=Toàn tuyến | END=(ngõ 245) 6.900 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0260-01 | SEC=non-agricultural | TT=260 | REL=main | PRICES=4800,4100 | ROAD=Các tuyến đường còn lại trong khu dân cư Trung tâm hành chính thành phố (cũ) | START=Toàn tuyến | END=6.900 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0261-01 | SEC=non-agricultural | TT=261 | REL=main | PRICES=5400,4700 | ROAD=Các tuyến đường còn lại trong khu dân cư Phú Thịnh - Khu Lâm Viên (trừ các tuyến đường đã có tên trong bảng giá đất) | START=Toàn tuyến | END=7.800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0262-01 | SEC=non-agricultural | TT=262 | REL=main | PRICES=3200,2700 | ROAD=Các tuyến đường trong phân của bà Nguyễn Thị Tâm Phượng (đường quy hoạch khu dân cư phía đông phường | START=lô Toàn tuyến 28m | END=4.500 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0263-01 | SEC=non-agricultural | TT=263 | REL=direct | PRICES=3600,3100 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0264-01 | SEC=non-agricultural | TT=264 | REL=direct | PRICES=3300,2800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0265-01 | SEC=non-agricultural | TT=265 | REL=direct | PRICES=3200,2800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0266-01 | SEC=non-agricultural | TT=266 | REL=direct | PRICES=2900,2500 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0267-01 | SEC=non-agricultural | TT=267 | REL=direct | PRICES=3200,2800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0268-01 | SEC=non-agricultural | TT=268 | REL=direct | PRICES=2900,2500 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0269-01 | SEC=non-agricultural | TT=269 | REL=direct | PRICES=2900,2500 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0270-01 | SEC=non-agricultural | TT=270 | REL=direct | PRICES=2700,2300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0271-01 | SEC=non-agricultural | TT=271 | REL=direct | PRICES=3300,2800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0272-01 | SEC=non-agricultural | TT=272 | REL=direct | PRICES=2900,2500 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0273-01 | SEC=non-agricultural | TT=273 | REL=direct | PRICES=2900,2500 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0274-01 | SEC=non-agricultural | TT=274 | REL=direct | PRICES=2700,2300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0275-01 | SEC=non-agricultural | TT=275 | REL=main | PRICES=2900,2500 | ROAD=tông xi măng Các tuyến đường giao thông | START=Ngã tư Đồng | END=Đường Lê 4.200 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0276-01 | SEC=non-agricultural | TT=276 | REL=direct | PRICES=2700,2300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
