TABLE=056 | AREA=Phường Bình Phước | RECORDS=693 | GROUPS=258 | REVIEW=3
ID=NQ28-056-S01-TT0001-01 | SEC=agricultural | TT=1 | REL=main | PRICES=800,640,380 | ROAD=56. Phường Bình Phước Tên đường giao thông TT Đường Quốc lộ 14 | START=Đoạn Ngã tư Đồng Xoài | END=đường Giá trồng cây năm Đường Đồng Khởi | FLAGS=
ID=NQ28-056-S01-TT0240-01 | SEC=agricultural | TT=240 | REL=main | PRICES=330,260,155 | ROAD=Ngõ 303 | START=Toàn tuyến | END=Đường vào Khu | FLAGS=
ID=NQ28-056-S01-TT0241-01 | SEC=agricultural | TT=241 | REL=main | PRICES=330,260,155 | ROAD=Đường nhựa thuộc ấp | START=1 Ngõ 445 | END=công nghiệp Đồng Xoài 3 (ngõ 351) | FLAGS=
ID=NQ28-056-S01-TT0242-01 | SEC=agricultural | TT=242 | REL=main | PRICES=330,260,155 | ROAD=Đường nhựa liên ấp 3, Các tuyến đường giao | START=ấp 6 Ngõ 49 thông | END=Đường nhựa cặp Trường Trung học cơ sở Tiến Hưng (ngõ 245) | FLAGS=
ID=NQ28-056-S01-TT0243-01 | SEC=agricultural | TT=243 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0244-01 | SEC=agricultural | TT=244 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0245-01 | SEC=agricultural | TT=245 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0246-03 | SEC=agricultural | TT=246 | REL=direct | PRICES=430,340,200 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-056-S01-TT0247-01 | SEC=agricultural | TT=247 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0248-01 | SEC=agricultural | TT=248 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0249-01 | SEC=agricultural | TT=249 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0250-01 | SEC=agricultural | TT=250 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0251-01 | SEC=agricultural | TT=251 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0252-01 | SEC=agricultural | TT=252 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0253-01 | SEC=agricultural | TT=253 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0254-01 | SEC=agricultural | TT=254 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0255-01 | SEC=agricultural | TT=255 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0256-01 | SEC=agricultural | TT=256 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0257-01 | SEC=agricultural | TT=257 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0258-01 | SEC=agricultural | TT=258 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0259-01 | SEC=agricultural | TT=259 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0260-01 | SEC=agricultural | TT=260 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0261-01 | SEC=agricultural | TT=261 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0262-01 | SEC=agricultural | TT=262 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0263-01 | SEC=agricultural | TT=263 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0264-01 | SEC=agricultural | TT=264 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0265-01 | SEC=agricultural | TT=265 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0266-01 | SEC=agricultural | TT=266 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0267-01 | SEC=agricultural | TT=267 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0268-01 | SEC=agricultural | TT=268 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0269-01 | SEC=agricultural | TT=269 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0270-01 | SEC=agricultural | TT=270 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0271-01 | SEC=agricultural | TT=271 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0272-01 | SEC=agricultural | TT=272 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0273-01 | SEC=agricultural | TT=273 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0274-01 | SEC=agricultural | TT=274 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0275-01 | SEC=agricultural | TT=275 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0276-01 | SEC=agricultural | TT=276 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0277-01 | SEC=agricultural | TT=277 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0278-01 | SEC=agricultural | TT=278 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0279-01 | SEC=agricultural | TT=279 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0280-01 | SEC=agricultural | TT=280 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0281-01 | SEC=agricultural | TT=281 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0282-01 | SEC=agricultural | TT=282 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0283-01 | SEC=agricultural | TT=283 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0284-01 | SEC=agricultural | TT=284 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0285-01 | SEC=agricultural | TT=285 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0286-01 | SEC=agricultural | TT=286 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0287-01 | SEC=agricultural | TT=287 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0288-01 | SEC=agricultural | TT=288 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0289-01 | SEC=agricultural | TT=289 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0290-01 | SEC=agricultural | TT=290 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0291-01 | SEC=agricultural | TT=291 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0292-01 | SEC=agricultural | TT=292 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0293-01 | SEC=agricultural | TT=293 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0294-01 | SEC=agricultural | TT=294 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0295-01 | SEC=agricultural | TT=295 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0296-01 | SEC=agricultural | TT=296 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0297-01 | SEC=agricultural | TT=297 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0298-01 | SEC=agricultural | TT=298 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0299-01 | SEC=agricultural | TT=299 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0300-01 | SEC=agricultural | TT=300 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0301-01 | SEC=agricultural | TT=301 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0302-01 | SEC=agricultural | TT=302 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0303-01 | SEC=agricultural | TT=303 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0304-01 | SEC=agricultural | TT=304 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0305-01 | SEC=agricultural | TT=305 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0306-01 | SEC=agricultural | TT=306 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0307-01 | SEC=agricultural | TT=307 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0308-01 | SEC=agricultural | TT=308 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0309-01 | SEC=agricultural | TT=309 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0310-01 | SEC=agricultural | TT=310 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0311-01 | SEC=agricultural | TT=311 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0312-01 | SEC=agricultural | TT=312 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0313-01 | SEC=agricultural | TT=313 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0314-01 | SEC=agricultural | TT=314 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0315-01 | SEC=agricultural | TT=315 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0316-01 | SEC=agricultural | TT=316 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0317-01 | SEC=agricultural | TT=317 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0318-01 | SEC=agricultural | TT=318 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0319-01 | SEC=agricultural | TT=319 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0320-01 | SEC=agricultural | TT=320 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0321-01 | SEC=agricultural | TT=321 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0322-01 | SEC=agricultural | TT=322 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0323-01 | SEC=agricultural | TT=323 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0324-01 | SEC=agricultural | TT=324 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0325-01 | SEC=agricultural | TT=325 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0326-01 | SEC=agricultural | TT=326 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0327-01 | SEC=agricultural | TT=327 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0328-01 | SEC=agricultural | TT=328 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0329-01 | SEC=agricultural | TT=329 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0330-01 | SEC=agricultural | TT=330 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0331-01 | SEC=agricultural | TT=331 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0332-01 | SEC=agricultural | TT=332 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0333-01 | SEC=agricultural | TT=333 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0334-01 | SEC=agricultural | TT=334 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0335-01 | SEC=agricultural | TT=335 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0336-01 | SEC=agricultural | TT=336 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0337-01 | SEC=agricultural | TT=337 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0338-01 | SEC=agricultural | TT=338 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0339-01 | SEC=agricultural | TT=339 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0340-01 | SEC=agricultural | TT=340 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0341-01 | SEC=agricultural | TT=341 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0342-01 | SEC=agricultural | TT=342 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0343-01 | SEC=agricultural | TT=343 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0344-01 | SEC=agricultural | TT=344 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0345-01 | SEC=agricultural | TT=345 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0346-01 | SEC=agricultural | TT=346 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0347-01 | SEC=agricultural | TT=347 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0348-01 | SEC=agricultural | TT=348 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0349-01 | SEC=agricultural | TT=349 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0350-01 | SEC=agricultural | TT=350 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0351-01 | SEC=agricultural | TT=351 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0352-01 | SEC=agricultural | TT=352 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0353-01 | SEC=agricultural | TT=353 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0354-01 | SEC=agricultural | TT=354 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0355-01 | SEC=agricultural | TT=355 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0356-01 | SEC=agricultural | TT=356 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0357-01 | SEC=agricultural | TT=357 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0358-01 | SEC=agricultural | TT=358 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0359-01 | SEC=agricultural | TT=359 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0360-01 | SEC=agricultural | TT=360 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0361-01 | SEC=agricultural | TT=361 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0362-01 | SEC=agricultural | TT=362 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0363-01 | SEC=agricultural | TT=363 | REL=main | PRICES=430,340,200 | ROAD=nhựa, bê tông xi măng Các tuyến đường giao | START=thông Ngã tư Đồng | END=Đường Nguyễn | FLAGS=
ID=NQ28-056-S01-TT0364-01 | SEC=agricultural | TT=364 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0365-01 | SEC=agricultural | TT=365 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0366-01 | SEC=agricultural | TT=366 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0367-01 | SEC=agricultural | TT=367 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0368-01 | SEC=agricultural | TT=368 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0369-01 | SEC=agricultural | TT=369 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0370-01 | SEC=agricultural | TT=370 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0371-01 | SEC=agricultural | TT=371 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0372-01 | SEC=agricultural | TT=372 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0373-01 | SEC=agricultural | TT=373 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0374-01 | SEC=agricultural | TT=374 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0375-01 | SEC=agricultural | TT=375 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0376-01 | SEC=agricultural | TT=376 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0377-01 | SEC=agricultural | TT=377 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0378-01 | SEC=agricultural | TT=378 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0379-01 | SEC=agricultural | TT=379 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0380-01 | SEC=agricultural | TT=380 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0381-01 | SEC=agricultural | TT=381 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0382-01 | SEC=agricultural | TT=382 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0383-01 | SEC=agricultural | TT=383 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0384-01 | SEC=agricultural | TT=384 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0385-01 | SEC=agricultural | TT=385 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0386-01 | SEC=agricultural | TT=386 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0387-01 | SEC=agricultural | TT=387 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0388-01 | SEC=agricultural | TT=388 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0389-01 | SEC=agricultural | TT=389 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0390-01 | SEC=agricultural | TT=390 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0391-01 | SEC=agricultural | TT=391 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0392-01 | SEC=agricultural | TT=392 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0393-01 | SEC=agricultural | TT=393 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0394-01 | SEC=agricultural | TT=394 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0395-01 | SEC=agricultural | TT=395 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0396-01 | SEC=agricultural | TT=396 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0397-01 | SEC=agricultural | TT=397 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0398-01 | SEC=agricultural | TT=398 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0399-01 | SEC=agricultural | TT=399 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0400-01 | SEC=agricultural | TT=400 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0401-01 | SEC=agricultural | TT=401 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0402-01 | SEC=agricultural | TT=402 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0403-01 | SEC=agricultural | TT=403 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0404-01 | SEC=agricultural | TT=404 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0405-01 | SEC=agricultural | TT=405 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0406-01 | SEC=agricultural | TT=406 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0407-01 | SEC=agricultural | TT=407 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0408-01 | SEC=agricultural | TT=408 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0409-01 | SEC=agricultural | TT=409 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0410-01 | SEC=agricultural | TT=410 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0411-01 | SEC=agricultural | TT=411 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0412-01 | SEC=agricultural | TT=412 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0413-01 | SEC=agricultural | TT=413 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0414-01 | SEC=agricultural | TT=414 | REL=main | PRICES=430,340,200 | ROAD=măng Các tuyến đường giao | START=thông Đường Quốc | END=lộ Đường Lê Lợi | FLAGS=
ID=NQ28-056-S01-TT0415-01 | SEC=agricultural | TT=415 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0416-01 | SEC=agricultural | TT=416 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0417-01 | SEC=agricultural | TT=417 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0418-01 | SEC=agricultural | TT=418 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0419-01 | SEC=agricultural | TT=419 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0420-01 | SEC=agricultural | TT=420 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0421-01 | SEC=agricultural | TT=421 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0422-01 | SEC=agricultural | TT=422 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0423-01 | SEC=agricultural | TT=423 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0424-01 | SEC=agricultural | TT=424 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0425-01 | SEC=agricultural | TT=425 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0426-01 | SEC=agricultural | TT=426 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0427-01 | SEC=agricultural | TT=427 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0428-01 | SEC=agricultural | TT=428 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0429-01 | SEC=agricultural | TT=429 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0430-01 | SEC=agricultural | TT=430 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0431-01 | SEC=agricultural | TT=431 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0432-01 | SEC=agricultural | TT=432 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0433-01 | SEC=agricultural | TT=433 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0434-01 | SEC=agricultural | TT=434 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0435-01 | SEC=agricultural | TT=435 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0436-01 | SEC=agricultural | TT=436 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0437-01 | SEC=agricultural | TT=437 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0438-01 | SEC=agricultural | TT=438 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0439-01 | SEC=agricultural | TT=439 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0440-01 | SEC=agricultural | TT=440 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0441-01 | SEC=agricultural | TT=441 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0442-01 | SEC=agricultural | TT=442 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0443-01 | SEC=agricultural | TT=443 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0444-01 | SEC=agricultural | TT=444 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0445-01 | SEC=agricultural | TT=445 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0446-01 | SEC=agricultural | TT=446 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0447-01 | SEC=agricultural | TT=447 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0448-01 | SEC=agricultural | TT=448 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0449-01 | SEC=agricultural | TT=449 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0450-01 | SEC=agricultural | TT=450 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0451-01 | SEC=agricultural | TT=451 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0452-01 | SEC=agricultural | TT=452 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0453-01 | SEC=agricultural | TT=453 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0454-01 | SEC=agricultural | TT=454 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0455-01 | SEC=agricultural | TT=455 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0456-01 | SEC=agricultural | TT=456 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0457-01 | SEC=agricultural | TT=457 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0458-01 | SEC=agricultural | TT=458 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0459-01 | SEC=agricultural | TT=459 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0460-01 | SEC=agricultural | TT=460 | REL=direct | PRICES=430,340,200 | FLAGS=
