TABLE=059 | AREA=Phường Chơn Thành | RECORDS=213 | GROUPS=213 | REVIEW=23
ID=NQ28-059-S01-TT0001-01 | SEC=agricultural | TT=1 | REL=main | PRICES=700,560,336 | ROAD=59. Phường Chơn Thành Tên đường giao TT thông Đường 02 tháng 4 Ngã (Đường Quốc lộ | START=Đoạn đường Phía đường (hết số 42, tư Chơn 84) | END=Giá trồng cây năm Đông: Giáp bê Tông ranh thửa đất tờ bản đồ số Phía Tây: Giáp | FLAGS=
ID=NQ28-059-S01-TT0150-01 | SEC=agricultural | TT=150 | REL=main | PRICES=358,286,172 | ROAD=Đường Đường tổ 5, tổ 6, (đầu khu phố Trung Lợi số 621, số 13) | START=Ngô Tất Tố Đường ranh thửa đất (hết tờ bản đồ số 861, số 13) | END=Lê Duẩn ranh thửa đất tờ bản đồ | FLAGS=
ID=NQ28-059-S01-TT0151-01 | SEC=agricultural | TT=151 | REL=main | PRICES=394,315,189 | ROAD=Các tuyến đường khu dân cư Lâm Toàn Sản 7 (tờ bản đồ số 106, khu phố 7) | START=tuyến | END= | FLAGS=
ID=NQ28-059-S01-TT0152-01 | SEC=agricultural | TT=152 | REL=main | PRICES=358,286,172 | ROAD=Đường tổ 1, khu Đường phố 4 (đối diện Huệ UBND phường đất Hưng Long (cũ)) đồ | START=Nguyễn Giáp (đầu ranh thửa (hết số 16, tờ bản số 461, số 87) số 26) | END=suối Bên Đình ranh thửa đất tờ bản đồ | FLAGS=
ID=NQ28-059-S01-TT0153-01 | SEC=agricultural | TT=153 | REL=main | PRICES=358,286,172 | ROAD=Đường tổ 1, khu Giáp phố 4 (đối diện (hết UBND phường số 461, Hưng Long (cũ)) số 26) Phía | START=suối Bến Đình ranh thửa đất Giáp tờ bản đồ Khu Bắc: bắt đầu Phía | END=đường tổ 3A, phố 4 Bắc: giáp thửa | FLAGS=
ID=NQ28-059-S01-TT0154-01 | SEC=agricultural | TT=154 | REL=main | PRICES=358,286,172 | ROAD=tử thửa tờ bản ông Đường liên Khu phố 10 - Khu phố Cừ đầu Trung Lợi 423, của | START=đất số 89, đất đồ số 3 của đồ số Nguyễn Văn Nguyễn Phía Nam: bắt Phía từ thửa đất số thửa tờ bản đồ số 3 bản bà Nguyễn Thị ông | END=số 87, tờ bản 3 của bà Thị Hai Nam: giáp đất số 100, tờ đồ số 3 của Nguyễn Tấn | FLAGS=
ID=NQ28-059-S01-TT0155-01 | SEC=agricultural | TT=155 | REL=main | PRICES=358,286,172 | ROAD=Na Đường tổ 6, Khu phố 8 (Đường kế Toàn Trạm y tế Chơn Thành) | START=Hải tuyến | END= | FLAGS=
ID=NQ28-059-S01-TT0156-01 | SEC=agricultural | TT=156 | REL=main | PRICES=700,560,336 | ROAD=Ranh Đường Quốc lộ 13 Chơn | START=Đầu Phong giới phường đường Thành và đường 13 cũ) | END=đất Công ty gỗ Phú (Ngã tư Hồ Chí Minh Quốc lộ | FLAGS=
ID=NQ28-059-S01-TT0157-01 | SEC=agricultural | TT=157 | REL=main | PRICES=700,560,336 | ROAD=Đầu Phong Đường Quốc lộ 13 đường Minh | START=đất công ty gỗ Phú (Ngã tư Hồ Chí Hết và đường | END=đường số 29 | FLAGS=
ID=NQ28-059-S01-TT0158-01 | SEC=agricultural | TT=158 | REL=main | PRICES=700,560,336 | ROAD=Quốc Đường Quốc lộ 13 Hết | START=lộ 13 cũ) đường số 29 Cầu | END=Tham Rớt | FLAGS=
ID=NQ28-059-S01-TT0159-01 | SEC=agricultural | TT=159 | REL=main | PRICES=358,286,172 | ROAD=Đường D4 (Đường Đường Tô Hiến Thành) | START=Ranh Quốc lộ 13 Chơn | END=giới phường Thành | FLAGS=
ID=NQ28-059-S01-TT0160-01 | SEC=agricultural | TT=160 | REL=main | PRICES=394,315,189 | ROAD=Đường trục chính Khu công nghiệp Đường Chơn Thành | START=Mương Quốc lộ 13 phía nghiệp | END=thoát nước tây Khu công Chơn Thành | FLAGS=
ID=NQ28-059-S01-TT0161-01 | SEC=agricultural | TT=161 | REL=main | PRICES=394,315,189 | ROAD=Đường Trung tâm hành chính Toàn phường Thành Tâm (cũ) | START=tuyến | END= | FLAGS=
ID=NQ28-059-S01-TT0162-01 | SEC=agricultural | TT=162 | REL=main | PRICES=358,286,172 | ROAD=Đường D9 Đường | START=Hết Quốc lộ 13 nghiệp | END=ranh Khu công Chơn Thành | FLAGS=
ID=NQ28-059-S01-TT0163-01 | SEC=agricultural | TT=163 | REL=main | PRICES=358,286,172 | ROAD=Hết Đường D9 nghiệp Thành | START=ranh Khu công Chơn Hết | END=tuyến | FLAGS=
ID=NQ28-059-S01-TT0164-01 | SEC=agricultural | TT=164 | REL=main | PRICES=394,315,189 | ROAD=Đường thảm nhựa Khu phố Hòa Vinh Đường | START=Ngã ranh Quốc lộ 13 | END=tư đường (Hết thửa đất số | FLAGS=
ID=NQ28-059-S01-TT0002-02 | SEC=agricultural | TT=2 | REL=main | PRICES= | ROAD=(Đường vào KMC) | START=169, 211) | END=tờ bản đồ số | FLAGS=PRICE_MISSING,AGRICULTURAL_PRICE_COLUMN_MISSING,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-059-S01-TT0165-01 | SEC=agricultural | TT=165 | REL=main | PRICES=394,315,189 | ROAD=Đường thảm nhựa Ngã khu phố Hòa Vinh ranh | START=tư đường (Hết Cống thửa đất số hết | END=thoát nước ranh công ty bột | FLAGS=
ID=NQ28-059-S01-TT0002-03 | SEC=agricultural | TT=2 | REL=main | PRICES= | ROAD=(Đường vào 119, KMC) 210) | START=tờ bản đồ số mỳ | END=Thành Công | FLAGS=PRICE_MISSING,AGRICULTURAL_PRICE_COLUMN_MISSING,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-059-S01-TT0166-01 | SEC=agricultural | TT=166 | REL=main | PRICES=394,315,189 | ROAD=Đường thảm nhựa Cổng khu phố Hòa Vinh hết | START=thoát nước Hết ranh công ty | END=tuyến (Đường | FLAGS=
ID=NQ28-059-S01-TT0002-04 | SEC=agricultural | TT=2 | REL=main | PRICES= | ROAD=(Đường vào bột KMC) Công | START=đất) mỳ Thành | END= | FLAGS=PRICE_MISSING,AGRICULTURAL_PRICE_COLUMN_MISSING,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-059-S01-TT0167-01 | SEC=agricultural | TT=167 | REL=main | PRICES=358,286,172 | ROAD=Đường Đường giáp ranh Tô phường Thành (Đầu Tâm (cũ) - phường số 139, Hưng Long (cũ) số 191) | START=D4 (Đường Hết Hiến Thành) ranh thửa đất số 100, tờ bản đồ số 191 | END=ranh thửa đất tờ bản đồ | FLAGS=
ID=NQ28-059-S01-TT0168-01 | SEC=agricultural | TT=168 | REL=main | PRICES=358,286,172 | ROAD=Đường giáp ranh phường Thành Đường Tâm (cũ) - phường Hưng Long (cũ) | START=Quốc lộ 13 Hết | END=tuyến | FLAGS=
ID=NQ28-059-S01-TT0169-01 | SEC=agricultural | TT=169 | REL=main | PRICES=700,560,336 | ROAD=Đường Hồ Chí Toàn Minh | START=tuyến | END= | FLAGS=
ID=NQ28-059-S01-TT0170-01 | SEC=agricultural | TT=170 | REL=main | PRICES=358,286,172 | ROAD=Đường ranh giới Đường phường Thành đất Tâm (cũ) - xã Trừ đồ Văn Thố (cũ) | START=D9 (từ thửa số 183, tờ bản Hết số 201) | END=tuyến | FLAGS=
ID=NQ28-059-S01-TT0171-01 | SEC=agricultural | TT=171 | REL=main | PRICES=700,560,336 | ROAD=Ranh Đường ĐT 751 Hưng (Đường Quốc lộ 14 (thửa cũ) bản | START=Hết cổng giới phường Công Long (cũ) Becamex đất số 19, tờ Phước đồ số 267) 178, 265) | END=đường vào chính Khu Nghiệp - Bình (thửa đất số tờ bản đồ số | FLAGS=
ID=NQ28-059-S01-TT0172-01 | SEC=agricultural | TT=172 | REL=main | PRICES=700,560,336 | ROAD=Hết cổng Đường ĐT 751 Công (Đường Quốc lộ 14 Becamex cũ) Phước 178, | START=đường vào chính Khu Ngã Nghiệp - Bình (hết (thửa đất số tờ bản tờ bản đồ số | END=tư đường N2 thửa đất số 6, đồ số 263) | FLAGS=
ID=NQ28-059-S01-TT0173-01 | SEC=agricultural | TT=173 | REL=main | PRICES=700,560,336 | ROAD=265) Đường ĐT 751 Ngã (Đường Quốc lộ 14 (hết cũ) tờ bản | START=tư đường N2 Cầu thửa đất số 6, (ranh đồ số 263) | END=suối ngang xã Nha Bích) | FLAGS=
ID=NQ28-059-S01-TT0174-01 | SEC=agricultural | TT=174 | REL=main | PRICES=394,315,189 | ROAD=Đường Đường Minh Thành (Đường - An Long cũ) | START=Đầu ĐT 751 Huỳnh Quốc lộ 14 (thửa bản | END=đất nhà ông Văn Đáo đất số 1, tờ đồ số 349) | FLAGS=
ID=NQ28-059-S01-TT0175-01 | SEC=agricultural | TT=175 | REL=main | PRICES=394,315,189 | ROAD=Đầu Đường Minh Thành Huỳnh (thửa - An Long bản | START=đất nhà ông Hết Văn Đáo Thị đất số 1, tờ số 198, đồ số 349) số 159) | END=đất nhà bà Lê Gái (thửa đất tờ bản đồ | FLAGS=
ID=NQ28-059-S01-TT0176-01 | SEC=agricultural | TT=176 | REL=main | PRICES=394,315,189 | ROAD=Hết Đường Minh Thành Thị số 198, - An Long số 159) | START=đất nhà bà Lê Ranh Gái (thửa đất Long, tờ bản đồ Minh | END=giới xã An TP. Hồ Chí | FLAGS=
ID=NQ28-059-S01-TT0177-01 | SEC=agricultural | TT=177 | REL=main | PRICES=394,315,189 | ROAD=Đường nhựa Minh Ranh Thành - Bàu Nàm Bích | START=Giáp giới xã Nha Hòa Hồ Ngã | END=đập Phước - Ranh giới TP. Chí Minh tư đường đất | FLAGS=
ID=NQ28-059-S01-TT0178-01 | SEC=agricultural | TT=178 | REL=main | PRICES=394,315,189 | ROAD=Đường nhựa khu Đường phố 3 - Khu phố 5 (Đường (Đường số 40) cũ) | START=đỏ khu ĐT 751 Thành Quốc lộ 14 Chơn đất đồ số | END=phố Minh 5, phường Thành (thửa số 166, tờ bản 139) | FLAGS=
ID=NQ28-059-S01-TT0179-01 | SEC=agricultural | TT=179 | REL=main | PRICES=358,286,172 | ROAD=Đường Đường ranh giới Huệ phường Hưng lộ 14 Long (cũ) - phường bà Minh Thành (cũ) (thửa bản | START=Nguyễn (Đường Quốc cũ); Đất nhà Đường Võ Thị Thức Quát đất số 365 tờ đồ số 16) | END=Cao Bá | FLAGS=
ID=NQ28-059-S01-TT0180-01 | SEC=agricultural | TT=180 | REL=main | PRICES=358,286,172 | ROAD=Đường ranh giới Đường phường Hưng (Đường Long (cũ) - phường cũ) Minh Thành (cũ) tờ bản | START=ĐT 751 Đường Quốc lộ 14 Minh (thửa đất số 19, 11, đồ số 267) 176) | END=Hồ Chí (thửa đất số tờ bản đồ số | FLAGS=
ID=NQ28-059-S01-TT0181-01 | SEC=agricultural | TT=181 | REL=main | PRICES=394,315,189 | ROAD=Đường ĐH 01 Toàn | START=tuyến | END= | FLAGS=
ID=NQ28-059-S01-TT0182-01 | SEC=agricultural | TT=182 | REL=main | PRICES=358,286,172 | ROAD=Đường Đường D1, khu đất phố Thành Tâm 2 đồ | START=Ngã D3 (thửa tông số 275, tờ bản đất số 195) đồ | END=ba đường bê nhựa (thửa số 133, tờ bản số 195) | FLAGS=
ID=NQ28-059-S01-TT0183-01 | SEC=agricultural | TT=183 | REL=main | PRICES=358,286,172 | ROAD=Đường bê tông Đường đất nhựa, khu phố đồ Thành Tâm 2 | START=D1 (thửa Ngã số 133, tờ bản (thửa số 195) bản | END=ba đường D5 đất số 53, tờ đồ số 195) | FLAGS=
ID=NQ28-059-S01-TT0184-01 | SEC=agricultural | TT=184 | REL=main | PRICES=358,286,172 | ROAD=Đường bê tông Đường đất nhựa, khu phố đồ Thành Tâm 2 | START=Ngã D3 (thửa tông số 210, tờ bản đất số 195) đồ | END=ba đường bê nhựa (thửa số 443, tờ bản số 195) | FLAGS=
ID=NQ28-059-S01-TT0185-01 | SEC=agricultural | TT=185 | REL=main | PRICES=358,286,172 | ROAD=Từ Phạm Đường số 11 (thửa bản | START=đất nhà bà Đầu Cầu Thị Loan đất số 119, tờ 02, đồ số 281) 159) | END=đất nhà ông 7 (thửa đất số tờ bản đồ số | FLAGS=
ID=NQ28-059-S01-TT0186-01 | SEC=agricultural | TT=186 | REL=main | PRICES=358,286,172 | ROAD=Đầu Cầu Đường số 11 02, 159) | START=đất nhà ông 7 Đến (thửa đất số số tờ bản đồ số 157 | END=hết thửa đất 86, tờ bản đồ số | FLAGS=
ID=NQ28-059-S01-TT0187-01 | SEC=agricultural | TT=187 | REL=main | PRICES=358,286,172 | ROAD=Từ Đường số 25 tờ bản | START=Đến thửa đất số 1, số đồ số 349 số | END=cuối thửa đất 924, tờ bản đồ 150 | FLAGS=
ID=NQ28-059-S01-TT0188-01 | SEC=agricultural | TT=188 | REL=main | PRICES=358,286,172 | ROAD=Từ Đường số 27 tờ bản | START=Đến thửa đất số 6, số đồ số 349 154 | END=cuối thửa đất 90, tờ bản đồ số | FLAGS=
ID=NQ28-059-S01-TT0189-01 | SEC=agricultural | TT=189 | REL=main | PRICES=394,315,189 | ROAD=Đường Đồng Hưu - Từ tờ bản Bầu Nam | START=Giáp thửa đất số 228, Thành đồ số 165 (thửa tờ bản | END=đường Minh - Bàu Nàm đất số 799, đồ số 129) | FLAGS=
ID=NQ28-059-S01-TT0190-01 | SEC=agricultural | TT=190 | REL=main | PRICES=250,200,120 | ROAD=Đường nhựa, đường bê tông còn lại chưa quy định Toàn cụ thể ở các mục | START=tuyến | END= | FLAGS=
ID=NQ28-059-S01-TT0191-01 | SEC=agricultural | TT=191 | REL=main | PRICES=250,200,120 | ROAD=trên Các tuyến đường Toàn đất còn lại | START=tuyến | END= | FLAGS=
