TABLE=067 | AREA=Xã Đồng Tâm | RECORDS=265 | GROUPS=264 | REVIEW=146
ID=NQ28-067-S01-TT0001-01 | SEC=agricultural | TT=1 | REL=main | PRICES=202,161,64 | ROAD=67. Xã Đồng Tâm Tên đường giao TT thông Giáp Đường Quốc lộ 14 Bình 2) | START=Đoạn đường Hết ranh trang hướng Đăng ranh Phường đường Phước (cầu Hết đường ranh giữa và ấp (bên phải Quốc | END=Giá đất trồng cây lâu năm Nghĩa liệt sĩ tỉnh đi xã Bù (bên trải Quốc lộ 14) 252 B3 - ấp Cầu 2 Đồng Tiến 4 đường lộ 14) | FLAGS=
ID=NQ28-067-S01-TT0045-02 | SEC=agricultural | TT=45 | REL=main | PRICES=266,213 | ROAD=Đường Nguyễn Du Giáp | START=Giáp ngã hẻm số 39 Lộc Hiệp | END=ba đi xã cũ | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0046-02 | SEC=agricultural | TT=46 | REL=main | PRICES=266,213 | ROAD=Đường Nguyễn Huệ Toàn | START=tuyến | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0047-02 | SEC=agricultural | TT=47 | REL=main | PRICES=266,213 | ROAD=Đường Nguyễn Hữu Toàn Thọ | START=tuyến | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0048-02 | SEC=agricultural | TT=48 | REL=main | PRICES=266,213 | ROAD=Đường Nguyễn Tất Đường Thành 13 | START=Quốc lộ Đường Long | END=Nơ Trang | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0049-02 | SEC=agricultural | TT=49 | REL=main | PRICES=266,213 | ROAD=Đường Nguyễn Tất Đường Thành Trang | START=Nơ Giáp ranh Thiện cũ Long | END=xã Lộc | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0050-02 | SEC=agricultural | TT=50 | REL=main | PRICES=266,213 | ROAD=Đường Nguyễn Thị Toàn Định | START=tuyến | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0051-02 | SEC=agricultural | TT=51 | REL=main | PRICES=266,213 | ROAD=Đường Nguyễn Thị Đường Minh Khai Tất | START=Nguyễn Đường Thành | END=3 tháng 2 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0052-02 | SEC=agricultural | TT=52 | REL=main | PRICES=266,213 | ROAD=Đường Nguyễn Trãi Đường | START=Giáp ranh Lê Lợi Thuận | END=xã Lộc cũ | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0053-02 | SEC=agricultural | TT=53 | REL=main | PRICES=266,213 | ROAD=Đường Nguyễn Văn Toàn Cừ | START=tuyến | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0054-02 | SEC=agricultural | TT=54 | REL=main | PRICES=266,213 | ROAD=Đường Nguyễn Văn Toàn Linh | START=tuyến | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0055-02 | SEC=agricultural | TT=55 | REL=main | PRICES=266,213 | ROAD=Đường Nguyễn Văn Đường | START=Quốc lộ Cuối đường | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0056-02 | SEC=agricultural | TT=56 | REL=main | PRICES=266,213 | ROAD=Trỗi 13 Đường Nơ Trang Đường Long Tất | START=Nguyễn Đường Thành | END=Lý Thái Tổ | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0057-02 | SEC=agricultural | TT=57 | REL=main | PRICES=266,213 | ROAD=Đường Phạm Ngọc Đường Thường Thạch | START=Lý Đường Kiệt | END=Nguyễn Du | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0058-02 | SEC=agricultural | TT=58 | REL=main | PRICES=266,213 | ROAD=Đường Phạm Ngọc Đường Thường Thạch | START=Lý Giáp đường Kiệt | END=Lộc Tấn | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0059-02 | SEC=agricultural | TT=59 | REL=main | PRICES=266,213 | ROAD=Đường Phan Bội Đường Châu 13 | START=Quốc lộ Giáp ranh Thuận | END=xã Lộc cũ | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0060-02 | SEC=agricultural | TT=60 | REL=main | PRICES=112,90 | ROAD=Đường Phan Bội Ngã Châu Phòng | START=tư Biên Cầu ông | END=Năm Tài | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0061-02 | SEC=agricultural | TT=61 | REL=main | PRICES=112,90 | ROAD=Đường Phan Bội Cầu Châu Tài | START=ông Năm Hết ranh Su | END=đất lô Cao | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0062-02 | SEC=agricultural | TT=62 | REL=main | PRICES=266,213 | ROAD=Đường Phan Chu Đường Trinh 13 | START=Quốc lộ Giáp ranh | END=xã Lộc Tấn | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0063-02 | SEC=agricultural | TT=63 | REL=main | PRICES=266,213 | ROAD=Đường Phan Chu Giáp Lộc Trinh | START=Đường ranh xã Thiện cũ Thành | END=Nguyễn Tất | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0064-02 | SEC=agricultural | TT=64 | REL=main | PRICES=266,213 | ROAD=Đường Tôn Đức Đường Thắng 13 | START=Quốc lộ Đường Linh | END=Nguyễn Văn | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0065-02 | SEC=agricultural | TT=65 | REL=main | PRICES=266,213 | ROAD=Đường Tôn Đức Đường Văn Thắng | START=Nguyễn Cuối đường Linh | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0066-02 | SEC=agricultural | TT=66 | REL=main | PRICES=266,213 | ROAD=Đường Trần Hưng Đường Đạo 4 | START=7 tháng Hết đất | END=bà Thanh Tế | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0067-02 | SEC=agricultural | TT=67 | REL=main | PRICES=266,213 | ROAD=Đường Trần Hưng Hết Đạo Thanh | START=đất bà Đường Tế | END=Quốc lộ 13 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0068-02 | SEC=agricultural | TT=68 | REL=main | PRICES=266,213 | ROAD=Đường Trần Phú Toàn | START=tuyến | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0069-02 | SEC=agricultural | TT=69 | REL=main | PRICES=266,213 | ROAD=Đường Trần Quốc Toàn Toản | START=tuyến | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0070-02 | SEC=agricultural | TT=70 | REL=main | PRICES=266,213 | ROAD=Đường Trần Văn Trà Toàn | START=tuyến | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0071-02 | SEC=agricultural | TT=71 | REL=main | PRICES=266,213 | ROAD=Đường Trương Công Đường Định Trang | START=Nơ Đường Long Phong | END=Lê Hồng | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0072-02 | SEC=agricultural | TT=72 | REL=main | PRICES=266,213 | ROAD=Đường kè suối cầu Lò Đường Heo 13 | START=Hết ranh Quốc lộ 29, tờ bản thửa đất đồ số 26 | END=thửa đất số đồ số 8 và số 7, tờ bản | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0073-02 | SEC=agricultural | TT=73 | REL=main | PRICES=266,213 | ROAD=Đường từ cầu Ông Kỳ đi cổng sau nhà máy Đường chế biến cao su Lộc Biên Ninh | START=Điện Đường Phủ Phát | END=Huỳnh Tấn | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0074-02 | SEC=agricultural | TT=74 | REL=main | PRICES=266,213 | ROAD=Đường Đường D1 Đức | START=Tôn Đường Thắng | END=Trần Phú | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0075-02 | SEC=agricultural | TT=75 | REL=main | PRICES=112,90 | ROAD=Đường Phan Châu Ngã Trinh Phòng | START=tư Biên Ngã ba Nguyễn | END=đường Huệ | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0076-02 | SEC=agricultural | TT=76 | REL=main | PRICES=112,90 | ROAD=Đường Phan Châu Ngã | START=ba đường Giáp ranh | END=xã Lộc | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0077-02 | SEC=agricultural | TT=77 | REL=main | PRICES=112,90 | ROAD=Trinh Nguyễn Đường liên xã Lộc Ngã Ninh - Lộc Hưng | START=Thiện cũ Huệ Ngã ba ba mới | END=cầu Đỏ | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0078-02 | SEC=agricultural | TT=78 | REL=main | PRICES=112,90 | ROAD=Đường liên xã Lộc Ngã Ninh - Lộc Hưng | START=Ngã ba ba cầu Đỏ cấp III | END=cuối trường | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0079-02 | SEC=agricultural | TT=79 | REL=main | PRICES=112,90 | ROAD=Đường liên xã Lộc Ngã Ninh - Lộc Hưng trường | START=ba cuối Ranh xã cấp III cũ | END=Lộc Khánh | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0080-02 | SEC=agricultural | TT=80 | REL=main | PRICES=112,90 | ROAD=Đường liên xã Lộc Ngã Ninh - Lộc Hưng Lân | START=ba nhà ông Ngã ba Thu | END=nhà ông Sáu | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0081-02 | SEC=agricultural | TT=81 | REL=main | PRICES=112,90 | ROAD=Đường liên xã Lộc Ngã Ninh - Lộc Hưng Sáu | START=ba nhà ông Giáp đường Thu | END=liên xã | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0082-02 | SEC=agricultural | TT=82 | REL=main | PRICES=112,90 | ROAD=Đường liên xã Lộc Ngã Ninh - Lộc Hưng bưng) | START=ba cũ (xóm Cầu Đỏ | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0083-02 | SEC=agricultural | TT=83 | REL=main | PRICES=112,90 | ROAD=Đường liên xã Lộc Cầu Ninh - Lộc Hưng | START=Đến ranh Đỏ Lộc Hưng | END=Lộc Ninh - | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0084-02 | SEC=agricultural | TT=84 | REL=main | PRICES=112,90 | ROAD=Đường liên xã Lộc Ngã Ninh - Lộc Tấn | START=Nhà văn (Cũ: Ngã ba Năm Bé - Nhà văn mới | END=hóa ấp 3 ba Hai Thư) hóa ấp 3 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0085-02 | SEC=agricultural | TT=85 | REL=main | PRICES=112,90 | ROAD=Đường liên xã Lộc Nhà Ninh - Lộc Tấn 3 mới | START=văn hóa ấp Giáp ranh | END=xã Lộc Tấn | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0086-02 | SEC=agricultural | TT=86 | REL=main | PRICES=112,90 | ROAD=Đường liên xã Lộc Toàn Ninh - Lộc Hưng | START=tuyến | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0087-02 | SEC=agricultural | TT=87 | REL=main | PRICES=70,56,45,44 | ROAD=Đường liên thôn Lộc Giáp Thái 1 - Lộc Thái 3 Quốc | START=đường Thửa đất bản đồ lộ 13 | END=số 44, tờ số 130 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0088-02 | SEC=agricultural | TT=88 | REL=main | PRICES=70,56,45,44 | ROAD=Thửa Đường liên thôn Lộc tờ bản Thái 1 - Lộc Thái 3 130 | START=đất số 44, đồ số Hết tuyến | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0089-02 | SEC=agricultural | TT=89 | REL=main | PRICES=112,90 | ROAD=Đường tránh Quốc lộ Toàn | START=tuyến | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0013-04 | SEC=agricultural | TT=13 | REL=main | PRICES= | ROAD=Các tuyến đường đấu | START= | END= | FLAGS=PRICE_MISSING,AGRICULTURAL_PRICE_COLUMN_MISSING,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0090-02 | SEC=agricultural | TT=90 | REL=main | PRICES=112,90 | ROAD=nối trực tiếp ra đường Giáp Quốc lộ 13 trong Lộc phạm vi 200m (tính từ HLLG) | START=Hết đất ranh xã Hưng Minh Tú | END=cây xăng | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0091-02 | SEC=agricultural | TT=91 | REL=direct | PRICES=112,90 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0092-02 | SEC=agricultural | TT=92 | REL=main | PRICES=112,90 | ROAD=Các tuyến đường đấu Hết nối trực tiếp ra đường Ngân Quốc lộ 13 trong Agribank phạm vi 200m (tính từ Thái | START=ranh đất Hết ranh hàng Lộc Trung Thành | END=đất nhà nghỉ | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0093-02 | SEC=agricultural | TT=93 | REL=main | PRICES=112,90 | ROAD=HLLG) Các tuyến đường đấu Hết | START=ranh đất Giáp ranh | END=thị trấn Lộc | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0094-02 | SEC=agricultural | TT=94 | REL=main | PRICES=70,56,45,44 | ROAD=nối trực tiếp ra đường nhà Quốc lộ 13 trong Thành phạm vi 200m (tính từ HLLG) Đường khu 1 - Đoạn 1 Thửa | START=nghỉ Trung Ninh (cũ) đất số 2 Thửa đất | END=số 18 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0095-02 | SEC=agricultural | TT=95 | REL=main | PRICES=70,56,45,44 | ROAD=Đường khu 1 - Đoạn 2 Thửa | START=đất số 3 Thửa đất | END=số 19 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0096-02 | SEC=agricultural | TT=96 | REL=main | PRICES=70,56,45,44 | ROAD=Đường khu 2 Thửa | START=đất số 21 Thửa đất | END=số 29 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0097-02 | SEC=agricultural | TT=97 | REL=main | PRICES=70,56,45,44 | ROAD=Đường khu 3 Thửa | START=đất số 30 Thửa đất | END=số 43 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0098-02 | SEC=agricultural | TT=98 | REL=main | PRICES=70,56,45,44 | ROAD=Đường khu 4 Đoạn 1 Thửa | START=đất số 44 Thửa đất | END=số 69 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0099-02 | SEC=agricultural | TT=99 | REL=main | PRICES=70,56,45,44 | ROAD=Đường khu 4 - Đoạn 2 Thửa | START=đất số 45 Thửa đất | END=số 68 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0100-02 | SEC=agricultural | TT=100 | REL=main | PRICES=70,56,45,44 | ROAD=Đường khu 5 Thửa | START=đất số 70 Thửa đất | END=số 81 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0101-02 | SEC=agricultural | TT=101 | REL=main | PRICES=70,56,45,44 | ROAD=Đường khu 6 Thửa | START=đất số 82 Thửa đất | END=số 106 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0102-02 | SEC=agricultural | TT=102 | REL=main | PRICES=105,84 | ROAD=Giáp Đường liên xã Lộc trấn Ninh - Lộc Quang (cũ) | START=ranh thị Lộc Ninh Cầu Bù | END=Linh | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0103-02 | SEC=agricultural | TT=103 | REL=main | PRICES=105,84 | ROAD=Ngã Đường liên xã Lộc Nông Ninh - Lộc Hưng VII | START=Ngã ba ba đội 2, Lộc Ninh trường tại thửa tờ bản | END=đường liên xã - Lộc Hưng đất số 802, đồ số 83 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0104-02 | SEC=agricultural | TT=104 | REL=main | PRICES=105,84 | ROAD=Ngã Đường liên xã Lộc an Ninh - Lộc Hưng 26 | START=ba Công Giáp ranh Hưng tại xã tại thửa 352, tờ tờ bản 117 | END=xã Lộc thửa đất số bản đồ 120 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0105-02 | SEC=agricultural | TT=105 | REL=main | PRICES=105,84 | ROAD=Ngã Đường liên xã Lộc ty cao Ninh - Lộc Hưng thừa 78 | START=tư đất công Ngã ba su tại thửa đất 41 tờ bản bản đồ | END=Tam Lang tại số 57, tờ 83 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0106-02 | SEC=agricultural | TT=106 | REL=main | PRICES=105,84 | ROAD=Đường kè suối Lộc Cầu Ninh Lộc | START=chế biến Cầu đỏ Ninh | END=xã Lộc Hưng | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0107-02 | SEC=agricultural | TT=107 | REL=main | PRICES=105,84 | ROAD=Đường kè suối Cầu Cầu Mua Lộc | START=mua thôn Nhà ông Thái 3 | END=Năng | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0108-02 | SEC=agricultural | TT=108 | REL=main | PRICES=150,120 | ROAD=Những con đường chưa đặt trấn Lộc Ninh (cũ) đã được đường ≥ 3,5m | START=tên trong khu quy đầu tư nhựa có độ | END=hoạch tại thị rộng mặt | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0109-02 | SEC=agricultural | TT=109 | REL=main | PRICES=150,120 | ROAD=Những con đường chưa đặt trấn Lộc Ninh (cũ) đã được đường ≥ 3,5m | START=tên trong khu quy đầu tư bê tông có | END=hoạch tại thị độ rộng mặt | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0110-02 | SEC=agricultural | TT=110 | REL=main | PRICES=150,120 | ROAD=Những con đường chưa đặt trấn Lộc Ninh (cũ) chưa được đất (hoặc rải sỏi) có độ rộng | START=tên trong khu quy đầu tư bê tông vẫn mặt đường ≥ 3,5m | END=hoạch tại thị còn đường | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0111-02 | SEC=agricultural | TT=111 | REL=main | PRICES=150,120 | ROAD=Những con đường chưa đặt trấn Lộc Ninh (cũ) có độ rộng phân biệt bê tông hoặc đường | START=tên trong khu quy mặt đường < 3,5m đất | END=hoạch tại thị không | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0112-02 | SEC=agricultural | TT=112 | REL=main | PRICES=60,48,38,38 | ROAD=Các tuyến đường giao thông theo bản đồ địa chính từ 3,5m | START=nông thôn có bề trở lên | END=rộng đường | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0113-02 | SEC=agricultural | TT=113 | REL=main | PRICES=60,48,38,38 | ROAD=Các tuyến đường còn lại | START= | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
