TABLE=004 | AREA=Phường Long Bình | SECTION=agricultural | SEGMENTS=1
P=0146 | X=0097.970-0340.580 | Y=0357.940-0372.260 | 59 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0146 | X=0449.210-0465.850 | Y=0362.940-0372.260 | 860
P=0146 | X=0505.390-0522.030 | Y=0362.940-0372.260 | 570
P=0146 | X=0117.410-0404.300 | Y=0375.480-0386.720 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0146 | X=0117.410-0170.370 | Y=0387.000-0398.240 | đến ≤600m.
P=0146 | X=0117.410-0340.580 | Y=0404.520-0415.760 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0146 | X=0117.410-0401.490 | Y=0422.280-0433.520 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Võ Văn
P=0146 | X=0117.410-0400.300 | Y=0433.800-0445.040 | Mén đoạn từ Xa lộ Hà Nội đến Nghĩa trang Liệt sĩ tỉnh Đồng Nai
P=0146 | X=0117.410-0324.260 | Y=0445.320-0456.560 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0146 | X=0097.970-0109.090 | Y=0453.220-0462.540 | 60
P=0146 | X=0449.210-0465.850 | Y=0453.220-0462.540 | 670
P=0146 | X=0505.390-0522.030 | Y=0453.220-0462.540 | 450
P=0146 | X=0117.410-0394.860 | Y=0462.860-0474.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0146 | X=0117.410-0341.050 | Y=0480.380-0491.620 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0146 | X=0117.410-0402.670 | Y=0498.140-0509.380 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0146 | X=0117.410-0407.090 | Y=0509.660-0520.900 | Đường Võ Văn Mén đoạn từ Xa lộ Hà Nội đến Nghĩa trang Liệt sĩ
P=0146 | X=0117.410-0387.870 | Y=0521.180-0532.420 | tỉnh Đồng Nai có hiện trạng là đường nhựa, bê tông xi măng:
P=0146 | X=0097.970-0109.090 | Y=0529.060-0538.380 | 61
P=0146 | X=0441.050-0466.100 | Y=0529.060-0538.380 | 1.030
P=0146 | X=0505.390-0522.030 | Y=0529.060-0538.380 | 680
P=0146 | X=0117.410-0340.320 | Y=0538.490-0549.730 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0146 | X=0117.410-0394.600 | Y=0556.010-0567.250 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0146 | X=0117.410-0402.670 | Y=0573.770-0585.010 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0146 | X=0117.410-0407.090 | Y=0585.290-0596.530 | Đường Võ Văn Mén đoạn từ Xa lộ Hà Nội đến Nghĩa trang Liệt sĩ
P=0146 | X=0117.410-0387.870 | Y=0596.810-0608.050 | tỉnh Đồng Nai có hiện trạng là đường nhựa, bê tông xi măng:
P=0146 | X=0097.970-0340.580 | Y=0614.330-0628.670 | 62 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0146 | X=0449.210-0465.850 | Y=0619.350-0628.670 | 860
P=0146 | X=0505.390-0522.030 | Y=0619.350-0628.670 | 570
P=0146 | X=0117.410-0404.300 | Y=0631.870-0643.110 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0146 | X=0117.410-0170.370 | Y=0643.390-0654.630 | đến ≤600m.
P=0146 | X=0117.410-0340.580 | Y=0660.910-0672.150 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0146 | X=0117.410-0402.670 | Y=0678.670-0689.910 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0146 | X=0097.970-0407.090 | Y=0690.190-0701.430 | 63 Đường Võ Văn Mén đoạn từ Xa lộ Hà Nội đến Nghĩa trang Liệt sĩ
P=0146 | X=0449.210-0465.850 | Y=0692.070-0701.390 | 670
P=0146 | X=0505.390-0522.030 | Y=0692.070-0701.390 | 450
P=0146 | X=0117.410-0387.870 | Y=0701.730-0712.970 | tỉnh Đồng Nai có hiện trạng là đường nhựa, bê tông xi măng:
P=0147 | X=0117.410-0394.840 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0147 | X=0117.410-0343.700 | Y=0096.020-0107.260 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0147 | X=0316.920-0401.110 | Y=0113.780-0125.020 | Giáp ranh thửa đất
P=0147 | X=0097.970-0204.370 | Y=0125.330-0136.570 | 64 Đường Ngô Sĩ Liên
P=0147 | X=0316.920-0395.270 | Y=0125.330-0136.570 | số 3, tờ BĐĐC số
P=0147 | X=0227.860-0270.900 | Y=0127.210-0136.530 | Quốc lộ 1
P=0147 | X=0441.050-0466.100 | Y=0127.210-0136.530 | 1.500
P=0147 | X=0505.390-0522.030 | Y=0127.210-0136.530 | 970
P=0147 | X=0316.920-0333.560 | Y=0138.730-0148.050 | 267
P=0147 | X=0117.410-0399.190 | Y=0154.610-0165.850 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Ngô Sĩ
P=0147 | X=0117.410-0406.550 | Y=0166.130-0177.370 | Liên đoạn từ Quốc lộ 1 đến Giáp ranh thửa đất số 3, tờ BĐĐC số
P=0147 | X=0117.410-0343.720 | Y=0177.410-0188.650 | 267 có hiện trạng là đường nhựa, bê tông xi măng:
P=0147 | X=0097.970-0109.090 | Y=0185.290-0194.610 | 65
P=0147 | X=0441.050-0466.100 | Y=0185.290-0194.610 | 1.030
P=0147 | X=0505.390-0522.030 | Y=0185.290-0194.610 | 680
P=0147 | X=0117.410-0340.320 | Y=0194.930-0206.170 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0147 | X=0117.410-0394.600 | Y=0212.470-0223.710 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0147 | X=0117.410-0399.190 | Y=0230.230-0241.470 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Ngô Sĩ
P=0147 | X=0117.410-0406.550 | Y=0241.750-0252.990 | Liên đoạn từ Quốc lộ 1 đến Giáp ranh thửa đất số 3, tờ BĐĐC số
P=0147 | X=0117.410-0343.700 | Y=0253.270-0264.510 | 267 có hiện trạng là đường nhựa, bê tông xi măng:
P=0147 | X=0097.970-0340.580 | Y=0270.790-0284.870 | 66 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0147 | X=0449.210-0465.850 | Y=0275.550-0284.870 | 860
P=0147 | X=0505.390-0522.030 | Y=0275.550-0284.870 | 570
P=0147 | X=0117.410-0404.300 | Y=0288.340-0299.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0147 | X=0117.410-0170.370 | Y=0299.860-0311.100 | đến ≤600m.
P=0147 | X=0117.410-0340.580 | Y=0317.380-0328.620 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0147 | X=0117.410-0399.190 | Y=0335.140-0346.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Ngô Sĩ
P=0147 | X=0117.410-0406.550 | Y=0346.660-0357.900 | Liên đoạn từ Quốc lộ 1 đến Giáp ranh thửa đất số 3, tờ BĐĐC số
P=0147 | X=0117.410-0343.700 | Y=0357.940-0369.180 | 267 có hiện trạng là đường nhựa, bê tông xi măng:
P=0147 | X=0097.970-0109.090 | Y=0365.820-0375.140 | 67
P=0147 | X=0449.210-0465.850 | Y=0365.820-0375.140 | 670
P=0147 | X=0505.390-0522.030 | Y=0365.820-0375.140 | 450
P=0147 | X=0117.410-0394.840 | Y=0375.480-0386.720 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0147 | X=0117.410-0341.050 | Y=0393.000-0404.240 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0147 | X=0117.410-0402.670 | Y=0410.760-0422.000 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0147 | X=0117.410-0406.540 | Y=0422.280-0433.520 | Đường Ngô Sĩ Liên đoạn từ Quốc lộ 1 đến Giáp ranh thửa đất số
P=0147 | X=0117.410-0380.830 | Y=0433.800-0445.040 | 3, tờ BĐĐC số 267 có hiện trạng là đường nhựa, bê tông xi
P=0147 | X=0097.970-0145.410 | Y=0445.320-0456.760 | 68 măng:
P=0147 | X=0441.050-0466.100 | Y=0447.440-0456.760 | 1.030
P=0147 | X=0505.390-0522.030 | Y=0447.440-0456.760 | 680
P=0147 | X=0117.410-0340.320 | Y=0462.860-0474.100 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0147 | X=0117.410-0394.600 | Y=0480.380-0491.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0147 | X=0117.410-0402.670 | Y=0498.140-0509.380 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0147 | X=0117.410-0406.540 | Y=0509.660-0520.900 | Đường Ngô Sĩ Liên đoạn từ Quốc lộ 1 đến Giáp ranh thửa đất số
P=0147 | X=0117.410-0380.830 | Y=0521.180-0532.420 | 3, tờ BĐĐC số 267 có hiện trạng là đường nhựa, bê tông xi
P=0147 | X=0117.410-0145.410 | Y=0532.490-0543.730 | măng:
P=0147 | X=0097.970-0340.580 | Y=0549.250-0561.250 | 69 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0147 | X=0449.210-0465.850 | Y=0549.250-0558.570 | 860
P=0147 | X=0505.390-0522.030 | Y=0549.250-0558.570 | 570
P=0147 | X=0117.410-0404.300 | Y=0567.530-0578.770 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0147 | X=0117.410-0170.370 | Y=0579.050-0590.290 | đến ≤600m.
P=0147 | X=0117.410-0340.580 | Y=0596.570-0607.810 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0147 | X=0117.410-0402.670 | Y=0614.330-0625.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0147 | X=0117.410-0406.540 | Y=0625.870-0637.110 | Đường Ngô Sĩ Liên đoạn từ Quốc lộ 1 đến Giáp ranh thửa đất số
P=0147 | X=0117.410-0380.830 | Y=0637.390-0648.630 | 3, tờ BĐĐC số 267 có hiện trạng là đường nhựa, bê tông xi
P=0147 | X=0097.970-0145.410 | Y=0648.910-0660.350 | 70 măng:
P=0147 | X=0449.210-0465.850 | Y=0651.030-0660.350 | 670
P=0147 | X=0505.390-0522.030 | Y=0651.030-0660.350 | 450
P=0147 | X=0117.410-0394.840 | Y=0666.430-0677.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0147 | X=0117.410-0343.700 | Y=0683.950-0695.190 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0147 | X=0097.970-0179.160 | Y=0701.730-0712.970 | 71 Đường xóm 8
P=0147 | X=0316.920-0398.700 | Y=0701.730-0712.970 | Nghĩa trang Liệt sĩ
P=0147 | X=0227.860-0284.090 | Y=0703.620-0712.940 | Xa lộ Hà Nội
P=0147 | X=0441.050-0466.100 | Y=0703.620-0712.940 | 1.500
P=0147 | X=0505.390-0522.030 | Y=0703.620-0712.940 | 970
P=0148 | X=0316.920-0377.480 | Y=0072.500-0083.740 | tỉnh Đồng Nai
P=0148 | X=0117.410-0395.960 | Y=0090.260-0101.500 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường xóm 8
P=0148 | X=0117.410-0391.630 | Y=0101.780-0113.020 | đoạn từ Xa lộ Hà Nội đến Nghĩa trang Liệt sĩ tỉnh Đồng Nai có
P=0148 | X=0117.410-0311.050 | Y=0113.300-0124.540 | hiện trạng là đường nhựa, bê tông xi măng:
P=0148 | X=0097.970-0109.090 | Y=0121.210-0130.530 | 72
P=0148 | X=0441.050-0466.100 | Y=0121.210-0130.530 | 1.030
P=0148 | X=0505.390-0522.030 | Y=0121.210-0130.530 | 680
P=0148 | X=0117.410-0340.320 | Y=0130.850-0142.090 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0148 | X=0117.410-0394.600 | Y=0148.370-0159.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0148 | X=0117.410-0395.960 | Y=0166.130-0177.370 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường xóm 8
P=0148 | X=0117.410-0391.630 | Y=0177.410-0188.650 | đoạn từ Xa lộ Hà Nội đến Nghĩa trang Liệt sĩ tỉnh Đồng Nai có
P=0148 | X=0117.410-0311.050 | Y=0188.930-0200.170 | hiện trạng là đường nhựa, bê tông xi măng:
P=0148 | X=0097.970-0340.590 | Y=0206.470-0220.790 | 73 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0148 | X=0449.210-0465.850 | Y=0211.470-0220.790 | 860
P=0148 | X=0505.390-0522.030 | Y=0211.470-0220.790 | 570
P=0148 | X=0117.410-0404.300 | Y=0223.990-0235.230 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0148 | X=0117.410-0170.370 | Y=0235.510-0246.750 | đến ≤600m.
P=0148 | X=0117.410-0340.580 | Y=0253.030-0264.270 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0148 | X=0117.410-0395.960 | Y=0270.790-0282.030 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường xóm 8
P=0148 | X=0117.410-0391.630 | Y=0282.340-0293.580 | đoạn từ Xa lộ Hà Nội đến Nghĩa trang Liệt sĩ tỉnh Đồng Nai có
P=0148 | X=0117.410-0311.050 | Y=0293.860-0305.100 | hiện trạng là đường nhựa, bê tông xi măng:
P=0148 | X=0097.970-0109.090 | Y=0301.740-0311.060 | 74
P=0148 | X=0449.210-0465.850 | Y=0301.740-0311.060 | 670
P=0148 | X=0505.390-0522.030 | Y=0301.740-0311.060 | 450
P=0148 | X=0117.410-0394.840 | Y=0311.380-0322.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0148 | X=0117.410-0341.050 | Y=0328.900-0340.140 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0148 | X=0117.410-0402.670 | Y=0346.660-0357.900 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0148 | X=0117.410-0398.390 | Y=0357.940-0369.180 | Đường xóm 8 đoạn từ Xa lộ Hà Nội đến Nghĩa trang Liệt sĩ tỉnh
P=0148 | X=0117.410-0368.640 | Y=0369.480-0380.720 | Đồng Nai có hiện trạng là đường nhựa, bê tông xi măng:
P=0148 | X=0097.970-0109.090 | Y=0377.360-0386.680 | 75
P=0148 | X=0441.050-0466.100 | Y=0377.360-0386.680 | 1.030
P=0148 | X=0505.390-0522.030 | Y=0377.360-0386.680 | 680
P=0148 | X=0117.410-0340.320 | Y=0387.000-0398.240 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0148 | X=0117.410-0394.600 | Y=0404.520-0415.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0148 | X=0117.410-0402.670 | Y=0422.280-0433.520 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0148 | X=0117.410-0398.390 | Y=0433.800-0445.040 | Đường xóm 8 đoạn từ Xa lộ Hà Nội đến Nghĩa trang Liệt sĩ tỉnh
P=0148 | X=0117.410-0368.640 | Y=0445.320-0456.560 | Đồng Nai có hiện trạng là đường nhựa, bê tông xi măng:
P=0148 | X=0097.970-0340.580 | Y=0462.860-0476.940 | 76 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0148 | X=0449.210-0465.850 | Y=0467.620-0476.940 | 860
P=0148 | X=0505.390-0522.030 | Y=0467.620-0476.940 | 570
P=0148 | X=0117.410-0404.300 | Y=0480.380-0491.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0148 | X=0117.410-0170.370 | Y=0491.900-0503.140 | đến ≤600m.
P=0148 | X=0117.410-0340.580 | Y=0509.420-0520.660 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0148 | X=0117.410-0402.670 | Y=0527.180-0538.420 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0148 | X=0117.410-0398.390 | Y=0538.490-0549.730 | Đường xóm 8 đoạn từ Xa lộ Hà Nội đến Nghĩa trang Liệt sĩ tỉnh
P=0148 | X=0117.410-0368.640 | Y=0550.010-0561.250 | Đồng Nai có hiện trạng là đường nhựa, bê tông xi măng:
P=0148 | X=0097.970-0109.090 | Y=0557.890-0567.210 | 77
P=0148 | X=0449.210-0465.850 | Y=0557.890-0567.210 | 670
P=0148 | X=0505.390-0522.030 | Y=0557.890-0567.210 | 450
P=0148 | X=0117.410-0394.840 | Y=0567.530-0578.770 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0148 | X=0117.410-0343.700 | Y=0585.050-0596.290 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0148 | X=0227.860-0308.360 | Y=0602.810-0614.050 | Đường Nguyễn Ái
P=0148 | X=0097.970-0207.510 | Y=0608.570-0619.810 | 78 Đường Lê Đại Hành
P=0148 | X=0316.920-0373.170 | Y=0610.450-0619.770 | Xa lộ Hà Nội
P=0148 | X=0441.050-0466.100 | Y=0610.450-0619.770 | 1.500
P=0148 | X=0505.390-0522.030 | Y=0610.450-0619.770 | 970
P=0148 | X=0227.860-0251.860 | Y=0616.210-0625.530 | Quốc
P=0148 | X=0117.410-0397.420 | Y=0632.110-0643.350 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê Đại
P=0148 | X=0117.410-0402.230 | Y=0643.630-0654.870 | Hành đoạn từ Đường Nguyễn Ái Quốc đến Xa lộ Hà Nội có hiện
P=0148 | X=0117.410-0289.190 | Y=0655.150-0666.390 | trạng là đường nhựa, bê tông xi măng:
P=0148 | X=0097.970-0109.090 | Y=0663.030-0672.350 | 79
P=0148 | X=0441.050-0466.100 | Y=0663.030-0672.350 | 1.030
P=0148 | X=0505.390-0522.030 | Y=0663.030-0672.350 | 680
P=0148 | X=0117.410-0340.320 | Y=0672.670-0683.910 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0148 | X=0117.410-0394.600 | Y=0690.190-0701.430 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0148 | X=0097.970-0397.420 | Y=0707.970-0719.210 | 80 Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê Đại
P=0148 | X=0449.210-0465.850 | Y=0709.860-0719.180 | 860
P=0148 | X=0505.390-0522.030 | Y=0709.860-0719.180 | 570
P=0149 | X=0117.410-0402.230 | Y=0072.500-0083.740 | Hành đoạn từ Đường Nguyễn Ái Quốc đến Xa lộ Hà Nội có hiện
P=0149 | X=0117.410-0289.190 | Y=0084.020-0095.260 | trạng là đường nhựa, bê tông xi măng:
P=0149 | X=0117.410-0340.580 | Y=0101.540-0112.780 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0149 | X=0117.410-0404.300 | Y=0119.090-0130.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0149 | X=0117.410-0170.370 | Y=0130.610-0141.850 | đến ≤600m.
P=0149 | X=0117.410-0340.600 | Y=0148.130-0159.370 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0149 | X=0117.410-0397.420 | Y=0165.650-0176.890 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê Đại
P=0149 | X=0117.410-0402.230 | Y=0177.170-0188.410 | Hành đoạn từ Đường Nguyễn Ái Quốc đến Xa lộ Hà Nội có hiện
P=0149 | X=0117.410-0289.190 | Y=0188.690-0199.930 | trạng là đường nhựa, bê tông xi măng:
P=0149 | X=0097.970-0109.090 | Y=0196.570-0205.890 | 81
P=0149 | X=0449.210-0465.850 | Y=0196.570-0205.890 | 670
P=0149 | X=0505.390-0522.030 | Y=0196.570-0205.890 | 450
P=0149 | X=0117.410-0394.840 | Y=0206.230-0217.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0149 | X=0117.410-0341.050 | Y=0223.750-0234.990 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0149 | X=0117.410-0402.670 | Y=0241.510-0252.750 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0149 | X=0117.410-0399.820 | Y=0253.030-0264.270 | Đường Lê Đại Hành đoạn từ Đường Nguyễn Ái Quốc đến Xa lộ
P=0149 | X=0117.410-0357.620 | Y=0264.550-0275.790 | Hà Nội có hiện trạng là đường nhựa, bê tông xi măng:
P=0149 | X=0097.970-0109.090 | Y=0272.430-0281.750 | 82
P=0149 | X=0441.050-0466.100 | Y=0272.430-0281.750 | 1.030
P=0149 | X=0505.390-0522.030 | Y=0272.430-0281.750 | 680
P=0149 | X=0117.410-0340.320 | Y=0282.100-0293.340 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0149 | X=0117.410-0394.600 | Y=0299.620-0310.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0149 | X=0117.410-0402.670 | Y=0317.380-0328.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0149 | X=0117.410-0399.820 | Y=0328.900-0340.140 | Đường Lê Đại Hành đoạn từ Đường Nguyễn Ái Quốc đến Xa lộ
P=0149 | X=0117.410-0357.620 | Y=0340.420-0351.660 | Hà Nội có hiện trạng là đường nhựa, bê tông xi măng:
P=0149 | X=0097.970-0340.580 | Y=0357.700-0372.020 | 83 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0149 | X=0449.210-0465.850 | Y=0362.700-0372.020 | 860
P=0149 | X=0505.390-0522.030 | Y=0362.700-0372.020 | 570
P=0149 | X=0117.410-0404.300 | Y=0375.240-0386.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0149 | X=0117.410-0170.370 | Y=0386.760-0398.000 | đến ≤600m.
P=0149 | X=0117.410-0340.580 | Y=0404.280-0415.520 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0149 | X=0117.410-0402.670 | Y=0422.040-0433.280 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0149 | X=0117.410-0399.820 | Y=0433.560-0444.800 | Đường Lê Đại Hành đoạn từ Đường Nguyễn Ái Quốc đến Xa lộ
P=0149 | X=0117.410-0357.620 | Y=0445.080-0456.320 | Hà Nội có hiện trạng là đường nhựa, bê tông xi măng:
P=0149 | X=0097.970-0109.090 | Y=0452.980-0462.300 | 84
P=0149 | X=0449.210-0465.850 | Y=0452.980-0462.300 | 670
P=0149 | X=0505.390-0522.030 | Y=0452.980-0462.300 | 450
P=0149 | X=0117.410-0394.840 | Y=0462.620-0473.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0149 | X=0117.410-0343.700 | Y=0480.140-0491.380 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0149 | X=0316.920-0408.700 | Y=0497.900-0509.140 | Hết ranh thửa đất số
P=0149 | X=0316.920-0393.110 | Y=0509.420-0520.660 | 170, tờ BĐĐC số
P=0149 | X=0316.920-0401.740 | Y=0522.820-0532.140 | 210 về bên phải và
P=0149 | X=0097.970-0284.090 | Y=0532.220-0543.460 | 85 Đường Tô Hiến Thành Xa lộ Hà Nội
P=0149 | X=0316.920-0407.020 | Y=0532.220-0543.460 | hết ranh thửa đất số
P=0149 | X=0441.050-0466.100 | Y=0534.100-0543.420 | 1.500
P=0149 | X=0505.390-0522.030 | Y=0534.100-0543.420 | 970
P=0149 | X=0316.920-0393.110 | Y=0543.770-0555.010 | 547, tờ BĐĐC số
P=0149 | X=0316.920-0385.960 | Y=0557.170-0566.490 | 210 về bên trái,
P=0149 | X=0316.920-0401.000 | Y=0566.810-0578.050 | phường Long Bình
P=0149 | X=0117.410-0403.660 | Y=0584.570-0595.810 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tô Hiến
P=0149 | X=0117.410-0390.520 | Y=0596.090-0607.330 | Thành đoạn từ Xa lộ Hà Nội đến Hết ranh thửa đất số 170, tờ
P=0149 | X=0117.410-0405.100 | Y=0607.610-0618.850 | BĐĐC số 210 về bên phải và hết ranh thửa đất số 547, tờ BĐĐC
P=0149 | X=0117.410-0390.460 | Y=0619.150-0630.390 | số 210 về bên trái, phường Long Bình có hiện trạng là đường
P=0149 | X=0097.970-0109.090 | Y=0627.030-0636.350 | 86
P=0149 | X=0441.050-0466.100 | Y=0627.030-0636.350 | 1.030
P=0149 | X=0505.390-0522.030 | Y=0627.030-0636.350 | 680
P=0149 | X=0117.410-0220.520 | Y=0630.670-0641.910 | nhựa, bê tông xi măng:
P=0149 | X=0117.410-0340.320 | Y=0648.190-0659.430 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0149 | X=0117.410-0394.600 | Y=0665.710-0676.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0149 | X=0117.410-0403.660 | Y=0683.470-0694.710 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tô Hiến
P=0149 | X=0097.970-0390.520 | Y=0694.750-0705.990 | 87 Thành đoạn từ Xa lộ Hà Nội đến Hết ranh thửa đất số 170, tờ
P=0149 | X=0449.210-0465.850 | Y=0696.630-0705.950 | 860
P=0149 | X=0505.390-0522.030 | Y=0696.630-0705.950 | 570
P=0149 | X=0117.410-0405.100 | Y=0706.290-0717.530 | BĐĐC số 210 về bên phải và hết ranh thửa đất số 547, tờ BĐĐC
P=0150 | X=0117.410-0390.460 | Y=0072.500-0083.740 | số 210 về bên trái, phường Long Bình có hiện trạng là đường
P=0150 | X=0117.410-0220.520 | Y=0084.020-0095.260 | nhựa, bê tông xi măng:
P=0150 | X=0117.410-0340.580 | Y=0101.540-0112.780 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0150 | X=0117.410-0404.300 | Y=0119.090-0130.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0150 | X=0117.410-0170.370 | Y=0130.610-0141.850 | đến ≤600m.
P=0150 | X=0117.410-0340.580 | Y=0148.130-0159.370 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0150 | X=0117.410-0403.660 | Y=0165.650-0176.890 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tô Hiến
P=0150 | X=0117.410-0390.520 | Y=0177.170-0188.410 | Thành đoạn từ Xa lộ Hà Nội đến Hết ranh thửa đất số 170, tờ
P=0150 | X=0117.410-0405.100 | Y=0188.690-0199.930 | BĐĐC số 210 về bên phải và hết ranh thửa đất số 547, tờ BĐĐC
P=0150 | X=0117.410-0390.460 | Y=0200.230-0211.470 | số 210 về bên trái, phường Long Bình có hiện trạng là đường
P=0150 | X=0097.970-0109.090 | Y=0208.110-0217.430 | 88
P=0150 | X=0449.210-0465.850 | Y=0208.110-0217.430 | 670
P=0150 | X=0505.390-0522.030 | Y=0208.110-0217.430 | 450
P=0150 | X=0117.410-0220.520 | Y=0211.750-0222.990 | nhựa, bê tông xi măng:
P=0150 | X=0117.410-0394.840 | Y=0229.270-0240.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0150 | X=0117.410-0341.050 | Y=0246.790-0258.030 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0150 | X=0117.410-0402.670 | Y=0264.550-0275.790 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0150 | X=0117.410-0398.140 | Y=0276.070-0287.310 | Đường Tô Hiến Thành đoạn từ Xa lộ Hà Nội đến Hết ranh thửa
P=0150 | X=0117.410-0403.660 | Y=0287.620-0298.860 | đất số 170, tờ BĐĐC số 210 về bên phải và hết ranh thửa đất số
P=0150 | X=0117.410-0387.110 | Y=0299.140-0310.380 | 547, tờ BĐĐC số 210 về bên trái, phường Long Bình có hiện
P=0150 | X=0097.970-0109.090 | Y=0307.020-0316.340 | 89
