TABLE=031 | AREA=Xã Xuân Quế | SECTION=agricultural | SEGMENTS=1
P=1065 | X=0126.050-0375.610 | Y=0596.570-0607.810 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >
P=1065 | X=0126.050-0162.450 | Y=0609.970-0619.290 | 1.000m.
P=1065 | X=0126.050-0352.340 | Y=0625.630-0636.870 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=1065 | X=0126.050-0216.630 | Y=0643.390-0654.630 | Đường Hương lộ 10
P=1065 | X=0126.050-0213.500 | Y=0656.790-0666.110 | xây dựng mới tránh
P=1065 | X=0231.220-0401.230 | Y=0660.670-0671.910 | Đoạn từ giáp ranh Giáp ranh xã Bình
P=1065 | X=0102.290-0113.410 | Y=0668.310-0677.630 | 57
P=1065 | X=0126.050-0219.830 | Y=0668.310-0677.630 | sân bay Long Thành,
P=1065 | X=0451.610-0468.250 | Y=0668.310-0677.630 | 530
P=1065 | X=0505.390-0522.030 | Y=0668.310-0677.630 | 400
P=1065 | X=0231.220-0302.600 | Y=0672.190-0683.430 | xã Xuân Đường
P=1065 | X=0320.520-0332.840 | Y=0674.070-0683.390 | An
P=1065 | X=0126.050-0214.940 | Y=0677.950-0689.190 | đoạn thuộc xã Xuân
P=1065 | X=0126.050-0145.090 | Y=0691.350-0700.670 | Quế
P=1065 | X=0126.050-0408.930 | Y=0707.250-0718.490 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hương
P=1065 | X=0102.290-0113.410 | Y=0709.140-0718.460 | 58
P=1065 | X=0451.610-0468.250 | Y=0709.140-0718.460 | 380
P=1065 | X=0505.390-0522.030 | Y=0709.140-0718.460 | 250
P=1066 | X=0126.050-0400.530 | Y=0072.500-0083.740 | lộ 10 xây dựng mới tránh sân bay Long Thành, đoạn thuộc xã
P=1066 | X=0126.050-0380.670 | Y=0084.020-0095.260 | Xuân Quế có hiện trạng là đường nhựa, bê tông xi măng:
P=1066 | X=0126.050-0357.130 | Y=0101.540-0112.780 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1066 | X=0126.050-0403.240 | Y=0119.090-0130.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1066 | X=0126.050-0408.930 | Y=0136.850-0148.090 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hương
P=1066 | X=0126.050-0400.530 | Y=0148.370-0159.610 | lộ 10 xây dựng mới tránh sân bay Long Thành, đoạn thuộc xã
P=1066 | X=0126.050-0380.670 | Y=0159.650-0170.890 | Xuân Quế có hiện trạng là đường nhựa, bê tông xi măng:
P=1066 | X=0126.050-0357.600 | Y=0177.170-0188.410 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1066 | X=0102.290-0113.410 | Y=0182.170-0191.490 | 59
P=1066 | X=0451.610-0468.250 | Y=0182.170-0191.490 | 310
P=1066 | X=0505.390-0522.030 | Y=0182.170-0191.490 | 200
P=1066 | X=0126.050-0379.360 | Y=0194.690-0205.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1066 | X=0126.050-0221.020 | Y=0206.230-0217.470 | >500m đến ≤1.000m.
P=1066 | X=0126.050-0349.220 | Y=0223.750-0234.990 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1066 | X=0126.050-0408.930 | Y=0241.510-0252.750 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hương
P=1066 | X=0126.050-0400.530 | Y=0253.030-0264.270 | lộ 10 xây dựng mới tránh sân bay Long Thành, đoạn thuộc xã
P=1066 | X=0126.050-0380.670 | Y=0264.550-0275.790 | Xuân Quế có hiện trạng là đường nhựa, bê tông xi măng:
P=1066 | X=0102.290-0113.410 | Y=0278.190-0287.510 | 60
P=1066 | X=0451.610-0468.250 | Y=0278.190-0287.510 | 220
P=1066 | X=0505.390-0522.030 | Y=0278.190-0287.510 | 140
P=1066 | X=0126.050-0375.610 | Y=0282.100-0293.340 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >
P=1066 | X=0126.050-0162.450 | Y=0295.500-0304.820 | 1.000m.
P=1066 | X=0126.050-0352.340 | Y=0311.140-0322.380 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=1066 | X=0126.050-0411.310 | Y=0328.900-0340.140 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1066 | X=0126.050-0403.220 | Y=0340.420-0351.660 | Đường Hương lộ 10 xây dựng mới tránh sân bay Long Thành,
P=1066 | X=0126.050-0405.820 | Y=0351.700-0362.940 | đoạn thuộc xã Xuân Quế có hiện trạng là đường nhựa, bê tông
P=1066 | X=0126.050-0163.880 | Y=0363.220-0374.460 | xi măng:
P=1066 | X=0102.290-0113.410 | Y=0365.340-0374.660 | 61
P=1066 | X=0451.610-0468.250 | Y=0365.340-0374.660 | 380
P=1066 | X=0505.390-0522.030 | Y=0365.340-0374.660 | 250
P=1066 | X=0126.050-0357.130 | Y=0380.760-0392.000 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1066 | X=0126.050-0403.240 | Y=0398.280-0409.520 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1066 | X=0126.050-0411.310 | Y=0416.040-0427.280 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1066 | X=0126.050-0403.220 | Y=0427.560-0438.800 | Đường Hương lộ 10 xây dựng mới tránh sân bay Long Thành,
P=1066 | X=0126.050-0405.820 | Y=0439.080-0450.320 | đoạn thuộc xã Xuân Quế có hiện trạng là đường nhựa, bê tông
P=1066 | X=0126.050-0163.880 | Y=0450.620-0461.860 | xi măng:
P=1066 | X=0102.290-0113.410 | Y=0467.140-0476.460 | 62
P=1066 | X=0451.610-0468.250 | Y=0467.140-0476.460 | 310
P=1066 | X=0505.390-0522.030 | Y=0467.140-0476.460 | 200
P=1066 | X=0126.050-0357.130 | Y=0468.140-0479.380 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1066 | X=0126.050-0379.360 | Y=0485.660-0496.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1066 | X=0126.050-0221.020 | Y=0497.180-0508.420 | >500m đến ≤1.000m.
P=1066 | X=0126.050-0349.220 | Y=0514.460-0525.700 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1066 | X=0126.050-0411.310 | Y=0532.220-0543.460 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1066 | X=0126.050-0403.220 | Y=0543.770-0555.010 | Đường Hương lộ 10 xây dựng mới tránh sân bay Long Thành,
P=1066 | X=0126.050-0405.820 | Y=0555.290-0566.530 | đoạn thuộc xã Xuân Quế có hiện trạng là đường nhựa, bê tông
P=1066 | X=0126.050-0163.880 | Y=0566.810-0578.050 | xi măng:
P=1066 | X=0102.290-0113.410 | Y=0574.690-0584.010 | 63
P=1066 | X=0451.610-0468.250 | Y=0574.690-0584.010 | 220
P=1066 | X=0505.390-0522.030 | Y=0574.690-0584.010 | 140
P=1066 | X=0126.050-0375.610 | Y=0584.330-0595.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >
P=1066 | X=0126.050-0162.450 | Y=0597.730-0607.050 | 1.000m.
P=1066 | X=0126.050-0352.340 | Y=0613.370-0624.610 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=1066 | X=0126.050-0315.810 | Y=0631.150-0642.390 | Đường Khu 3 ấp 6 xã Đường Sông Nhạn
P=1066 | X=0102.290-0113.410 | Y=0638.790-0648.110 | 64
P=1066 | X=0320.520-0372.110 | Y=0638.790-0648.110 | Hết 3.000m
P=1066 | X=0451.610-0468.250 | Y=0638.790-0648.110 | 500
P=1066 | X=0505.390-0522.030 | Y=0638.790-0648.110 | 370
P=1066 | X=0126.050-0189.510 | Y=0642.670-0653.910 | Sông Nhạn cũ
P=1066 | X=0231.220-0279.210 | Y=0644.550-0653.870 | - Dầu Giây
P=1066 | X=0126.050-0403.410 | Y=0660.430-0671.670 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Khu 3
P=1066 | X=0126.050-0400.210 | Y=0671.950-0683.190 | ấp 6 xã Sông Nhạn cũ đoạn từ Đường Sông Nhạn - Dầu Giây
P=1066 | X=0102.290-0113.410 | Y=0682.470-0691.790 | 65
P=1066 | X=0451.610-0468.250 | Y=0682.470-0691.790 | 350
P=1066 | X=0505.390-0522.030 | Y=0682.470-0691.790 | 230
P=1066 | X=0126.050-0406.830 | Y=0683.470-0694.710 | đến Hết 3.000m có hiện trạng là đường nhựa, bê tông xi măng:
P=1066 | X=0126.050-0357.130 | Y=0700.770-0712.010 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1067 | X=0126.050-0403.240 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1067 | X=0126.050-0403.410 | Y=0096.260-0107.500 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Khu 3
P=1067 | X=0126.050-0400.210 | Y=0107.780-0119.020 | ấp 6 xã Sông Nhạn cũ đoạn từ Đường Sông Nhạn - Dầu Giây
P=1067 | X=0126.050-0406.830 | Y=0119.330-0130.570 | đến Hết 3.000m có hiện trạng là đường nhựa, bê tông xi măng:
P=1067 | X=0126.050-0357.600 | Y=0136.850-0148.090 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1067 | X=0102.290-0113.410 | Y=0141.610-0150.930 | 66
P=1067 | X=0451.610-0468.250 | Y=0141.610-0150.930 | 290
P=1067 | X=0505.390-0522.030 | Y=0141.610-0150.930 | 180
P=1067 | X=0126.050-0379.360 | Y=0154.370-0165.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1067 | X=0126.050-0221.020 | Y=0165.650-0176.890 | >500m đến ≤1.000m.
P=1067 | X=0126.050-0349.220 | Y=0183.170-0194.410 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1067 | X=0126.050-0403.410 | Y=0200.950-0212.190 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Khu 3
P=1067 | X=0126.050-0400.210 | Y=0212.470-0223.710 | ấp 6 xã Sông Nhạn cũ đoạn từ Đường Sông Nhạn - Dầu Giây
P=1067 | X=0126.050-0406.830 | Y=0223.990-0235.230 | đến Hết 3.000m có hiện trạng là đường nhựa, bê tông xi măng:
P=1067 | X=0102.290-0113.410 | Y=0237.630-0246.950 | 67
P=1067 | X=0451.610-0468.250 | Y=0237.630-0246.950 | 200
P=1067 | X=0505.390-0522.030 | Y=0237.630-0246.950 | 130
P=1067 | X=0126.050-0375.610 | Y=0241.510-0252.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >
P=1067 | X=0126.050-0162.450 | Y=0254.910-0264.230 | 1.000m.
P=1067 | X=0126.050-0352.340 | Y=0270.550-0281.790 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=1067 | X=0126.050-0411.310 | Y=0288.340-0299.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1067 | X=0126.050-0386.130 | Y=0299.860-0311.100 | Đường Khu 3 ấp 6 xã Sông Nhạn cũ đoạn từ Đường Sông
P=1067 | X=0126.050-0407.350 | Y=0311.380-0322.620 | Nhạn - Dầu Giây đến Hết 3.000m có hiện trạng là đường nhựa,
P=1067 | X=0126.050-0200.130 | Y=0322.900-0334.140 | bê tông xi măng:
P=1067 | X=0102.290-0113.410 | Y=0325.020-0334.340 | 68
P=1067 | X=0451.610-0468.250 | Y=0325.020-0334.340 | 350
P=1067 | X=0505.390-0522.030 | Y=0325.020-0334.340 | 230
P=1067 | X=0126.050-0357.130 | Y=0340.420-0351.660 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1067 | X=0126.050-0403.240 | Y=0357.700-0368.940 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1067 | X=0126.050-0411.310 | Y=0375.480-0386.720 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1067 | X=0126.050-0386.150 | Y=0387.000-0398.240 | Đường Khu 3 ấp 6 xã Sông Nhạn cũ đoạn từ Đường Sông
P=1067 | X=0126.050-0407.350 | Y=0398.520-0409.760 | Nhạn - Dầu Giây đến Hết 3.000m có hiện trạng là đường nhựa,
P=1067 | X=0126.050-0200.130 | Y=0410.040-0421.280 | bê tông xi măng:
P=1067 | X=0102.290-0113.410 | Y=0426.800-0436.120 | 69
P=1067 | X=0451.610-0468.250 | Y=0426.800-0436.120 | 290
P=1067 | X=0505.390-0522.030 | Y=0426.800-0436.120 | 180
P=1067 | X=0126.050-0357.130 | Y=0427.560-0438.800 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1067 | X=0126.050-0379.360 | Y=0445.080-0456.320 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1067 | X=0126.050-0221.020 | Y=0456.620-0467.860 | >500m đến ≤1.000m.
P=1067 | X=0126.050-0349.220 | Y=0474.140-0485.380 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1067 | X=0126.050-0411.310 | Y=0491.900-0503.140 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1067 | X=0126.050-0386.130 | Y=0503.420-0514.660 | Đường Khu 3 ấp 6 xã Sông Nhạn cũ đoạn từ Đường Sông
P=1067 | X=0126.050-0407.350 | Y=0514.940-0526.180 | Nhạn - Dầu Giây đến Hết 3.000m có hiện trạng là đường nhựa,
P=1067 | X=0126.050-0200.130 | Y=0526.220-0537.460 | bê tông xi măng:
P=1067 | X=0102.290-0113.410 | Y=0534.100-0543.420 | 70
P=1067 | X=0451.610-0468.250 | Y=0534.100-0543.420 | 200
P=1067 | X=0505.390-0522.030 | Y=0534.100-0543.420 | 130
P=1067 | X=0126.050-0375.610 | Y=0543.770-0555.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >
P=1067 | X=0126.050-0162.440 | Y=0557.170-0566.490 | 1.000m.
P=1067 | X=0126.050-0352.340 | Y=0572.810-0584.050 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=1067 | X=0231.220-0300.430 | Y=0590.570-0601.810 | Đoạn từ đường
P=1067 | X=0320.520-0410.870 | Y=0590.570-0601.810 | Hết khu dân cư hiện
P=1067 | X=0126.050-0222.390 | Y=0596.330-0607.570 | Đường Khu 3 ấp 6 xã
P=1067 | X=0320.520-0400.280 | Y=0602.090-0613.330 | hữu ấp 3 xã Sông
P=1067 | X=0102.290-0113.410 | Y=0603.970-0613.290 | 71
P=1067 | X=0231.220-0308.600 | Y=0603.970-0613.290 | Sông Nhạn - Dầu
P=1067 | X=0451.610-0468.250 | Y=0603.970-0613.290 | 500
P=1067 | X=0505.390-0522.030 | Y=0603.970-0613.290 | 370
P=1067 | X=0126.050-0189.510 | Y=0607.850-0619.090 | Sông Nhạn cũ
P=1067 | X=0320.520-0357.800 | Y=0613.610-0624.850 | Nhạn cũ
P=1067 | X=0231.220-0303.430 | Y=0615.490-0624.810 | Giây (+3.000 m)
P=1067 | X=0126.050-0403.420 | Y=0631.390-0642.630 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Khu 3
P=1067 | X=0126.050-0393.020 | Y=0642.910-0654.150 | ấp 6 xã Sông Nhạn cũ đoạn từ Đoạn từ đường Sông Nhạn -
P=1067 | X=0126.050-0388.060 | Y=0654.430-0665.670 | Dầu Giây (+3.000 m) đến Hết khu dân cư hiện hữu ấp 3 xã
P=1067 | X=0126.050-0399.150 | Y=0665.950-0677.190 | Sông Nhạn cũ có hiện trạng là đường nhựa, bê tông xi măng:
P=1067 | X=0102.290-0113.410 | Y=0668.070-0677.390 | 72
P=1067 | X=0451.610-0468.250 | Y=0668.070-0677.390 | 350
P=1067 | X=0505.390-0522.030 | Y=0668.070-0677.390 | 230
P=1067 | X=0126.050-0357.130 | Y=0683.470-0694.710 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1067 | X=0126.050-0403.240 | Y=0700.770-0712.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1068 | X=0126.050-0403.410 | Y=0078.500-0089.740 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Khu 3
P=1068 | X=0126.050-0393.020 | Y=0090.020-0101.260 | ấp 6 xã Sông Nhạn cũ đoạn từ Đoạn từ đường Sông Nhạn -
P=1068 | X=0126.050-0388.060 | Y=0101.540-0112.780 | Dầu Giây (+3.000 m) đến Hết khu dân cư hiện hữu ấp 3 xã
P=1068 | X=0126.050-0399.150 | Y=0113.060-0124.300 | Sông Nhạn cũ có hiện trạng là đường nhựa, bê tông xi măng:
P=1068 | X=0102.290-0113.410 | Y=0129.610-0138.930 | 73
P=1068 | X=0451.610-0468.250 | Y=0129.610-0138.930 | 290
P=1068 | X=0505.390-0522.030 | Y=0129.610-0138.930 | 180
P=1068 | X=0126.050-0357.600 | Y=0130.610-0141.850 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1068 | X=0126.050-0379.360 | Y=0148.130-0159.370 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1068 | X=0126.050-0221.020 | Y=0159.410-0170.650 | >500m đến ≤1.000m.
P=1068 | X=0126.050-0349.220 | Y=0176.930-0188.170 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1068 | X=0126.050-0403.410 | Y=0194.690-0205.930 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Khu 3
P=1068 | X=0126.050-0393.020 | Y=0206.230-0217.470 | ấp 6 xã Sông Nhạn cũ đoạn từ Đoạn từ đường Sông Nhạn -
P=1068 | X=0126.050-0388.060 | Y=0217.750-0228.990 | Dầu Giây (+3.000 m) đến Hết khu dân cư hiện hữu ấp 3 xã
P=1068 | X=0126.050-0399.150 | Y=0229.270-0240.510 | Sông Nhạn cũ có hiện trạng là đường nhựa, bê tông xi măng:
P=1068 | X=0102.290-0113.410 | Y=0237.150-0246.470 | 74
P=1068 | X=0451.610-0468.250 | Y=0237.150-0246.470 | 200
P=1068 | X=0505.390-0522.030 | Y=0237.150-0246.470 | 130
P=1068 | X=0126.050-0375.610 | Y=0246.790-0258.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >
P=1068 | X=0126.050-0162.450 | Y=0260.190-0269.510 | 1.000m.
P=1068 | X=0126.050-0352.340 | Y=0275.830-0287.070 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=1068 | X=0126.050-0411.310 | Y=0293.620-0304.860 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1068 | X=0126.050-0397.420 | Y=0305.140-0316.380 | Đường Khu 3 ấp 6 xã Sông Nhạn cũ đoạn từ Đoạn từ đường
P=1068 | X=0126.050-0411.350 | Y=0316.660-0327.900 | Sông Nhạn - Dầu Giây (+3.000 m) đến Hết khu dân cư hiện hữu
P=1068 | X=0126.050-0403.880 | Y=0327.940-0339.180 | ấp 3 xã Sông Nhạn cũ có hiện trạng là đường nhựa, bê tông xi
P=1068 | X=0102.290-0113.410 | Y=0335.820-0345.140 | 75
P=1068 | X=0451.610-0468.250 | Y=0335.820-0345.140 | 350
P=1068 | X=0505.390-0522.030 | Y=0335.820-0345.140 | 230
P=1068 | X=0126.050-0154.050 | Y=0339.460-0350.700 | măng:
P=1068 | X=0126.050-0357.130 | Y=0356.980-0368.220 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1068 | X=0126.050-0403.240 | Y=0374.520-0385.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1068 | X=0126.050-0411.310 | Y=0392.280-0403.520 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1068 | X=0126.050-0397.420 | Y=0403.800-0415.040 | Đường Khu 3 ấp 6 xã Sông Nhạn cũ đoạn từ Đoạn từ đường
P=1068 | X=0126.050-0411.350 | Y=0415.320-0426.560 | Sông Nhạn - Dầu Giây (+3.000 m) đến Hết khu dân cư hiện hữu
P=1068 | X=0126.050-0403.880 | Y=0426.840-0438.080 | ấp 3 xã Sông Nhạn cũ có hiện trạng là đường nhựa, bê tông xi
P=1068 | X=0126.050-0154.050 | Y=0438.360-0449.600 | măng:
P=1068 | X=0102.290-0113.410 | Y=0449.120-0458.440 | 76
P=1068 | X=0451.610-0468.250 | Y=0449.120-0458.440 | 290
P=1068 | X=0505.390-0522.030 | Y=0449.120-0458.440 | 180
P=1068 | X=0126.050-0357.130 | Y=0455.900-0467.140 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1068 | X=0126.050-0379.360 | Y=0473.420-0484.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1068 | X=0126.050-0221.020 | Y=0484.940-0496.180 | >500m đến ≤1.000m.
P=1068 | X=0126.050-0349.220 | Y=0502.220-0513.460 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1068 | X=0126.050-0411.310 | Y=0519.980-0531.220 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1068 | X=0126.050-0397.420 | Y=0531.500-0542.740 | Đường Khu 3 ấp 6 xã Sông Nhạn cũ đoạn từ Đoạn từ đường
P=1068 | X=0126.050-0411.350 | Y=0543.050-0554.290 | Sông Nhạn - Dầu Giây (+3.000 m) đến Hết khu dân cư hiện hữu
P=1068 | X=0126.050-0403.880 | Y=0554.570-0565.810 | ấp 3 xã Sông Nhạn cũ có hiện trạng là đường nhựa, bê tông xi
P=1068 | X=0126.050-0154.050 | Y=0566.090-0577.330 | măng:
P=1068 | X=0102.290-0113.410 | Y=0568.210-0577.530 | 77
P=1068 | X=0451.610-0468.250 | Y=0568.210-0577.530 | 200
P=1068 | X=0505.390-0522.030 | Y=0568.210-0577.530 | 130
P=1068 | X=0126.050-0375.610 | Y=0583.610-0594.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >
P=1068 | X=0126.050-0162.450 | Y=0597.010-0606.330 | 1.000m.
P=1068 | X=0126.050-0352.340 | Y=0612.650-0623.890 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=1068 | X=0320.520-0411.100 | Y=0630.430-0641.670 | Đường Hương lộ 10
P=1068 | X=0231.220-0299.870 | Y=0641.950-0653.190 | Hết khu dân cư
P=1068 | X=0320.520-0407.970 | Y=0643.830-0653.150 | xây dựng mới tránh
P=1068 | X=0126.050-0222.390 | Y=0647.710-0658.950 | Đường Khu 3 ấp 6 xã
P=1068 | X=0231.220-0306.660 | Y=0653.470-0664.710 | hiện hữu ấp 3 xã
P=1068 | X=0102.290-0113.410 | Y=0655.350-0664.670 | 78
P=1068 | X=0320.520-0380.380 | Y=0655.350-0664.670 | sân bay Long
P=1068 | X=0451.610-0468.250 | Y=0655.350-0664.670 | 500
P=1068 | X=0505.390-0522.030 | Y=0655.350-0664.670 | 370
P=1068 | X=0126.050-0189.510 | Y=0659.230-0670.470 | Sông Nhạn cũ
P=1068 | X=0231.220-0294.660 | Y=0664.750-0675.990 | Sông Nhạn cũ
P=1068 | X=0320.520-0404.060 | Y=0664.750-0675.990 | Thành, đoạn thuộc
P=1068 | X=0320.520-0379.180 | Y=0678.150-0687.470 | xã Xuân Quế
P=1068 | X=0126.050-0403.410 | Y=0694.030-0705.270 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Khu 3
P=1068 | X=0102.290-0113.410 | Y=0701.700-0711.020 | 79
P=1068 | X=0451.610-0468.250 | Y=0701.700-0711.020 | 350
P=1068 | X=0505.390-0522.030 | Y=0701.700-0711.020 | 230
P=1068 | X=0126.050-0411.580 | Y=0705.570-0716.810 | ấp 6 xã Sông Nhạn cũ đoạn từ Hết khu dân cư hiện hữu ấp 3 xã
P=1069 | X=0126.050-0410.860 | Y=0072.500-0083.740 | Sông Nhạn cũ đến Đường Hương lộ 10 xây dựng mới tránh sân
P=1069 | X=0126.050-0385.890 | Y=0084.020-0095.260 | bay Long Thành, đoạn thuộc xã Xuân Quế có hiện trạng là
P=1069 | X=0126.050-0261.820 | Y=0095.540-0106.780 | đường nhựa, bê tông xi măng:
P=1069 | X=0126.050-0357.130 | Y=0113.060-0124.300 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1069 | X=0126.050-0403.240 | Y=0130.610-0141.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1069 | X=0126.050-0403.410 | Y=0148.370-0159.610 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Khu 3
P=1069 | X=0126.050-0411.580 | Y=0159.650-0170.890 | ấp 6 xã Sông Nhạn cũ đoạn từ Hết khu dân cư hiện hữu ấp 3 xã
P=1069 | X=0126.050-0410.860 | Y=0171.170-0182.410 | Sông Nhạn cũ đến Đường Hương lộ 10 xây dựng mới tránh sân
P=1069 | X=0126.050-0385.890 | Y=0182.690-0193.930 | bay Long Thành, đoạn thuộc xã Xuân Quế có hiện trạng là
P=1069 | X=0126.050-0261.820 | Y=0194.210-0205.450 | đường nhựa, bê tông xi măng:
P=1069 | X=0102.290-0113.410 | Y=0205.230-0214.550 | 80
P=1069 | X=0451.610-0468.250 | Y=0205.230-0214.550 | 290
P=1069 | X=0505.390-0522.030 | Y=0205.230-0214.550 | 180
P=1069 | X=0126.050-0357.640 | Y=0211.750-0222.990 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1069 | X=0126.050-0379.360 | Y=0229.270-0240.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1069 | X=0126.050-0221.020 | Y=0240.790-0252.030 | >500m đến ≤1.000m.
P=1069 | X=0126.050-0349.220 | Y=0258.310-0269.550 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1069 | X=0126.050-0403.410 | Y=0276.070-0287.310 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Khu 3
P=1069 | X=0126.050-0411.580 | Y=0287.620-0298.860 | ấp 6 xã Sông Nhạn cũ đoạn từ Hết khu dân cư hiện hữu ấp 3 xã
P=1069 | X=0126.050-0410.860 | Y=0299.140-0310.380 | Sông Nhạn cũ đến Đường Hương lộ 10 xây dựng mới tránh sân
P=1069 | X=0126.050-0385.890 | Y=0310.660-0321.900 | bay Long Thành, đoạn thuộc xã Xuân Quế có hiện trạng là
P=1069 | X=0126.050-0261.820 | Y=0321.940-0333.180 | đường nhựa, bê tông xi măng:
P=1069 | X=0102.290-0113.410 | Y=0324.300-0333.620 | 81
P=1069 | X=0451.610-0468.250 | Y=0324.300-0333.620 | 200
P=1069 | X=0505.390-0522.030 | Y=0324.300-0333.620 | 130
P=1069 | X=0126.050-0375.610 | Y=0339.460-0350.700 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >
P=1069 | X=0126.050-0162.450 | Y=0352.860-0362.180 | 1.000m.
P=1069 | X=0126.050-0352.340 | Y=0368.520-0379.760 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=1069 | X=0126.050-0411.310 | Y=0386.280-0397.520 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1069 | X=0126.050-0396.860 | Y=0397.800-0409.040 | Đường Khu 3 ấp 6 xã Sông Nhạn cũ đoạn từ Hết khu dân cư
P=1069 | X=0126.050-0398.540 | Y=0409.320-0420.560 | hiện hữu ấp 3 xã Sông Nhạn cũ đến Đường Hương lộ 10 xây
P=1069 | X=0126.050-0405.100 | Y=0420.840-0432.080 | dựng mới tránh sân bay Long Thành, đoạn thuộc xã Xuân Quế
P=1069 | X=0102.290-0113.410 | Y=0428.720-0438.040 | 82
P=1069 | X=0451.610-0468.250 | Y=0428.720-0438.040 | 350
P=1069 | X=0505.390-0522.030 | Y=0428.720-0438.040 | 230
P=1069 | X=0126.050-0332.900 | Y=0432.360-0443.600 | có hiện trạng là đường nhựa, bê tông xi măng:
