TABLE=012 | AREA=Xã Bình An | SECTION=agricultural | SEGMENTS=1
P=0405 | X=0115.970-0408.950 | Y=0631.390-0642.630 | Đường liên xã Bình An - Long Thành đoạn từ Quốc lộ 51 qua Nhà
P=0405 | X=0115.970-0399.110 | Y=0642.910-0654.150 | máy mủ cao su Long Thành đến Đường Lê Quang Định có hiện
P=0405 | X=0097.250-0287.750 | Y=0654.430-0665.870 | 63 trạng là đường nhựa, bê tông xi măng:
P=0405 | X=0454.970-0471.610 | Y=0656.550-0665.870 | 250
P=0405 | X=0505.390-0522.030 | Y=0656.550-0665.870 | 250
P=0405 | X=0115.970-0401.780 | Y=0671.950-0683.190 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0405 | X=0115.970-0339.610 | Y=0689.470-0700.710 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0405 | X=0097.250-0202.940 | Y=0707.250-0718.490 | 64 Đường liên xã Bình
P=0405 | X=0216.790-0390.460 | Y=0709.140-0718.460 | Nhà máy mủ cao su Long Giáp ranh xã
P=0405 | X=0454.970-0471.610 | Y=0709.140-0718.460 | 700
P=0405 | X=0505.390-0522.030 | Y=0709.140-0718.460 | 570
P=0406 | X=0115.970-0190.710 | Y=0074.380-0083.700 | An - Long Thành
P=0406 | X=0216.790-0245.200 | Y=0074.380-0083.700 | Thành
P=0406 | X=0333.000-0386.390 | Y=0074.380-0083.700 | Long Thành
P=0406 | X=0115.970-0396.190 | Y=0090.260-0101.500 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên xã
P=0406 | X=0115.970-0399.090 | Y=0101.780-0113.020 | Bình An - Long Thành đoạn từ Nhà máy mủ cao su Long Thành
P=0406 | X=0115.970-0395.740 | Y=0113.300-0124.540 | đến Giáp ranh xã Long Thành có hiện trạng là đường nhựa, bê
P=0406 | X=0097.250-0176.130 | Y=0124.850-0136.290 | 65 tông xi măng:
P=0406 | X=0454.970-0471.610 | Y=0126.970-0136.290 | 480
P=0406 | X=0505.390-0522.030 | Y=0126.970-0136.290 | 400
P=0406 | X=0115.970-0347.050 | Y=0142.370-0153.610 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0406 | X=0115.970-0390.290 | Y=0159.650-0170.890 | - Có bề rộng từ≥3m đến <5m, cách đường giao thông ≤500m.
P=0406 | X=0115.970-0396.190 | Y=0177.410-0188.650 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên xã
P=0406 | X=0115.970-0399.090 | Y=0188.930-0200.170 | Bình An - Long Thành đoạn từ Nhà máy mủ cao su Long Thành
P=0406 | X=0115.970-0395.740 | Y=0200.470-0211.710 | đến Giáp ranh xã Long Thành có hiện trạng là đường nhựa, bê
P=0406 | X=0115.970-0176.130 | Y=0211.990-0223.230 | tông xi măng:
P=0406 | X=0097.250-0347.520 | Y=0228.750-0240.750 | 66 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0406 | X=0454.970-0471.610 | Y=0228.750-0238.070 | 370
P=0406 | X=0505.390-0522.030 | Y=0228.750-0238.070 | 330
P=0406 | X=0115.970-0402.860 | Y=0247.030-0258.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0406 | X=0115.970-0177.090 | Y=0258.550-0269.790 | đến ≤1.000m.
P=0406 | X=0115.970-0339.140 | Y=0276.070-0287.310 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0406 | X=0115.970-0396.190 | Y=0293.860-0305.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên xã
P=0406 | X=0115.970-0399.090 | Y=0305.380-0316.620 | Bình An - Long Thành đoạn từ Nhà máy mủ cao su Long Thành
P=0406 | X=0115.970-0395.740 | Y=0316.900-0328.140 | đến Giáp ranh xã Long Thành có hiện trạng là đường nhựa, bê
P=0406 | X=0097.250-0176.130 | Y=0328.420-0339.860 | 67 tông xi măng:
P=0406 | X=0454.970-0471.610 | Y=0330.540-0339.860 | 250
P=0406 | X=0505.390-0522.030 | Y=0330.540-0339.860 | 250
P=0406 | X=0115.970-0404.460 | Y=0345.700-0356.940 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông > 1.000m.
P=0406 | X=0115.970-0339.610 | Y=0363.220-0374.460 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0406 | X=0115.970-0401.230 | Y=0381.000-0392.240 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0406 | X=0115.970-0408.940 | Y=0392.520-0403.760 | Đường liên xã Bình An - Long Thành đoạn từ Nhà máy mủ cao su
P=0406 | X=0115.970-0409.190 | Y=0404.040-0415.280 | Long Thành đến Giáp ranh xã Long Thành có hiện trạng là đường
P=0406 | X=0097.250-0219.080 | Y=0415.560-0427.000 | 68 nhựa, bê tông xi măng:
P=0406 | X=0454.970-0471.610 | Y=0417.680-0427.000 | 480
P=0406 | X=0505.390-0522.030 | Y=0417.680-0427.000 | 400
P=0406 | X=0115.970-0347.050 | Y=0433.080-0444.320 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0406 | X=0115.970-0393.160 | Y=0450.620-0461.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0406 | X=0115.970-0401.260 | Y=0468.380-0479.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0406 | X=0115.970-0408.940 | Y=0479.900-0491.140 | Đường liên xã Bình An - Long Thành đoạn từ Nhà máy mủ cao su
P=0406 | X=0115.970-0409.190 | Y=0491.420-0502.660 | Long Thành đến Giáp ranh xã Long Thành có hiện trạng là đường
P=0406 | X=0115.970-0219.080 | Y=0502.940-0514.180 | nhựa, bê tông xi măng:
P=0406 | X=0097.250-0350.170 | Y=0519.460-0531.460 | 69 - Có bề rộng ≥5m, cách đường giao thông > 1.000m.
P=0406 | X=0454.970-0471.610 | Y=0519.460-0528.780 | 370
P=0406 | X=0505.390-0522.030 | Y=0519.460-0528.780 | 330
P=0406 | X=0115.970-0402.860 | Y=0537.770-0549.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0406 | X=0115.970-0177.090 | Y=0549.290-0560.530 | đến ≤1.000m.
P=0406 | X=0115.970-0339.140 | Y=0566.810-0578.050 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0406 | X=0115.970-0401.230 | Y=0584.570-0595.810 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0406 | X=0115.970-0408.940 | Y=0596.090-0607.330 | Đường liên xã Bình An - Long Thành đoạn từ Nhà máy mủ cao su
P=0406 | X=0115.970-0409.190 | Y=0607.610-0618.850 | Long Thành đến Giáp ranh xã Long Thành có hiện trạng là đường
P=0406 | X=0097.250-0219.120 | Y=0621.030-0630.590 | 70 nhựa, bê tông xi măng:
P=0406 | X=0454.970-0471.610 | Y=0621.270-0630.590 | 250
P=0406 | X=0505.390-0522.030 | Y=0621.270-0630.590 | 250
P=0406 | X=0115.970-0401.780 | Y=0636.670-0647.910 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0406 | X=0115.970-0339.610 | Y=0654.190-0665.430 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0406 | X=0115.970-0206.730 | Y=0671.950-0683.190 | Đường Cầu Mên (từ
P=0406 | X=0115.970-0203.900 | Y=0683.470-0694.710 | đường tỉnh 769 qua
P=0406 | X=0216.790-0286.990 | Y=0689.230-0700.470 | Đường tỉnh 769
P=0406 | X=0097.250-0108.370 | Y=0691.110-0700.430 | 71
P=0406 | X=0333.000-0397.660 | Y=0691.110-0700.430 | Giáp Cầu Mên
P=0406 | X=0454.970-0471.610 | Y=0691.110-0700.430 | 670
P=0406 | X=0505.390-0522.030 | Y=0691.110-0700.430 | 530
P=0406 | X=0115.970-0215.110 | Y=0696.630-0705.950 | Cao tốc Hồ Chí Minh -
P=0406 | X=0115.970-0196.710 | Y=0708.180-0717.500 | Long Thành - Dầu
P=0407 | X=0115.970-0196.720 | Y=0072.500-0083.740 | giây đến giáp Cầu
P=0407 | X=0115.970-0138.770 | Y=0085.900-0095.220 | Mên)
P=0407 | X=0115.970-0407.740 | Y=0101.780-0113.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Cầu Mên
P=0407 | X=0115.970-0404.620 | Y=0113.300-0124.540 | (từ đường tỉnh 769 qua Cao tốc Hồ Chí Minh - Long Thành - Dầu
P=0407 | X=0115.970-0396.950 | Y=0124.850-0136.090 | giây đến giáp Cầu Mên) đoạn từ Đường tỉnh 769 đến Giáp Cầu
P=0407 | X=0097.250-0345.140 | Y=0136.370-0147.810 | 72 Mên có hiện trạng là đường nhựa, bê tông xi măng:
P=0407 | X=0454.970-0471.610 | Y=0138.490-0147.810 | 450
P=0407 | X=0505.390-0522.030 | Y=0138.490-0147.810 | 380
P=0407 | X=0115.970-0347.050 | Y=0153.650-0164.890 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0407 | X=0115.970-0393.160 | Y=0171.170-0182.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0407 | X=0115.970-0407.740 | Y=0188.930-0200.170 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Cầu Mên
P=0407 | X=0115.970-0404.620 | Y=0200.470-0211.710 | (từ đường tỉnh 769 qua Cao tốc Hồ Chí Minh - Long Thành - Dầu
P=0407 | X=0115.970-0396.950 | Y=0211.990-0223.230 | giây đến giáp Cầu Mên) đoạn từ Đường tỉnh 769 đến Giáp Cầu
P=0407 | X=0115.970-0345.130 | Y=0223.510-0234.750 | Mên có hiện trạng là đường nhựa, bê tông xi măng;
P=0407 | X=0097.250-0350.170 | Y=0240.270-0252.270 | 73 - Có bề rộng ≥5m, cách đường giao thông > 1.000m.
P=0407 | X=0454.970-0471.610 | Y=0240.270-0249.590 | 350
P=0407 | X=0505.390-0522.030 | Y=0240.270-0249.590 | 310
P=0407 | X=0115.970-0402.860 | Y=0258.550-0269.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0407 | X=0115.970-0177.120 | Y=0270.070-0281.310 | đến ≤1.000m.
P=0407 | X=0115.970-0339.140 | Y=0287.620-0298.860 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0407 | X=0115.970-0407.740 | Y=0305.380-0316.620 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Cầu Mên
P=0407 | X=0115.970-0404.620 | Y=0316.900-0328.140 | (từ đường tỉnh 769 qua Cao tốc Hồ Chí Minh - Long Thành - Dầu
P=0407 | X=0115.970-0396.950 | Y=0328.420-0339.660 | giây đến giáp Cầu Mên) đoạn từ Đường tỉnh 769 đến Giáp Cầu
P=0407 | X=0097.250-0345.140 | Y=0339.700-0351.140 | 74 Mên có hiện trạng là đường nhựa, bê tông xi măng:
P=0407 | X=0454.970-0471.610 | Y=0341.820-0351.140 | 230
P=0407 | X=0505.390-0522.030 | Y=0341.820-0351.140 | 230
P=0407 | X=0115.970-0404.430 | Y=0357.220-0368.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông > 1.000m.
P=0407 | X=0115.970-0339.610 | Y=0374.760-0386.000 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0407 | X=0115.970-0401.230 | Y=0392.520-0403.760 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0407 | X=0115.970-0396.860 | Y=0404.040-0415.280 | Đường Cầu Mên (từ đường tỉnh 769 qua Cao tốc Hồ chí Minh -
P=0407 | X=0115.970-0396.460 | Y=0415.560-0426.800 | Long Thành - Dầu giây đến giáp Cầu Mên) đoạn từ Đường tỉnh
P=0407 | X=0115.970-0398.350 | Y=0427.080-0438.320 | 769 đến Giáp Cầu Mên có hiện trạng là đường nhựa, bê tông xi
P=0407 | X=0097.250-0108.370 | Y=0434.960-0444.280 | 75
P=0407 | X=0454.970-0471.610 | Y=0434.960-0444.280 | 450
P=0407 | X=0505.390-0522.030 | Y=0434.960-0444.280 | 380
P=0407 | X=0115.970-0143.970 | Y=0438.600-0449.840 | măng:
P=0407 | X=0115.970-0347.050 | Y=0456.140-0467.380 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0407 | X=0115.970-0393.400 | Y=0473.660-0484.900 | - Có bồ rộng từ ≥3m đến <5m, cách đường giao thông <500m.
P=0407 | X=0115.970-0401.230 | Y=0491.420-0502.660 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0407 | X=0115.970-0396.860 | Y=0502.940-0514.180 | Đường Cầu Mên (từ đường tỉnh 769 qua Cao tốc Hồ chí Minh -
P=0407 | X=0115.970-0396.460 | Y=0514.220-0525.460 | Long Thành - Dầu giây đến giáp Cầu Mên) đoạn từ Đường tỉnh
P=0407 | X=0115.970-0398.350 | Y=0525.740-0536.980 | 769 đến Giáp Cầu Mên có hiện trạng là đường nhựa, bê tông xi
P=0407 | X=0115.970-0143.970 | Y=0537.290-0548.530 | măng:
P=0407 | X=0097.250-0108.370 | Y=0548.290-0557.610 | 76
P=0407 | X=0454.970-0471.610 | Y=0548.290-0557.610 | 350
P=0407 | X=0505.390-0522.030 | Y=0548.290-0557.610 | 310
P=0407 | X=0115.970-0347.520 | Y=0554.810-0566.050 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0407 | X=0115.970-0402.860 | Y=0572.330-0583.570 | - Có bồ rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0407 | X=0115.970-0177.090 | Y=0583.850-0595.090 | đến ≤1.000m.
P=0407 | X=0115.970-0339.140 | Y=0601.370-0612.610 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0407 | X=0115.970-0401.230 | Y=0619.150-0630.390 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0407 | X=0115.970-0399.020 | Y=0630.670-0641.910 | Đường Cầu Mên (từ đường tỉnh 769 qua Cao tốc Hồ Chí Minh -
P=0407 | X=0115.970-0396.460 | Y=0642.190-0653.430 | Long Thành - Dầu giây đến giáp Cầu Mên) đoạn từ Đường tỉnh
P=0407 | X=0115.970-0398.350 | Y=0653.710-0664.950 | 769 đến Giáp Cầu Mên có hiện trạng là đường nhựa, bê tông xi
P=0407 | X=0097.250-0108.370 | Y=0661.590-0670.910 | 77
P=0407 | X=0454.970-0471.610 | Y=0661.590-0670.910 | 230
P=0407 | X=0505.390-0522.030 | Y=0661.590-0670.910 | 230
P=0407 | X=0115.970-0143.970 | Y=0665.230-0676.470 | măng:
P=0407 | X=0115.970-0401.780 | Y=0682.510-0693.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0407 | X=0115.970-0339.630 | Y=0700.050-0711.290 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0408 | X=0333.000-0415.420 | Y=0078.500-0089.740 | Đường Liên ấp Sa
P=0408 | X=0216.790-0316.440 | Y=0080.380-0089.700 | Ranh xã Long Thành -
P=0408 | X=0097.250-0186.140 | Y=0084.260-0095.500 | 78 Đường tỉnh 769
P=0408 | X=0454.970-0471.610 | Y=0086.140-0095.460 | 730
P=0408 | X=0505.390-0522.030 | Y=0086.140-0095.460 | 600
P=0408 | X=0216.790-0252.630 | Y=0091.900-0101.220 | Bình An
P=0408 | X=0333.000-0390.450 | Y=0091.900-0101.220 | Cá - Bàu Tre
P=0408 | X=0115.970-0402.710 | Y=0107.780-0119.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 769
P=0408 | X=0115.970-0411.330 | Y=0119.330-0130.570 | đoạn từ Ranh xã Long Thành - Bình An đến Đường Liên ấp Sa Cá
P=0408 | X=0115.970-0367.210 | Y=0130.850-0142.090 | - Bàu Tre có hiện trạng là đường nhựa, bê tông xi măng:
P=0408 | X=0097.250-0108.370 | Y=0138.730-0148.050 | 79
P=0408 | X=0454.970-0471.610 | Y=0138.730-0148.050 | 500
P=0408 | X=0505.390-0522.030 | Y=0138.730-0148.050 | 430
P=0408 | X=0115.970-0347.050 | Y=0148.370-0159.610 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0408 | X=0115.970-0393.160 | Y=0165.650-0176.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0408 | X=0115.970-0402.710 | Y=0183.410-0194.650 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 769
P=0408 | X=0115.970-0411.330 | Y=0194.930-0206.170 | đoạn từ Ranh xã Long Thành - Bình An đến Đường Liên ấp Sa Cá
P=0408 | X=0115.970-0367.210 | Y=0206.470-0217.710 | - Bàu Tre có hiện trạng là đường nhựa, bê tông xi măng:
P=0408 | X=0097.250-0350.170 | Y=0223.990-0238.310 | 80 - Có bề rộng ≥5m, cách đường giao thông > 1.000m.
P=0408 | X=0454.970-0471.610 | Y=0228.990-0238.310 | 400
P=0408 | X=0505.390-0522.030 | Y=0228.990-0238.310 | 350
P=0408 | X=0115.970-0399.970 | Y=0241.510-0252.750 | - Có bề rộng từ≥3m đến <5m, cách đường giao thông từ >500m
P=0408 | X=0115.970-0177.090 | Y=0253.030-0264.270 | đến ≤1.000m.
P=0408 | X=0115.970-0339.140 | Y=0270.550-0281.790 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0408 | X=0115.970-0402.710 | Y=0288.340-0299.580 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 769
P=0408 | X=0115.970-0411.330 | Y=0299.860-0311.100 | đoạn từ Ranh xã Long Thành - Bình An đến Đường Liên ấp Sa Cá
P=0408 | X=0115.970-0367.210 | Y=0311.380-0322.620 | - Bàu Tre có hiện trạng là đường nhựa, bê tông xi măng:
P=0408 | X=0097.250-0108.370 | Y=0319.260-0328.580 | 81
P=0408 | X=0454.970-0471.610 | Y=0319.260-0328.580 | 270
P=0408 | X=0505.390-0522.030 | Y=0319.260-0328.580 | 270
P=0408 | X=0115.970-0404.430 | Y=0328.900-0340.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông > 1.000m.
P=0408 | X=0115.970-0339.610 | Y=0346.420-0357.660 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0408 | X=0115.970-0401.230 | Y=0363.940-0375.180 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0408 | X=0115.970-0383.500 | Y=0375.480-0386.720 | Đường tỉnh 769 đoạn từ Ranh xã Long Thành - Bình An đến
P=0408 | X=0115.970-0405.100 | Y=0387.000-0398.240 | Đường Liên ấp Sa Cá - Bàu Tre có hiện trạng là đường nhựa, bê
P=0408 | X=0097.250-0176.130 | Y=0398.520-0409.960 | 82 tông xi măng:
P=0408 | X=0454.970-0471.610 | Y=0400.640-0409.960 | 500
P=0408 | X=0505.390-0522.030 | Y=0400.640-0409.960 | 430
P=0408 | X=0115.970-0347.050 | Y=0416.040-0427.280 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0408 | X=0115.970-0393.160 | Y=0433.560-0444.800 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0408 | X=0115.970-0401.230 | Y=0451.340-0462.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0408 | X=0115.970-0383.500 | Y=0462.860-0474.100 | Đường tỉnh 769 đoạn từ Ranh xã Long Thành - Bình An đến
P=0408 | X=0115.970-0405.100 | Y=0474.380-0485.620 | Đường Liên ấp Sa Cá - Bàu Tre có hiện trạng là đường nhựa, bê
P=0408 | X=0115.970-0176.130 | Y=0485.900-0497.140 | tông xi măng:
P=0408 | X=0097.250-0347.520 | Y=0502.420-0514.660 | 83 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0408 | X=0454.970-0471.610 | Y=0502.420-0511.740 | 400
P=0408 | X=0505.390-0522.030 | Y=0502.420-0511.740 | 350
P=0408 | X=0115.970-0402.860 | Y=0520.940-0532.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0408 | X=0115.970-0177.090 | Y=0532.220-0543.460 | đến ≤1.000m.
P=0408 | X=0115.970-0339.140 | Y=0549.770-0561.010 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0408 | X=0115.970-0401.230 | Y=0567.530-0578.770 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0408 | X=0115.970-0383.500 | Y=0579.050-0590.290 | Đường tỉnh 769 đoạn từ Ranh xã Long Thành - Bình An đến
P=0408 | X=0115.970-0405.100 | Y=0590.570-0601.810 | Đường Liên ấp Sa Cá - Bàu Tre có hiện trạng là đường nhựa, bê
P=0408 | X=0097.250-0176.130 | Y=0602.090-0613.530 | 84 tông xi măng:
P=0408 | X=0454.970-0471.610 | Y=0604.210-0613.530 | 270
P=0408 | X=0505.390-0522.030 | Y=0604.210-0613.530 | 270
P=0408 | X=0115.970-0401.780 | Y=0619.630-0630.870 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0408 | X=0115.970-0339.630 | Y=0637.150-0648.390 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0408 | X=0216.790-0321.000 | Y=0654.910-0666.150 | Đường Liên ấp Sa Cá -
P=0408 | X=0097.250-0186.140 | Y=0660.670-0671.910 | 85 Đường tỉnh 769
P=0408 | X=0333.000-0389.510 | Y=0662.550-0671.870 | Cầu An Viễn
P=0408 | X=0454.970-0471.610 | Y=0662.550-0671.870 | 730
P=0408 | X=0505.390-0522.030 | Y=0662.550-0671.870 | 600
P=0408 | X=0216.790-0252.610 | Y=0668.310-0677.630 | Bàu Tre
P=0408 | X=0115.970-0402.710 | Y=0684.190-0695.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 769
P=0408 | X=0097.250-0409.180 | Y=0695.710-0706.950 | 86 đoạn từ Đường Liên ấp Sa Cá - Bàu Tre đến Cầu An Viễn có hiện
P=0408 | X=0454.970-0471.610 | Y=0697.590-0706.910 | 500
P=0408 | X=0505.390-0522.030 | Y=0697.590-0706.910 | 430
P=0408 | X=0115.970-0287.750 | Y=0707.250-0718.490 | trạng là đường nhựa, bê tông xi măng:
P=0409 | X=0115.970-0347.050 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0409 | X=0115.970-0393.160 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0409 | X=0115.970-0402.710 | Y=0113.780-0125.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 769
P=0409 | X=0115.970-0409.180 | Y=0125.330-0136.570 | đoạn từ Đường Liên ấp Sa Cá - Bàu Tre đến Cầu An Viễn có hiện
P=0409 | X=0115.970-0287.750 | Y=0136.850-0148.090 | trạng là đường nhựa, bê tông xi măng:
P=0409 | X=0097.250-0350.170 | Y=0154.370-0168.450 | 87 - Có bề rộng ≥5m, cách đường giao thông > 1.000m.
P=0409 | X=0454.970-0471.610 | Y=0159.130-0168.450 | 400
P=0409 | X=0505.390-0522.030 | Y=0159.130-0168.450 | 350
P=0409 | X=0115.970-0402.860 | Y=0171.650-0182.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0409 | X=0115.970-0177.090 | Y=0183.170-0194.410 | đến ≤1.000m.
P=0409 | X=0115.970-0339.140 | Y=0200.710-0211.950 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0409 | X=0115.970-0402.710 | Y=0218.470-0229.710 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 769
P=0409 | X=0115.970-0409.180 | Y=0229.990-0241.230 | đoạn từ Đường Liên ấp Sa Cá - Bàu Tre đến Cầu An Viễn có hiện
P=0409 | X=0115.970-0287.750 | Y=0241.510-0252.750 | trạng là đường nhựa, bê tông xi măng:
P=0409 | X=0097.250-0108.370 | Y=0249.390-0258.710 | 88
P=0409 | X=0454.970-0471.610 | Y=0249.390-0258.710 | 270
P=0409 | X=0505.390-0522.030 | Y=0249.390-0258.710 | 270
P=0409 | X=0115.970-0401.780 | Y=0259.030-0270.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0409 | X=0115.970-0339.640 | Y=0276.550-0287.790 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0409 | X=0115.970-0401.230 | Y=0294.340-0305.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0409 | X=0115.970-0408.950 | Y=0305.860-0317.100 | Đường tỉnh 769 đoạn từ Đường Liên ấp Sa Cá - Bàu Tre đến Cầu
P=0409 | X=0115.970-0360.730 | Y=0317.380-0328.620 | An Viễn có hiện trạng là đường nhựa, bê tông xi măng:
P=0409 | X=0097.250-0108.370 | Y=0325.260-0334.580 | 89
P=0409 | X=0454.970-0471.610 | Y=0325.260-0334.580 | 500
P=0409 | X=0505.390-0522.030 | Y=0325.260-0334.580 | 430
P=0409 | X=0115.970-0347.050 | Y=0334.900-0346.140 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0409 | X=0115.970-0393.180 | Y=0352.420-0363.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0409 | X=0115.970-0401.230 | Y=0369.960-0381.200 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0409 | X=0115.970-0408.950 | Y=0381.480-0392.720 | Đường tỉnh 769 đoạn từ Đường Liên ấp Sa Cá - Bàu Tre đến Cầu
P=0409 | X=0115.970-0360.730 | Y=0393.000-0404.240 | An Viễn có hiện trạng là đường nhựa, bê tông xi măng:
P=0409 | X=0097.250-0350.170 | Y=0410.520-0424.840 | 90 - Có bề rộng ≥5m, cách đường giao thông > 1.000m.
P=0409 | X=0454.970-0471.610 | Y=0415.520-0424.840 | 400
P=0409 | X=0505.390-0522.030 | Y=0415.520-0424.840 | 350
P=0409 | X=0115.970-0402.860 | Y=0428.040-0439.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0409 | X=0115.970-0177.090 | Y=0439.560-0450.800 | đến ≤1.000m.
P=0409 | X=0115.970-0339.140 | Y=0457.100-0468.340 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0409 | X=0115.970-0401.260 | Y=0474.860-0486.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0409 | X=0115.970-0408.950 | Y=0486.380-0497.620 | Đường tỉnh 769 đoạn từ Đường Liên ấp Sa Cá - Bàu Tre đến Cầu
P=0409 | X=0115.970-0360.730 | Y=0497.900-0509.140 | An Viễn có hiện trạng là đường nhựa, bê tông xi măng:
P=0409 | X=0097.250-0108.370 | Y=0505.780-0515.100 | 91
P=0409 | X=0454.970-0471.610 | Y=0505.780-0515.100 | 270
P=0409 | X=0505.390-0522.030 | Y=0505.780-0515.100 | 270
P=0409 | X=0115.970-0404.470 | Y=0515.420-0526.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông > 1.000m.
P=0409 | X=0115.970-0336.740 | Y=0532.970-0544.210 | - Có bề rộng <3m, cách đường giao thông>200m.
P=0409 | X=0333.000-0412.550 | Y=0550.490-0561.730 | Giáp nông trường
P=0409 | X=0097.250-0186.140 | Y=0556.250-0567.490 | 92 Đường tỉnh 769
P=0409 | X=0216.790-0273.310 | Y=0558.130-0567.450 | Cầu An Viễn
P=0409 | X=0454.970-0471.610 | Y=0558.130-0567.450 | 730
P=0409 | X=0505.390-0522.030 | Y=0558.130-0567.450 | 600
P=0409 | X=0333.000-0406.070 | Y=0563.890-0573.210 | cao su An Viễng
P=0409 | X=0115.970-0402.230 | Y=0579.770-0591.010 | Các tuyến đường giao thông đấu nối trực tiếp ta Đường tỉnh 769
P=0409 | X=0115.970-0400.300 | Y=0591.290-0602.530 | đoạn từ Cầu An Viễn đến Giáp nông trường cao su An Viễng có
