TABLE=041 | AREA=Xã Gia Kiệm | SECTION=agricultural | SEGMENTS=1
P=1458 | X=0462.650-0479.290 | Y=0589.570-0598.890 | 400
P=1458 | X=0505.390-0522.030 | Y=0589.570-0598.890 | 350
P=1458 | X=0119.570-0426.020 | Y=0602.090-0613.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1458 | X=0119.570-0161.250 | Y=0613.610-0624.850 | ≤1.000m.
P=1458 | X=0119.570-0342.740 | Y=0631.150-0642.390 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1458 | X=0119.570-0424.080 | Y=0648.910-0660.150 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 762 (Trị
P=1458 | X=0119.570-0416.600 | Y=0660.430-0671.670 | An - Sóc Lu) đoạn từ Đường Võ Dõng 3 - Sóc Lu đến Giáp ranh xã
P=1458 | X=0119.570-0370.800 | Y=0671.950-0683.190 | Bàu Hàm có hiện trạng là đường nhựa, bê tông xi măng:
P=1458 | X=0098.930-0110.050 | Y=0679.830-0689.150 | 60
P=1458 | X=0462.650-0479.290 | Y=0679.830-0689.150 | 290
P=1458 | X=0505.390-0522.030 | Y=0679.830-0689.150 | 250
P=1458 | X=0119.570-0405.380 | Y=0689.470-0700.710 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1458 | X=0119.570-0343.230 | Y=0706.770-0718.010 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1459 | X=0119.570-0404.830 | Y=0078.500-0089.740 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1459 | X=0119.570-0427.660 | Y=0090.020-0101.260 | Đường tỉnh 762 (Trị An - Sóc Lu) đoạn từ Đường Võ Dõng 3 - Sóc Lu
P=1459 | X=0119.570-0419.740 | Y=0101.540-0112.780 | đến Giáp ranh xã Bàu Hàm có hiện trạng là đường nhựa, bê tông xi
P=1459 | X=0098.930-0147.570 | Y=0113.060-0124.500 | 61 măng:
P=1459 | X=0462.650-0479.290 | Y=0115.180-0124.500 | 500
P=1459 | X=0505.390-0522.030 | Y=0115.180-0124.500 | 450
P=1459 | X=0119.570-0350.680 | Y=0130.610-0141.850 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1459 | X=0119.570-0396.760 | Y=0148.130-0159.370 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1459 | X=0119.570-0404.830 | Y=0165.650-0176.890 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1459 | X=0119.570-0427.660 | Y=0177.170-0188.410 | Đường tỉnh 762 (Trị An - Sóc Lu) đoạn từ Đường Võ Dõng 3 - Sóc Lu
P=1459 | X=0119.570-0419.740 | Y=0188.690-0199.930 | đến Giáp ranh xã Bàu Hàm có hiện trạng là đường nhựa, bê tông xi
P=1459 | X=0119.570-0147.570 | Y=0200.230-0211.470 | măng:
P=1459 | X=0098.930-0351.120 | Y=0216.990-0228.990 | 62 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1459 | X=0462.650-0479.290 | Y=0216.990-0226.310 | 400
P=1459 | X=0505.390-0522.030 | Y=0216.990-0226.310 | 350
P=1459 | X=0119.570-0426.020 | Y=0235.270-0246.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1459 | X=0119.570-0161.250 | Y=0246.790-0258.030 | ≤1.000m.
P=1459 | X=0119.570-0342.740 | Y=0264.310-0275.550 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1459 | X=0119.570-0404.830 | Y=0282.100-0293.340 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1459 | X=0119.570-0427.660 | Y=0293.620-0304.860 | Đường tỉnh 762 (Trị An - Sóc Lu) đoạn từ Đường Võ Dõng 3 - Sóc Lu
P=1459 | X=0119.570-0419.740 | Y=0305.140-0316.380 | đến Giáp ranh xã Bàu Hàm có hiện trạng là đường nhựa, bê tông xi
P=1459 | X=0098.930-0147.570 | Y=0316.660-0328.100 | 63 măng:
P=1459 | X=0462.650-0479.290 | Y=0318.780-0328.100 | 290
P=1459 | X=0505.390-0522.030 | Y=0318.780-0328.100 | 250
P=1459 | X=0119.570-0405.380 | Y=0333.940-0345.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1459 | X=0119.570-0343.240 | Y=0351.460-0362.700 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1459 | X=0339.960-0428.090 | Y=0369.240-0380.480 | Đường Võ Dõng 3 -
P=1459 | X=0098.930-0299.700 | Y=0375.000-0386.240 | 64 Đường Đống Đa - Gia Kiệm Quốc lộ 20
P=1459 | X=0463.130-0479.770 | Y=0376.880-0386.200 | 700
P=1459 | X=0505.870-0522.510 | Y=0376.880-0386.200 | 600
P=1459 | X=0339.960-0371.240 | Y=0382.640-0391.960 | Sóc Lu
P=1459 | X=0119.570-0434.880 | Y=0398.520-0409.760 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đống Đa - Gia
P=1459 | X=0119.570-0435.370 | Y=0410.040-0421.280 | Kiệm đoạn từ Quốc lộ 20 đến Đường Võ Dõng 3 - Sóc Lu có hiện trạng
P=1459 | X=0119.570-0265.940 | Y=0421.560-0432.800 | là đường nhựa, bê tông xi măng:
P=1459 | X=0098.930-0110.050 | Y=0429.440-0438.760 | 65
P=1459 | X=0462.650-0479.290 | Y=0429.440-0438.760 | 460
P=1459 | X=0505.390-0522.030 | Y=0429.440-0438.760 | 450
P=1459 | X=0119.570-0350.650 | Y=0439.080-0450.320 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1459 | X=0119.570-0396.760 | Y=0456.620-0467.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1459 | X=0119.570-0434.880 | Y=0474.380-0485.620 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đống Đa - Gia
P=1459 | X=0119.570-0435.370 | Y=0485.900-0497.140 | Kiệm đoạn từ Quốc lộ 20 đến Đường Võ Dõng 3 - Sóc Lu có hiện trạng
P=1459 | X=0119.570-0265.900 | Y=0497.420-0508.660 | là đường nhựa, bê tông xi măng:
P=1459 | X=0098.930-0351.120 | Y=0514.940-0529.020 | 66 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1459 | X=0462.650-0479.290 | Y=0519.700-0529.020 | 360
P=1459 | X=0505.390-0522.030 | Y=0519.700-0529.020 | 310
P=1459 | X=0119.570-0426.020 | Y=0532.220-0543.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1459 | X=0119.570-0161.250 | Y=0543.770-0555.010 | ≤1.000m.
P=1459 | X=0119.570-0342.740 | Y=0561.290-0572.530 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1459 | X=0119.570-0434.880 | Y=0579.050-0590.290 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đống Đa - Gia
P=1459 | X=0119.570-0435.370 | Y=0590.570-0601.810 | Kiệm đoạn từ Quốc lộ 20 đến Đường Võ Dõng 3 - Sóc Lu có hiện trạng
P=1459 | X=0119.570-0265.900 | Y=0602.090-0613.330 | là đường nhựa, bê tông xi măng:
P=1459 | X=0098.930-0110.050 | Y=0609.970-0619.290 | 67
P=1459 | X=0462.650-0479.290 | Y=0609.970-0619.290 | 230
P=1459 | X=0505.390-0522.030 | Y=0609.970-0619.290 | 210
P=1459 | X=0119.570-0405.380 | Y=0619.630-0630.870 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1459 | X=0119.570-0343.210 | Y=0637.150-0648.390 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1459 | X=0119.570-0404.830 | Y=0654.910-0666.150 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1459 | X=0119.570-0436.050 | Y=0666.430-0677.670 | Đường Đống Đa - Gia Kiệm đoạn từ Quốc lộ 20 đến Đường Võ Dõng 3
P=1459 | X=0098.930-0366.250 | Y=0676.950-0689.190 | 68 - Sóc Lu có hiện trạng là đường nhựa, bê tông xi măng:
P=1459 | X=0462.650-0479.290 | Y=0676.950-0686.270 | 460
P=1459 | X=0505.390-0522.030 | Y=0676.950-0686.270 | 450
P=1459 | X=0119.570-0350.650 | Y=0695.470-0706.710 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1460 | X=0119.570-0396.760 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1460 | X=0119.570-0404.830 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1460 | X=0119.570-0436.050 | Y=0107.780-0119.020 | Đường Đống Đa - Gia Kiệm đoạn từ Quốc lộ 20 đến Đường Võ Dõng 3
P=1460 | X=0119.570-0366.250 | Y=0119.330-0130.570 | - Sóc Lu có hiện trạng là đường nhựa, bê tông xi măng:
P=1460 | X=0098.930-0351.140 | Y=0136.850-0150.930 | 69 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1460 | X=0462.650-0479.290 | Y=0141.610-0150.930 | 360
P=1460 | X=0505.390-0522.030 | Y=0141.610-0150.930 | 310
P=1460 | X=0119.570-0426.020 | Y=0154.370-0165.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1460 | X=0119.570-0161.250 | Y=0165.650-0176.890 | ≤1.000m.
P=1460 | X=0119.570-0342.740 | Y=0183.170-0194.410 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1460 | X=0119.570-0404.830 | Y=0200.950-0212.190 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1460 | X=0119.570-0436.050 | Y=0212.470-0223.710 | Đường Đống Đa - Gia Kiệm đoạn từ Quốc lộ 20 đến Đường Võ Dõng 3
P=1460 | X=0119.570-0366.250 | Y=0223.990-0235.230 | - Sóc Lu có hiện trạng là đường nhựa, bê tông xi măng:
P=1460 | X=0098.930-0110.050 | Y=0231.870-0241.190 | 70
P=1460 | X=0462.650-0479.290 | Y=0231.870-0241.190 | 230
P=1460 | X=0505.390-0522.030 | Y=0231.870-0241.190 | 210
P=1460 | X=0119.570-0405.380 | Y=0241.510-0252.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1460 | X=0119.570-0343.210 | Y=0259.030-0270.270 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1460 | X=0098.930-0299.700 | Y=0276.790-0288.030 | 71 Đường Võ Dõng 3 - Sóc Lu Quốc lộ 20
P=1460 | X=0339.960-0412.540 | Y=0278.670-0287.990 | Hết mét thứ 500
P=1460 | X=0462.650-0479.290 | Y=0278.670-0287.990 | 720
P=1460 | X=0505.390-0522.030 | Y=0278.670-0287.990 | 630
P=1460 | X=0119.570-0424.250 | Y=0294.580-0305.820 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Võ Dõng 3 -
P=1460 | X=0119.570-0405.330 | Y=0306.100-0317.340 | Sóc Lu đoạn từ Quốc lộ 20 đến Hết mét thứ 500 có hiện trạng là
P=1460 | X=0119.570-0255.340 | Y=0317.620-0328.860 | đường nhựa, bê tông xi măng:
P=1460 | X=0098.930-0110.050 | Y=0325.500-0334.820 | 72
P=1460 | X=0462.650-0479.290 | Y=0325.500-0334.820 | 480
P=1460 | X=0505.390-0522.030 | Y=0325.500-0334.820 | 430
P=1460 | X=0119.570-0350.650 | Y=0335.140-0346.380 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1460 | X=0119.570-0396.770 | Y=0352.660-0363.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1460 | X=0119.570-0424.250 | Y=0370.440-0381.680 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Võ Dõng 3 -
P=1460 | X=0119.570-0405.330 | Y=0381.720-0392.960 | Sóc Lu đoạn từ Quốc lộ 20 đến Hết mét thứ 500 có hiện trạng là
P=1460 | X=0119.570-0255.340 | Y=0393.240-0404.480 | đường nhựa, bê tông xi măng:
P=1460 | X=0098.930-0351.120 | Y=0410.760-0425.080 | 73 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1460 | X=0462.650-0479.290 | Y=0415.760-0425.080 | 370
P=1460 | X=0505.390-0522.030 | Y=0415.760-0425.080 | 330
P=1460 | X=0119.570-0426.020 | Y=0428.280-0439.520 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1460 | X=0119.570-0161.250 | Y=0439.800-0451.040 | ≤1.000m.
P=1460 | X=0119.570-0342.740 | Y=0457.340-0468.580 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1460 | X=0119.570-0424.250 | Y=0475.100-0486.340 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Võ Dõng 3 -
P=1460 | X=0119.570-0405.330 | Y=0486.620-0497.860 | Sóc Lu đoạn từ Quốc lộ 20 đến Hết mét thứ 500 có hiện trạng là
P=1460 | X=0119.570-0255.340 | Y=0498.140-0509.380 | đường nhựa, bê tông xi măng:
P=1460 | X=0098.930-0110.050 | Y=0506.020-0515.340 | 74
P=1460 | X=0462.650-0479.290 | Y=0506.020-0515.340 | 250
P=1460 | X=0505.390-0522.030 | Y=0506.020-0515.340 | 230
P=1460 | X=0119.570-0405.380 | Y=0515.660-0526.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1460 | X=0119.570-0343.210 | Y=0533.210-0544.450 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1460 | X=0119.570-0404.830 | Y=0550.970-0562.210 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1460 | X=0119.570-0424.300 | Y=0562.250-0573.490 | Đường Võ Dõng 3 - Sóc Lu đoạn từ Quốc lộ 20 đến Hết mét thứ 500
P=1460 | X=0119.570-0326.420 | Y=0573.770-0585.010 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1460 | X=0098.930-0110.050 | Y=0581.650-0590.970 | 75
P=1460 | X=0462.650-0479.290 | Y=0581.650-0590.970 | 480
P=1460 | X=0505.390-0522.030 | Y=0581.650-0590.970 | 430
P=1460 | X=0119.570-0350.650 | Y=0591.290-0602.530 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1460 | X=0119.570-0396.760 | Y=0608.810-0620.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1460 | X=0119.570-0404.830 | Y=0626.590-0637.830 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1460 | X=0119.570-0424.300 | Y=0638.110-0649.350 | Đường Võ Dõng 3 - Sóc Lu đoạn từ Quốc lộ 20 đến Hết mét thứ 500
P=1460 | X=0119.570-0326.420 | Y=0649.630-0660.870 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1460 | X=0098.930-0110.050 | Y=0663.270-0672.590 | 76
P=1460 | X=0462.650-0479.290 | Y=0663.270-0672.590 | 370
P=1460 | X=0505.390-0522.030 | Y=0663.270-0672.590 | 330
P=1460 | X=0119.570-0351.120 | Y=0667.150-0678.390 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1460 | X=0119.570-0426.020 | Y=0684.670-0695.910 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1460 | X=0119.570-0161.250 | Y=0696.190-0707.430 | ≤1.000m.
P=1461 | X=0119.570-0342.740 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1461 | X=0119.570-0404.830 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1461 | X=0119.570-0424.300 | Y=0107.780-0119.020 | Đường Võ Dõng 3 - Sóc Lu đoạn từ Quốc lộ 20 đến Hết mét thứ 500
P=1461 | X=0119.570-0326.420 | Y=0119.330-0130.570 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1461 | X=0098.930-0110.050 | Y=0127.210-0136.530 | 77
P=1461 | X=0462.650-0479.290 | Y=0127.210-0136.530 | 250
P=1461 | X=0505.390-0522.030 | Y=0127.210-0136.530 | 230
P=1461 | X=0119.570-0405.380 | Y=0136.850-0148.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1461 | X=0119.570-0343.210 | Y=0154.370-0165.610 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1461 | X=0098.930-0323.720 | Y=0172.130-0183.370 | 78 Đường Võ Dõng 3 - Sóc Lu Hết mét thứ 500
P=1461 | X=0339.960-0359.980 | Y=0174.010-0183.330 | Suối
P=1461 | X=0462.650-0479.290 | Y=0174.010-0183.330 | 720
P=1461 | X=0505.390-0522.030 | Y=0174.010-0183.330 | 630
P=1461 | X=0119.570-0424.250 | Y=0189.650-0200.890 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Võ Dõng 3 -
P=1461 | X=0119.570-0409.420 | Y=0201.190-0212.430 | Sóc Lu đoạn từ Hết mét thứ 500 đến Suối có hiện trạng là đường
P=1461 | X=0119.570-0222.680 | Y=0212.710-0223.950 | nhựa, bê tông xi măng:
P=1461 | X=0098.930-0110.050 | Y=0220.590-0229.910 | 79
P=1461 | X=0462.650-0479.290 | Y=0220.590-0229.910 | 480
P=1461 | X=0505.390-0522.030 | Y=0220.590-0229.910 | 430
P=1461 | X=0119.570-0350.650 | Y=0230.230-0241.470 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1461 | X=0119.570-0396.760 | Y=0247.750-0258.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1461 | X=0119.570-0424.250 | Y=0265.510-0276.750 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Võ Dõng 3 -
P=1461 | X=0119.570-0409.420 | Y=0277.030-0288.270 | Sóc Lu đoạn từ Hết mét thứ 500 đến Suối có hiện trạng là đường
P=1461 | X=0119.570-0222.720 | Y=0288.580-0299.820 | nhựa, bê tông xi măng:
P=1461 | X=0098.930-0351.120 | Y=0306.100-0320.180 | 80 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1461 | X=0462.650-0479.290 | Y=0310.860-0320.180 | 370
P=1461 | X=0505.390-0522.030 | Y=0310.860-0320.180 | 330
P=1461 | X=0119.570-0426.020 | Y=0323.620-0334.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1461 | X=0119.570-0161.250 | Y=0335.140-0346.380 | ≤1.000m.
P=1461 | X=0119.570-0342.740 | Y=0352.660-0363.900 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1461 | X=0119.570-0424.250 | Y=0370.440-0381.680 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Võ Dõng 3 -
P=1461 | X=0119.570-0409.420 | Y=0381.720-0392.960 | Sóc Lu đoạn từ Hết mét thứ 500 đến Suối có hiện trạng là đường
P=1461 | X=0119.570-0222.680 | Y=0393.240-0404.480 | nhựa, bê tông xi măng:
P=1461 | X=0098.930-0110.050 | Y=0401.120-0410.440 | 81
P=1461 | X=0462.650-0479.290 | Y=0401.120-0410.440 | 250
P=1461 | X=0505.390-0522.030 | Y=0401.120-0410.440 | 230
P=1461 | X=0119.570-0405.380 | Y=0410.760-0422.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1461 | X=0119.570-0343.210 | Y=0428.280-0439.520 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1461 | X=0119.570-0404.860 | Y=0446.040-0457.280 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1461 | X=0119.570-0431.300 | Y=0457.580-0468.820 | Đường Võ Dõng 3 - Sóc Lu đoạn từ Hết mét thứ 500 đến Suối có hiện
P=1461 | X=0119.570-0291.350 | Y=0469.100-0480.340 | trạng là đường nhựa, bê tông xi măng:
P=1461 | X=0098.930-0110.050 | Y=0476.980-0486.300 | 82
P=1461 | X=0462.650-0479.290 | Y=0476.980-0486.300 | 480
P=1461 | X=0505.390-0522.030 | Y=0476.980-0486.300 | 430
P=1461 | X=0119.570-0350.650 | Y=0486.620-0497.860 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1461 | X=0119.570-0396.760 | Y=0504.140-0515.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1461 | X=0119.570-0404.830 | Y=0521.900-0533.140 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1461 | X=0119.570-0431.300 | Y=0533.450-0544.690 | Đường Võ Dõng 3 - Sóc Lu đoạn từ Hết mét thứ 500 đến Suối có hiện
P=1461 | X=0119.570-0291.350 | Y=0544.970-0556.210 | trạng là đường nhựa, bê tông xi măng:
P=1461 | X=0098.930-0351.120 | Y=0562.250-0576.570 | 83 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1461 | X=0462.650-0479.290 | Y=0567.250-0576.570 | 370
P=1461 | X=0505.390-0522.030 | Y=0567.250-0576.570 | 330
P=1461 | X=0119.570-0426.020 | Y=0579.770-0591.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1461 | X=0119.570-0161.260 | Y=0591.290-0602.530 | ≤1.000m.
P=1461 | X=0119.570-0342.740 | Y=0608.810-0620.050 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1461 | X=0119.570-0404.830 | Y=0626.590-0637.830 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1461 | X=0119.570-0431.300 | Y=0638.110-0649.350 | Đường Võ Dõng 3 - Sóc Lu đoạn từ Hết mét thứ 500 đến Suối có hiện
P=1461 | X=0119.570-0291.350 | Y=0649.630-0660.870 | trạng là đường nhựa, bê tông xi măng:
P=1461 | X=0098.930-0110.050 | Y=0657.510-0666.830 | 84
P=1461 | X=0462.650-0479.290 | Y=0657.510-0666.830 | 250
P=1461 | X=0505.390-0522.030 | Y=0657.510-0666.830 | 230
P=1461 | X=0119.570-0405.380 | Y=0667.150-0678.390 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1461 | X=0119.570-0343.210 | Y=0684.670-0695.910 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1461 | X=0098.930-0271.140 | Y=0702.450-0713.690 | 85 Đường Võ Dõng 3 - Sóc Lu Suối
P=1461 | X=0339.960-0410.150 | Y=0702.450-0713.690 | Đường tỉnh 762
P=1461 | X=0462.650-0479.290 | Y=0704.340-0713.660 | 720
P=1461 | X=0505.390-0522.030 | Y=0704.340-0713.660 | 630
P=1462 | X=0119.570-0424.250 | Y=0078.500-0089.740 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Võ Dõng 3 -
P=1462 | X=0119.570-0436.180 | Y=0090.020-0101.260 | Sóc Lu đoạn từ Suối đến Đường tỉnh 762 có hiện trạng là đường nhựa,
P=1462 | X=0119.570-0193.650 | Y=0101.540-0112.780 | bê tông xi măng:
P=1462 | X=0098.930-0110.050 | Y=0109.420-0118.740 | 86
P=1462 | X=0462.650-0479.290 | Y=0109.420-0118.740 | 480
P=1462 | X=0505.390-0522.030 | Y=0109.420-0118.740 | 430
P=1462 | X=0119.570-0350.650 | Y=0119.090-0130.330 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1462 | X=0119.570-0396.760 | Y=0136.610-0147.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1462 | X=0119.570-0424.250 | Y=0154.370-0165.610 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Võ Dõng 3 -
P=1462 | X=0119.570-0436.180 | Y=0165.650-0176.890 | Sóc Lu đoạn từ Suối đến Đường tỉnh 762 có hiện trạng là đường nhựa,
P=1462 | X=0119.570-0193.650 | Y=0177.170-0188.410 | bê tông xi măng:
P=1462 | X=0098.930-0351.120 | Y=0194.690-0209.030 | 87 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1462 | X=0462.650-0479.290 | Y=0199.710-0209.030 | 370
P=1462 | X=0505.390-0522.030 | Y=0199.710-0209.030 | 330
P=1462 | X=0119.570-0426.020 | Y=0212.230-0223.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1462 | X=0119.570-0161.250 | Y=0223.750-0234.990 | ≤1.000m.
P=1462 | X=0119.570-0342.740 | Y=0241.270-0252.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1462 | X=0119.570-0424.250 | Y=0259.030-0270.270 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Võ Dõng 3 -
P=1462 | X=0119.570-0436.180 | Y=0270.550-0281.790 | Sóc Lu đoạn từ Suối đến Đường tỉnh 762 có hiện trạng là đường nhựa,
P=1462 | X=0119.570-0193.650 | Y=0282.100-0293.340 | bê tông xi măng:
P=1462 | X=0098.930-0110.050 | Y=0289.980-0299.300 | 88
P=1462 | X=0462.650-0479.290 | Y=0289.980-0299.300 | 250
P=1462 | X=0505.390-0522.030 | Y=0289.980-0299.300 | 230
P=1462 | X=0119.570-0405.380 | Y=0299.620-0310.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1462 | X=0119.570-0343.210 | Y=0317.140-0328.380 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1462 | X=0119.570-0404.830 | Y=0334.900-0346.140 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1462 | X=0119.570-0428.890 | Y=0346.420-0357.660 | Đường Võ Dõng 3 - Sóc Lu đoạn từ Suối đến Đường tỉnh 762 có hiện
P=1462 | X=0119.570-0291.350 | Y=0357.700-0368.940 | trạng là đường nhựa, bê tông xi măng:
P=1462 | X=0098.930-0110.050 | Y=0365.580-0374.900 | 89
P=1462 | X=0462.650-0479.290 | Y=0365.580-0374.900 | 480
P=1462 | X=0505.390-0522.030 | Y=0365.580-0374.900 | 430
P=1462 | X=0119.570-0350.650 | Y=0375.240-0386.480 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1462 | X=0119.570-0396.760 | Y=0392.760-0404.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1462 | X=0119.570-0404.830 | Y=0410.520-0421.760 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1462 | X=0119.570-0428.890 | Y=0422.040-0433.280 | Đường Võ Dõng 3 - Sóc Lu đoạn từ Suối đến Đường tỉnh 762 có hiện
P=1462 | X=0119.570-0291.350 | Y=0433.560-0444.800 | trạng là đường nhựa, bê tông xi măng:
P=1462 | X=0098.930-0351.120 | Y=0451.100-0465.180 | 90 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1462 | X=0462.650-0479.290 | Y=0455.860-0465.180 | 370
P=1462 | X=0505.390-0522.030 | Y=0455.860-0465.180 | 330
P=1462 | X=0119.570-0426.020 | Y=0468.620-0479.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1462 | X=0119.570-0161.250 | Y=0480.140-0491.380 | ≤1.000m.
P=1462 | X=0119.570-0342.740 | Y=0497.660-0508.900 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1462 | X=0119.570-0404.830 | Y=0515.420-0526.660 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1462 | X=0119.570-0428.890 | Y=0526.940-0538.180 | Đường Võ Dõng 3 - Sóc Lu đoạn từ Suối đến Đường tỉnh 762 có hiện
P=1462 | X=0119.570-0291.350 | Y=0538.250-0549.490 | trạng là đường nhựa, bê tông xi măng:
P=1462 | X=0098.930-0110.050 | Y=0546.130-0555.450 | 91
P=1462 | X=0462.650-0479.290 | Y=0546.130-0555.450 | 250
P=1462 | X=0505.390-0522.030 | Y=0546.130-0555.450 | 230
