TABLE=028 | AREA=Xã Xuân Phú | SECTION=agricultural | SEGMENTS=1
P=0980 | X=0117.170-0177.810 | Y=0305.380-0316.620 | đến ≤1.000m.
P=0980 | X=0117.170-0339.880 | Y=0322.900-0334.140 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0980 | X=0117.170-0403.750 | Y=0340.660-0351.900 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 765
P=0980 | X=0117.170-0393.220 | Y=0351.940-0363.180 | đoạn từ Cách đoạn từ trung tâm ngã ba Lang Minh 200 m đến
P=0980 | X=0117.170-0405.280 | Y=0363.460-0374.700 | Qua đoạn từ trung tâm ngã ba Lang Minh 200 m có hiện trạng là
P=0980 | X=0095.570-0252.920 | Y=0375.000-0386.440 | 137 đường nhựa, bê tông xi măng:
P=0980 | X=0452.330-0468.500 | Y=0377.120-0386.440 | 220
P=0980 | X=0506.350-0522.520 | Y=0377.120-0386.440 | 140
P=0980 | X=0117.170-0402.530 | Y=0392.520-0403.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0980 | X=0117.170-0340.360 | Y=0410.040-0421.280 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0980 | X=0117.170-0402.330 | Y=0427.800-0439.040 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0980 | X=0117.170-0391.070 | Y=0439.320-0450.560 | Đường tỉnh 765 đoạn từ Cách đoạn từ trung tâm ngã ba Lang
P=0980 | X=0117.170-0408.320 | Y=0450.860-0462.100 | Minh 200 m đến Qua đoạn từ trung tâm ngã ba Lang Minh 200 m
P=0980 | X=0095.570-0323.940 | Y=0462.380-0473.820 | 138 có hiện trạng là đường nhựa, bê tông xi măng:
P=0980 | X=0452.330-0468.500 | Y=0464.500-0473.820 | 380
P=0980 | X=0506.350-0522.520 | Y=0464.500-0473.820 | 250
P=0980 | X=0117.170-0347.560 | Y=0479.900-0491.140 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0980 | X=0117.170-0394.140 | Y=0497.420-0508.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0980 | X=0117.170-0402.220 | Y=0515.180-0526.420 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0980 | X=0117.170-0390.940 | Y=0526.460-0537.700 | Đường tỉnh 765 đoạn từ Cách đoạn từ trung tâm ngã ba Lang
P=0980 | X=0117.170-0405.500 | Y=0538.010-0549.250 | Minh 200 m đến Qua đoạn từ trung tâm ngã ba Lang Minh 200 m
P=0980 | X=0117.170-0323.320 | Y=0549.530-0560.770 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0980 | X=0095.570-0348.040 | Y=0566.290-0578.290 | 139 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0980 | X=0452.330-0468.500 | Y=0566.290-0575.610 | 300
P=0980 | X=0506.350-0522.520 | Y=0566.290-0575.610 | 200
P=0980 | X=0117.170-0404.530 | Y=0584.570-0595.810 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0980 | X=0117.170-0177.810 | Y=0596.090-0607.330 | đến ≤1.000m.
P=0980 | X=0117.170-0339.880 | Y=0613.610-0624.850 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0980 | X=0117.170-0402.330 | Y=0631.390-0642.630 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0980 | X=0117.170-0391.090 | Y=0642.910-0654.150 | Đường tỉnh 765 đoạn từ Cách đoạn từ trung tâm ngã ba Lang
P=0980 | X=0117.170-0408.320 | Y=0654.430-0665.670 | Minh 200 m đến Qua đoạn từ trung tâm ngã ba Lang Minh 200 m
P=0980 | X=0095.570-0323.940 | Y=0665.950-0677.390 | 140 có hiện trạng là đường nhựa, bê tông xi măng:
P=0980 | X=0452.330-0468.500 | Y=0668.070-0677.390 | 220
P=0980 | X=0506.350-0522.520 | Y=0668.070-0677.390 | 140
P=0980 | X=0117.170-0402.530 | Y=0683.470-0694.710 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0980 | X=0117.170-0340.360 | Y=0700.770-0712.010 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0981 | X=0117.170-0404.380 | Y=0078.500-0089.740 | Đường tỉnh 765 đoạn từ Cầu Lang Minh đến cách trung tâm ngã
P=0981 | X=0095.570-0399.560 | Y=0090.020-0101.260 | 141 ba Lang Minh 200m và đoạn từ giáp ranh xã Cẩm Mỹ đến cách
P=0981 | X=0452.330-0468.500 | Y=0091.900-0101.220 | 570
P=0981 | X=0506.590-0522.760 | Y=0091.900-0101.220 | 400
P=0981 | X=0117.170-0270.040 | Y=0103.420-0112.740 | trung tâm ngã ba Lang Minh 200m
P=0981 | X=0117.170-0403.750 | Y=0119.330-0130.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 765
P=0981 | X=0117.170-0393.730 | Y=0130.850-0142.090 | đoạn từ Cầu Lang Minh đến cách trung tâm ngã ba Lang Minh
P=0981 | X=0117.170-0414.620 | Y=0142.370-0153.610 | 200m và đoạn từ giáp ranh xã Cẩm Mỹ đến cách trung tâm ngã ba
P=0981 | X=0095.570-0401.190 | Y=0153.650-0165.330 | 142 Lang Minh 200m có hiện trạng là đường nhựa, bê tông xi măng:
P=0981 | X=0452.330-0468.500 | Y=0156.010-0165.330 | 380
P=0981 | X=0506.350-0522.520 | Y=0156.010-0165.330 | 250
P=0981 | X=0117.170-0347.560 | Y=0171.170-0182.410 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0981 | X=0117.170-0394.140 | Y=0188.690-0199.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0981 | X=0117.170-0403.660 | Y=0206.470-0217.710 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 765
P=0981 | X=0117.170-0393.330 | Y=0217.990-0229.230 | đoạn từ Cầu Lang Minh đến cách trung tâm ngã ba Lang Minh
P=0981 | X=0117.170-0411.590 | Y=0229.510-0240.750 | 200m và đoạn từ giáp ranh xã Cẩm Mỹ đến cách trung tâm ngã ba
P=0981 | X=0117.170-0400.870 | Y=0241.030-0252.270 | Lang Minh 200m có hiện trạng là đường nhựa, bê tông xi măng:
P=0981 | X=0095.570-0348.040 | Y=0257.550-0269.790 | 143 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0981 | X=0452.330-0468.500 | Y=0257.550-0266.870 | 300
P=0981 | X=0506.350-0522.520 | Y=0257.550-0266.870 | 200
P=0981 | X=0117.170-0404.530 | Y=0276.070-0287.310 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0981 | X=0117.170-0177.810 | Y=0287.620-0298.860 | đến ≤1.000m.
P=0981 | X=0117.170-0339.880 | Y=0305.140-0316.380 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0981 | X=0117.170-0403.900 | Y=0322.900-0334.140 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 765
P=0981 | X=0117.170-0393.700 | Y=0334.420-0345.660 | đoạn từ Cầu Lang Minh đến cách trung tâm ngã ba Lang Minh
P=0981 | X=0117.170-0414.620 | Y=0345.700-0356.940 | 200m và đoạn từ giáp ranh xã Cẩm Mỹ đến cách trung tâm ngã ba
P=0981 | X=0095.570-0401.190 | Y=0357.220-0368.660 | 144 Lang Minh 200m có hiện trạng là đường nhựa, bê tông xi măng:
P=0981 | X=0452.330-0468.500 | Y=0359.340-0368.660 | 220
P=0981 | X=0506.350-0522.520 | Y=0359.340-0368.660 | 140
P=0981 | X=0117.170-0402.530 | Y=0374.760-0386.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0981 | X=0117.170-0340.360 | Y=0392.280-0403.520 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0981 | X=0117.170-0402.330 | Y=0410.040-0421.280 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0981 | X=0117.170-0403.040 | Y=0421.560-0432.800 | Đường tỉnh 765 đoạn từ Cầu Lang Minh đến cách trung tâm ngã
P=0981 | X=0117.170-0399.490 | Y=0433.080-0444.320 | ba Lang Minh 200m và đoạn từ giáp ranh xã Cẩm Mỹ đến cách
P=0981 | X=0117.170-0402.730 | Y=0444.600-0455.840 | trung tâm ngã ba Lang Minh 200m có hiện trạng là đường nhựa,
P=0981 | X=0095.570-0111.740 | Y=0452.500-0461.820 | 145
P=0981 | X=0452.330-0468.500 | Y=0452.500-0461.820 | 380
P=0981 | X=0506.350-0522.520 | Y=0452.500-0461.820 | 250
P=0981 | X=0117.170-0191.250 | Y=0456.140-0467.380 | bê tông xi măng:
P=0981 | X=0117.170-0347.560 | Y=0473.660-0484.900 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0981 | X=0117.170-0394.140 | Y=0491.180-0502.420 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0981 | X=0117.170-0402.220 | Y=0508.940-0520.180 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0981 | X=0117.170-0402.690 | Y=0520.220-0531.460 | Đường tỉnh 765 đoạn từ Cầu Lang Minh đến cách trung tâm ngã
P=0981 | X=0117.170-0396.710 | Y=0531.740-0542.980 | ba Lang Minh 200m và đoạn từ giáp ranh xã Cẩm Mỹ đến cách
P=0981 | X=0117.170-0402.790 | Y=0543.290-0554.530 | trung tâm ngã ba Lang Minh 200m có hiện trạng là đường nhựa,
P=0981 | X=0117.170-0190.800 | Y=0554.810-0566.050 | bê tông xi măng:
P=0981 | X=0095.570-0111.740 | Y=0565.810-0575.130 | 146
P=0981 | X=0452.330-0468.500 | Y=0565.810-0575.130 | 300
P=0981 | X=0506.350-0522.520 | Y=0565.810-0575.130 | 200
P=0981 | X=0117.170-0348.040 | Y=0572.330-0583.570 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0981 | X=0117.170-0404.530 | Y=0589.850-0601.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0981 | X=0117.170-0177.810 | Y=0601.370-0612.610 | đến ≤1.000m.
P=0981 | X=0117.170-0339.880 | Y=0618.910-0630.150 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0981 | X=0117.170-0402.330 | Y=0636.670-0647.910 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0981 | X=0117.170-0403.040 | Y=0648.190-0659.430 | Đường tỉnh 765 đoạn từ Cầu Lang Minh đến cách trung tâm ngã
P=0981 | X=0117.170-0399.540 | Y=0659.710-0670.950 | ba Lang Minh 200m và đoạn từ giáp ranh xã Cẩm Mỹ đến cách
P=0981 | X=0095.570-0402.660 | Y=0670.230-0682.470 | 147 trung tâm ngã ba Lang Minh 200m có hiện trạng là đường nhựa,
P=0981 | X=0452.330-0468.500 | Y=0670.230-0679.550 | 220
P=0981 | X=0506.350-0522.520 | Y=0670.230-0679.550 | 140
P=0981 | X=0117.170-0191.250 | Y=0682.510-0693.750 | bê tông xi măng:
P=0981 | X=0117.170-0402.530 | Y=0700.050-0711.290 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0982 | X=0117.170-0340.360 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0982 | X=0117.170-0226.950 | Y=0096.260-0107.500 | Đường Lang Minh - Suối
P=0982 | X=0235.300-0304.750 | Y=0102.020-0113.260 | Đường tỉnh 765
P=0982 | X=0327.960-0392.160 | Y=0102.020-0113.260 | Xã Xuân Đông
P=0982 | X=0095.570-0111.740 | Y=0103.900-0113.220 | 148
P=0982 | X=0452.330-0468.500 | Y=0103.900-0113.220 | 550
P=0982 | X=0506.350-0522.520 | Y=0103.900-0113.220 | 370
P=0982 | X=0117.170-0129.730 | Y=0107.780-0119.020 | Đá
P=0982 | X=0117.170-0390.340 | Y=0125.570-0136.810 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lang
P=0982 | X=0117.170-0393.950 | Y=0137.090-0148.330 | Minh - Suối Đá đoạn từ Đường tỉnh 765 đến Xã Xuân Đông có
P=0982 | X=0117.170-0312.740 | Y=0148.610-0159.850 | hiện trạng là đường nhựa, bê tông xi măng:
P=0982 | X=0095.570-0111.740 | Y=0156.490-0165.810 | 149
P=0982 | X=0452.330-0468.500 | Y=0156.490-0165.810 | 360
P=0982 | X=0506.350-0522.520 | Y=0156.490-0165.810 | 230
P=0982 | X=0117.170-0347.560 | Y=0166.130-0177.370 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0982 | X=0117.170-0394.140 | Y=0183.410-0194.650 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0982 | X=0117.170-0390.460 | Y=0201.190-0212.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lang
P=0982 | X=0117.170-0394.060 | Y=0212.710-0223.950 | Minh - Suối Đá đoạn từ Đường tỉnh 765 đến Xã Xuân Đông có
P=0982 | X=0117.170-0309.630 | Y=0224.230-0235.470 | hiện trạng là đường nhựa, bê tông xi măng:
P=0982 | X=0095.570-0348.040 | Y=0241.750-0256.070 | 150 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0982 | X=0452.330-0468.500 | Y=0246.750-0256.070 | 290
P=0982 | X=0506.350-0522.520 | Y=0246.750-0256.070 | 180
P=0982 | X=0117.170-0404.530 | Y=0259.270-0270.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0982 | X=0117.170-0177.810 | Y=0270.790-0282.030 | đến ≤1.000m.
P=0982 | X=0117.170-0339.880 | Y=0288.340-0299.580 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0982 | X=0117.170-0390.340 | Y=0306.100-0317.340 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lang
P=0982 | X=0117.170-0394.060 | Y=0317.620-0328.860 | Minh - Suối Đá đoạn từ Đường tỉnh 765 đến Xã Xuân Đông có
P=0982 | X=0117.170-0312.740 | Y=0329.140-0340.380 | hiện trạng là đường nhựa, bê tông xi măng:
P=0982 | X=0095.570-0111.740 | Y=0337.020-0346.340 | 151
P=0982 | X=0452.330-0468.500 | Y=0337.020-0346.340 | 200
P=0982 | X=0506.350-0522.520 | Y=0337.020-0346.340 | 130
P=0982 | X=0117.170-0402.530 | Y=0346.660-0357.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0982 | X=0117.170-0340.360 | Y=0363.940-0375.180 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0982 | X=0117.170-0402.330 | Y=0381.720-0392.960 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0982 | X=0117.170-0413.200 | Y=0393.240-0404.480 | Đường Lang Minh - Suối Đá đoạn từ Đường tỉnh 765 đến Xã Xuân
P=0982 | X=0117.170-0350.580 | Y=0404.760-0416.000 | Đông có hiện trạng là đường nhựa, bê tông xi măng:
P=0982 | X=0095.570-0111.740 | Y=0412.640-0421.960 | 152
P=0982 | X=0452.330-0468.500 | Y=0412.640-0421.960 | 360
P=0982 | X=0506.350-0522.520 | Y=0412.640-0421.960 | 230
P=0982 | X=0117.170-0347.560 | Y=0422.280-0433.520 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0982 | X=0117.170-0394.140 | Y=0439.800-0451.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0982 | X=0117.170-0402.460 | Y=0457.580-0468.820 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0982 | X=0117.170-0413.020 | Y=0469.100-0480.340 | Đường Lang Minh - Suối Đá đoạn từ Đường tỉnh 765 đến Xã Xuân
P=0982 | X=0117.170-0349.960 | Y=0480.620-0491.860 | Đông có hiện trạng là đường nhựa, bê tông xi măng:
P=0982 | X=0095.570-0348.040 | Y=0498.140-0512.220 | 153 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0982 | X=0452.330-0468.500 | Y=0502.900-0512.220 | 290
P=0982 | X=0506.350-0522.520 | Y=0502.900-0512.220 | 180
P=0982 | X=0117.170-0404.530 | Y=0515.660-0526.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0982 | X=0117.170-0177.810 | Y=0527.180-0538.420 | đến ≤1.000m.
P=0982 | X=0117.170-0339.880 | Y=0544.490-0555.730 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0982 | X=0117.170-0402.330 | Y=0562.250-0573.490 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0982 | X=0117.170-0413.150 | Y=0573.770-0585.010 | Đường Lang Minh - Suối Đá đoạn từ Đường tỉnh 765 đến Xã Xuân
P=0982 | X=0117.170-0350.580 | Y=0585.290-0596.530 | Đông có hiện trạng là đường nhựa, bê tông xi măng:
P=0982 | X=0095.570-0111.740 | Y=0593.170-0602.490 | 154
P=0982 | X=0452.330-0468.500 | Y=0593.170-0602.490 | 200
P=0982 | X=0506.350-0522.520 | Y=0593.170-0602.490 | 130
P=0982 | X=0117.170-0402.530 | Y=0602.810-0614.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0982 | X=0117.170-0340.360 | Y=0620.350-0631.590 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0982 | X=0117.170-0230.320 | Y=0638.110-0649.350 | Đường Lang Minh - Xuân
P=0982 | X=0235.300-0304.750 | Y=0643.870-0655.110 | Đường tỉnh 765
P=0982 | X=0327.960-0380.060 | Y=0643.870-0655.110 | Xã Cẩm Mỹ
P=0982 | X=0095.570-0111.740 | Y=0645.750-0655.070 | 155
P=0982 | X=0452.330-0468.500 | Y=0645.750-0655.070 | 530
P=0982 | X=0506.350-0522.520 | Y=0645.750-0655.070 | 330
P=0982 | X=0117.170-0140.310 | Y=0649.630-0660.870 | Đông
P=0982 | X=0117.170-0390.340 | Y=0667.390-0678.630 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lang
P=0982 | X=0117.170-0395.950 | Y=0678.910-0690.150 | Minh - Xuân Đông đoạn từ Đường tỉnh 765 đến Xã Cẩm Mỹ có
P=0982 | X=0095.570-0312.700 | Y=0689.430-0701.670 | 156 hiện trạng là đường nhựa, bê tông xi măng:
P=0982 | X=0452.330-0468.500 | Y=0689.430-0698.750 | 350
P=0982 | X=0506.350-0522.520 | Y=0689.430-0698.750 | 200
P=0982 | X=0117.170-0347.560 | Y=0707.970-0719.210 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0983 | X=0117.170-0394.140 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0983 | X=0117.170-0390.450 | Y=0096.260-0107.500 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lang
P=0983 | X=0117.170-0395.970 | Y=0107.780-0119.020 | Minh - Xuân Đông đoạn từ Đường tỉnh 765 đến Xã Cẩm Mỹ có
P=0983 | X=0117.170-0309.630 | Y=0119.330-0130.570 | hiện trạng là đường nhựa, bê tông xi măng:
P=0983 | X=0095.570-0348.040 | Y=0136.850-0150.930 | 157 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0983 | X=0452.330-0468.490 | Y=0141.610-0150.930 | 260
P=0983 | X=0506.350-0522.520 | Y=0141.610-0150.930 | 150
P=0983 | X=0117.170-0404.530 | Y=0154.370-0165.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0983 | X=0117.170-0177.810 | Y=0165.650-0176.890 | đến ≤1.000m.
P=0983 | X=0117.170-0339.880 | Y=0183.170-0194.410 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0983 | X=0117.170-0390.340 | Y=0200.950-0212.190 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lang
P=0983 | X=0117.170-0395.850 | Y=0212.470-0223.710 | Minh - Xuân Đông đoạn từ Đường tỉnh 765 đến Xã Cẩm Mỹ có
P=0983 | X=0117.170-0312.700 | Y=0223.990-0235.230 | hiện trạng là đường nhựa, bê tông xi măng:
P=0983 | X=0095.570-0111.740 | Y=0231.870-0241.190 | 158
P=0983 | X=0452.330-0468.500 | Y=0231.870-0241.190 | 180
P=0983 | X=0506.350-0522.520 | Y=0231.870-0241.190 | 110
P=0983 | X=0117.170-0402.530 | Y=0241.510-0252.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0983 | X=0117.170-0340.360 | Y=0259.030-0270.270 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0983 | X=0117.170-0402.330 | Y=0276.790-0288.030 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0983 | X=0117.170-0401.420 | Y=0288.340-0299.580 | Đường Lang Minh - Xuân Đông đoạn từ Đường tỉnh 765 đến Xã
P=0983 | X=0117.170-0363.780 | Y=0299.860-0311.100 | Cẩm Mỹ có hiện trạng là đường nhựa, bê tông xi măng:
P=0983 | X=0095.570-0111.740 | Y=0307.740-0317.060 | 159
P=0983 | X=0452.330-0468.500 | Y=0307.740-0317.060 | 350
P=0983 | X=0506.350-0522.520 | Y=0307.740-0317.060 | 200
P=0983 | X=0117.170-0347.560 | Y=0317.380-0328.620 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0983 | X=0117.170-0394.140 | Y=0334.900-0346.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0983 | X=0117.170-0402.460 | Y=0352.660-0363.900 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0983 | X=0117.170-0401.500 | Y=0363.940-0375.180 | Đường Lang Minh - Xuân Đông đoạn từ Đường tỉnh 765 đến Xã
P=0983 | X=0117.170-0363.160 | Y=0375.480-0386.720 | Cẩm Mỹ có hiện trạng là đường nhựa, bê tông xi măng:
P=0983 | X=0095.570-0348.040 | Y=0393.000-0407.320 | 160 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0983 | X=0452.330-0468.500 | Y=0398.000-0407.320 | 260
P=0983 | X=0506.350-0522.520 | Y=0398.000-0407.320 | 150
P=0983 | X=0117.170-0404.530 | Y=0410.520-0421.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0983 | X=0117.170-0177.810 | Y=0422.040-0433.280 | đến ≤1.000m.
P=0983 | X=0117.170-0339.880 | Y=0439.560-0450.800 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0983 | X=0117.170-0402.330 | Y=0457.340-0468.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0983 | X=0117.170-0401.440 | Y=0468.860-0480.100 | Đường Lang Minh - Xuân Đông đoạn từ Đường tỉnh 765 đến Xã
P=0983 | X=0117.170-0363.780 | Y=0480.380-0491.620 | Cẩm Mỹ có hiện trạng là đường nhựa, bê tông xi măng:
P=0983 | X=0095.570-0111.740 | Y=0488.260-0497.580 | 161
P=0983 | X=0452.330-0468.500 | Y=0488.260-0497.580 | 180
P=0983 | X=0506.350-0522.520 | Y=0488.260-0497.580 | 110
P=0983 | X=0117.170-0402.530 | Y=0497.900-0509.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0983 | X=0117.170-0340.360 | Y=0515.420-0526.660 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0983 | X=0327.960-0406.390 | Y=0533.210-0544.450 | Hết ranh thửa đất
P=0983 | X=0327.960-0404.100 | Y=0544.490-0555.730 | số 148, tờ BĐĐC
P=0983 | X=0327.960-0406.790 | Y=0556.010-0567.250 | số 59 về bên phải
P=0983 | X=0120.050-0214.220 | Y=0567.530-0578.770 | Đường XP3 -ấp Bình
P=0983 | X=0327.960-0403.660 | Y=0567.530-0578.770 | và hết ranh thửa
P=0983 | X=0235.300-0278.580 | Y=0573.290-0584.530 | Quốc lộ 1
P=0983 | X=0095.570-0111.740 | Y=0575.170-0584.490 | 162
P=0983 | X=0452.330-0468.500 | Y=0575.170-0584.490 | 530
P=0983 | X=0506.350-0522.520 | Y=0575.170-0584.490 | 330
P=0983 | X=0327.960-0389.760 | Y=0579.050-0590.290 | đất số 149, tờ
P=0983 | X=0117.170-0148.690 | Y=0580.930-0590.250 | Xuân 2
P=0983 | X=0327.960-0397.150 | Y=0590.570-0601.810 | BĐĐC số 59 về
P=0983 | X=0327.960-0403.630 | Y=0603.970-0613.290 | bên trái, xã Xuân
P=0983 | X=0327.960-0345.330 | Y=0615.490-0624.810 | Phú
P=0983 | X=0117.170-0404.380 | Y=0631.390-0642.630 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường XP3 -ấp
P=0983 | X=0117.170-0403.320 | Y=0642.910-0654.150 | Bình Xuân 2 đoạn từ Quốc lộ 1 đến Hết ranh thửa đất số 148, tờ
P=0983 | X=0117.170-0414.370 | Y=0654.430-0665.670 | BĐĐC số 59 về bên phải và hết ranh thửa đất số 149, tờ BĐĐC số
P=0983 | X=0095.570-0409.740 | Y=0664.950-0677.190 | 163 59 về bên trái, xã Xuân Phú có hiện trạng là đường nhựa, bê tông
P=0983 | X=0452.330-0468.500 | Y=0664.950-0674.270 | 350
P=0983 | X=0506.350-0522.520 | Y=0664.950-0674.270 | 200
P=0983 | X=0117.170-0155.000 | Y=0677.470-0688.710 | xi măng:
P=0983 | X=0117.170-0347.560 | Y=0694.750-0705.990 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0984 | X=0117.170-0394.140 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0984 | X=0117.170-0404.380 | Y=0096.260-0107.500 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường XP3 -ấp
P=0984 | X=0117.170-0403.710 | Y=0107.780-0119.020 | Bình Xuân 2 đoạn từ Quốc lộ 1 đến Hết ranh thửa đất số 148, tờ
P=0984 | X=0117.170-0411.820 | Y=0119.330-0130.570 | BĐĐC số 59 về bên phải và hết ranh thửa đất số 149, tờ BĐĐC số
P=0984 | X=0117.170-0410.140 | Y=0130.850-0142.090 | 59 về bên trái, xã Xuân Phú có hiện trạng là đường nhựa, bê tông
P=0984 | X=0117.170-0154.780 | Y=0142.370-0153.610 | xi măng:
P=0984 | X=0095.570-0111.740 | Y=0153.130-0162.450 | 164
P=0984 | X=0452.330-0468.500 | Y=0153.130-0162.450 | 260
P=0984 | X=0506.350-0522.520 | Y=0153.130-0162.450 | 150
P=0984 | X=0117.170-0348.040 | Y=0159.650-0170.890 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0984 | X=0117.170-0404.530 | Y=0177.170-0188.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0984 | X=0117.170-0177.810 | Y=0188.690-0199.930 | đến ≤1.000m.
P=0984 | X=0117.170-0339.880 | Y=0206.230-0217.470 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0984 | X=0117.170-0404.380 | Y=0223.990-0235.230 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường XP3 -ấp
P=0984 | X=0117.170-0403.350 | Y=0235.510-0246.750 | Bình Xuân 2 đoạn từ Quốc lộ 1 đến Hết ranh thửa đất số 148, tờ
P=0984 | X=0117.170-0414.370 | Y=0247.030-0258.270 | BĐĐC số 59 về bên phải và hết ranh thửa đất số 149, tờ BĐĐC số
P=0984 | X=0117.170-0409.740 | Y=0258.550-0269.790 | 59 về bên trái, xã Xuân Phú có hiện trạng là đường nhựa, bê tông
P=0984 | X=0095.570-0111.740 | Y=0266.430-0275.750 | 165
P=0984 | X=0452.330-0468.500 | Y=0266.430-0275.750 | 180
P=0984 | X=0506.350-0522.520 | Y=0266.430-0275.750 | 110
