TABLE=009 | AREA=Phường Phước Tân | SECTION=agricultural | SEGMENTS=1
P=0313 | X=0113.810-0166.770 | Y=0498.380-0509.620 | đến ≤600m.
P=0313 | X=0113.810-0336.980 | Y=0515.900-0527.140 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0313 | X=0113.810-0399.070 | Y=0533.930-0545.170 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0313 | X=0113.810-0383.830 | Y=0545.450-0556.690 | Đường Phước Tân - Long Hưng đoạn từ Quốc lộ 51 đến Hết
P=0313 | X=0113.810-0399.110 | Y=0556.970-0568.210 | ranh phường Phước Tân, giáp ranh phường Long Hưng có hiện
P=0313 | X=0096.050-0285.590 | Y=0568.250-0579.690 | 63 trạng là đường nhựa, bê tông xi măng:
P=0313 | X=0445.850-0462.490 | Y=0570.370-0579.690 | 460
P=0313 | X=0505.390-0522.030 | Y=0570.370-0579.690 | 310
P=0313 | X=0113.810-0391.240 | Y=0585.770-0597.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0313 | X=0113.810-0340.100 | Y=0603.290-0614.530 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0313 | X=0296.760-0388.540 | Y=0621.310-0632.550 | Hết ranh thửa đất số
P=0313 | X=0296.760-0392.380 | Y=0632.830-0644.070 | 117, tờ BĐĐC số 102
P=0313 | X=0296.760-0401.500 | Y=0646.230-0655.550 | về bên phải và hết ranh
P=0313 | X=0096.050-0190.680 | Y=0655.870-0667.110 | 64 Đường Nam Cao
P=0313 | X=0296.760-0381.880 | Y=0655.870-0667.110 | thửa đất số 120, tờ
P=0313 | X=0205.510-0254.100 | Y=0657.750-0667.070 | Quốc lộ 51
P=0313 | X=0437.690-0462.740 | Y=0657.750-0667.070 | 1.000
P=0313 | X=0505.390-0522.030 | Y=0657.750-0667.070 | 630
P=0313 | X=0296.760-0390.940 | Y=0667.390-0678.630 | BĐĐC số 102 về bên
P=0313 | X=0296.760-0385.100 | Y=0678.910-0690.150 | trái, phường Phước
P=0313 | X=0296.760-0314.120 | Y=0692.310-0701.630 | Tân
P=0313 | X=0096.050-0386.040 | Y=0708.450-0719.690 | 65 Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nam
P=0313 | X=0445.850-0462.490 | Y=0710.340-0719.660 | 660
P=0313 | X=0505.390-0522.030 | Y=0710.340-0719.660 | 440
P=0314 | X=0113.810-0400.300 | Y=0072.740-0083.980 | Cao đoạn từ Quốc lộ 51 đến Hết ranh thửa đất số 117, tờ BĐĐC
P=0314 | X=0113.810-0383.270 | Y=0084.260-0095.500 | số 102 về bên phải và hết ranh thửa đất số 120, tờ BĐĐC số
P=0314 | X=0113.810-0378.460 | Y=0095.780-0107.020 | 102 về bên trái, phường Phước Tân có hiện trạng là đường
P=0314 | X=0113.810-0216.920 | Y=0107.300-0118.540 | nhựa, bê tông xi măng:
P=0314 | X=0113.810-0336.720 | Y=0124.850-0136.090 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0314 | X=0113.810-0391.000 | Y=0142.370-0153.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0314 | X=0113.810-0386.040 | Y=0160.370-0171.610 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nam
P=0314 | X=0113.810-0398.620 | Y=0171.650-0182.890 | Cao đoạn từ Quốc lộ 51 đến hết ranh thửa đất số 117, tờ BĐĐC
P=0314 | X=0113.810-0383.270 | Y=0183.170-0194.410 | số 102 về bên phải và hết ranh thửa đất số 120, tờ BĐĐC số
P=0314 | X=0113.810-0378.470 | Y=0194.690-0205.930 | 102 về bên trái, phường Phước Tân có hiện trạng là đường
P=0314 | X=0113.810-0216.920 | Y=0206.230-0217.470 | nhựa, bê tông xi măng:
P=0314 | X=0096.050-0107.170 | Y=0217.230-0226.550 | 66
P=0314 | X=0445.850-0462.490 | Y=0217.230-0226.550 | 560
P=0314 | X=0505.390-0522.030 | Y=0217.230-0226.550 | 380
P=0314 | X=0113.810-0336.980 | Y=0223.750-0234.990 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0314 | X=0113.810-0400.700 | Y=0241.270-0252.510 | - Cố bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0314 | X=0113.810-0166.770 | Y=0252.790-0264.030 | đến ≤600m.
P=0314 | X=0113.810-0336.980 | Y=0270.310-0281.550 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0314 | X=0113.810-0386.040 | Y=0288.340-0299.580 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nam
P=0314 | X=0113.810-0400.300 | Y=0299.860-0311.100 | Cao đoạn từ Quốc lộ 51 đến Hết ranh thửa đất số 117, tờ BĐĐC
P=0314 | X=0113.810-0383.270 | Y=0311.380-0322.620 | số 102 về bên phải và hết ranh thửa đất số 120, tờ BĐĐC số
P=0314 | X=0113.810-0378.460 | Y=0322.900-0334.140 | 102 về bên trái, phường Phước Tân có hiện trạng là đường
P=0314 | X=0096.050-0107.170 | Y=0330.780-0340.100 | 67
P=0314 | X=0445.850-0462.490 | Y=0330.780-0340.100 | 460
P=0314 | X=0505.390-0522.030 | Y=0330.780-0340.100 | 310
P=0314 | X=0113.810-0216.920 | Y=0334.420-0345.660 | nhựa, bê tông xi măng:
P=0314 | X=0113.810-0391.250 | Y=0351.700-0362.940 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0314 | X=0113.810-0337.450 | Y=0369.240-0380.480 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0314 | X=0113.810-0399.070 | Y=0387.240-0398.480 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0314 | X=0113.810-0392.860 | Y=0398.760-0410.000 | Đường Nam Cao đoạn từ Quốc lộ 51 đến Hết ranh thửa đất số
P=0314 | X=0113.810-0391.990 | Y=0410.280-0421.520 | 117, tờ BĐĐC số 102 về bên phải và hết ranh thửa đất số 120,
P=0314 | X=0113.810-0391.670 | Y=0421.800-0433.040 | tờ BĐĐC số 102 về bên trái, phường Phước Tân có hiện trạng
P=0314 | X=0096.050-0107.170 | Y=0429.680-0439.000 | 68
P=0314 | X=0445.850-0462.490 | Y=0429.680-0439.000 | 660
P=0314 | X=0505.390-0522.030 | Y=0429.680-0439.000 | 440
P=0314 | X=0113.810-0260.140 | Y=0433.320-0444.560 | là đường nhựa, bê tông xi măng:
P=0314 | X=0113.810-0336.720 | Y=0450.860-0462.100 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0314 | X=0113.810-0391.000 | Y=0468.380-0479.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0314 | X=0113.810-0399.070 | Y=0486.380-0497.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0314 | X=0113.810-0392.860 | Y=0497.900-0509.140 | Đường Nam Cao đoạn từ Quốc lộ 51 đến Hết ranh thửa đất số
P=0314 | X=0113.810-0391.990 | Y=0509.420-0520.660 | 117, tờ BĐĐC số 102 về bên phải và hết ranh thửa đất số 120,
P=0314 | X=0113.810-0391.670 | Y=0520.940-0532.180 | tờ BĐĐC số 102 về bên trái, phường Phước Tân có hiện trạng
P=0314 | X=0113.810-0260.140 | Y=0532.220-0543.460 | là đường nhựa, bê tông xi măng:
P=0314 | X=0096.050-0107.170 | Y=0543.250-0552.570 | 69
P=0314 | X=0445.850-0462.490 | Y=0543.250-0552.570 | 560
P=0314 | X=0505.390-0522.030 | Y=0543.250-0552.570 | 380
P=0314 | X=0113.810-0336.990 | Y=0549.770-0561.010 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0314 | X=0113.810-0400.700 | Y=0567.290-0578.530 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0314 | X=0113.810-0166.770 | Y=0578.810-0590.050 | đến ≤600m.
P=0314 | X=0113.810-0336.980 | Y=0596.330-0607.570 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0314 | X=0113.810-0399.070 | Y=0614.330-0625.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0314 | X=0113.810-0392.860 | Y=0625.870-0637.110 | Đường Nam Cao đoạn từ Quốc lộ 51 đến Hết ranh thửa đất số
P=0314 | X=0113.810-0391.990 | Y=0637.390-0648.630 | 117, tờ BĐĐC số 102 về bên phải và hết ranh thửa đất số 120,
P=0314 | X=0113.810-0391.670 | Y=0648.910-0660.150 | tờ BĐĐC số 102 về bên trái, phường Phước Tân có hiện trạng
P=0314 | X=0096.050-0107.170 | Y=0656.790-0666.110 | 70
P=0314 | X=0445.850-0462.490 | Y=0656.790-0666.110 | 460
P=0314 | X=0505.390-0522.030 | Y=0656.790-0666.110 | 310
P=0314 | X=0113.810-0260.140 | Y=0660.430-0671.670 | là đường nhựa, bê tông xi măng:
P=0314 | X=0113.810-0391.240 | Y=0677.950-0689.190 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0314 | X=0113.810-0340.100 | Y=0695.470-0706.710 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0315 | X=0296.760-0388.540 | Y=0078.740-0089.980 | Hết ranh thửa đất số
P=0315 | X=0296.760-0400.310 | Y=0090.260-0101.500 | 242, tờ BĐĐC số 88 về
P=0315 | X=0296.760-0388.060 | Y=0103.660-0112.980 | bên phải và hết ranh
P=0315 | X=0113.810-0201.740 | Y=0107.540-0118.780 | Đường Hoàng Đình
P=0315 | X=0296.760-0381.880 | Y=0113.300-0124.540 | thửa đất số 271, tờ
P=0315 | X=0096.050-0107.170 | Y=0115.180-0124.500 | 71
P=0315 | X=0205.510-0254.100 | Y=0115.180-0124.500 | Quốc lộ 51
P=0315 | X=0437.690-0462.740 | Y=0115.180-0124.500 | 1.000
P=0315 | X=0505.390-0522.030 | Y=0115.180-0124.500 | 630
P=0315 | X=0113.810-0132.130 | Y=0120.970-0130.290 | Cận
P=0315 | X=0296.760-0385.420 | Y=0124.850-0136.090 | BĐĐC số 88 về bên
P=0315 | X=0296.760-0385.100 | Y=0136.370-0147.610 | trái, phường Phước
P=0315 | X=0296.760-0314.120 | Y=0149.530-0158.850 | Tân
P=0315 | X=0113.810-0394.290 | Y=0165.650-0176.890 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hoàng
P=0315 | X=0113.810-0392.920 | Y=0177.170-0188.410 | Đình Cận đoạn từ Quốc lộ 51 đến Hết ranh thửa đất số 242, tờ
P=0315 | X=0113.810-0395.980 | Y=0188.690-0199.930 | BĐĐC số 88 về bên phải và hết ranh thửa đất số 271, tờ BĐĐC
P=0315 | X=0113.810-0386.140 | Y=0200.230-0211.470 | số 88 về bên trái, phường Phước Tân có hiện trạng là đường
P=0315 | X=0096.050-0107.170 | Y=0208.110-0217.430 | 72
P=0315 | X=0445.850-0462.490 | Y=0208.110-0217.430 | 660
P=0315 | X=0505.390-0522.030 | Y=0208.110-0217.430 | 440
P=0315 | X=0113.810-0216.920 | Y=0211.750-0222.990 | nhựa, bê tông xi măng:
P=0315 | X=0113.810-0336.720 | Y=0229.270-0240.510 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0315 | X=0113.810-0391.000 | Y=0246.790-0258.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0315 | X=0113.810-0394.290 | Y=0264.790-0276.030 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hoàng
P=0315 | X=0113.810-0392.920 | Y=0276.310-0287.550 | Đình Cận đoạn từ Quốc lộ 51 đến Hết ranh thửa đất số 242, tờ
P=0315 | X=0113.810-0395.980 | Y=0287.860-0299.100 | BĐĐC số 88 về bên phải và hết ranh thửa đất số 271, tờ BĐĐC
P=0315 | X=0113.810-0386.140 | Y=0299.380-0310.620 | số 88 về bên trái, phường Phước Tân cố hiện trạng là đường
P=0315 | X=0113.810-0216.920 | Y=0310.900-0322.140 | nhựa, bê tông xi măng:
P=0315 | X=0096.050-0107.170 | Y=0321.660-0330.980 | 73
P=0315 | X=0445.850-0462.490 | Y=0321.660-0330.980 | 560
P=0315 | X=0505.390-0522.030 | Y=0321.660-0330.980 | 380
P=0315 | X=0113.810-0331.450 | Y=0328.420-0339.660 | - Có bề rộng 5m, cách đường giao thông >600m.
P=0315 | X=0113.810-0400.700 | Y=0345.700-0356.940 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0315 | X=0113.810-0166.770 | Y=0357.220-0368.460 | đến ≤600m.
P=0315 | X=0113.810-0336.980 | Y=0374.760-0386.000 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0315 | X=0113.810-0394.290 | Y=0392.760-0404.000 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hoàng
P=0315 | X=0113.810-0392.920 | Y=0404.280-0415.520 | Đình Cận đoạn từ Quốc lộ 51 đến Hết ranh thửa đất số 242, tờ
P=0315 | X=0113.810-0395.980 | Y=0415.800-0427.040 | BĐĐC số 88 về bên phải và hết ranh thửa đất số 271, tờ BĐĐC
P=0315 | X=0113.810-0386.140 | Y=0427.320-0438.560 | số 88 về bên trái, phường Phước Tân có hiện trạng là đường
P=0315 | X=0096.050-0107.170 | Y=0435.200-0444.520 | 74
P=0315 | X=0445.850-0462.490 | Y=0435.200-0444.520 | 460
P=0315 | X=0505.390-0522.030 | Y=0435.200-0444.520 | 310
P=0315 | X=0113.810-0216.920 | Y=0438.840-0450.080 | nhựa, bê tông xi măng:
P=0315 | X=0113.810-0391.240 | Y=0456.380-0467.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0315 | X=0113.810-0337.450 | Y=0473.900-0485.140 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0315 | X=0113.810-0399.070 | Y=0491.900-0503.140 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0315 | X=0113.810-0395.260 | Y=0503.420-0514.660 | Đường Hoàng Đình Cận đoạn từ Quốc lộ 51 đến Hết ranh thửa
P=0315 | X=0113.810-0394.540 | Y=0514.940-0526.180 | đất số 242, tờ BĐĐC số 88 về bên phải và hết ranh thửa đất số
P=0315 | X=0113.810-0382.790 | Y=0526.220-0537.460 | 271, tờ BĐĐC số 88 về bên trái, phường Phước Tân có hiện
P=0315 | X=0096.050-0107.170 | Y=0534.100-0543.420 | 75
P=0315 | X=0445.850-0462.490 | Y=0534.100-0543.420 | 660
P=0315 | X=0505.390-0522.030 | Y=0534.100-0543.420 | 440
P=0315 | X=0113.810-0285.590 | Y=0537.770-0549.010 | trạng là đường nhựa, bê tông xi măng:
P=0315 | X=0113.810-0336.720 | Y=0555.290-0566.530 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0315 | X=0113.810-0391.000 | Y=0572.810-0584.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0315 | X=0113.810-0399.070 | Y=0590.810-0602.050 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0315 | X=0113.810-0395.260 | Y=0602.330-0613.570 | Đường Hoàng Đình Cận đoạn từ Quốc lộ 51 đến Hết ranh thửa
P=0315 | X=0113.810-0394.540 | Y=0613.850-0625.090 | đất số 242, tờ BĐĐC số 88 về bên phải và hết ranh thửa đất số
P=0315 | X=0113.810-0382.790 | Y=0625.390-0636.630 | 271, tờ BĐĐC số 88 về bên trái, phường Phước Tân có hiện
P=0315 | X=0113.810-0285.590 | Y=0636.910-0648.150 | trạng là đường nhựa, bê tông xi măng:
P=0315 | X=0096.050-0107.170 | Y=0647.670-0656.990 | 76
P=0315 | X=0445.850-0462.490 | Y=0647.670-0656.990 | 560
P=0315 | X=0505.390-0522.030 | Y=0647.670-0656.990 | 380
P=0315 | X=0113.810-0336.980 | Y=0654.430-0665.670 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0315 | X=0113.810-0400.700 | Y=0671.950-0683.190 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0315 | X=0113.810-0166.770 | Y=0683.470-0694.710 | đến ≤600m.
P=0315 | X=0113.810-0336.980 | Y=0700.770-0712.010 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0316 | X=0113.810-0399.100 | Y=0078.740-0089.980 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0316 | X=0113.810-0393.580 | Y=0090.260-0101.500 | Đường Hoàng Đình Cận đoạn từ Quốc lộ 51 đến hết ranh thửa
P=0316 | X=0113.810-0394.540 | Y=0101.780-0113.020 | đất số 242, tờ BĐĐC số 88 về bên phải và hết ranh thửa đất số
P=0316 | X=0113.810-0382.790 | Y=0113.300-0124.540 | 271, tờ BĐĐC số 88 về bên trái, phường Phước Tân có hiện
P=0316 | X=0096.050-0107.170 | Y=0121.210-0130.530 | 77
P=0316 | X=0445.850-0462.490 | Y=0121.210-0130.530 | 460
P=0316 | X=0505.390-0522.030 | Y=0121.210-0130.530 | 310
P=0316 | X=0113.810-0285.590 | Y=0124.850-0136.090 | trạng là đường nhựa, bê tông xi măng:
P=0316 | X=0113.810-0391.240 | Y=0142.370-0153.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0316 | X=0113.810-0340.100 | Y=0159.650-0170.890 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0316 | X=0296.760-0392.910 | Y=0177.650-0188.890 | hết thửa đất số 97, tờ
P=0316 | X=0096.050-0254.100 | Y=0189.170-0200.410 | 78 Đường Hồ Văn Huê Quốc lộ 51
P=0316 | X=0296.760-0393.580 | Y=0189.170-0200.410 | BĐĐC số 95, phường
P=0316 | X=0437.690-0462.740 | Y=0191.050-0200.370 | 1.000
P=0316 | X=0505.390-0522.030 | Y=0191.050-0200.370 | 630
P=0316 | X=0296.760-0347.480 | Y=0200.710-0211.950 | Phước Tân
P=0316 | X=0113.810-0398.380 | Y=0218.710-0229.950 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hồ Văn
P=0316 | X=0113.810-0399.910 | Y=0230.230-0241.470 | Huê đoạn từ Quốc lộ 51 đến hết thửa đất số 97, tờ BĐĐC số 95,
P=0316 | X=0113.810-0381.560 | Y=0241.750-0252.990 | phường Phước Tân có hiện trạng là đường nhựa, bê tông xi
P=0316 | X=0096.050-0141.810 | Y=0253.270-0264.710 | 79 măng:
P=0316 | X=0445.850-0462.490 | Y=0255.390-0264.710 | 660
P=0316 | X=0505.390-0522.030 | Y=0255.390-0264.710 | 440
P=0316 | X=0113.810-0336.720 | Y=0270.790-0282.030 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0316 | X=0113.810-0391.000 | Y=0288.340-0299.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0316 | X=0113.810-0398.380 | Y=0306.340-0317.580 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hồ Văn
P=0316 | X=0113.810-0400.150 | Y=0317.860-0329.100 | Huê đoạn từ Quốc lộ 51 đến hết thửa đất số 97, từ BĐĐC số 95,
P=0316 | X=0113.810-0381.560 | Y=0329.380-0340.620 | phường Phước Tân có hiện trạng là đường nhựa, bê tông xi
P=0316 | X=0113.810-0141.810 | Y=0340.900-0352.140 | măng:
P=0316 | X=0096.050-0336.980 | Y=0357.420-0369.420 | 80 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0316 | X=0445.850-0462.490 | Y=0357.420-0366.740 | 560
P=0316 | X=0505.390-0522.030 | Y=0357.420-0366.740 | 380
P=0316 | X=0113.810-0400.700 | Y=0375.720-0386.960 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0316 | X=0113.810-0166.770 | Y=0387.240-0398.480 | đến ≤600m.
P=0316 | X=0113.810-0336.980 | Y=0404.760-0416.000 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0316 | X=0113.810-0398.380 | Y=0422.760-0434.000 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hồ Văn
P=0316 | X=0113.810-0399.910 | Y=0434.280-0445.520 | Huê đoạn từ Quốc lộ 51 đến hết thửa đất số 97, tờ BĐĐC số 95,
P=0316 | X=0113.810-0381.560 | Y=0445.800-0457.040 | phường Phước Tân có hiện trạng là đường nhựa, bê tông xi
P=0316 | X=0096.050-0141.810 | Y=0457.340-0468.780 | 81 măng:
P=0316 | X=0445.850-0462.490 | Y=0459.460-0468.780 | 460
P=0316 | X=0505.390-0522.030 | Y=0459.460-0468.780 | 310
P=0316 | X=0113.810-0391.240 | Y=0474.860-0486.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0316 | X=0113.810-0337.450 | Y=0492.380-0503.620 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0316 | X=0113.810-0399.070 | Y=0510.380-0521.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0316 | X=0113.810-0397.270 | Y=0521.900-0533.140 | Đường Hồ Văn Huê đoạn từ Quốc lộ 51 đến hết thửa đất số 97,
P=0316 | X=0113.810-0379.900 | Y=0533.450-0544.690 | tờ BĐĐC số 95, phường Phước Tân có hiện trạng là đường
P=0316 | X=0096.050-0216.920 | Y=0544.970-0556.410 | 82 nhựa, bê tông xi măng:
P=0316 | X=0445.850-0462.490 | Y=0547.090-0556.410 | 660
P=0316 | X=0505.390-0522.030 | Y=0547.090-0556.410 | 440
P=0316 | X=0113.810-0336.720 | Y=0562.250-0573.490 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0316 | X=0113.810-0391.000 | Y=0579.770-0591.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0316 | X=0113.810-0399.070 | Y=0597.770-0609.010 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0316 | X=0113.810-0397.270 | Y=0609.290-0620.530 | Đường Hồ Văn Huê đoạn từ Quốc lộ 51 đến hết thửa đất số 97,
P=0316 | X=0113.810-0379.900 | Y=0620.830-0632.070 | tờ BĐĐC số 95, phường Phước Tân có hiện trạng là đường
P=0316 | X=0113.810-0216.920 | Y=0632.350-0643.590 | nhựa, bê tông xi măng:
P=0316 | X=0096.050-0336.980 | Y=0649.110-0661.110 | 83 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0316 | X=0445.850-0462.490 | Y=0649.110-0658.430 | 560
P=0316 | X=0505.390-0522.030 | Y=0649.110-0658.430 | 380
P=0316 | X=0113.810-0400.700 | Y=0667.390-0678.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0316 | X=0113.810-0166.770 | Y=0678.910-0690.150 | đến ≤600m.
P=0316 | X=0113.810-0336.980 | Y=0696.430-0707.670 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0317 | X=0113.810-0399.070 | Y=0078.740-0089.980 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0317 | X=0113.810-0397.270 | Y=0090.260-0101.500 | Đường Hồ Văn Huê đoạn từ Quốc lộ 51 đến hết thửa đất số 97,
P=0317 | X=0113.810-0379.900 | Y=0101.780-0113.020 | tờ BĐĐC số 95, phường Phước Tân có hiện trạng là đường
P=0317 | X=0096.050-0216.920 | Y=0113.300-0124.740 | 84 nhựa, bê tông xi măng:
P=0317 | X=0445.850-0462.490 | Y=0115.420-0124.740 | 460
P=0317 | X=0505.390-0522.030 | Y=0115.420-0124.740 | 310
P=0317 | X=0113.810-0391.260 | Y=0130.850-0142.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0317 | X=0113.810-0340.100 | Y=0148.370-0159.610 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0317 | X=0296.760-0388.540 | Y=0166.370-0177.610 | Hết ranh thửa đất số
P=0317 | X=0296.760-0400.300 | Y=0177.650-0188.890 | 85, tờ BĐĐC số 101 về
P=0317 | X=0296.760-0388.060 | Y=0191.050-0200.370 | bên phải và hết ranh
P=0317 | X=0113.810-0203.400 | Y=0194.930-0206.170 | Đường Trương Hán
P=0317 | X=0296.760-0381.880 | Y=0200.710-0211.950 | thửa đất số 112, tờ
P=0317 | X=0096.050-0107.170 | Y=0202.590-0211.910 | 85
P=0317 | X=0205.510-0254.100 | Y=0202.590-0211.910 | Quốc lộ 51
P=0317 | X=0437.690-0462.740 | Y=0202.590-0211.910 | 1.000
P=0317 | X=0505.390-0522.030 | Y=0202.590-0211.910 | 630
P=0317 | X=0113.810-0134.050 | Y=0208.350-0217.670 | Siêu
P=0317 | X=0296.760-0390.940 | Y=0212.230-0223.470 | BĐĐC số 100 về bên
P=0317 | X=0296.760-0385.100 | Y=0223.750-0234.990 | trái, phường Phước
P=0317 | X=0296.760-0314.120 | Y=0237.150-0246.470 | Tân
P=0317 | X=0113.810-0398.830 | Y=0253.270-0264.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trương
P=0317 | X=0113.810-0386.430 | Y=0264.790-0276.030 | Hán Siêu đoạn từ Quốc lộ 51 đến Hết ranh thửa đất số 85, tờ
P=0317 | X=0113.810-0401.500 | Y=0276.310-0287.550 | BĐĐC số 101 về bên phải và hết ranh thửa đất số 112, tờ BĐĐC
P=0317 | X=0113.810-0391.900 | Y=0287.860-0299.100 | số 100 về bên trái, phường Phước Tân có hiện trạng là đường
P=0317 | X=0096.050-0107.170 | Y=0295.740-0305.060 | 86
P=0317 | X=0445.850-0462.490 | Y=0295.740-0305.060 | 660
P=0317 | X=0505.390-0522.030 | Y=0295.740-0305.060 | 440
P=0317 | X=0113.810-0216.920 | Y=0299.380-0310.620 | nhựa, bê tông xi măng:
P=0317 | X=0113.810-0336.720 | Y=0316.900-0328.140 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0317 | X=0113.810-0393.640 | Y=0334.420-0345.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤ 400m.
P=0317 | X=0113.810-0398.830 | Y=0352.180-0363.420 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trương
P=0317 | X=0113.810-0386.430 | Y=0363.700-0374.940 | Hán Siêu đoạn từ Quốc lộ 51 đến Hết ranh thửa đất số 85, tờ
P=0317 | X=0113.810-0401.500 | Y=0375.240-0386.480 | BĐĐC số 101 về bên phải và hết ranh thửa đất số 112, tờ BĐĐC
P=0317 | X=0113.810-0391.900 | Y=0386.760-0398.000 | số 100 về bên trái, phường Phước Tân có hiện trạng là đường
P=0317 | X=0113.810-0216.920 | Y=0398.280-0409.520 | nhựa, bê tông xi măng:
P=0317 | X=0096.050-0107.170 | Y=0409.280-0418.600 | 87
P=0317 | X=0445.850-0462.490 | Y=0409.280-0418.600 | 560
P=0317 | X=0505.390-0522.030 | Y=0409.280-0418.600 | 380
P=0317 | X=0113.810-0336.980 | Y=0415.800-0427.040 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0317 | X=0113.810-0400.700 | Y=0433.320-0444.560 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0317 | X=0113.810-0166.770 | Y=0444.840-0456.080 | đến ≤600m.
P=0317 | X=0113.810-0336.980 | Y=0462.380-0473.620 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0317 | X=0113.810-0398.830 | Y=0480.380-0491.620 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trương
P=0317 | X=0113.810-0386.430 | Y=0491.900-0503.140 | Hán Siêu đoạn từ Quốc lộ 51 đến Hết ranh thửa đất số 85, tờ
P=0317 | X=0113.810-0401.500 | Y=0503.420-0514.660 | BĐĐC số 101 về bên phải và hết ranh thửa đất số 112, tờ BĐĐC
P=0317 | X=0113.810-0391.900 | Y=0514.940-0526.180 | số 100 về bên trái, phường Phước Tân có hiện trạng là đường
