TABLE=001 | AREA=Phường Biên Hòa | SECTION=agricultural | SEGMENTS=1
P=0014 | X=0109.490-0417.820 | Y=0375.720-0386.960 | thửa đất số 9, tờ BĐĐC số 124 và thửa đất số 8, tờ BĐĐC số 124) có
P=0014 | X=0109.490-0303.100 | Y=0387.240-0398.480 | hiện trạng là đường nhựa, bê tông xi măng:
P=0014 | X=0093.860-0332.660 | Y=0404.000-0416.000 | 62 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0014 | X=0456.650-0473.290 | Y=0404.000-0413.320 | 810
P=0014 | X=0505.390-0522.030 | Y=0404.000-0413.320 | 550
P=0014 | X=0109.490-0415.910 | Y=0422.280-0433.520 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0014 | X=0109.490-0143.010 | Y=0433.800-0445.040 | ≤600m.
P=0014 | X=0109.490-0332.660 | Y=0451.340-0462.580 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0014 | X=0109.490-0429.100 | Y=0469.340-0480.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0014 | X=0109.490-0417.350 | Y=0480.860-0492.100 | Trần Văn Ơn đoạn từ Đường Bùi Hữu Nghĩa đến Chạm tới giữa ranh
P=0014 | X=0109.490-0417.820 | Y=0492.380-0503.620 | thửa đất số 9, tờ BĐĐC số 124 và thửa đất số 8, tờ BĐĐC số 124) có
P=0014 | X=0093.860-0303.100 | Y=0503.900-0515.340 | 63 hiện trạng là đường nhựa, bê tông xi măng:
P=0014 | X=0456.650-0473.290 | Y=0506.020-0515.340 | 630
P=0014 | X=0505.390-0522.030 | Y=0506.020-0515.340 | 430
P=0014 | X=0109.490-0386.920 | Y=0521.420-0532.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0014 | X=0109.490-0335.780 | Y=0538.970-0550.210 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0014 | X=0109.490-0189.990 | Y=0556.970-0568.210 | Đường Nguyễn Ái
P=0014 | X=0216.310-0307.620 | Y=0558.850-0568.170 | Giáp ranh giới thành
P=0014 | X=0093.860-0104.980 | Y=0564.370-0573.690 | 64
P=0014 | X=0323.160-0377.740 | Y=0564.370-0573.690 | Cầu Hóa An
P=0014 | X=0448.490-0473.540 | Y=0564.370-0573.690 | 1.500
P=0014 | X=0505.390-0522.030 | Y=0564.370-0573.690 | 970
P=0014 | X=0109.490-0133.490 | Y=0570.130-0579.450 | Quốc
P=0014 | X=0216.310-0291.530 | Y=0570.130-0579.450 | phố Hồ Chí Minh
P=0014 | X=0109.490-0406.780 | Y=0586.250-0597.490 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn Ái
P=0014 | X=0109.490-0419.260 | Y=0597.770-0609.010 | Quốc đoạn từ Giáp ranh giới thành phố Hồ Chí Minh đến Cầu Hóa An
P=0014 | X=0109.490-0316.340 | Y=0609.290-0620.530 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0014 | X=0093.860-0104.980 | Y=0617.170-0626.490 | 65
P=0014 | X=0448.490-0473.540 | Y=0617.170-0626.490 | 1.030
P=0014 | X=0505.390-0522.030 | Y=0617.170-0626.490 | 680
P=0014 | X=0109.490-0332.400 | Y=0626.830-0638.070 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0014 | X=0109.490-0386.680 | Y=0644.350-0655.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0014 | X=0109.490-0406.780 | Y=0662.350-0673.590 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn Ái
P=0014 | X=0109.490-0419.260 | Y=0673.870-0685.110 | Quốc đoạn từ Giáp ranh giới thành phố Hồ Chí Minh đến Cầu Hóa An
P=0014 | X=0093.860-0316.340 | Y=0684.390-0696.630 | 66 có hiện trạng là đường nhựa, bê tông xi măng:
P=0014 | X=0456.650-0473.290 | Y=0684.390-0693.710 | 860
P=0014 | X=0505.390-0522.030 | Y=0684.390-0693.710 | 570
P=0014 | X=0109.490-0332.660 | Y=0702.930-0714.170 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0015 | X=0109.490-0415.910 | Y=0078.740-0089.980 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0015 | X=0109.490-0143.010 | Y=0090.260-0101.500 | ≤600m.
P=0015 | X=0109.490-0332.660 | Y=0107.780-0119.020 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0015 | X=0109.490-0406.780 | Y=0125.810-0137.050 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn Ái
P=0015 | X=0109.490-0419.260 | Y=0137.330-0148.570 | Quốc đoạn từ Giáp ranh giới thành phố Hồ Chí Minh đến Cầu Hóa An
P=0015 | X=0109.490-0316.340 | Y=0148.850-0160.090 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0015 | X=0093.860-0104.980 | Y=0156.730-0166.050 | 67
P=0015 | X=0456.650-0473.290 | Y=0156.730-0166.050 | 670
P=0015 | X=0505.390-0522.030 | Y=0156.730-0166.050 | 450
P=0015 | X=0109.490-0386.920 | Y=0166.370-0177.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0015 | X=0109.490-0333.130 | Y=0183.650-0194.890 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0015 | X=0109.490-0429.100 | Y=0201.670-0212.910 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0015 | X=0109.490-0410.860 | Y=0213.190-0224.430 | Nguyễn Ái Quốc đoạn từ Giáp ranh giới thành phố Hồ Chí Minh đến
P=0015 | X=0109.490-0373.460 | Y=0224.710-0235.950 | Cầu Hóa An có hiện trạng là đường nhựa, bê tông xi măng:
P=0015 | X=0093.860-0104.980 | Y=0232.590-0241.910 | 68
P=0015 | X=0448.490-0473.540 | Y=0232.590-0241.910 | 1.030
P=0015 | X=0505.390-0522.030 | Y=0232.590-0241.910 | 680
P=0015 | X=0109.490-0332.400 | Y=0242.230-0253.470 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0015 | X=0109.490-0386.680 | Y=0259.750-0270.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0015 | X=0109.490-0429.100 | Y=0277.750-0288.990 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0015 | X=0109.490-0410.860 | Y=0289.300-0300.540 | Nguyễn Ái Quốc đoạn từ Giáp ranh giới thành phố Hồ Chí Minh đến
P=0015 | X=0109.490-0373.460 | Y=0300.820-0312.060 | Cầu Hóa An có hiện trạng là đường nhựa, bê tông xi măng:
P=0015 | X=0093.860-0332.660 | Y=0318.340-0332.420 | 69 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0015 | X=0456.650-0473.290 | Y=0323.100-0332.420 | 860
P=0015 | X=0505.390-0522.030 | Y=0323.100-0332.420 | 570
P=0015 | X=0109.490-0415.910 | Y=0335.860-0347.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0015 | X=0109.490-0143.010 | Y=0347.380-0358.620 | ≤600m.
P=0015 | X=0109.490-0332.660 | Y=0364.900-0376.140 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0015 | X=0109.490-0429.100 | Y=0382.920-0394.160 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0015 | X=0109.490-0410.860 | Y=0394.200-0405.440 | Nguyễn Ái Quốc đoạn từ Giáp ranh giới thành phố Hồ Chí Minh đến
P=0015 | X=0109.490-0373.460 | Y=0405.720-0416.960 | Cầu Hóa An có hiện trạng là đường nhựa, bê tông xi măng:
P=0015 | X=0093.860-0104.980 | Y=0413.600-0422.920 | 70
P=0015 | X=0456.650-0473.290 | Y=0413.600-0422.920 | 670
P=0015 | X=0505.390-0522.030 | Y=0413.600-0422.920 | 450
P=0015 | X=0109.490-0386.920 | Y=0423.240-0434.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0015 | X=0109.490-0335.780 | Y=0440.760-0452.000 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0015 | X=0109.490-0198.130 | Y=0458.780-0470.020 | Đường Hoàng Minh
P=0015 | X=0216.310-0296.820 | Y=0458.780-0470.020 | Đường Nguyễn Ái
P=0015 | X=0323.160-0424.060 | Y=0464.540-0475.780 | Đường Bùi Hữu Nghĩa
P=0015 | X=0093.860-0104.980 | Y=0466.420-0475.740 | 71
P=0015 | X=0448.490-0473.540 | Y=0466.420-0475.740 | 1.430
P=0015 | X=0505.390-0522.030 | Y=0466.420-0475.740 | 900
P=0015 | X=0109.490-0138.870 | Y=0472.180-0481.500 | Chánh
P=0015 | X=0216.310-0240.340 | Y=0472.180-0481.500 | Quốc
P=0015 | X=0109.490-0414.670 | Y=0488.300-0499.540 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hoàng Minh
P=0015 | X=0109.490-0422.610 | Y=0499.820-0511.060 | Chánh đoạn từ Đường Nguyễn Ái Quốc đến Đường Bùi Hữu Nghĩa có
P=0015 | X=0109.490-0303.100 | Y=0511.340-0522.580 | hiện trạng là đường nhựa, bê tông xi măng:
P=0015 | X=0093.860-0104.980 | Y=0519.220-0528.540 | 72
P=0015 | X=0456.650-0473.290 | Y=0519.220-0528.540 | 980
P=0015 | X=0505.390-0522.030 | Y=0519.220-0528.540 | 650
P=0015 | X=0109.490-0332.400 | Y=0528.860-0540.100 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0015 | X=0109.490-0386.680 | Y=0546.410-0557.650 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0015 | X=0109.490-0414.670 | Y=0564.410-0575.650 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hoàng Minh
P=0015 | X=0109.490-0422.610 | Y=0575.930-0587.170 | Chánh đoạn từ Đường Nguyễn Ái Quốc đến Đường Bùi Hữu Nghĩa có
P=0015 | X=0109.490-0303.100 | Y=0587.450-0598.690 | hiện trạng là đường nhựa, bê tông xi măng:
P=0015 | X=0093.860-0332.660 | Y=0604.970-0619.050 | 73 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0015 | X=0456.650-0473.290 | Y=0609.730-0619.050 | 810
P=0015 | X=0505.390-0522.030 | Y=0609.730-0619.050 | 550
P=0015 | X=0109.490-0415.910 | Y=0622.270-0633.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0015 | X=0109.490-0143.010 | Y=0633.790-0645.030 | ≤600m.
P=0015 | X=0109.490-0332.660 | Y=0651.310-0662.550 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0015 | X=0109.490-0414.670 | Y=0669.310-0680.550 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hoàng Minh
P=0015 | X=0093.860-0422.610 | Y=0680.830-0692.070 | 74 Chánh đoạn từ Đường Nguyễn Ái Quốc đến Đường Bùi Hữu Nghĩa có
P=0015 | X=0456.650-0473.290 | Y=0682.710-0692.030 | 630
P=0015 | X=0505.390-0522.030 | Y=0682.710-0692.030 | 430
P=0015 | X=0109.490-0303.140 | Y=0692.350-0703.590 | hiện trạng là đường nhựa, bê tông xi măng:
P=0016 | X=0109.490-0386.920 | Y=0078.740-0089.980 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0016 | X=0109.490-0333.130 | Y=0096.260-0107.500 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0016 | X=0109.490-0429.100 | Y=0114.290-0125.530 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0016 | X=0109.490-0413.970 | Y=0125.810-0137.050 | Hoàng Minh Chánh đoạn từ Đường Nguyễn Ái Quốc đến Đường Bùi
P=0016 | X=0109.490-0367.930 | Y=0137.330-0148.570 | Hữu Nghĩa có hiện trạng là đường nhựa, bê tông xi măng:
P=0016 | X=0093.860-0104.980 | Y=0145.210-0154.530 | 75
P=0016 | X=0456.650-0473.290 | Y=0145.210-0154.530 | 980
P=0016 | X=0505.390-0522.030 | Y=0145.210-0154.530 | 650
P=0016 | X=0109.490-0332.400 | Y=0154.850-0166.090 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0016 | X=0109.490-0386.680 | Y=0172.370-0183.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0016 | X=0109.490-0429.100 | Y=0190.370-0201.610 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0016 | X=0109.490-0413.970 | Y=0201.670-0212.910 | Hoàng Minh Chánh đoạn từ Đường Nguyễn Ái Quốc đến Đường Bùi
P=0016 | X=0109.490-0367.930 | Y=0213.190-0224.430 | Hữu Nghĩa có hiện trạng là đường nhựa, bê tông xi măng:
P=0016 | X=0093.860-0332.660 | Y=0230.710-0245.030 | 76 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0016 | X=0456.650-0473.290 | Y=0235.710-0245.030 | 810
P=0016 | X=0505.390-0522.030 | Y=0235.710-0245.030 | 550
P=0016 | X=0109.490-0415.910 | Y=0248.230-0259.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0016 | X=0109.490-0143.010 | Y=0259.750-0270.990 | ≤600m.
P=0016 | X=0109.490-0332.690 | Y=0277.270-0288.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0016 | X=0109.490-0429.100 | Y=0295.300-0306.540 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0016 | X=0109.490-0413.970 | Y=0306.820-0318.060 | Hoàng Minh Chánh đoạn từ Đường Nguyễn Ái Quốc đến Đường Bùi
P=0016 | X=0109.490-0367.930 | Y=0318.340-0329.580 | Hữu Nghĩa có hiện trạng là đường nhựa, bê tông xi măng:
P=0016 | X=0093.860-0104.980 | Y=0326.220-0335.540 | 77
P=0016 | X=0456.650-0473.290 | Y=0326.220-0335.540 | 630
P=0016 | X=0505.390-0522.030 | Y=0326.220-0335.540 | 430
P=0016 | X=0109.490-0386.950 | Y=0335.860-0347.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0016 | X=0109.490-0335.780 | Y=0353.380-0364.620 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0016 | X=0323.160-0401.720 | Y=0371.400-0382.640 | Nghĩa trang Sùng
P=0016 | X=0109.490-0198.130 | Y=0382.920-0394.160 | Đường Hoàng Minh
P=0016 | X=0216.310-0296.820 | Y=0382.920-0394.160 | Đường Nguyễn Ái
P=0016 | X=0323.160-0424.490 | Y=0382.920-0394.160 | Chính Phước Kiến (dự
P=0016 | X=0093.860-0104.980 | Y=0390.560-0399.880 | 78
P=0016 | X=0448.490-0473.540 | Y=0390.560-0399.880 | 1.430
P=0016 | X=0505.390-0522.030 | Y=0390.560-0399.880 | 900
P=0016 | X=0323.160-0424.060 | Y=0394.200-0405.440 | án đường Hoàng Minh
P=0016 | X=0109.490-0138.870 | Y=0396.080-0405.400 | Chánh
P=0016 | X=0216.310-0240.340 | Y=0396.080-0405.400 | Quốc
P=0016 | X=0323.160-0388.430 | Y=0407.600-0416.920 | Chánh nối dài)
P=0016 | X=0109.490-0414.690 | Y=0423.720-0434.960 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hoàng Minh
P=0016 | X=0109.490-0416.350 | Y=0435.240-0446.480 | Chánh đoạn từ Đường Nguyễn Ái Quốc đến Nghĩa trang Sùng Chính
P=0016 | X=0109.490-0423.810 | Y=0446.760-0458.000 | Phước Kiến (dự án đường Hoàng Minh Chánh nối dài) có hiện trạng là
P=0016 | X=0093.860-0245.260 | Y=0458.300-0469.740 | 79 đường nhựa, bê tông xi măng:
P=0016 | X=0456.650-0473.290 | Y=0460.420-0469.740 | 980
P=0016 | X=0505.390-0522.030 | Y=0460.420-0469.740 | 650
P=0016 | X=0109.490-0332.400 | Y=0475.820-0487.060 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0016 | X=0109.490-0386.700 | Y=0493.340-0504.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0016 | X=0109.490-0414.670 | Y=0511.340-0522.580 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hoàng Minh
P=0016 | X=0109.490-0416.350 | Y=0522.860-0534.100 | Chánh đoạn từ Đường Nguyễn Ái Quốc đến Nghĩa trang Sùng Chính
P=0016 | X=0109.490-0423.810 | Y=0534.410-0545.650 | Phước Kiến (dự án đường Hoàng Minh Chánh nối dài) có hiện trạng là
P=0016 | X=0109.490-0245.260 | Y=0545.930-0557.170 | đường nhựa, bê tông xi măng:
P=0016 | X=0093.860-0332.660 | Y=0562.450-0574.690 | 80 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0016 | X=0456.650-0473.290 | Y=0562.450-0571.770 | 810
P=0016 | X=0505.390-0522.030 | Y=0562.450-0571.770 | 550
P=0016 | X=0109.490-0415.910 | Y=0580.970-0592.210 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0016 | X=0109.490-0143.010 | Y=0592.250-0603.490 | ≤600m.
P=0016 | X=0109.490-0332.660 | Y=0609.770-0621.010 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0016 | X=0109.490-0414.670 | Y=0627.790-0639.030 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hoàng Minh
P=0016 | X=0109.490-0416.350 | Y=0639.310-0650.550 | Chánh đoạn từ Đường Nguyễn Ái Quốc đến Nghĩa trang Sùng Chính
P=0016 | X=0109.490-0423.810 | Y=0650.830-0662.070 | Phước Kiến (dự án đường Hoàng Minh Chánh nối dài) có hiện trạng là
P=0016 | X=0093.860-0245.260 | Y=0662.350-0673.790 | 81 đường nhựa, bê tông xi măng:
P=0016 | X=0456.650-0473.290 | Y=0664.470-0673.790 | 630
P=0016 | X=0505.390-0522.030 | Y=0664.470-0673.790 | 430
P=0016 | X=0109.490-0386.920 | Y=0679.870-0691.110 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0016 | X=0109.490-0333.130 | Y=0697.390-0708.630 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0017 | X=0109.490-0429.100 | Y=0078.740-0089.980 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0017 | X=0109.490-0417.570 | Y=0090.260-0101.500 | Hoàng Minh Chánh đoạn từ Đường Nguyễn Ái Quốc đến Nghĩa trang
P=0017 | X=0109.490-0421.400 | Y=0101.780-0113.020 | Sùng Chính Phước Kiến (dự án đường Hoàng Minh Chánh nối dài) có
P=0017 | X=0093.860-0303.100 | Y=0113.300-0124.740 | 82 hiện trạng là đường nhựa, bê tông xi măng:
P=0017 | X=0456.650-0473.290 | Y=0115.420-0124.740 | 980
P=0017 | X=0505.390-0522.030 | Y=0115.420-0124.740 | 650
P=0017 | X=0109.490-0332.400 | Y=0130.850-0142.090 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0017 | X=0109.490-0386.680 | Y=0148.370-0159.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0017 | X=0109.490-0429.100 | Y=0166.370-0177.610 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0017 | X=0109.490-0417.570 | Y=0177.650-0188.890 | Hoàng Minh Chánh đoạn từ Đường Nguyễn Ái Quốc đến Nghĩa trang
P=0017 | X=0109.490-0421.400 | Y=0189.170-0200.410 | Sùng Chính Phước Kiến (dự án đường Hoàng Minh Chánh nối dài) có
P=0017 | X=0109.490-0303.100 | Y=0200.710-0211.950 | hiện trạng là đường nhựa, bê tông xi măng:
P=0017 | X=0093.860-0332.660 | Y=0217.470-0229.470 | 83 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0017 | X=0456.650-0473.290 | Y=0217.470-0226.790 | 810
P=0017 | X=0505.390-0522.030 | Y=0217.470-0226.790 | 550
P=0017 | X=0109.490-0415.910 | Y=0235.750-0246.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0017 | X=0109.490-0143.010 | Y=0247.270-0258.510 | ≤600m.
P=0017 | X=0109.490-0332.660 | Y=0264.790-0276.030 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0017 | X=0109.490-0429.100 | Y=0282.820-0294.060 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0017 | X=0109.490-0417.570 | Y=0294.340-0305.580 | Hoàng Minh Chánh đoạn từ Đường Nguyễn Ái Quốc đến Nghĩa trang
P=0017 | X=0109.490-0421.400 | Y=0305.860-0317.100 | Sùng Chính Phước Kiến (dự án đường Hoàng Minh Chánh nối dài) có
P=0017 | X=0093.860-0303.100 | Y=0317.380-0328.820 | 84 hiện trạng là đường nhựa, bê tông xi măng:
P=0017 | X=0456.650-0473.290 | Y=0319.500-0328.820 | 630
P=0017 | X=0505.390-0522.030 | Y=0319.500-0328.820 | 430
P=0017 | X=0109.490-0386.920 | Y=0334.900-0346.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0017 | X=0109.490-0335.780 | Y=0352.420-0363.660 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0017 | X=0323.160-0428.380 | Y=0370.200-0381.440 | Giáp ranh mỏ đá BBCC
P=0017 | X=0093.860-0317.220 | Y=0375.960-0387.200 | 85 Đường Huỳnh Mẫn Đạt Đường Bùi Hữu Nghĩa
P=0017 | X=0448.490-0473.540 | Y=0377.840-0387.160 | 1.430
P=0017 | X=0505.390-0522.030 | Y=0377.840-0387.160 | 900
P=0017 | X=0323.160-0333.800 | Y=0381.720-0392.960 | cũ
P=0017 | X=0109.490-0411.820 | Y=0399.720-0410.960 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Huỳnh Mẫn
P=0017 | X=0109.490-0419.950 | Y=0411.240-0422.480 | Đạt đoạn từ Đường Bùi Hữu Nghĩa đến Giáp ranh mỏ đá BBCC cũ có
P=0017 | X=0109.490-0303.100 | Y=0422.760-0434.000 | hiện trạng là đường nhựa, bê tông xi măng:
P=0017 | X=0093.860-0104.980 | Y=0430.640-0439.960 | 86
P=0017 | X=0456.650-0473.290 | Y=0430.640-0439.960 | 980
P=0017 | X=0505.390-0522.030 | Y=0430.640-0439.960 | 650
P=0017 | X=0109.490-0332.400 | Y=0440.280-0451.520 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0017 | X=0109.490-0386.680 | Y=0457.820-0469.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0017 | X=0109.490-0411.820 | Y=0475.820-0487.060 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Huỳnh Mẫn
P=0017 | X=0109.490-0419.950 | Y=0487.340-0498.580 | Đạt đoạn từ Đường Bùi Hữu Nghĩa đến Giáp ranh mỏ đá BBCC cũ có
P=0017 | X=0109.490-0303.100 | Y=0498.860-0510.100 | hiện trạng là đường nhựa, bê tông xi măng:
P=0017 | X=0093.860-0332.660 | Y=0516.380-0530.460 | 87 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0017 | X=0456.650-0473.290 | Y=0521.140-0530.460 | 810
P=0017 | X=0505.390-0522.030 | Y=0521.140-0530.460 | 550
P=0017 | X=0109.490-0415.910 | Y=0533.930-0545.170 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0017 | X=0109.490-0143.010 | Y=0545.450-0556.690 | ≤600m.
P=0017 | X=0109.490-0332.660 | Y=0562.970-0574.210 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0017 | X=0109.490-0411.820 | Y=0580.970-0592.210 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Huỳnh Mẫn
P=0017 | X=0109.490-0419.950 | Y=0592.250-0603.490 | Đạt đoạn từ Đường Bùi Hữu Nghĩa đến Giáp ranh mỏ đá BBCC cũ có
P=0017 | X=0109.490-0303.100 | Y=0603.770-0615.010 | hiện trạng là đường nhựa, bê tông xi măng:
P=0017 | X=0093.860-0104.980 | Y=0611.650-0620.970 | 88
P=0017 | X=0456.650-0473.290 | Y=0611.650-0620.970 | 630
P=0017 | X=0505.390-0522.030 | Y=0611.650-0620.970 | 430
P=0017 | X=0109.490-0386.930 | Y=0621.310-0632.550 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0017 | X=0109.490-0333.130 | Y=0638.830-0650.070 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0017 | X=0109.490-0429.100 | Y=0656.830-0668.070 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0017 | X=0109.490-0416.620 | Y=0668.350-0679.590 | Huỳnh Mẫn Đạt đoạn từ Đường Bùi Hữu Nghĩa đến Giáp ranh mỏ đá
P=0017 | X=0093.860-0360.040 | Y=0679.110-0691.110 | 89 BBCC cũ có hiện trạng là đường nhựa, bê tông xi măng:
P=0017 | X=0456.650-0473.290 | Y=0679.110-0688.430 | 980
P=0017 | X=0505.390-0522.030 | Y=0679.110-0688.430 | 650
P=0017 | X=0109.490-0332.400 | Y=0697.390-0708.630 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0018 | X=0109.490-0386.680 | Y=0078.740-0089.980 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0018 | X=0109.490-0429.100 | Y=0096.740-0107.980 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0018 | X=0109.490-0416.620 | Y=0108.260-0119.500 | Huỳnh Mẫn Đạt đoạn từ Đường Bùi Hữu Nghĩa đến Giáp ranh mỏ đá
P=0018 | X=0109.490-0360.020 | Y=0119.810-0131.050 | BBCC cũ có hiện trạng là đường nhựa, bê tông xi măng:
P=0018 | X=0093.860-0332.660 | Y=0137.330-0151.410 | 90 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0018 | X=0456.650-0473.290 | Y=0142.090-0151.410 | 810
P=0018 | X=0505.390-0522.030 | Y=0142.090-0151.410 | 550
P=0018 | X=0109.490-0415.910 | Y=0154.850-0166.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0018 | X=0109.490-0143.010 | Y=0166.370-0177.610 | ≤600m.
P=0018 | X=0109.490-0332.660 | Y=0183.650-0194.890 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0018 | X=0109.490-0429.100 | Y=0201.670-0212.910 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0018 | X=0109.490-0416.620 | Y=0213.190-0224.430 | Huỳnh Mẫn Đạt đoạn từ Đường Bùi Hữu Nghĩa đến Giáp ranh mỏ đá
P=0018 | X=0109.490-0360.020 | Y=0224.710-0235.950 | BBCC cũ có hiện trạng là đường nhựa, bê tông xi măng:
P=0018 | X=0093.860-0104.980 | Y=0232.590-0241.910 | 91
P=0018 | X=0456.650-0473.290 | Y=0232.590-0241.910 | 630
P=0018 | X=0505.390-0522.030 | Y=0232.590-0241.910 | 430
P=0018 | X=0109.490-0386.920 | Y=0242.230-0253.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0018 | X=0109.490-0335.810 | Y=0259.750-0270.990 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0018 | X=0323.160-0414.460 | Y=0279.630-0288.950 | Giáp ranh giới thành
P=0018 | X=0093.860-0317.220 | Y=0283.540-0294.780 | 92 Đường Phạm Văn Diêu Đường Bùi Hữu Nghĩa
P=0018 | X=0448.490-0473.540 | Y=0285.420-0294.740 | 1.430
P=0018 | X=0505.390-0522.030 | Y=0285.420-0294.740 | 900
