TABLE=008 | AREA=Phường Tân Triều | SECTION=agricultural | SEGMENTS=1
P=0280 | X=0117.170-0391.880 | Y=0590.570-0601.810 | Hòa - Cây Dương đoạn từ Đường Mỹ đến Hết Miếu Hàm Hòa
P=0280 | X=0117.170-0324.020 | Y=0602.090-0613.330 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0280 | X=0095.060-0111.700 | Y=0609.970-0619.290 | 191
P=0280 | X=0445.850-0462.490 | Y=0609.970-0619.290 | 480
P=0280 | X=0505.390-0522.030 | Y=0609.970-0619.290 | 310
P=0280 | X=0117.170-0348.290 | Y=0619.630-0630.870 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0280 | X=0117.170-0394.380 | Y=0637.150-0648.390 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0280 | X=0117.170-0389.010 | Y=0654.910-0666.150 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bình
P=0280 | X=0117.170-0391.880 | Y=0666.430-0677.670 | Hòa - Cây Dương đoạn từ Đường Mỹ đến Hết Miếu Hàm Hòa
P=0280 | X=0095.060-0324.020 | Y=0676.950-0689.190 | 192 có hiện trạng là đường nhựa, bê tông xi măng:
P=0280 | X=0445.850-0462.490 | Y=0676.950-0686.270 | 370
P=0280 | X=0505.390-0522.030 | Y=0676.950-0686.270 | 240
P=0280 | X=0117.170-0348.740 | Y=0695.470-0706.710 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0281 | X=0117.170-0370.480 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0281 | X=0117.170-0212.140 | Y=0090.020-0101.260 | >500m đến ≤1.000m.
P=0281 | X=0117.170-0340.340 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0281 | X=0117.170-0389.010 | Y=0125.330-0136.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bình
P=0281 | X=0117.170-0391.880 | Y=0136.850-0148.090 | Hòa - Cây Dương đoạn từ Đường Mỹ đến Hết Miếu Hàm Hòa
P=0281 | X=0117.170-0324.020 | Y=0148.370-0159.610 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0281 | X=0095.060-0111.700 | Y=0156.250-0165.570 | 193
P=0281 | X=0445.850-0462.490 | Y=0156.250-0165.570 | 250
P=0281 | X=0505.390-0522.030 | Y=0156.250-0165.570 | 160
P=0281 | X=0117.170-0390.750 | Y=0165.650-0176.890 | - Có bề rộng ≥3m đến <5m, cách đường giao thông >1.000m.
P=0281 | X=0117.170-0340.810 | Y=0183.170-0194.410 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0281 | X=0117.170-0402.430 | Y=0200.950-0212.190 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0281 | X=0117.170-0379.990 | Y=0212.470-0223.710 | Đường Bình Hòa - Cây Dương đoạn từ Đường Mỹ đến Hết
P=0281 | X=0117.170-0393.400 | Y=0223.990-0235.230 | Miếu Hàm Hòa có hiện trạng là đường nhựa, bê tông xi măng:
P=0281 | X=0095.060-0111.700 | Y=0231.870-0241.190 | 194
P=0281 | X=0445.850-0462.490 | Y=0231.870-0241.190 | 480
P=0281 | X=0505.390-0522.030 | Y=0231.870-0241.190 | 310
P=0281 | X=0117.170-0348.280 | Y=0241.510-0252.750 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0281 | X=0117.170-0394.380 | Y=0259.030-0270.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0281 | X=0117.170-0402.460 | Y=0276.790-0288.030 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0281 | X=0117.170-0379.990 | Y=0288.340-0299.580 | Đường Bình Hòa - Cây Dương đoạn từ Đường Mỹ đến Hết
P=0281 | X=0117.170-0393.400 | Y=0299.860-0311.100 | Miếu Hàm Hòa có hiện trạng là đường nhựa, bê tông xi măng:
P=0281 | X=0095.060-0348.720 | Y=0317.380-0331.460 | 195 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0281 | X=0445.850-0462.490 | Y=0322.140-0331.460 | 370
P=0281 | X=0505.390-0522.030 | Y=0322.140-0331.460 | 240
P=0281 | X=0117.170-0370.480 | Y=0334.900-0346.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0281 | X=0117.170-0212.150 | Y=0346.420-0357.660 | >500m đến ≤1.000m.
P=0281 | X=0117.170-0340.340 | Y=0363.700-0374.940 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0281 | X=0117.170-0402.430 | Y=0381.480-0392.720 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0281 | X=0117.170-0379.990 | Y=0393.000-0404.240 | Đường Bình Hòa - Cây Dương đoạn từ Đường Mỹ đến Hết
P=0281 | X=0117.170-0393.400 | Y=0404.520-0415.760 | Miếu Hàm Hòa có hiện trạng là đường nhựa, bê tông xi măng:
P=0281 | X=0095.060-0111.700 | Y=0412.400-0421.720 | 196
P=0281 | X=0445.850-0462.490 | Y=0412.400-0421.720 | 250
P=0281 | X=0505.390-0522.030 | Y=0412.400-0421.720 | 160
P=0281 | X=0117.170-0402.980 | Y=0422.040-0433.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0281 | X=0117.170-0343.460 | Y=0439.560-0450.800 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0281 | X=0117.170-0220.150 | Y=0457.340-0468.580 | Đường Bình Hòa - Cây
P=0281 | X=0233.140-0391.190 | Y=0463.100-0474.340 | Hết Miếu Hàm Hòa Đường tỉnh 768
P=0281 | X=0095.060-0111.700 | Y=0464.980-0474.300 | 197
P=0281 | X=0445.850-0462.490 | Y=0464.980-0474.300 | 700
P=0281 | X=0505.390-0522.030 | Y=0464.980-0474.300 | 500
P=0281 | X=0117.170-0148.920 | Y=0468.860-0480.100 | Dương
P=0281 | X=0117.170-0389.010 | Y=0486.620-0497.860 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bình
P=0281 | X=0117.170-0394.540 | Y=0498.140-0509.380 | Hòa - Cây Dương đoạn từ Hết Miếu Hàm Hòa đến Đường tỉnh
P=0281 | X=0117.170-0343.460 | Y=0509.660-0520.900 | 768 có hiện trạng là đường nhựa, bê tông xi măng:
P=0281 | X=0095.060-0111.700 | Y=0517.540-0526.860 | 198
P=0281 | X=0445.850-0462.490 | Y=0517.540-0526.860 | 480
P=0281 | X=0505.390-0522.030 | Y=0517.540-0526.860 | 310
P=0281 | X=0117.170-0348.250 | Y=0527.180-0538.420 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0281 | X=0117.170-0394.380 | Y=0544.490-0555.730 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0281 | X=0117.170-0389.010 | Y=0562.250-0573.490 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bình
P=0281 | X=0117.170-0394.540 | Y=0573.770-0585.010 | Hòa - Cây Dương đoạn từ Hết Miếu Hàm Hòa đến Đường tỉnh
P=0281 | X=0117.170-0343.460 | Y=0585.290-0596.530 | 768 có hiện trạng là đường nhựa, bê tông xi măng:
P=0281 | X=0095.060-0348.720 | Y=0602.810-0617.130 | 199 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0281 | X=0445.850-0462.490 | Y=0607.810-0617.130 | 370
P=0281 | X=0505.390-0522.030 | Y=0607.810-0617.130 | 240
P=0281 | X=0117.170-0370.480 | Y=0620.350-0631.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0281 | X=0117.170-0212.140 | Y=0631.870-0643.110 | >500m đến ≤1.000m.
P=0281 | X=0117.170-0340.340 | Y=0649.390-0660.630 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0281 | X=0117.170-0389.010 | Y=0667.150-0678.390 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bình
P=0281 | X=0117.170-0394.540 | Y=0678.670-0689.910 | Hòa - Cây Dương đoạn từ Hết Miếu Hàm Hòa đến Đường tỉnh
P=0281 | X=0095.060-0343.460 | Y=0689.190-0701.430 | 200 768 có hiện trạng là đường nhựa, bê tông xi măng:
P=0281 | X=0445.850-0462.490 | Y=0689.190-0698.510 | 250
P=0281 | X=0505.390-0522.030 | Y=0689.190-0698.510 | 160
P=0281 | X=0117.170-0402.980 | Y=0707.730-0718.970 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0282 | X=0117.170-0340.810 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0282 | X=0117.170-0402.460 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0282 | X=0117.170-0398.860 | Y=0107.780-0119.020 | Đường Bình Hòa - Cây Dương đoạn từ Hết Miếu Hàm Hòa đến
P=0282 | X=0117.170-0396.750 | Y=0119.330-0130.570 | Đường tỉnh 768 có hiện trạng là đường nhựa, bê tông xi măng:
P=0282 | X=0095.060-0111.700 | Y=0127.210-0136.530 | 201
P=0282 | X=0445.850-0462.490 | Y=0127.210-0136.530 | 480
P=0282 | X=0505.390-0522.030 | Y=0127.210-0136.530 | 310
P=0282 | X=0117.170-0348.290 | Y=0136.850-0148.090 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0282 | X=0117.170-0397.030 | Y=0154.370-0165.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0282 | X=0117.170-0402.430 | Y=0172.130-0183.370 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0282 | X=0117.170-0398.860 | Y=0183.410-0194.650 | Đường Bình Hòa - Cây Dương đoạn từ Hết Miếu Hàm Hòa đến
P=0282 | X=0117.170-0396.750 | Y=0194.930-0206.170 | Đường tỉnh 768 có hiện trạng là đường nhựa, bê tông xi măng:
P=0282 | X=0095.060-0348.720 | Y=0212.470-0226.790 | 202 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0282 | X=0445.850-0462.490 | Y=0217.470-0226.790 | 370
P=0282 | X=0505.390-0522.030 | Y=0217.470-0226.790 | 240
P=0282 | X=0117.170-0370.480 | Y=0229.990-0241.230 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0282 | X=0117.170-0212.140 | Y=0241.510-0252.750 | >500m đến ≤1.000m.
P=0282 | X=0117.170-0340.360 | Y=0259.030-0270.270 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0282 | X=0117.170-0402.430 | Y=0276.790-0288.030 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0282 | X=0117.170-0398.860 | Y=0288.340-0299.580 | Đường Bình Hòa - Cây Dương đoạn từ Hết Miếu Hàm Hòa đến
P=0282 | X=0117.170-0396.750 | Y=0299.860-0311.100 | Đường tỉnh 768 có hiện trạng là đường nhựa, bê tông xi măng:
P=0282 | X=0095.060-0111.700 | Y=0307.740-0317.060 | 203
P=0282 | X=0445.850-0462.490 | Y=0307.740-0317.060 | 250
P=0282 | X=0505.390-0522.030 | Y=0307.740-0317.060 | 160
P=0282 | X=0117.170-0402.980 | Y=0317.380-0328.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0282 | X=0117.170-0342.480 | Y=0334.900-0346.140 | - Có bề lông <3m, cách đường giao thông > 200m.
P=0282 | X=0321.000-0403.340 | Y=0352.660-0363.900 | Đường Bình Hòa -
P=0282 | X=0095.060-0165.190 | Y=0358.420-0369.660 | 204 Đường Mỹ
P=0282 | X=0233.140-0303.310 | Y=0358.420-0369.660 | Đường tỉnh 768
P=0282 | X=0445.850-0462.490 | Y=0360.300-0369.620 | 670
P=0282 | X=0505.390-0522.030 | Y=0360.300-0369.620 | 470
P=0282 | X=0321.000-0373.380 | Y=0363.940-0375.180 | Cây Dương
P=0282 | X=0117.170-0381.740 | Y=0381.720-0392.960 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Mỹ
P=0282 | X=0117.170-0397.380 | Y=0393.240-0404.480 | đoạn từ Đường tỉnh 768 đến Đường Bình Hòa - Cây Dương có
P=0282 | X=0117.170-0310.810 | Y=0404.760-0416.000 | hiện trạng là đường nhựa, bê tông xi măng:
P=0282 | X=0095.060-0111.700 | Y=0412.640-0421.960 | 205
P=0282 | X=0445.850-0462.490 | Y=0412.640-0421.960 | 450
P=0282 | X=0505.390-0522.030 | Y=0412.640-0421.960 | 300
P=0282 | X=0117.170-0348.250 | Y=0422.280-0433.520 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0282 | X=0117.170-0394.380 | Y=0439.800-0451.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0282 | X=0117.170-0381.740 | Y=0457.580-0468.820 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Mỹ
P=0282 | X=0117.170-0397.380 | Y=0469.100-0480.340 | đoạn từ Đường tỉnh 768 đến Đường Bình Hòa - Cây Dương có
P=0282 | X=0117.170-0310.810 | Y=0480.620-0491.860 | hiện trạng là đường nhựa, bê tông xi măng:
P=0282 | X=0095.060-0351.370 | Y=0498.140-0512.220 | 206 - Có bề rộng ≥ 5m, cách đường giao thông >1.000m.
P=0282 | X=0445.850-0462.490 | Y=0502.900-0512.220 | 350
P=0282 | X=0505.390-0522.030 | Y=0502.900-0512.220 | 220
P=0282 | X=0117.170-0370.480 | Y=0515.660-0526.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0282 | X=0117.170-0212.150 | Y=0527.180-0538.420 | >500m đến ≤1.000m.
P=0282 | X=0117.170-0340.340 | Y=0544.490-0555.730 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0282 | X=0117.170-0381.740 | Y=0562.250-0573.490 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Mỹ
P=0282 | X=0117.170-0397.380 | Y=0573.770-0585.010 | đoạn từ Đường tỉnh 768 đến Đường Bình Hòa - Cây Dương có
P=0282 | X=0117.170-0310.810 | Y=0585.290-0596.530 | hiện trạng là đường nhựa, bê tông xi măng:
P=0282 | X=0095.060-0111.700 | Y=0593.170-0602.490 | 207
P=0282 | X=0445.850-0462.490 | Y=0593.170-0602.490 | 230
P=0282 | X=0505.390-0522.030 | Y=0593.170-0602.490 | 140
P=0282 | X=0117.170-0402.980 | Y=0602.810-0614.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0282 | X=0117.170-0340.810 | Y=0620.350-0631.590 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0282 | X=0117.170-0402.430 | Y=0638.110-0649.350 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0282 | X=0117.170-0399.980 | Y=0649.630-0660.870 | Đường Mỹ đoạn từ Đường tỉnh 768 đến Đường Bình Hòa - Cây
P=0282 | X=0117.170-0358.620 | Y=0661.150-0672.390 | Dương có hiện trạng là đường nhựa, bê tông xi măng:
P=0282 | X=0095.060-0111.700 | Y=0669.030-0678.350 | 208
P=0282 | X=0445.850-0462.490 | Y=0669.030-0678.350 | 450
P=0282 | X=0505.390-0522.030 | Y=0669.030-0678.350 | 300
P=0282 | X=0117.170-0351.130 | Y=0678.670-0689.910 | - Có bề rộng ≥ 5m, cách đường giao thông ≤1.000m.
P=0282 | X=0117.170-0394.380 | Y=0696.190-0707.430 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0283 | X=0117.170-0402.430 | Y=0078.500-0089.740 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0283 | X=0117.170-0399.980 | Y=0090.020-0101.260 | Đường Mỹ đoạn từ Đường tỉnh 768 đến Đường Bình Hòa - Cây
P=0283 | X=0117.170-0358.570 | Y=0101.540-0112.780 | Dương có hiện trạng là đường nhựa, bê tông xi măng:
P=0283 | X=0095.060-0348.720 | Y=0119.090-0133.170 | 209 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0283 | X=0445.850-0462.490 | Y=0123.850-0133.170 | 350
P=0283 | X=0505.390-0522.030 | Y=0123.850-0133.170 | 220
P=0283 | X=0117.170-0370.480 | Y=0136.610-0147.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0283 | X=0117.170-0212.140 | Y=0148.130-0159.370 | >500m đến ≤1.000m.
P=0283 | X=0117.170-0340.340 | Y=0165.410-0176.650 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0283 | X=0117.170-0402.430 | Y=0183.170-0194.410 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0283 | X=0117.170-0399.980 | Y=0194.690-0205.930 | Đường Mỹ đoạn từ Đường tỉnh 768 đến Đường Bình Hòa - Cây
P=0283 | X=0117.170-0358.570 | Y=0206.230-0217.470 | Dương có hiện trạng là đường nhựa, bê tông xi măng:
P=0283 | X=0095.060-0111.700 | Y=0214.110-0223.430 | 210
P=0283 | X=0445.850-0462.490 | Y=0214.110-0223.430 | 230
P=0283 | X=0505.390-0522.030 | Y=0214.110-0223.430 | 140
P=0283 | X=0117.170-0402.980 | Y=0223.750-0234.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0283 | X=0117.170-0342.980 | Y=0241.270-0252.510 | - Có bề rộng <3m, cách đường giao thông > 200in.
P=0283 | X=0095.060-0167.910 | Y=0259.030-0270.270 | 211 Hương lộ 9
P=0283 | X=0233.140-0303.310 | Y=0259.030-0270.270 | Đường tỉnh 768
P=0283 | X=0321.000-0377.000 | Y=0260.910-0270.230 | Hết Km+200
P=0283 | X=0445.850-0462.490 | Y=0260.910-0270.230 | 700
P=0283 | X=0505.390-0522.030 | Y=0260.910-0270.230 | 500
P=0283 | X=0117.170-0384.700 | Y=0276.790-0288.030 | Các tuyến đường giao thông đấu nối trực tiếp ra Hương lộ 9
P=0283 | X=0117.170-0372.430 | Y=0288.340-0299.580 | đoạn từ Đường tỉnh 768 đến hết Km+200 có hiện trạng là
P=0283 | X=0117.170-0252.940 | Y=0299.860-0311.100 | đường nhựa, bê tông xi măng:
P=0283 | X=0095.060-0111.700 | Y=0307.740-0317.060 | 212
P=0283 | X=0445.850-0462.490 | Y=0307.740-0317.060 | 480
P=0283 | X=0505.390-0522.030 | Y=0307.740-0317.060 | 310
P=0283 | X=0117.170-0348.250 | Y=0317.380-0328.620 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0283 | X=0117.170-0394.380 | Y=0334.900-0346.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0283 | X=0117.170-0384.700 | Y=0352.660-0363.900 | Các tuyến đường giao thông đấu nối trực tiếp ra Hương lộ 9
P=0283 | X=0117.170-0372.430 | Y=0363.940-0375.180 | đoạn từ Đường tỉnh 768 đến hết Km+200 có hiện trạng là
P=0283 | X=0117.170-0252.940 | Y=0375.480-0386.720 | đường nhựa, bê tông xi măng:
P=0283 | X=0095.060-0348.750 | Y=0393.000-0407.320 | 213 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0283 | X=0445.850-0462.490 | Y=0398.000-0407.320 | 370
P=0283 | X=0505.390-0522.030 | Y=0398.000-0407.320 | 240
P=0283 | X=0117.170-0370.480 | Y=0410.520-0421.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0283 | X=0117.170-0212.140 | Y=0422.040-0433.280 | >500m đến ≤1.000m.
P=0283 | X=0117.170-0340.340 | Y=0439.560-0450.800 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0283 | X=0117.170-0384.700 | Y=0457.340-0468.580 | Các tuyến đường giao thông đấu nối trực tiếp ra Hương lộ 9
P=0283 | X=0117.170-0372.430 | Y=0468.860-0480.100 | đoạn từ Đường tỉnh 768 đến hết Km+200 có hiện trạng là
P=0283 | X=0117.170-0252.950 | Y=0480.380-0491.620 | đường nhựa, bê tông xi măng:
P=0283 | X=0095.060-0111.700 | Y=0488.260-0497.580 | 214
P=0283 | X=0445.850-0462.490 | Y=0488.260-0497.580 | 250
P=0283 | X=0505.390-0522.030 | Y=0488.260-0497.580 | 160
P=0283 | X=0117.170-0403.020 | Y=0497.900-0509.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0283 | X=0117.170-0340.810 | Y=0515.420-0526.660 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0283 | X=0117.170-0402.430 | Y=0533.210-0544.450 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0283 | X=0117.170-0389.500 | Y=0544.490-0555.730 | Hương lộ 9 đoạn từ Đường tỉnh 768 đến hết Km+200 có hiện
P=0283 | X=0117.170-0288.950 | Y=0556.010-0567.250 | trạng là đường nhựa, bê tông xi măng:
P=0283 | X=0095.060-0111.700 | Y=0563.890-0573.210 | 215
P=0283 | X=0445.850-0462.490 | Y=0563.890-0573.210 | 480
P=0283 | X=0505.390-0522.030 | Y=0563.890-0573.210 | 310
P=0283 | X=0117.170-0348.250 | Y=0573.530-0584.770 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0283 | X=0117.170-0394.380 | Y=0591.050-0602.290 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0283 | X=0117.170-0402.430 | Y=0608.810-0620.050 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0283 | X=0117.170-0389.500 | Y=0620.350-0631.590 | Hương lộ 9 đoạn từ Đường tỉnh 768 đến hết Km+200 có hiện
P=0283 | X=0117.170-0288.990 | Y=0631.870-0643.110 | trạng là đường nhựa, bê tông xi măng:
P=0283 | X=0095.060-0348.720 | Y=0649.390-0663.470 | 216 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0283 | X=0445.850-0462.490 | Y=0654.150-0663.470 | 370
P=0283 | X=0505.390-0522.030 | Y=0654.150-0663.470 | 240
P=0283 | X=0117.170-0370.480 | Y=0666.910-0678.150 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0283 | X=0117.170-0212.150 | Y=0678.430-0689.670 | >500m đến ≤1.000m.
P=0283 | X=0117.170-0340.340 | Y=0695.950-0707.190 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0284 | X=0117.170-0402.430 | Y=0078.500-0089.740 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0284 | X=0117.170-0389.510 | Y=0090.020-0101.260 | Hương lộ 9 đoạn từ Đường tỉnh 768 đến hết Km+200 có hiện
P=0284 | X=0117.170-0288.950 | Y=0101.540-0112.780 | trạng là đường nhựa, bê tông xi măng:
P=0284 | X=0095.060-0111.700 | Y=0109.420-0118.740 | 217
P=0284 | X=0445.850-0462.490 | Y=0109.420-0118.740 | 250
P=0284 | X=0505.390-0522.030 | Y=0109.420-0118.740 | 160
P=0284 | X=0117.170-0402.980 | Y=0119.090-0130.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0284 | X=0117.170-0343.460 | Y=0136.610-0147.850 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0284 | X=0095.060-0167.910 | Y=0154.370-0165.610 | 218 Hương lộ 9
P=0284 | X=0233.140-0308.580 | Y=0154.370-0165.610 | Đến hết Km+200
P=0284 | X=0321.000-0402.950 | Y=0156.250-0165.570 | Nhà thờ Tân Triều
P=0284 | X=0445.850-0462.490 | Y=0156.250-0165.570 | 700
P=0284 | X=0505.390-0522.030 | Y=0156.250-0165.570 | 500
P=0284 | X=0117.170-0384.700 | Y=0172.130-0183.370 | Các tuyến đường giao thông đấu nối trực tiếp ra Hương lộ 9
P=0284 | X=0117.170-0394.310 | Y=0183.410-0194.650 | đoạn từ Đến hết Km+200 đến Nhà thờ Tân Triều có hiện trạng
P=0284 | X=0117.170-0263.500 | Y=0194.930-0206.170 | là đường nhựa, bê tông xi măng:
P=0284 | X=0095.060-0111.700 | Y=0202.830-0212.150 | 219
P=0284 | X=0445.850-0462.490 | Y=0202.830-0212.150 | 480
P=0284 | X=0505.390-0522.030 | Y=0202.830-0212.150 | 310
P=0284 | X=0117.170-0348.280 | Y=0212.470-0223.710 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0284 | X=0117.170-0394.380 | Y=0229.990-0241.230 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0284 | X=0117.170-0384.700 | Y=0247.750-0258.990 | Các tuyến đường giao thông đấu nối trực tiếp ra Hương lộ 9
P=0284 | X=0117.170-0394.310 | Y=0259.270-0270.510 | đoạn từ Đến hết Km+200 đến Nhà thờ Tân Triều có hiện trạng
P=0284 | X=0117.170-0263.500 | Y=0270.790-0282.030 | là đường nhựa, bê tông xi măng:
P=0284 | X=0095.060-0348.720 | Y=0288.340-0302.420 | 220 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0284 | X=0445.850-0462.490 | Y=0293.100-0302.420 | 370
P=0284 | X=0505.390-0522.030 | Y=0293.100-0302.420 | 240
P=0284 | X=0117.170-0370.480 | Y=0305.860-0317.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0284 | X=0117.170-0212.140 | Y=0317.380-0328.620 | >500m đến ≤1.000m.
P=0284 | X=0117.170-0340.340 | Y=0334.900-0346.140 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0284 | X=0117.170-0384.700 | Y=0352.660-0363.900 | Các tuyến đường giao thông đấu nối trực tiếp ra Hương lộ 9
P=0284 | X=0117.170-0394.310 | Y=0363.940-0375.180 | đoạn từ Đến hết Km+200 đến Nhà thờ Tân Triều có hiện trạng
P=0284 | X=0117.170-0263.500 | Y=0375.480-0386.720 | là đường nhựa, bê tông xi măng:
P=0284 | X=0095.060-0111.700 | Y=0383.360-0392.680 | 221
P=0284 | X=0445.850-0462.490 | Y=0383.360-0392.680 | 250
P=0284 | X=0505.390-0522.030 | Y=0383.360-0392.680 | 160
P=0284 | X=0117.170-0402.980 | Y=0393.000-0404.240 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0284 | X=0117.170-0340.810 | Y=0410.520-0421.760 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0284 | X=0117.170-0402.430 | Y=0428.280-0439.520 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0284 | X=0117.170-0400.540 | Y=0439.800-0451.040 | Hương lộ 9 đoạn từ Đến hết Km+200 đến Nhà thờ Tân Triều có
P=0284 | X=0117.170-0310.810 | Y=0451.340-0462.580 | hiện trạng là đường nhựa, bê tông xi măng:
P=0284 | X=0095.060-0111.700 | Y=0459.220-0468.540 | 222
P=0284 | X=0445.850-0462.490 | Y=0459.220-0468.540 | 480
P=0284 | X=0505.390-0522.030 | Y=0459.220-0468.540 | 310
P=0284 | X=0117.170-0348.250 | Y=0468.860-0480.100 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0284 | X=0117.170-0394.380 | Y=0486.380-0497.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0284 | X=0117.170-0402.460 | Y=0504.140-0515.380 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0284 | X=0117.170-0400.540 | Y=0515.660-0526.900 | Hương lộ 9 đoạn từ Đến hết Km+200 đến Nhà thờ Tân Triều có
P=0284 | X=0117.170-0310.810 | Y=0527.180-0538.420 | hiện trạng là đường nhựa, bê tông xi măng:
P=0284 | X=0095.060-0351.370 | Y=0544.490-0558.810 | 223 - Có bề rộng ≥ 5m, cách đường giao thông >1.000m.
P=0284 | X=0445.850-0462.490 | Y=0549.490-0558.810 | 370
P=0284 | X=0505.390-0522.030 | Y=0549.490-0558.810 | 240
