TABLE=045 | AREA=Xã La Ngà | SECTION=agricultural | SEGMENTS=1
P=1582 | X=0179.350-0209.350 | Y=0623.950-0635.190 | Nghĩa)
P=1582 | X=0248.740-0398.380 | Y=0641.950-0653.190 | Bên trái, đến hết ranh thửa đất số
P=1582 | X=0179.350-0246.100 | Y=0649.590-0658.910 | Giáp ranh trạm
P=1582 | X=0248.740-0400.540 | Y=0653.470-0664.710 | 12, tờ BĐĐC số 12, Bên phải, đến
P=1582 | X=0092.900-0154.140 | Y=0659.230-0670.470 | 66 Đường 2A
P=1582 | X=0179.350-0228.530 | Y=0661.110-0670.430 | y tế xã Túc
P=1582 | X=0448.250-0464.890 | Y=0661.110-0670.430 | 230
P=1582 | X=0505.390-0522.030 | Y=0661.110-0670.430 | 200
P=1582 | X=0248.740-0404.620 | Y=0664.990-0676.230 | hết ranh thửa đất số 742, tờ BĐĐC
P=1582 | X=0179.350-0226.860 | Y=0670.510-0681.750 | Trưng (cũ)
P=1582 | X=0248.740-0278.580 | Y=0678.150-0687.470 | số 122
P=1582 | X=0107.330-0384.190 | Y=0694.270-0705.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 2A có
P=1582 | X=0092.900-0104.020 | Y=0701.940-0711.260 | 67
P=1582 | X=0448.250-0464.890 | Y=0701.940-0711.260 | 140
P=1582 | X=0505.390-0522.030 | Y=0701.940-0711.260 | 110
P=1582 | X=0107.330-0300.980 | Y=0705.810-0717.050 | hiện trạng là đường nhựa, bê tông xi măng:
P=1583 | X=0107.330-0338.410 | Y=0078.740-0089.980 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1583 | X=0107.330-0384.500 | Y=0096.260-0107.500 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1583 | X=0107.330-0384.190 | Y=0114.290-0125.530 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 2A có
P=1583 | X=0107.330-0300.940 | Y=0125.810-0137.050 | hiện trạng là đường nhựa, bê tông xi măng:
P=1583 | X=0107.330-0338.880 | Y=0143.330-0154.570 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1583 | X=0092.900-0104.020 | Y=0153.850-0163.170 | 68
P=1583 | X=0448.250-0464.890 | Y=0153.850-0163.170 | 110
P=1583 | X=0511.150-0522.270 | Y=0153.850-0163.170 | 70
P=1583 | X=0107.330-0394.220 | Y=0160.850-0172.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1583 | X=0107.330-0168.450 | Y=0172.370-0183.610 | đến ≤1.000m.
P=1583 | X=0107.330-0330.500 | Y=0189.650-0200.890 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1583 | X=0107.330-0384.190 | Y=0207.670-0218.910 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 2A có
P=1583 | X=0107.330-0300.980 | Y=0219.190-0230.430 | hiện trạng là đường nhựa, bê tông xi măng:
P=1583 | X=0092.900-0104.020 | Y=0232.830-0242.150 | 69
P=1583 | X=0454.010-0465.130 | Y=0232.830-0242.150 | 70
P=1583 | X=0511.150-0522.270 | Y=0232.830-0242.150 | 40
P=1583 | X=0107.330-0393.120 | Y=0236.710-0247.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1583 | X=0107.330-0330.970 | Y=0254.230-0265.470 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1583 | X=0107.330-0392.590 | Y=0272.230-0283.470 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1583 | X=0107.330-0363.370 | Y=0283.780-0295.020 | Đường 2A có hiện trạng là đường nhựa, bê tông xi măng:
P=1583 | X=0092.900-0104.020 | Y=0297.420-0306.740 | 70
P=1583 | X=0448.250-0464.890 | Y=0297.420-0306.740 | 140
P=1583 | X=0505.390-0522.030 | Y=0297.420-0306.740 | 110
P=1583 | X=0107.330-0338.410 | Y=0301.300-0312.540 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1583 | X=0107.330-0384.500 | Y=0318.820-0330.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1583 | X=0107.330-0392.590 | Y=0336.820-0348.060 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1583 | X=0107.330-0363.370 | Y=0348.340-0359.580 | Đường 2A có hiện trạng là đường nhựa, bê tông xi măng:
P=1583 | X=0107.330-0338.890 | Y=0365.880-0377.120 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1583 | X=0092.900-0104.020 | Y=0376.400-0385.720 | 71
P=1583 | X=0448.250-0464.890 | Y=0376.400-0385.720 | 110
P=1583 | X=0511.150-0522.270 | Y=0376.400-0385.720 | 70
P=1583 | X=0107.330-0394.220 | Y=0383.400-0394.640 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1583 | X=0107.330-0168.450 | Y=0394.920-0406.160 | đến ≤1.000m.
P=1583 | X=0107.330-0330.500 | Y=0412.200-0423.440 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1583 | X=0107.330-0392.590 | Y=0430.200-0441.440 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1583 | X=0107.330-0363.400 | Y=0441.720-0452.960 | Đường 2A có hiện trạng là đường nhựa, bê tông xi măng:
P=1583 | X=0092.900-0104.020 | Y=0455.380-0464.700 | 72
P=1583 | X=0454.010-0465.130 | Y=0455.380-0464.700 | 70
P=1583 | X=0511.150-0522.270 | Y=0455.380-0464.700 | 40
P=1583 | X=0107.330-0393.120 | Y=0459.260-0470.500 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1583 | X=0107.330-0330.970 | Y=0476.780-0488.020 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1583 | X=0179.350-0403.650 | Y=0494.780-0506.020 | Trạm xăng dầu Nhà văn hóa, khu thể thao ấp Vĩnh
P=1583 | X=0092.900-0153.020 | Y=0500.540-0511.780 | 73 Đường 96
P=1583 | X=0448.250-0464.890 | Y=0502.420-0511.740 | 230
P=1583 | X=0505.390-0522.030 | Y=0502.420-0511.740 | 200
P=1583 | X=0179.350-0220.950 | Y=0506.300-0517.540 | Đồng Nai
P=1583 | X=0248.740-0261.060 | Y=0508.180-0517.500 | An
P=1583 | X=0107.330-0394.550 | Y=0524.300-0535.540 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 96 đoạn
P=1583 | X=0107.330-0384.940 | Y=0535.850-0547.090 | từ Trạm xăng dầu Đồng Nai đến Nhà văn hóa, khu thể thao ấp
P=1583 | X=0107.330-0352.580 | Y=0547.370-0558.610 | Vĩnh An có hiện trạng là đường nhựa, bê tông xi măng:
P=1583 | X=0092.900-0104.020 | Y=0555.250-0564.570 | 74
P=1583 | X=0448.250-0464.890 | Y=0555.250-0564.570 | 140
P=1583 | X=0505.390-0522.030 | Y=0555.250-0564.570 | 110
P=1583 | X=0107.330-0338.410 | Y=0564.890-0576.130 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1583 | X=0107.330-0384.500 | Y=0582.410-0593.650 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1583 | X=0107.330-0394.550 | Y=0600.410-0611.650 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 96 đoạn
P=1583 | X=0107.330-0384.940 | Y=0611.930-0623.170 | từ Trạm xăng dầu Đồng Nai đến Nhà văn hóa, khu thể thao ấp
P=1583 | X=0107.330-0352.580 | Y=0623.470-0634.710 | Vĩnh An có hiện trạng là đường nhựa, bê tông xi măng:
P=1583 | X=0092.900-0338.880 | Y=0640.990-0655.070 | 75 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1583 | X=0448.250-0464.890 | Y=0645.750-0655.070 | 110
P=1583 | X=0511.150-0522.270 | Y=0645.750-0655.070 | 70
P=1583 | X=0107.330-0394.220 | Y=0658.270-0669.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1583 | X=0107.330-0168.450 | Y=0669.790-0681.030 | đến ≤1.000m.
P=1583 | X=0107.330-0330.500 | Y=0687.310-0698.550 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1583 | X=0092.900-0394.550 | Y=0705.330-0716.570 | 76 Các tuyến đường giao thông đấu nối trực tiếp ra Đường 96 đoạn
P=1583 | X=0454.010-0465.130 | Y=0707.220-0716.540 | 70
P=1583 | X=0511.150-0522.270 | Y=0707.220-0716.540 | 40
P=1584 | X=0107.330-0388.300 | Y=0072.740-0083.980 | từ Trạm xăng dầu Đồng Nai đến Nhà văn hóa, khu Thể thao ấp
P=1584 | X=0107.330-0352.600 | Y=0084.260-0095.500 | Vĩnh An có hiện trạng là đường nhựa, bê tông xi măng:
P=1584 | X=0107.330-0393.120 | Y=0101.780-0113.020 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1584 | X=0107.330-0330.970 | Y=0119.330-0130.570 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1584 | X=0107.330-0392.590 | Y=0137.330-0148.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1584 | X=0107.330-0386.210 | Y=0148.850-0160.090 | Đường 96 đoạn từ Trạm xăng dầu Đồng Nai đến Nhà văn hóa,
P=1584 | X=0107.330-0393.790 | Y=0160.370-0171.610 | khu thể thao ấp Vĩnh An có hiện trạng là đường nhựa, bê tông xi
P=1584 | X=0092.900-0135.330 | Y=0171.650-0183.330 | 77 măng:
P=1584 | X=0448.250-0464.890 | Y=0174.010-0183.330 | 140
P=1584 | X=0505.390-0522.030 | Y=0174.010-0183.330 | 110
P=1584 | X=0107.330-0338.410 | Y=0189.170-0200.410 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1584 | X=0107.330-0384.500 | Y=0206.710-0217.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1584 | X=0107.330-0392.590 | Y=0224.710-0235.950 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1584 | X=0107.330-0386.210 | Y=0236.230-0247.470 | Đường 96 đoạn từ Trạm xăng dầu Đồng Nai đến Nhà văn hóa,
P=1584 | X=0107.330-0393.790 | Y=0247.750-0258.990 | khu thể thao ấp Vĩnh An có hiện trạng là đường nhựa, bê tông xi
P=1584 | X=0107.330-0135.330 | Y=0259.270-0270.510 | măng:
P=1584 | X=0092.900-0338.880 | Y=0275.790-0288.030 | 78 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1584 | X=0448.250-0464.890 | Y=0275.790-0285.110 | 110
P=1584 | X=0511.150-0522.270 | Y=0275.790-0285.110 | 70
P=1584 | X=0107.330-0394.220 | Y=0294.340-0305.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1584 | X=0107.330-0168.450 | Y=0305.860-0317.100 | đến ≤1.000m.
P=1584 | X=0107.330-0330.500 | Y=0323.380-0334.620 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1584 | X=0107.330-0392.590 | Y=0341.380-0352.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1584 | X=0107.330-0386.210 | Y=0352.900-0364.140 | Đường 96 đoạn từ Trạm xăng dầu Đồng Nai đến Nhà văn hóa,
P=1584 | X=0107.330-0396.920 | Y=0364.180-0375.420 | khu Thể thao ấp Vĩnh An có hiện trạng là đường nhựa, bê tông xi
P=1584 | X=0092.900-0135.330 | Y=0375.720-0387.160 | 79 măng:
P=1584 | X=0454.010-0465.130 | Y=0377.840-0387.160 | 70
P=1584 | X=0511.150-0522.270 | Y=0377.840-0387.160 | 40
P=1584 | X=0107.330-0393.120 | Y=0393.240-0404.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1584 | X=0107.330-0330.970 | Y=0410.760-0422.000 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1584 | X=0179.350-0227.910 | Y=0430.640-0439.960 | Quốc lộ 20
P=1584 | X=0092.900-0158.540 | Y=0440.280-0451.520 | 80 Đường 101
P=1584 | X=0179.350-0231.760 | Y=0440.280-0451.520 | theo hướng
P=1584 | X=0248.740-0304.980 | Y=0440.280-0451.520 | Đường WB2
P=1584 | X=0448.250-0464.890 | Y=0442.160-0451.480 | 250
P=1584 | X=0505.390-0522.030 | Y=0442.160-0451.480 | 220
P=1584 | X=0179.350-0196.630 | Y=0453.700-0463.020 | Bắc
P=1584 | X=0107.330-0400.060 | Y=0469.820-0481.060 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 101 đoạn
P=1584 | X=0107.330-0392.850 | Y=0481.340-0492.580 | từ Quốc lộ 20 theo hướng Bắc đến Đường WB2 có hiện trạng là
P=1584 | X=0107.330-0243.080 | Y=0492.860-0504.100 | đường nhựa, bê tông xi măng:
P=1584 | X=0092.900-0104.020 | Y=0500.740-0510.060 | 81
P=1584 | X=0448.250-0464.890 | Y=0500.740-0510.060 | 150
P=1584 | X=0505.390-0522.030 | Y=0500.740-0510.060 | 130
P=1584 | X=0107.330-0338.410 | Y=0510.380-0521.620 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1584 | X=0107.330-0384.500 | Y=0527.900-0539.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1584 | X=0107.330-0400.060 | Y=0545.930-0557.170 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 101 đoạn
P=1584 | X=0107.330-0392.850 | Y=0557.450-0568.690 | từ Quốc lộ 20 theo hướng Bắc đến Đường WB2 có hiện trạng là
P=1584 | X=0107.330-0243.080 | Y=0568.970-0580.210 | đường nhựa, bê tông xi măng:
P=1584 | X=0092.900-0338.880 | Y=0586.250-0600.570 | 82 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1584 | X=0448.250-0464.890 | Y=0591.250-0600.570 | 120
P=1584 | X=0511.150-0522.270 | Y=0591.250-0600.570 | 90
P=1584 | X=0107.330-0394.220 | Y=0603.770-0615.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1584 | X=0107.330-0168.450 | Y=0615.290-0626.530 | đến ≤1.000m.
P=1584 | X=0107.330-0330.500 | Y=0632.830-0644.070 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1584 | X=0107.330-0400.060 | Y=0650.830-0662.070 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 101 đoạn
P=1584 | X=0107.330-0392.850 | Y=0662.350-0673.590 | từ Quốc lộ 20 theo hướng Bắc đến Đường WB2 có hiện trạng là
P=1584 | X=0092.900-0243.080 | Y=0673.110-0685.110 | 83 đường nhựa, bê tông xi măng:
P=1584 | X=0454.010-0465.130 | Y=0673.110-0682.430 | 80
P=1584 | X=0511.150-0522.270 | Y=0673.110-0682.430 | 50
P=1584 | X=0107.330-0393.120 | Y=0691.390-0702.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1585 | X=0107.330-0330.970 | Y=0078.740-0089.980 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1585 | X=0107.330-0392.590 | Y=0096.740-0107.980 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1585 | X=0107.330-0400.310 | Y=0108.260-0119.500 | Đường 101 đoạn từ Quốc lộ 20 theo hướng Bắc đến Đường WB2
P=1585 | X=0107.330-0314.180 | Y=0119.810-0131.050 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1585 | X=0092.900-0104.020 | Y=0127.690-0137.010 | 84
P=1585 | X=0448.250-0464.890 | Y=0127.690-0137.010 | 150
P=1585 | X=0505.390-0522.030 | Y=0127.690-0137.010 | 130
P=1585 | X=0107.330-0338.410 | Y=0137.330-0148.570 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1585 | X=0107.330-0384.530 | Y=0154.850-0166.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1585 | X=0107.330-0392.590 | Y=0172.850-0184.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1585 | X=0107.330-0400.310 | Y=0184.370-0195.610 | Đường 101 đoạn từ Quốc lộ 20 theo hướng Bắc đến Đường WB2
P=1585 | X=0107.330-0314.180 | Y=0195.650-0206.890 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1585 | X=0092.900-0338.880 | Y=0213.190-0227.510 | 85 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1585 | X=0448.250-0464.890 | Y=0218.190-0227.510 | 120
P=1585 | X=0511.150-0522.270 | Y=0218.190-0227.510 | 90
P=1585 | X=0107.330-0394.220 | Y=0230.710-0241.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1585 | X=0107.330-0168.450 | Y=0242.230-0253.470 | đến ≤1.000m.
P=1585 | X=0107.330-0330.500 | Y=0259.750-0270.990 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1585 | X=0107.330-0392.590 | Y=0277.750-0288.990 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1585 | X=0107.330-0400.310 | Y=0289.300-0300.540 | Đường 101 đoạn từ Quốc lộ 20 theo hướng Bắc đến Đường WB2
P=1585 | X=0107.330-0314.180 | Y=0300.820-0312.060 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1585 | X=0092.900-0104.020 | Y=0308.700-0318.020 | 86
P=1585 | X=0454.010-0465.130 | Y=0308.700-0318.020 | 80
P=1585 | X=0511.150-0522.270 | Y=0308.700-0318.020 | 50
P=1585 | X=0107.330-0393.120 | Y=0318.340-0329.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1585 | X=0107.330-0330.970 | Y=0335.860-0347.100 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1585 | X=0248.740-0402.220 | Y=0353.860-0365.100 | Ranh thửa đất số 3, tờ BĐĐC số 3
P=1585 | X=0248.740-0401.740 | Y=0365.400-0376.640 | về bên trái và hết ranh thửa đất số
P=1585 | X=0092.900-0158.540 | Y=0371.160-0382.400 | 87 Đường 101
P=1585 | X=0179.350-0235.590 | Y=0371.160-0382.400 | Đường WB2
P=1585 | X=0448.250-0464.890 | Y=0373.040-0382.360 | 250
P=1585 | X=0505.390-0522.030 | Y=0373.040-0382.360 | 220
P=1585 | X=0248.740-0392.850 | Y=0376.920-0388.160 | 5, tờ BĐĐC số 3 về bên phải, xã
P=1585 | X=0248.740-0280.990 | Y=0390.080-0399.400 | La Ngà
P=1585 | X=0107.330-0400.060 | Y=0406.200-0417.440 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 101 đoạn
P=1585 | X=0107.330-0401.010 | Y=0417.720-0428.960 | từ Đường WB2 đến Ranh thửa đất số 3, tử BĐĐC số 3 về bên trái
P=1585 | X=0107.330-0392.600 | Y=0429.240-0440.480 | và hết ranh thửa đất số 5, tờ BĐĐC số 3 về bên phải, xã La Ngà
P=1585 | X=0092.900-0314.200 | Y=0440.760-0452.200 | 88 có hiện trạng là đường nhựa, bê tông xi măng:
P=1585 | X=0448.250-0464.890 | Y=0442.880-0452.200 | 150
P=1585 | X=0505.390-0522.030 | Y=0442.880-0452.200 | 130
P=1585 | X=0107.330-0338.410 | Y=0458.300-0469.540 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1585 | X=0107.330-0384.500 | Y=0475.820-0487.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1585 | X=0107.330-0400.060 | Y=0493.820-0505.060 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 101 đoạn
P=1585 | X=0107.330-0400.770 | Y=0505.340-0516.580 | từ Đường WB2 đến Ranh thửa đất số 3, tờ BĐĐC số 3 về bên trái
P=1585 | X=0107.330-0392.600 | Y=0516.860-0528.100 | và hết ranh thửa đất số 5, tờ BĐĐC số 3 về bên phải, xã La Ngà
P=1585 | X=0107.330-0314.180 | Y=0528.380-0539.620 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1585 | X=0092.900-0338.880 | Y=0544.930-0557.170 | 89 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1585 | X=0448.250-0464.890 | Y=0544.930-0554.250 | 120
P=1585 | X=0511.150-0522.270 | Y=0544.930-0554.250 | 90
P=1585 | X=0107.330-0394.220 | Y=0563.450-0574.690 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1585 | X=0107.330-0168.450 | Y=0574.970-0586.210 | đến ≤1.000m.
P=1585 | X=0107.330-0330.500 | Y=0592.250-0603.490 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1585 | X=0107.330-0400.060 | Y=0610.250-0621.490 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 101 đoạn
P=1585 | X=0107.330-0400.770 | Y=0621.790-0633.030 | từ Đường WB2 đến Ranh thửa đất số 3, tờ BĐĐC số 3 về bên trái
P=1585 | X=0107.330-0393.560 | Y=0633.310-0644.550 | và hết ranh thửa đất số 5, tờ BĐĐC số 3 về Bên phải, xã La Ngà
P=1585 | X=0092.900-0314.200 | Y=0644.830-0656.270 | 90 có hiện trạng là đường nhựa, bê tông xi măng:
P=1585 | X=0454.010-0465.130 | Y=0646.950-0656.270 | 80
P=1585 | X=0511.150-0522.270 | Y=0646.950-0656.270 | 50
P=1585 | X=0107.330-0393.120 | Y=0662.350-0673.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1585 | X=0107.330-0330.970 | Y=0679.870-0691.110 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1585 | X=0092.900-0392.590 | Y=0697.870-0709.110 | 91 Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1585 | X=0448.250-0464.890 | Y=0699.750-0709.070 | 150
P=1585 | X=0505.390-0522.030 | Y=0699.750-0709.070 | 130
P=1586 | X=0107.330-0377.550 | Y=0072.740-0083.980 | Đường 101 đoạn từ Đường WB2 đến Ranh thửa đất số 3, tờ
P=1586 | X=0107.330-0402.700 | Y=0084.260-0095.500 | BĐĐC số 3 về bên trái và hết ranh thửa đất số 5, tờ BĐĐC số 3 về
P=1586 | X=0107.330-0375.800 | Y=0095.780-0107.020 | bên phải, xã La Ngà có hiện trạng là đường nhựa, bê tông xi
P=1586 | X=0107.330-0135.330 | Y=0107.300-0118.540 | măng:
P=1586 | X=0107.330-0338.410 | Y=0124.850-0136.090 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1586 | X=0107.330-0384.500 | Y=0142.370-0153.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1586 | X=0107.330-0392.590 | Y=0160.370-0171.610 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1586 | X=0107.330-0377.550 | Y=0171.650-0182.890 | Đường 101 đoạn từ Đường WB2 đến Ranh thửa đất số 3, tờ
P=1586 | X=0107.330-0402.700 | Y=0183.170-0194.410 | BĐĐC số 3 về bên trái và hết ranh thửa đất số 5, tờ BĐĐC số 3 về
P=1586 | X=0107.330-0375.800 | Y=0194.690-0205.930 | bên phải, xã La Ngà có hiện trạng là đường nhựa, bê tông xi
P=1586 | X=0107.330-0135.330 | Y=0206.230-0217.470 | măng:
P=1586 | X=0092.900-0104.020 | Y=0217.230-0226.550 | 92
P=1586 | X=0448.250-0464.890 | Y=0217.230-0226.550 | 120
P=1586 | X=0511.150-0522.270 | Y=0217.230-0226.550 | 90
P=1586 | X=0107.330-0338.890 | Y=0223.750-0234.990 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1586 | X=0107.330-0394.220 | Y=0241.270-0252.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1586 | X=0107.330-0168.450 | Y=0252.790-0264.030 | đến ≤1.000m.
P=1586 | X=0107.330-0330.500 | Y=0270.310-0281.550 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1586 | X=0107.330-0392.590 | Y=0288.340-0299.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1586 | X=0107.330-0377.550 | Y=0299.860-0311.100 | Đường 101 đoạn từ Đường WB2 đến Ranh thửa đất số 3, tờ
P=1586 | X=0107.330-0402.700 | Y=0311.380-0322.620 | BĐĐC số 3 về bên trái và hết ranh thửa đất số 5, tờ BĐĐC số 3 về
P=1586 | X=0107.330-0375.800 | Y=0322.900-0334.140 | bên phải, xã La Ngà có hiện trạng là đường nhựa, bê tông xi
P=1586 | X=0092.900-0104.020 | Y=0330.780-0340.100 | 93
P=1586 | X=0454.010-0465.130 | Y=0330.780-0340.100 | 80
P=1586 | X=0511.150-0522.270 | Y=0330.780-0340.100 | 50
P=1586 | X=0107.330-0135.330 | Y=0334.420-0345.660 | măng:
P=1586 | X=0107.330-0393.120 | Y=0351.700-0362.940 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1586 | X=0107.330-0330.970 | Y=0369.240-0380.480 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1586 | X=0092.900-0158.540 | Y=0387.240-0398.480 | 94 Đường 101
P=1586 | X=0179.350-0227.910 | Y=0389.120-0398.440 | Quốc lộ 20
P=1586 | X=0248.740-0302.730 | Y=0389.120-0398.440 | Vào 1.000m
P=1586 | X=0448.250-0464.890 | Y=0389.120-0398.440 | 250
P=1586 | X=0505.390-0522.030 | Y=0389.120-0398.440 | 220
P=1586 | X=0107.330-0400.060 | Y=0405.240-0416.480 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 101 đoạn
P=1586 | X=0107.330-0377.790 | Y=0416.760-0428.000 | từ Quốc lộ 20 có hiện trạng là đường nhựa, bê tông xi măng:
P=1586 | X=0092.900-0104.020 | Y=0430.400-0439.720 | 95
P=1586 | X=0448.250-0464.890 | Y=0430.400-0439.720 | 150
P=1586 | X=0505.390-0522.030 | Y=0430.400-0439.720 | 130
P=1586 | X=0107.330-0338.410 | Y=0434.280-0445.520 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1586 | X=0107.330-0384.520 | Y=0451.820-0463.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1586 | X=0107.330-0400.060 | Y=0469.820-0481.060 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 101 đoạn
P=1586 | X=0107.330-0377.790 | Y=0481.340-0492.580 | từ Quốc lộ 20 có hiện trạng là đường nhựa, bê tông xi măng:
P=1586 | X=0107.330-0338.880 | Y=0498.860-0510.100 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1586 | X=0092.900-0104.020 | Y=0509.380-0518.700 | 96
P=1586 | X=0448.250-0464.890 | Y=0509.380-0518.700 | 120
P=1586 | X=0511.150-0522.270 | Y=0509.380-0518.700 | 90
P=1586 | X=0107.330-0394.220 | Y=0516.380-0527.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1586 | X=0107.330-0168.450 | Y=0527.900-0539.140 | đến ≤1.000m.
P=1586 | X=0107.330-0330.500 | Y=0545.450-0556.690 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1586 | X=0107.330-0400.060 | Y=0563.450-0574.690 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 101 đoạn
P=1586 | X=0107.330-0377.790 | Y=0574.970-0586.210 | từ Quốc lộ 20 có hiện trạng là đường nhựa, bê tông xi măng:
P=1586 | X=0092.900-0104.020 | Y=0588.370-0597.690 | 97
P=1586 | X=0454.010-0465.130 | Y=0588.370-0597.690 | 80
P=1586 | X=0511.150-0522.270 | Y=0588.370-0597.690 | 50
P=1586 | X=0107.330-0393.180 | Y=0592.250-0603.490 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
