TABLE=005 | AREA=Phường Trảng Dài | SECTION=agricultural | SEGMENTS=1
P=0180 | X=0115.490-0401.030 | Y=0393.720-0404.960 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0180 | X=0115.490-0412.540 | Y=0405.240-0416.480 | Phúc Chu (từ cầu Săn Máu đến đường Trần Văn Trà) Đoạn còn lại
P=0180 | X=0115.490-0322.350 | Y=0416.760-0428.000 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0180 | X=0094.100-0338.660 | Y=0434.280-0448.600 | 122 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0180 | X=0445.610-0462.250 | Y=0439.280-0448.600 | 660
P=0180 | X=0505.390-0522.030 | Y=0439.280-0448.600 | 440
P=0180 | X=0115.490-0421.910 | Y=0451.820-0463.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0180 | X=0115.490-0149.010 | Y=0463.340-0474.580 | ≤600m.
P=0180 | X=0115.490-0338.660 | Y=0480.860-0492.100 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0180 | X=0115.490-0401.030 | Y=0498.860-0510.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0180 | X=0115.490-0412.540 | Y=0510.380-0521.620 | Phúc Chu (từ cầu Săn Máu đến đường Trần Văn Trà) Đoạn còn lại
P=0180 | X=0115.490-0322.340 | Y=0521.900-0533.140 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0180 | X=0094.100-0110.770 | Y=0529.780-0539.100 | 123
P=0180 | X=0445.610-0462.250 | Y=0529.780-0539.100 | 520
P=0180 | X=0505.390-0522.030 | Y=0529.780-0539.100 | 350
P=0180 | X=0115.490-0392.920 | Y=0539.450-0550.690 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0180 | X=0115.490-0339.130 | Y=0556.970-0568.210 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0180 | X=0115.490-0400.750 | Y=0574.970-0586.210 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0180 | X=0115.490-0404.860 | Y=0586.250-0597.490 | Đường Nguyễn Phúc Chu (từ cầu Săn Máu đến đường Trần Văn
P=0180 | X=0115.490-0401.790 | Y=0597.770-0609.010 | Trà) Đoạn còn lại có hiện trạng là đường nhựa, bê tông xi măng:
P=0180 | X=0094.100-0110.740 | Y=0605.650-0614.970 | 124
P=0180 | X=0445.610-0462.250 | Y=0605.650-0614.970 | 780
P=0180 | X=0505.390-0522.030 | Y=0605.650-0614.970 | 510
P=0180 | X=0115.490-0338.430 | Y=0615.290-0626.530 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0180 | X=0115.490-0392.680 | Y=0632.830-0644.070 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0180 | X=0115.490-0400.750 | Y=0650.830-0662.070 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0180 | X=0115.490-0404.860 | Y=0662.350-0673.590 | Đường Nguyễn Phúc Chu (từ cầu Săn Máu đến đường Trần Văn
P=0180 | X=0094.100-0401.820 | Y=0673.110-0685.110 | 125 Trà) Đoạn còn lại có hiện trạng là đường nhựa, bê tông xi măng:
P=0180 | X=0445.610-0462.250 | Y=0673.110-0682.430 | 660
P=0180 | X=0505.390-0522.030 | Y=0673.110-0682.430 | 440
P=0180 | X=0115.490-0338.660 | Y=0691.390-0702.630 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0181 | X=0115.490-0421.910 | Y=0078.740-0089.980 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0181 | X=0115.490-0149.010 | Y=0090.260-0101.500 | ≤600m.
P=0181 | X=0115.490-0338.660 | Y=0107.780-0119.020 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0181 | X=0115.490-0400.750 | Y=0125.810-0137.050 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0181 | X=0115.490-0404.860 | Y=0137.330-0148.570 | Đường Nguyễn Phúc Chu (từ cầu Săn Máu đến đường Trần Văn
P=0181 | X=0115.490-0401.790 | Y=0148.850-0160.090 | Trà) Đoạn còn lại có hiện trạng là đường nhựa, bê tông xi măng:
P=0181 | X=0094.100-0110.740 | Y=0156.730-0166.050 | 126
P=0181 | X=0445.610-0462.250 | Y=0156.730-0166.050 | 520
P=0181 | X=0505.390-0522.030 | Y=0156.730-0166.050 | 350
P=0181 | X=0115.490-0392.920 | Y=0166.370-0177.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0181 | X=0115.490-0341.780 | Y=0183.650-0194.890 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0181 | X=0115.490-0147.250 | Y=0201.670-0212.910 | Đường
P=0181 | X=0310.680-0401.260 | Y=0201.670-0212.910 | Đường Trần Văn Xã
P=0181 | X=0182.710-0298.500 | Y=0213.190-0224.430 | Đường Nguyễn Phúc Chu
P=0181 | X=0310.680-0416.870 | Y=0213.190-0224.430 | (ngã tư Trường Nguyễn
P=0181 | X=0094.100-0149.890 | Y=0215.070-0224.390 | 127 Nguyễn
P=0181 | X=0437.450-0462.500 | Y=0215.070-0224.390 | 1.200
P=0181 | X=0505.390-0522.030 | Y=0215.070-0224.390 | 770
P=0181 | X=0115.490-0149.410 | Y=0226.590-0235.910 | Khuyến
P=0181 | X=0310.680-0347.880 | Y=0226.590-0235.910 | Khuyến)
P=0181 | X=0115.490-0401.030 | Y=0242.710-0253.950 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0181 | X=0115.490-0418.060 | Y=0254.230-0265.470 | Khuyến đoan từ Đường Nguyễn Phúc Chu đến Đường Trần Văn Xã
P=0181 | X=0115.490-0408.460 | Y=0265.750-0276.990 | (ngã tư Trường Nguyễn Khuyến) có hiện trạng là đường nhựa, bê
P=0181 | X=0094.100-0175.650 | Y=0277.270-0288.710 | 128 tông xi măng:
P=0181 | X=0445.610-0462.250 | Y=0279.390-0288.710 | 780
P=0181 | X=0505.390-0522.030 | Y=0279.390-0288.710 | 510
P=0181 | X=0115.490-0338.400 | Y=0294.820-0306.060 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0181 | X=0115.490-0392.680 | Y=0312.340-0323.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0181 | X=0115.490-0401.030 | Y=0330.340-0341.580 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0181 | X=0115.490-0418.070 | Y=0341.860-0353.100 | Khuyến đoạn từ Đường Nguyễn Phúc Chu đến Đường Trần Văn Xã
P=0181 | X=0115.490-0408.460 | Y=0353.380-0364.620 | (ngã tư Trường Nguyễn Khuyến) có hiện trạng là đường nhựa, bê
P=0181 | X=0115.490-0175.650 | Y=0364.900-0376.140 | tông xi măng:
P=0181 | X=0094.100-0338.660 | Y=0381.440-0393.440 | 129 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0181 | X=0445.610-0462.250 | Y=0381.440-0390.760 | 660
P=0181 | X=0505.390-0522.030 | Y=0381.440-0390.760 | 440
P=0181 | X=0115.490-0421.910 | Y=0399.720-0410.960 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0181 | X=0115.490-0149.010 | Y=0411.240-0422.480 | ≤600m.
P=0181 | X=0115.490-0338.660 | Y=0428.760-0440.000 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0181 | X=0115.490-0401.030 | Y=0446.760-0458.000 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0181 | X=0115.490-0418.060 | Y=0458.300-0469.540 | Khuyến đoạn từ Đường Nguyễn Phúc Chu đến Đường Trần Văn Xã
P=0181 | X=0115.490-0408.460 | Y=0469.820-0481.060 | (ngã tư Trường Nguyễn Khuyến) có hiện trạng là đường nhựa, bê
P=0181 | X=0094.100-0175.650 | Y=0481.340-0492.780 | 130 tông xi măng:
P=0181 | X=0445.610-0462.250 | Y=0483.460-0492.780 | 520
P=0181 | X=0505.390-0522.030 | Y=0483.460-0492.780 | 350
P=0181 | X=0115.490-0392.920 | Y=0498.860-0510.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0181 | X=0115.490-0339.130 | Y=0516.380-0527.620 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0181 | X=0115.490-0400.750 | Y=0534.410-0545.650 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0181 | X=0115.490-0395.980 | Y=0545.930-0557.170 | Đường Nguyễn Khuyến đoạn từ Đường Nguyễn Phúc Chu đến
P=0181 | X=0115.490-0415.660 | Y=0557.450-0568.690 | Đường Trần Văn Xã (ngã tư Trường Nguyễn Khuyến) có hiện trạng
P=0181 | X=0094.100-0261.830 | Y=0568.970-0580.410 | 131 là đường nhựa, bê tông xi măng:
P=0181 | X=0445.610-0462.250 | Y=0571.090-0580.410 | 780
P=0181 | X=0505.390-0522.030 | Y=0571.090-0580.410 | 510
P=0181 | X=0115.490-0338.400 | Y=0586.250-0597.490 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0181 | X=0115.490-0392.680 | Y=0603.770-0615.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0181 | X=0115.490-0400.750 | Y=0621.790-0633.030 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0181 | X=0115.490-0395.980 | Y=0633.310-0644.550 | Đường Nguyễn Khuyến đoạn từ Đường Nguyễn Phúc Chu đến
P=0181 | X=0115.490-0415.660 | Y=0644.830-0656.070 | Đường Trần Văn Xã (ngã tư Trường Nguyễn Khuyến) có hiện trạng
P=0181 | X=0115.490-0261.820 | Y=0656.350-0667.590 | là đường nhựa, bê tông xi măng;
P=0181 | X=0094.100-0110.740 | Y=0664.230-0673.550 | 132
P=0181 | X=0445.610-0462.250 | Y=0664.230-0673.550 | 660
P=0181 | X=0505.390-0522.030 | Y=0664.230-0673.550 | 440
P=0181 | X=0115.490-0338.660 | Y=0673.870-0685.110 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0181 | X=0115.490-0421.910 | Y=0691.390-0702.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0181 | X=0115.490-0149.010 | Y=0702.930-0714.170 | ≤600m.
P=0182 | X=0115.490-0338.660 | Y=0078.740-0089.980 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0182 | X=0115.490-0400.750 | Y=0096.740-0107.980 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0182 | X=0115.490-0395.980 | Y=0108.260-0119.500 | Đường Nguyễn Khuyến đoạn từ Đường Nguyễn Phúc Chu đến
P=0182 | X=0115.490-0415.660 | Y=0119.810-0131.050 | Đường Trần Văn Xã (ngã tư Trường Nguyễn Khuyến) có hiện trạng
P=0182 | X=0094.100-0261.820 | Y=0131.330-0142.770 | 133 là đường nhựa, bê tông xi măng:
P=0182 | X=0445.610-0462.250 | Y=0133.450-0142.770 | 520
P=0182 | X=0505.390-0522.030 | Y=0133.450-0142.770 | 350
P=0182 | X=0115.490-0392.920 | Y=0148.850-0160.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0182 | X=0115.490-0341.780 | Y=0166.370-0177.610 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0182 | X=0115.490-0147.250 | Y=0184.370-0195.610 | Đường
P=0182 | X=0182.710-0308.510 | Y=0190.130-0201.370 | Đường Trần Văn Xã (ngã tư
P=0182 | X=0310.680-0418.060 | Y=0195.650-0206.890 | Đường Bùi Trọng Nghĩa
P=0182 | X=0094.100-0149.890 | Y=0197.530-0206.850 | 134 Nguyễn
P=0182 | X=0437.450-0462.500 | Y=0197.530-0206.850 | 1.200
P=0182 | X=0505.390-0522.030 | Y=0197.530-0206.850 | 770
P=0182 | X=0182.710-0293.860 | Y=0201.430-0212.670 | Trường Nguyễn Khuyến)
P=0182 | X=0115.490-0149.410 | Y=0209.070-0218.390 | Khuyến
P=0182 | X=0115.490-0401.030 | Y=0225.190-0236.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0182 | X=0115.490-0388.790 | Y=0236.710-0247.950 | Khuyến đoạn từ Đường Trần Văn Xã (ngã tư Trường Nguyễn
P=0182 | X=0115.490-0415.030 | Y=0248.230-0259.470 | Khuyến) đến Đường Bùi Trọng Nghĩa có hiện trạng là đường nhựa,
P=0182 | X=0094.100-0189.570 | Y=0259.750-0271.190 | 135 bê tông xi măng:
P=0182 | X=0445.610-0462.250 | Y=0261.870-0271.190 | 780
P=0182 | X=0505.390-0522.030 | Y=0261.870-0271.190 | 510
P=0182 | X=0115.490-0338.400 | Y=0277.270-0288.510 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0182 | X=0115.490-0392.680 | Y=0294.820-0306.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0182 | X=0115.490-0401.030 | Y=0312.820-0324.060 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0182 | X=0115.490-0388.790 | Y=0324.340-0335.580 | Khuyến đoạn từ Đường Trần Văn Xã (ngã tư Trường Nguyễn
P=0182 | X=0115.490-0415.030 | Y=0335.860-0347.100 | Khuyến) đến Đường Bùi Trọng Nghĩa có hiện trạng là đường nhựa,
P=0182 | X=0115.490-0189.570 | Y=0347.380-0358.620 | bê tông xi măng:
P=0182 | X=0094.100-0338.660 | Y=0363.900-0376.140 | 136 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0182 | X=0445.610-0462.250 | Y=0363.900-0373.220 | 660
P=0182 | X=0505.390-0522.030 | Y=0363.900-0373.220 | 440
P=0182 | X=0115.490-0421.910 | Y=0382.200-0393.440 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0182 | X=0115.490-0149.010 | Y=0393.720-0404.960 | ≤600m.
P=0182 | X=0115.490-0338.660 | Y=0411.240-0422.480 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0182 | X=0115.490-0401.030 | Y=0429.240-0440.480 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0182 | X=0115.490-0388.790 | Y=0440.760-0452.000 | Khuyến đoạn từ Đường Trần Văn Xã (ngã tư Trường Nguyễn
P=0182 | X=0115.490-0415.030 | Y=0452.300-0463.540 | Khuyến) đến Đường Bùi Trọng Nghĩa có hiện trạng là đường nhựa,
P=0182 | X=0094.100-0189.570 | Y=0463.820-0475.260 | 137 bê tông xi măng:
P=0182 | X=0445.610-0462.250 | Y=0465.940-0475.260 | 520
P=0182 | X=0505.390-0522.030 | Y=0465.940-0475.260 | 350
P=0182 | X=0115.490-0392.920 | Y=0481.340-0492.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0182 | X=0115.490-0339.130 | Y=0498.860-0510.100 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0182 | X=0115.490-0400.750 | Y=0516.860-0528.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0182 | X=0115.490-0421.910 | Y=0528.380-0539.620 | Đường Nguyễn Khuyến đoạn từ đường Trần Văn Xã (ngã tư Trường
P=0182 | X=0115.490-0423.590 | Y=0539.930-0551.170 | Nguyễn Khuyến) đến Đường Bùi Trọng Nghĩa có hiện trạng là đường
P=0182 | X=0094.100-0218.600 | Y=0551.450-0562.890 | 138 nhựa, bê tông xi măng:
P=0182 | X=0445.610-0462.250 | Y=0553.570-0562.890 | 780
P=0182 | X=0505.390-0522.030 | Y=0553.570-0562.890 | 510
P=0182 | X=0115.490-0338.400 | Y=0568.970-0580.210 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0182 | X=0115.490-0392.680 | Y=0586.250-0597.490 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0182 | X=0115.490-0400.750 | Y=0604.250-0615.490 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0182 | X=0115.490-0423.590 | Y=0615.770-0627.010 | Đường Nguyễn Khuyến đoạn từ Đường Trần Văn Xã (ngã tư Trường
P=0182 | X=0115.490-0423.590 | Y=0627.310-0638.550 | Nguyễn Khuyến) đến Đường Bùi Trọng Nghĩa có hiện trạng là đường
P=0182 | X=0115.490-0218.600 | Y=0638.830-0650.070 | nhựa, bê tông xi măng:
P=0182 | X=0094.100-0338.660 | Y=0655.590-0667.590 | 139 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0182 | X=0445.610-0462.250 | Y=0655.590-0664.910 | 660
P=0182 | X=0505.390-0522.030 | Y=0655.590-0664.910 | 440
P=0182 | X=0115.490-0421.910 | Y=0673.870-0685.110 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0182 | X=0115.490-0149.010 | Y=0685.390-0696.630 | ≤600m.
P=0182 | X=0115.490-0338.660 | Y=0702.930-0714.170 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0183 | X=0115.490-0400.750 | Y=0078.740-0089.980 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0183 | X=0115.490-0423.580 | Y=0090.260-0101.500 | Đường Nguyễn Khuyến đoạn từ Đường Trần Văn Xã (ngã tư Trường
P=0183 | X=0115.490-0423.590 | Y=0101.780-0113.020 | Nguyễn Khuyến) đến Đường Bùi Trọng Nghĩa có hiện trạng là đường
P=0183 | X=0094.100-0218.600 | Y=0113.300-0124.740 | 140 nhựa, bê tông xi măng:
P=0183 | X=0445.610-0462.250 | Y=0115.420-0124.740 | 520
P=0183 | X=0505.390-0522.030 | Y=0115.420-0124.740 | 350
P=0183 | X=0115.490-0392.920 | Y=0130.850-0142.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0183 | X=0115.490-0341.780 | Y=0148.370-0159.610 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0183 | X=0115.490-0147.250 | Y=0166.370-0177.610 | Đường
P=0183 | X=0310.680-0415.900 | Y=0174.010-0183.330 | Giáp ranh xã Thiện Tân
P=0183 | X=0182.710-0290.100 | Y=0177.650-0188.890 | Đường Bùi Trọng Nghĩa
P=0183 | X=0094.100-0149.890 | Y=0179.530-0188.850 | 141 Nguyễn
P=0183 | X=0437.450-0462.500 | Y=0179.530-0188.850 | 1.200
P=0183 | X=0505.390-0522.030 | Y=0179.530-0188.850 | 770
P=0183 | X=0310.680-0327.960 | Y=0183.410-0194.650 | (cũ)
P=0183 | X=0115.490-0149.410 | Y=0191.050-0200.370 | Khuyến
P=0183 | X=0115.490-0401.030 | Y=0207.190-0218.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0183 | X=0115.490-0404.140 | Y=0218.710-0229.950 | Khuyến đoạn từ Đường Bùi Trọng Nghĩa đến Giáp ranh xã Thiện
P=0183 | X=0115.490-0362.170 | Y=0230.230-0241.470 | Tân (cũ) có hiện trạng là đường nhựa, bê tông xi măng:
P=0183 | X=0094.100-0110.740 | Y=0238.110-0247.430 | 142
P=0183 | X=0445.610-0462.250 | Y=0238.110-0247.430 | 780
P=0183 | X=0505.390-0522.030 | Y=0238.110-0247.430 | 510
P=0183 | X=0115.490-0338.400 | Y=0247.750-0258.990 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0183 | X=0115.490-0392.680 | Y=0265.270-0276.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0183 | X=0115.490-0401.030 | Y=0283.300-0294.540 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0183 | X=0115.490-0404.140 | Y=0294.820-0306.060 | Khuyến đoạn từ Đường Bùi Trọng Nghĩa đến Giáp ranh xã Thiện
P=0183 | X=0115.490-0362.170 | Y=0306.340-0317.580 | Tân (cũ) có hiện trạng là đường nhựa, bê tông xi măng:
P=0183 | X=0094.100-0338.660 | Y=0323.860-0337.940 | 143 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0183 | X=0445.610-0462.250 | Y=0328.620-0337.940 | 660
P=0183 | X=0505.390-0522.030 | Y=0328.620-0337.940 | 440
P=0183 | X=0115.490-0421.910 | Y=0341.380-0352.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0183 | X=0115.490-0149.010 | Y=0352.900-0364.140 | ≤600m.
P=0183 | X=0115.490-0338.660 | Y=0370.200-0381.440 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0183 | X=0115.490-0401.030 | Y=0388.200-0399.440 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0183 | X=0115.490-0404.140 | Y=0399.720-0410.960 | Khuyến đoạn từ Đường Bùi Trọng Nghĩa đến Giáp ranh xã Thiện
P=0183 | X=0115.490-0362.170 | Y=0411.240-0422.480 | Tân (cũ) có hiện trạng là đường nhựa, bê tông xi măng:
P=0183 | X=0094.100-0110.740 | Y=0419.120-0428.440 | 144
P=0183 | X=0445.610-0462.250 | Y=0419.120-0428.440 | 520
P=0183 | X=0505.390-0522.030 | Y=0419.120-0428.440 | 350
P=0183 | X=0115.490-0392.920 | Y=0428.760-0440.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0183 | X=0115.490-0339.130 | Y=0446.280-0457.520 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0183 | X=0115.490-0400.780 | Y=0464.300-0475.540 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0183 | X=0115.490-0410.140 | Y=0475.820-0487.060 | Đường Nguyễn Khuyến đoạn từ đường Bùi Trọng Nghĩa đến Giáp
P=0183 | X=0115.490-0395.480 | Y=0487.340-0498.580 | ranh xã Thiện Tân (cũ) có hiện trạng là đường nhựa, bê tông xi
P=0183 | X=0094.100-0143.490 | Y=0498.860-0510.300 | 145 măng:
P=0183 | X=0445.610-0462.250 | Y=0500.980-0510.300 | 780
P=0183 | X=0505.390-0522.030 | Y=0500.980-0510.300 | 510
P=0183 | X=0115.490-0338.400 | Y=0516.380-0527.620 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0183 | X=0115.490-0392.680 | Y=0533.930-0545.170 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0183 | X=0115.490-0400.750 | Y=0551.930-0563.170 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0183 | X=0115.490-0411.820 | Y=0563.450-0574.690 | Đường Nguyễn Khuyến đoạn từ Đường Bùi Trọng Nghĩa đến Giáp
P=0183 | X=0115.490-0395.480 | Y=0574.970-0586.210 | ranh xã Thiện Tân (cũ) có hiện trạng là đường nhựa, bê tông xi
P=0183 | X=0115.490-0143.490 | Y=0586.250-0597.490 | măng:
P=0183 | X=0094.100-0338.660 | Y=0603.010-0615.010 | 146 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0183 | X=0445.610-0462.250 | Y=0603.010-0612.330 | 660
P=0183 | X=0505.390-0522.030 | Y=0603.010-0612.330 | 440
P=0183 | X=0115.490-0421.910 | Y=0621.310-0632.550 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0183 | X=0115.490-0149.010 | Y=0632.830-0644.070 | ≤600m.
P=0183 | X=0115.490-0338.660 | Y=0650.350-0661.590 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0183 | X=0115.490-0400.750 | Y=0668.350-0679.590 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0183 | X=0115.490-0411.820 | Y=0679.870-0691.110 | Đường Nguyễn Khuyến đoạn từ Đường Bùi Trọng Nghĩa đều Giáp
P=0183 | X=0094.100-0110.740 | Y=0687.510-0696.830 | 147
P=0183 | X=0445.610-0462.250 | Y=0687.510-0696.830 | 520
P=0183 | X=0505.390-0522.030 | Y=0687.510-0696.830 | 350
P=0183 | X=0115.490-0395.480 | Y=0691.390-0702.630 | ranh xã Thiện Tân (cũ) có hiện trạng là đường nhựa, bê tông xi
P=0183 | X=0115.490-0143.490 | Y=0702.930-0714.170 | măng:
P=0184 | X=0115.490-0392.920 | Y=0078.740-0089.980 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0184 | X=0115.490-0341.780 | Y=0096.260-0107.500 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0184 | X=0115.490-0289.130 | Y=0114.290-0125.530 | Đường Hoàng Giáp phường Hố Nai và
P=0184 | X=0310.680-0406.490 | Y=0120.050-0131.290 | Đường Đoàn Văn Cự
P=0184 | X=0094.100-0110.740 | Y=0121.930-0131.250 | 148
P=0184 | X=0437.450-0462.500 | Y=0121.930-0131.250 | 1.200
P=0184 | X=0505.390-0522.030 | Y=0121.930-0131.250 | 770
P=0184 | X=0115.490-0153.970 | Y=0125.810-0137.050 | Văn Bổn
P=0184 | X=0182.710-0264.900 | Y=0125.810-0137.050 | phường Trảng Dài
P=0184 | X=0115.490-0416.600 | Y=0143.810-0155.050 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hoàng Văn
P=0184 | X=0115.490-0418.310 | Y=0155.330-0166.570 | Bổn đoạn từ Giáp phường Hố Nai và phường Trảng Dài đến Đường
P=0184 | X=0115.490-0386.430 | Y=0166.850-0178.090 | Đoàn Văn Cự có hiện trạng là đường nhựa, bê tông xi măng:
P=0184 | X=0094.100-0110.740 | Y=0174.730-0184.050 | 149
P=0184 | X=0445.610-0462.250 | Y=0174.730-0184.050 | 780
P=0184 | X=0505.390-0522.030 | Y=0174.730-0184.050 | 510
P=0184 | X=0115.490-0346.570 | Y=0184.370-0195.610 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0184 | X=0115.490-0392.680 | Y=0201.670-0212.910 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0184 | X=0115.490-0416.600 | Y=0219.670-0230.910 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hoàng Văn
P=0184 | X=0115.490-0418.310 | Y=0231.190-0242.430 | Bổn đoạn từ Giáp phường Hố Nai và phường Trảng Dài đến Đường
P=0184 | X=0115.490-0386.430 | Y=0242.710-0253.950 | Đoàn Văn Cự có hiện trạng là đường nhựa, bê tông xi măng:
P=0184 | X=0094.100-0347.040 | Y=0260.230-0274.550 | 150 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0184 | X=0445.610-0462.250 | Y=0265.230-0274.550 | 660
P=0184 | X=0505.390-0522.030 | Y=0265.230-0274.550 | 440
P=0184 | X=0115.490-0421.910 | Y=0277.750-0288.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0184 | X=0115.490-0157.170 | Y=0289.300-0300.540 | ≤1.000m.
P=0184 | X=0115.490-0338.660 | Y=0306.820-0318.060 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0184 | X=0115.490-0416.600 | Y=0324.820-0336.060 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hoàng Văn
P=0184 | X=0115.490-0418.310 | Y=0336.340-0347.580 | Bổn đoạn từ Giáp phường Hố Nai và phường Trảng Dài đến Đường
P=0184 | X=0115.490-0386.430 | Y=0347.860-0359.100 | Đoàn Văn Cự có hiện trạng là đường nhựa, bê tông xi măng:
P=0184 | X=0094.100-0110.740 | Y=0355.740-0365.060 | 151
P=0184 | X=0445.610-0462.250 | Y=0355.740-0365.060 | 520
P=0184 | X=0505.390-0522.030 | Y=0355.740-0365.060 | 350
P=0184 | X=0115.490-0392.920 | Y=0365.400-0376.640 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
