TABLE=055 | AREA=Xã Phú Lý | SECTION=agricultural | SEGMENTS=1
P=1839 | X=0324.360-0394.550 | Y=0456.140-0467.380 | Đường tỉnh 761
P=1839 | X=0324.360-0397.430 | Y=0467.660-0478.900 | (Đoạn từ ngã ba
P=1839 | X=0223.750-0322.280 | Y=0473.420-0484.660 | Đường tỉnh 761 (đoạn
P=1839 | X=0324.360-0400.070 | Y=0479.180-0490.420 | đường 322B đến
P=1839 | X=0099.410-0177.900 | Y=0484.940-0496.180 | 57 Đường 322B
P=1839 | X=0223.750-0308.610 | Y=0486.820-0496.140 | giáp ranh xã Trị An
P=1839 | X=0450.890-0467.530 | Y=0486.820-0496.140 | 220
P=1839 | X=0505.390-0522.030 | Y=0486.820-0496.140 | 180
P=1839 | X=0324.360-0401.270 | Y=0492.340-0501.660 | ranh Khu bảo tồn
P=1839 | X=0223.750-0304.400 | Y=0496.220-0507.460 | đến cầu suối Kóp)
P=1839 | X=0324.360-0398.620 | Y=0501.980-0513.220 | thiên nhiên - văn
P=1839 | X=0324.360-0388.930 | Y=0513.500-0524.740 | hóa Đồng Nai)
P=1839 | X=0120.050-0394.470 | Y=0531.260-0542.500 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 322B
P=1839 | X=0120.050-0402.220 | Y=0542.810-0554.050 | đoạn từ Đường tỉnh 761 (đoạn giáp ranh xã Trị An đến cầu suối
P=1839 | X=0120.050-0410.390 | Y=0554.330-0565.570 | Kóp) đến Đường tỉnh 761 (Đoạn từ ngã ba đường 322B đến ranh
P=1839 | X=0120.050-0409.980 | Y=0565.850-0577.090 | Khu bảo tồn thiên nhiên - văn hóa Đồng Nai) đã được đầu tư mặt
P=1839 | X=0099.410-0110.530 | Y=0573.730-0583.050 | 58
P=1839 | X=0450.890-0467.530 | Y=0573.730-0583.050 | 140
P=1839 | X=0505.390-0522.030 | Y=0573.730-0583.050 | 110
P=1839 | X=0120.050-0255.820 | Y=0577.370-0588.610 | đường nhựa, bê tông xi măng:
P=1839 | X=0120.050-0351.130 | Y=0594.890-0606.130 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1839 | X=0120.050-0397.240 | Y=0612.410-0623.650 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1839 | X=0120.050-0394.470 | Y=0630.190-0641.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 322B
P=1839 | X=0120.050-0402.220 | Y=0641.710-0652.950 | đoạn từ Đường tỉnh 761 (đoạn giáp ranh xã Trị An đến cầu suối
P=1839 | X=0120.050-0410.390 | Y=0653.230-0664.470 | Kóp) đến Đường tỉnh 761 (Đoạn từ ngã ba đường 322B đến ranh
P=1839 | X=0099.410-0409.980 | Y=0663.750-0675.750 | 59 Khu bảo tồn thiên nhiên - văn hóa Đồng Nai) đã được đầu tư mặt
P=1839 | X=0450.890-0467.530 | Y=0663.750-0673.070 | 110
P=1839 | X=0511.150-0522.270 | Y=0663.750-0673.070 | 90
P=1839 | X=0120.050-0255.820 | Y=0676.030-0687.270 | đường nhựa, bê tông xi măng:
P=1839 | X=0120.050-0351.600 | Y=0693.550-0704.790 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1840 | X=0120.050-0406.940 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1840 | X=0120.050-0181.170 | Y=0090.020-0101.260 | đến ≤1.000m.
P=1840 | X=0120.050-0343.220 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1840 | X=0120.050-0394.470 | Y=0125.330-0136.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 322B
P=1840 | X=0120.050-0402.220 | Y=0136.850-0148.090 | đoạn từ Đường tỉnh 761 (đoạn giáp ranh xã Trị An đến cầu suối
P=1840 | X=0120.050-0410.390 | Y=0148.370-0159.610 | Kóp) đến Đường tỉnh 761 (Đoạn từ ngã ba đường 322B đến ranh
P=1840 | X=0120.050-0409.980 | Y=0159.650-0170.890 | Khu bảo tồn thiên nhiên - văn hóa Đồng Nai) đã được đầu tư mặt
P=1840 | X=0099.410-0110.530 | Y=0167.530-0176.850 | 60
P=1840 | X=0456.650-0467.770 | Y=0167.530-0176.850 | 70
P=1840 | X=0511.150-0522.270 | Y=0167.530-0176.850 | 50
P=1840 | X=0120.050-0255.820 | Y=0171.170-0182.410 | đường nhựa, bê tông xi măng:
P=1840 | X=0120.050-0405.860 | Y=0188.690-0199.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1840 | X=0120.050-0343.690 | Y=0206.230-0217.470 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1840 | X=0120.050-0405.310 | Y=0223.990-0235.230 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1840 | X=0120.050-0403.910 | Y=0235.510-0246.750 | Đường 322B đoạn từ Đường tỉnh 761 (đoạn giáp ranh xã Trị An
P=1840 | X=0120.050-0401.500 | Y=0247.030-0258.270 | đến cầu suối Kóp) đến Đường tỉnh 761 (Đoạn từ ngã ba đường
P=1840 | X=0120.050-0400.530 | Y=0258.550-0269.790 | 322B đến ranh Khu bảo tồn thiên nhiên - văn hóa Đồng Nai) đã
P=1840 | X=0099.410-0110.540 | Y=0266.430-0275.750 | 61
P=1840 | X=0450.890-0467.530 | Y=0266.430-0275.750 | 140
P=1840 | X=0505.390-0522.030 | Y=0266.430-0275.750 | 110
P=1840 | X=0120.050-0333.610 | Y=0270.070-0281.310 | được đầu tư mặt đường nhựa, bê tông xi măng:
P=1840 | X=0120.050-0351.130 | Y=0287.620-0298.860 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1840 | X=0120.050-0397.240 | Y=0305.140-0316.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1840 | X=0120.050-0405.310 | Y=0322.900-0334.140 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1840 | X=0120.050-0403.910 | Y=0334.420-0345.660 | Đường 322B đoạn từ Đường tỉnh 761 (đoạn giáp ranh xã Trị An
P=1840 | X=0120.050-0401.500 | Y=0345.700-0356.940 | đến cầu suối Kóp) đến Đường tỉnh 761 (Đoạn từ ngã ba đường
P=1840 | X=0120.050-0400.530 | Y=0357.220-0368.460 | 322B đến ranh Khu bảo tồn thiên nhiên - văn hóa Đồng Nai) đã
P=1840 | X=0120.050-0333.610 | Y=0368.760-0380.000 | được đầu tư mặt đường nhựa, bê tông xi măng:
P=1840 | X=0099.410-0110.530 | Y=0379.760-0389.080 | 62
P=1840 | X=0450.890-0467.530 | Y=0379.760-0389.080 | 110
P=1840 | X=0511.150-0522.270 | Y=0379.760-0389.080 | 90
P=1840 | X=0120.050-0351.600 | Y=0386.280-0397.520 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1840 | X=0120.050-0406.940 | Y=0403.800-0415.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1840 | X=0120.050-0181.170 | Y=0415.320-0426.560 | đến ≤1.000m.
P=1840 | X=0120.050-0343.220 | Y=0432.840-0444.080 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1840 | X=0120.050-0405.310 | Y=0450.620-0461.860 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1840 | X=0120.050-0403.910 | Y=0462.140-0473.380 | Đường 322B đoạn từ Đường tỉnh 761 (đoạn giáp ranh xã Trị An
P=1840 | X=0120.050-0401.500 | Y=0473.660-0484.900 | đến cầu suối Kóp) đến Đường tỉnh 761 (Đoạn từ ngã ba đường
P=1840 | X=0120.050-0400.530 | Y=0485.180-0496.420 | 322B đến ranh Khu bảo tồn thiên nhiên - văn hóa Đồng Nai) đã
P=1840 | X=0099.410-0110.530 | Y=0493.060-0502.380 | 63
P=1840 | X=0456.650-0467.770 | Y=0493.060-0502.380 | 70
P=1840 | X=0511.150-0522.270 | Y=0493.060-0502.380 | 50
P=1840 | X=0120.050-0333.610 | Y=0496.460-0507.700 | được đầu tư mặt đường nhựa, bê tông xi măng:
P=1840 | X=0120.050-0405.860 | Y=0513.980-0525.220 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1840 | X=0120.050-0343.690 | Y=0531.500-0542.740 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1840 | X=0324.360-0394.550 | Y=0549.290-0560.530 | Đường tỉnh 761
P=1840 | X=0223.750-0322.280 | Y=0555.050-0566.290 | Đường tỉnh 761 (đoạn
P=1840 | X=0324.360-0395.920 | Y=0560.810-0572.050 | (đoạn từ Ngã tư
P=1840 | X=0223.750-0311.240 | Y=0566.570-0577.810 | hết chợ Phú Lý đến
P=1840 | X=0099.410-0177.900 | Y=0572.330-0583.570 | 64 Đường 322A
P=1840 | X=0324.360-0400.070 | Y=0572.330-0583.570 | đường 322A đến
P=1840 | X=0450.890-0467.530 | Y=0574.210-0583.530 | 220
P=1840 | X=0505.390-0522.030 | Y=0574.210-0583.530 | 180
P=1840 | X=0223.750-0309.490 | Y=0578.090-0589.330 | Trung tâm Văn hóa
P=1840 | X=0324.360-0387.820 | Y=0583.850-0595.090 | ngã ba đường
P=1840 | X=0223.750-0237.900 | Y=0591.490-0600.810 | xã)
P=1840 | X=0324.360-0351.010 | Y=0597.250-0606.570 | 322B)
P=1840 | X=0120.050-0394.470 | Y=0613.130-0624.370 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 322A
P=1840 | X=0120.050-0393.940 | Y=0624.670-0635.910 | đoạn từ Đường tỉnh 761 (đoạn hết chợ Phú Lý đến Trung tâm
P=1840 | X=0120.050-0399.030 | Y=0636.190-0647.430 | Văn hóa xã) đến Đường tỉnh 761 (đoạn từ Ngã tư đường 322A
P=1840 | X=0120.050-0399.580 | Y=0647.710-0658.950 | đến ngã ba đường 322B) đã được đầu tư mặt đường nhựa, bê
P=1840 | X=0099.410-0110.530 | Y=0655.590-0664.910 | 65
P=1840 | X=0450.890-0467.530 | Y=0655.590-0664.910 | 140
P=1840 | X=0505.390-0522.030 | Y=0655.590-0664.910 | 110
P=1840 | X=0120.050-0180.210 | Y=0659.230-0670.470 | tông xi măng:
P=1840 | X=0120.050-0351.130 | Y=0676.510-0687.750 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1840 | X=0120.050-0397.240 | Y=0694.030-0705.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1841 | X=0120.050-0394.470 | Y=0078.500-0089.740 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 322A
P=1841 | X=0120.050-0393.940 | Y=0090.020-0101.260 | đoạn từ Đường tỉnh 761 (đoạn hết chợ Phú Lý đến Trung tâm
P=1841 | X=0120.050-0399.030 | Y=0101.540-0112.780 | Văn hóa xã) đến Đường tỉnh 761 (đoạn từ Ngã tư đường 322A
P=1841 | X=0120.050-0399.580 | Y=0113.060-0124.300 | đến ngã ba đường 322B) đã được đầu tư mặt đường nhựa, bê
P=1841 | X=0120.050-0180.210 | Y=0124.610-0135.850 | tông xi măng:
P=1841 | X=0099.410-0110.530 | Y=0135.370-0144.690 | 66
P=1841 | X=0450.890-0467.530 | Y=0135.370-0144.690 | 110
P=1841 | X=0511.150-0522.270 | Y=0135.370-0144.690 | 90
P=1841 | X=0120.050-0351.600 | Y=0142.130-0153.370 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1841 | X=0120.050-0406.940 | Y=0159.410-0170.650 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1841 | X=0120.050-0181.170 | Y=0170.930-0182.170 | đến ≤1.000m.
P=1841 | X=0120.050-0343.220 | Y=0188.450-0199.690 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1841 | X=0120.050-0394.470 | Y=0206.230-0217.470 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 322A
P=1841 | X=0120.050-0393.940 | Y=0217.750-0228.990 | đoạn từ Đường tỉnh 761 (đoạn hết chợ Phú Lý đến Trung tâm
P=1841 | X=0120.050-0399.030 | Y=0229.270-0240.510 | Văn hóa xã) đến Đường tỉnh 761 (đoạn từ Ngã tư đường 322A
P=1841 | X=0120.050-0399.580 | Y=0240.790-0252.030 | đến ngã ba đường 322B) đã được đầu tư mặt đường nhựa, bê
P=1841 | X=0099.410-0110.530 | Y=0248.670-0257.990 | 67
P=1841 | X=0456.650-0467.770 | Y=0248.670-0257.990 | 70
P=1841 | X=0511.150-0522.270 | Y=0248.670-0257.990 | 50
P=1841 | X=0120.050-0180.210 | Y=0252.310-0263.550 | tông xi măng:
P=1841 | X=0120.050-0405.860 | Y=0269.830-0281.070 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1841 | X=0120.050-0343.700 | Y=0287.380-0298.620 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1841 | X=0120.050-0405.310 | Y=0305.140-0316.380 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1841 | X=0120.050-0406.310 | Y=0316.660-0327.900 | Đường 322A đoạn từ Đường tỉnh 761 (đoạn hết chợ Phú Lý đến
P=1841 | X=0120.050-0388.720 | Y=0327.940-0339.180 | Trung tâm Văn hóa xã) đến Đường tỉnh 761 (đoạn từ Ngã tư
P=1841 | X=0120.050-0383.100 | Y=0339.460-0350.700 | đường 322A đến ngã ba đường 322B) đã được đầu tư mặt
P=1841 | X=0099.410-0110.530 | Y=0347.340-0356.660 | 68
P=1841 | X=0450.890-0467.530 | Y=0347.340-0356.660 | 140
P=1841 | X=0505.390-0522.030 | Y=0347.340-0356.660 | 110
P=1841 | X=0120.050-0255.820 | Y=0350.980-0362.220 | đường nhựa, bê tông xi măng:
P=1841 | X=0120.050-0351.130 | Y=0368.520-0379.760 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1841 | X=0120.050-0397.240 | Y=0386.040-0397.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1841 | X=0120.050-0405.310 | Y=0403.800-0415.040 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1841 | X=0120.050-0406.310 | Y=0415.320-0426.560 | Đường 322A đoạn từ Đường tỉnh 761 (đoạn hết chợ Phú Lý đến
P=1841 | X=0120.050-0388.720 | Y=0426.840-0438.080 | Trung tâm Văn hóa xã) đến Đường tỉnh 761 (đoạn từ Ngã tư
P=1841 | X=0120.050-0383.100 | Y=0438.360-0449.600 | đường 322A đến ngã ba đường 322B) đã được đầu tư mặt
P=1841 | X=0120.050-0255.820 | Y=0449.900-0461.140 | đường nhựa, bê tông xi măng:
P=1841 | X=0099.410-0110.530 | Y=0460.660-0469.980 | 69
P=1841 | X=0450.890-0467.530 | Y=0460.660-0469.980 | 110
P=1841 | X=0511.150-0522.270 | Y=0460.660-0469.980 | 90
P=1841 | X=0120.050-0351.600 | Y=0467.420-0478.660 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1841 | X=0120.050-0406.940 | Y=0484.940-0496.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1841 | X=0120.050-0181.170 | Y=0496.220-0507.460 | đến ≤1.000m.
P=1841 | X=0120.050-0343.220 | Y=0513.740-0524.980 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1841 | X=0120.050-0405.310 | Y=0531.500-0542.740 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1841 | X=0120.050-0406.310 | Y=0543.050-0554.290 | Đường 322A đoạn từ Đường tỉnh 761 (đoạn hết chợ Phú Lý đến
P=1841 | X=0120.050-0388.730 | Y=0554.570-0565.810 | Trung tâm Văn hóa xã) đến Đường tỉnh 761 (đoạn từ Ngã tư
P=1841 | X=0120.050-0383.100 | Y=0566.090-0577.330 | đường 322A đến ngã ba đường 322B) đã được đầu tư mặt
P=1841 | X=0099.410-0110.530 | Y=0573.970-0583.290 | 70
P=1841 | X=0456.650-0467.770 | Y=0573.970-0583.290 | 70
P=1841 | X=0511.150-0522.270 | Y=0573.970-0583.290 | 50
P=1841 | X=0120.050-0255.820 | Y=0577.610-0588.850 | đường nhựa, bê tông xi măng:
P=1841 | X=0120.050-0405.860 | Y=0595.130-0606.370 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1841 | X=0120.050-0343.690 | Y=0612.650-0623.890 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1841 | X=0324.360-0405.020 | Y=0630.430-0641.670 | Đường Lý Lịch 2 -
P=1841 | X=0099.410-0209.680 | Y=0641.950-0653.190 | 71 Đường Trảng Tranh
P=1841 | X=0223.750-0293.950 | Y=0641.950-0653.190 | Đường tỉnh 761
P=1841 | X=0324.360-0394.050 | Y=0643.830-0653.150 | Bình Chánh (xã
P=1841 | X=0450.890-0467.530 | Y=0643.830-0653.150 | 200
P=1841 | X=0505.390-0522.030 | Y=0643.830-0653.150 | 170
P=1841 | X=0324.360-0358.910 | Y=0655.350-0664.670 | Phú Lý)
P=1841 | X=0120.050-0397.430 | Y=0671.230-0682.470 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trảng
P=1841 | X=0120.050-0382.530 | Y=0682.510-0693.750 | Tranh đoạn từ Đường tỉnh 761 đến Đường Lý Lịch 2 - Bình
P=1841 | X=0099.410-0110.530 | Y=0690.150-0699.470 | 72
P=1841 | X=0450.890-0467.530 | Y=0690.150-0699.470 | 130
P=1841 | X=0505.390-0522.030 | Y=0690.150-0699.470 | 100
P=1841 | X=0120.050-0402.910 | Y=0694.030-0705.270 | Chánh (xã Phú Lý) đã được đầu tư mặt đường nhựa, bê tông xi
P=1841 | X=0120.050-0148.050 | Y=0705.570-0716.810 | măng:
P=1842 | X=0120.050-0351.170 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1842 | X=0120.050-0397.240 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1842 | X=0120.050-0397.430 | Y=0113.780-0125.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trảng
P=1842 | X=0120.050-0382.530 | Y=0125.330-0136.570 | Tranh đoạn từ Đường tỉnh 761 đến Đường Lý Lịch 2 - Bình
P=1842 | X=0120.050-0402.910 | Y=0136.850-0148.090 | Chánh (xã Phú Lý) đã được đầu tư mặt đường nhựa, bê tông xi
P=1842 | X=0120.050-0148.050 | Y=0148.370-0159.610 | măng:
P=1842 | X=0099.410-0351.600 | Y=0164.890-0176.890 | 73 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1842 | X=0450.890-0467.530 | Y=0164.890-0174.210 | 100
P=1842 | X=0511.150-0522.270 | Y=0164.890-0174.210 | 80
P=1842 | X=0120.050-0406.940 | Y=0183.170-0194.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1842 | X=0120.050-0181.170 | Y=0194.690-0205.930 | đến ≤1.000m.
P=1842 | X=0120.050-0343.220 | Y=0212.230-0223.470 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1842 | X=0120.050-0397.430 | Y=0229.990-0241.230 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trảng
P=1842 | X=0120.050-0382.530 | Y=0241.510-0252.750 | Tranh đoạn từ Đường tỉnh 761 đến Đường Lý Lịch 2 - Bình
P=1842 | X=0120.050-0402.910 | Y=0253.030-0264.270 | Chánh (xã Phú Lý) đã được đầu tư mặt đường nhựa, bê tông xi
P=1842 | X=0099.410-0148.050 | Y=0264.550-0275.990 | 74 măng:
P=1842 | X=0456.650-0467.770 | Y=0266.670-0275.990 | 60
P=1842 | X=0511.150-0522.270 | Y=0266.670-0275.990 | 50
P=1842 | X=0120.050-0405.860 | Y=0282.100-0293.340 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1842 | X=0120.050-0343.690 | Y=0299.620-0310.860 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1842 | X=0120.050-0405.310 | Y=0317.380-0328.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1842 | X=0120.050-0408.230 | Y=0328.900-0340.140 | Đường Trảng Tranh đoạn từ Đường tỉnh 761 đến Đường Lý Lịch
P=1842 | X=0120.050-0408.700 | Y=0340.420-0351.660 | 2 - Bình Chánh (xã Phú Lý) đã được đầu tư mặt đường nhựa, bê
P=1842 | X=0099.410-0180.210 | Y=0351.700-0363.140 | 75 tông xi măng:
P=1842 | X=0450.890-0467.530 | Y=0353.820-0363.140 | 130
P=1842 | X=0505.390-0522.030 | Y=0353.820-0363.140 | 100
P=1842 | X=0120.050-0351.130 | Y=0369.240-0380.480 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1842 | X=0120.050-0397.240 | Y=0386.760-0398.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1842 | X=0120.050-0405.310 | Y=0404.520-0415.760 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1842 | X=0120.050-0408.230 | Y=0416.040-0427.280 | Đường Trảng Tranh đoạn từ Đường tỉnh 761 đến Đường Lý Lịch
P=1842 | X=0120.050-0408.700 | Y=0427.560-0438.800 | 2 - Bình Chánh (xã Phú Lý) đã được đầu tư mặt đường nhựa, bê
P=1842 | X=0120.050-0180.210 | Y=0439.080-0450.320 | tông xi măng:
P=1842 | X=0099.410-0351.600 | Y=0455.620-0467.860 | 76 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1842 | X=0450.890-0467.530 | Y=0455.620-0464.940 | 100
P=1842 | X=0511.150-0522.270 | Y=0455.620-0464.940 | 80
P=1842 | X=0120.050-0406.940 | Y=0474.140-0485.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1842 | X=0120.050-0181.170 | Y=0485.660-0496.900 | đến ≤1.000m.
P=1842 | X=0120.050-0343.220 | Y=0503.180-0514.420 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1842 | X=0120.050-0405.310 | Y=0520.940-0532.180 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1842 | X=0120.050-0408.230 | Y=0532.220-0543.460 | Đường Trảng Tranh đoạn từ Đường tỉnh 761 đến Đường Lý Lịch
P=1842 | X=0120.050-0408.700 | Y=0543.770-0555.010 | 2 - Bình Chánh (xã Phú Lý) đã được đầu tư mặt đường nhựa, bê
P=1842 | X=0099.410-0180.210 | Y=0555.290-0566.730 | 77 tông xi măng:
P=1842 | X=0456.650-0467.770 | Y=0557.410-0566.730 | 60
P=1842 | X=0511.150-0522.270 | Y=0557.410-0566.730 | 50
P=1842 | X=0120.050-0405.860 | Y=0572.810-0584.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1842 | X=0120.050-0343.690 | Y=0590.330-0601.570 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1842 | X=0223.750-0323.960 | Y=0608.090-0619.330 | Đường tỉnh 761 (Đoạn
P=1842 | X=0120.050-0200.710 | Y=0613.850-0625.090 | Đường Lý Lịch 2 -
P=1842 | X=0324.360-0405.590 | Y=0615.730-0625.050 | Ranh code 62 của
P=1842 | X=0223.750-0321.560 | Y=0619.630-0630.870 | tiếp theo đến cầu suối
P=1842 | X=0099.410-0110.530 | Y=0621.510-0630.830 | 78
P=1842 | X=0450.890-0467.530 | Y=0621.510-0630.830 | 220
P=1842 | X=0505.390-0522.030 | Y=0621.510-0630.830 | 180
P=1842 | X=0120.050-0172.930 | Y=0627.270-0636.590 | Bình Chánh
P=1842 | X=0324.360-0366.940 | Y=0627.270-0636.590 | Hồ Trị An
P=1842 | X=0223.750-0244.870 | Y=0633.030-0642.350 | Kóp)
P=1842 | X=0120.050-0411.330 | Y=0648.910-0660.150 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lý Lịch 2
P=1842 | X=0120.050-0398.630 | Y=0660.430-0671.670 | - Bình Chánh đoạn từ Đường tỉnh 761 (Đoạn tiếp theo đến cầu
P=1842 | X=0099.410-0402.540 | Y=0671.950-0686.030 | 79 suối Kóp) đến Ranh code 62 của Hồ Trị An đã được đầu tư mặt
P=1842 | X=0450.890-0467.530 | Y=0676.710-0686.030 | 140
P=1842 | X=0505.390-0522.030 | Y=0676.710-0686.030 | 110
P=1842 | X=0120.050-0255.820 | Y=0683.470-0694.710 | đường nhựa, bê tông xi măng:
P=1842 | X=0120.050-0351.130 | Y=0700.770-0712.010 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1843 | X=0120.050-0397.240 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1843 | X=0120.050-0411.330 | Y=0096.260-0107.500 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lý Lịch 2
P=1843 | X=0120.050-0398.630 | Y=0107.780-0119.020 | - Bình Chánh đoạn từ Đường tỉnh 761 (Đoạn tiếp theo đến cầu
P=1843 | X=0120.050-0402.540 | Y=0119.330-0130.570 | suối Kóp) đến Ranh code 62 của Hồ Trị An đã được đầu tư mặt
P=1843 | X=0120.050-0255.820 | Y=0130.850-0142.090 | đường nhựa, bê tông xi măng:
P=1843 | X=0099.410-0351.600 | Y=0147.370-0159.610 | 80 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1843 | X=0450.890-0467.530 | Y=0147.370-0156.690 | 110
P=1843 | X=0511.150-0522.270 | Y=0147.370-0156.690 | 90
P=1843 | X=0120.050-0406.940 | Y=0165.650-0176.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1843 | X=0120.050-0181.170 | Y=0177.170-0188.410 | đến ≤1.000m.
P=1843 | X=0120.050-0343.230 | Y=0194.690-0205.930 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1843 | X=0120.050-0411.330 | Y=0212.470-0223.710 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lý Lịch 2
P=1843 | X=0120.050-0398.630 | Y=0223.990-0235.230 | - Bình Chánh đoạn từ Đường tỉnh 761 (Đoạn tiếp theo đến cầu
P=1843 | X=0120.050-0402.540 | Y=0235.510-0246.750 | suối Kóp) đến Ranh code 62 của Hồ Trị An đã được đầu tư mặt
P=1843 | X=0099.410-0255.820 | Y=0247.030-0258.470 | 81 đường nhựa, bê tông xi măng:
P=1843 | X=0456.650-0467.770 | Y=0249.150-0258.470 | 70
P=1843 | X=0511.150-0522.270 | Y=0249.150-0258.470 | 50
P=1843 | X=0120.050-0405.860 | Y=0264.550-0275.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1843 | X=0120.050-0343.690 | Y=0282.100-0293.340 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1843 | X=0120.050-0405.310 | Y=0299.860-0311.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1843 | X=0120.050-0396.220 | Y=0311.380-0322.620 | Đường Lý Lịch 2 - Bình Chánh đoạn từ Đường tỉnh 761 (Đoạn
P=1843 | X=0120.050-0404.380 | Y=0322.900-0334.140 | tiếp theo đến cầu suối Kóp) đến Ranh code 62 của Hồ Trị An đã
P=1843 | X=0099.410-0333.610 | Y=0334.420-0345.860 | 82 được đầu tư mặt đường nhựa, bê tông xi măng:
P=1843 | X=0450.890-0467.530 | Y=0336.540-0345.860 | 140
P=1843 | X=0505.390-0522.030 | Y=0336.540-0345.860 | 110
P=1843 | X=0120.050-0351.130 | Y=0351.700-0362.940 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
