TABLE=043 | AREA=Xã Định Quán | SECTION=agricultural | SEGMENTS=1
P=1526 | X=0505.390-0522.030 | Y=0162.490-0171.810 | 220
P=1526 | X=0112.370-0389.800 | Y=0177.650-0188.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1526 | X=0112.370-0336.010 | Y=0195.170-0206.410 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1526 | X=0112.370-0397.630 | Y=0213.190-0224.430 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1526 | X=0112.370-0400.070 | Y=0224.710-0235.950 | Quốc lộ 20 đoạn từ Ngã tư Trạm y tế thị trấn Định Quán (cũ) đến
P=1526 | X=0112.370-0403.270 | Y=0236.230-0247.470 | Giáp chi nhánh Điện lực Định Quán có hiện trạng là đường nhựa,
P=1526 | X=0092.420-0186.450 | Y=0247.750-0259.190 | 243 bê tông xi măng:
P=1526 | X=0452.090-0468.730 | Y=0249.870-0259.190 | 380
P=1526 | X=0505.390-0522.030 | Y=0249.870-0259.190 | 350
P=1526 | X=0112.370-0335.280 | Y=0265.270-0276.510 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1526 | X=0112.370-0389.560 | Y=0282.820-0294.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1526 | X=0112.370-0397.630 | Y=0300.820-0312.060 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1526 | X=0112.370-0400.070 | Y=0312.340-0323.580 | Quốc lộ 20 đoạn từ Ngã tư Trạm y tế thị trấn Định Quán (cũ) đến
P=1526 | X=0112.370-0403.270 | Y=0323.860-0335.100 | Giáp chi nhánh Điện lực Định Quán có hiện trạng là đường nhựa,
P=1526 | X=0112.370-0186.450 | Y=0335.380-0346.620 | bê tông xi măng:
P=1526 | X=0092.420-0335.540 | Y=0351.900-0364.140 | 244 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1526 | X=0452.090-0468.730 | Y=0351.900-0361.220 | 300
P=1526 | X=0505.390-0522.030 | Y=0351.900-0361.220 | 290
P=1526 | X=0112.370-0399.260 | Y=0370.200-0381.440 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=1526 | X=0112.370-0165.330 | Y=0381.720-0392.960 | đến ≤600m.
P=1526 | X=0112.370-0335.540 | Y=0399.240-0410.480 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1526 | X=0112.370-0397.630 | Y=0417.240-0428.480 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1526 | X=0112.370-0400.070 | Y=0428.760-0440.000 | Quốc lộ 20 đoạn từ Ngã tư Trạm y tế thị trấn Định Quán (cũ) đến
P=1526 | X=0112.370-0403.270 | Y=0440.280-0451.520 | Giáp chi nhánh Điện lực Định Quán có hiện trạng là đường nhựa,
P=1526 | X=0092.420-0186.450 | Y=0451.820-0463.260 | 245 bê tông xi măng:
P=1526 | X=0452.090-0468.730 | Y=0453.940-0463.260 | 220
P=1526 | X=0505.390-0522.030 | Y=0453.940-0463.260 | 220
P=1526 | X=0112.370-0389.800 | Y=0469.340-0480.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1526 | X=0112.370-0336.010 | Y=0486.860-0498.100 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1526 | X=0198.070-0288.910 | Y=0504.860-0516.100 | Giáp chi nhánh Điện
P=1526 | X=0092.420-0160.930 | Y=0512.500-0521.820 | 246 Quốc lộ 20
P=1526 | X=0292.200-0339.570 | Y=0512.500-0521.820 | Cầu Trắng
P=1526 | X=0452.090-0468.730 | Y=0512.500-0521.820 | 570
P=1526 | X=0505.390-0522.030 | Y=0512.500-0521.820 | 500
P=1526 | X=0198.070-0262.720 | Y=0516.380-0527.620 | lực Định Quán
P=1526 | X=0112.370-0402.460 | Y=0534.410-0545.650 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 20 đoạn
P=1526 | X=0112.370-0387.350 | Y=0545.930-0557.170 | từ Giáp chi nhánh Điện lực Định Quán đến Cầu Trắng có hiện
P=1526 | X=0112.370-0284.150 | Y=0557.450-0568.690 | trạng là đường nhựa, bê tông xi măng:
P=1526 | X=0092.420-0109.090 | Y=0565.330-0574.650 | 247
P=1526 | X=0452.090-0468.730 | Y=0565.330-0574.650 | 380
P=1526 | X=0505.390-0522.030 | Y=0565.330-0574.650 | 350
P=1526 | X=0112.370-0335.280 | Y=0574.970-0586.210 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1526 | X=0112.370-0389.570 | Y=0592.250-0603.490 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1526 | X=0112.370-0402.460 | Y=0610.250-0621.490 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 20 đoạn
P=1526 | X=0112.370-0387.350 | Y=0621.790-0633.030 | từ Giáp chi nhánh Điện lực Định Quán đến Cầu Trắng có hiện
P=1526 | X=0112.370-0284.150 | Y=0633.310-0644.550 | trạng là đường nhựa, bê tông xi măng:
P=1526 | X=0092.420-0335.540 | Y=0650.830-0665.150 | 248 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1526 | X=0452.090-0468.730 | Y=0655.830-0665.150 | 300
P=1526 | X=0505.390-0522.030 | Y=0655.830-0665.150 | 290
P=1526 | X=0112.370-0399.260 | Y=0668.350-0679.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=1526 | X=0112.370-0165.330 | Y=0679.870-0691.110 | đến ≤600m.
P=1526 | X=0112.370-0335.540 | Y=0697.390-0708.630 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1527 | X=0112.370-0402.460 | Y=0078.740-0089.980 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 20 đoạn
P=1527 | X=0112.370-0387.350 | Y=0090.260-0101.500 | từ Giáp chi nhánh Điện lực Định Quán đến Cầu Trắng có hiện
P=1527 | X=0112.370-0284.160 | Y=0101.780-0113.020 | trạng là đường nhựa, bê tông xi măng:
P=1527 | X=0092.420-0109.060 | Y=0109.660-0118.980 | 249
P=1527 | X=0452.090-0468.730 | Y=0109.660-0118.980 | 220
P=1527 | X=0505.390-0522.030 | Y=0109.660-0118.980 | 220
P=1527 | X=0112.370-0389.800 | Y=0119.330-0130.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1527 | X=0112.370-0336.010 | Y=0136.850-0148.090 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1527 | X=0112.370-0397.630 | Y=0154.850-0166.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1527 | X=0112.370-0399.350 | Y=0166.370-0177.610 | Quốc lộ 20 đoạn từ Giáp chi nhánh Điện lực Định Quán đến Cầu
P=1527 | X=0112.370-0348.250 | Y=0177.650-0188.890 | Trắng có hiện trạng là đường nhựa, bê tông xi măng:
P=1527 | X=0092.420-0109.060 | Y=0185.530-0194.850 | 250
P=1527 | X=0452.090-0468.730 | Y=0185.530-0194.850 | 380
P=1527 | X=0505.390-0522.030 | Y=0185.530-0194.850 | 350
P=1527 | X=0112.370-0335.280 | Y=0195.170-0206.410 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1527 | X=0112.370-0389.560 | Y=0212.710-0223.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1527 | X=0112.370-0397.630 | Y=0230.710-0241.950 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1527 | X=0112.370-0399.350 | Y=0242.230-0253.470 | Quốc lộ 20 đoạn từ Giáp chi nhánh Điện lực Định Quán đến Cầu
P=1527 | X=0112.370-0348.250 | Y=0253.750-0264.990 | Trắng có hiện trạng là đường nhựa, bê tông xi măng:
P=1527 | X=0092.420-0335.540 | Y=0271.270-0285.590 | 251 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1527 | X=0452.090-0468.730 | Y=0276.270-0285.590 | 300
P=1527 | X=0505.390-0522.030 | Y=0276.270-0285.590 | 290
P=1527 | X=0112.370-0399.260 | Y=0288.820-0300.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=1527 | X=0112.370-0165.330 | Y=0300.340-0311.580 | đến ≤600m.
P=1527 | X=0112.370-0335.540 | Y=0317.860-0329.100 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1527 | X=0112.370-0397.630 | Y=0335.860-0347.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1527 | X=0112.370-0399.350 | Y=0347.380-0358.620 | Quốc lộ 20 đoạn từ Giáp chi nhánh Điện lực Định Quán đến Cầu
P=1527 | X=0112.370-0348.250 | Y=0358.900-0370.140 | Trắng có hiện trạng là đường nhựa, bê tông xi măng:
P=1527 | X=0092.420-0109.060 | Y=0366.780-0376.100 | 252
P=1527 | X=0452.090-0468.730 | Y=0366.780-0376.100 | 220
P=1527 | X=0505.390-0522.030 | Y=0366.780-0376.100 | 220
P=1527 | X=0112.370-0389.800 | Y=0376.200-0387.440 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1527 | X=0112.370-0336.010 | Y=0393.720-0404.960 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1527 | X=0292.200-0394.780 | Y=0411.720-0422.960 | Hết ranh xã Định Quán
P=1527 | X=0092.420-0160.930 | Y=0413.600-0422.920 | 253 Quốc lộ 20
P=1527 | X=0198.070-0245.460 | Y=0413.600-0422.920 | Cầu Trắng
P=1527 | X=0452.090-0468.730 | Y=0413.600-0422.920 | 570
P=1527 | X=0505.390-0522.030 | Y=0413.600-0422.920 | 500
P=1527 | X=0112.370-0402.460 | Y=0429.720-0440.960 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 20 đoạn
P=1527 | X=0112.370-0400.540 | Y=0441.240-0452.480 | từ Cầu Trắng đến Hết ranh xã Định Quán có hiện trạng là đường
P=1527 | X=0112.370-0215.480 | Y=0452.780-0464.020 | nhựa, bê tông xi măng:
P=1527 | X=0092.420-0109.060 | Y=0460.660-0469.980 | 254
P=1527 | X=0452.090-0468.730 | Y=0460.660-0469.980 | 380
P=1527 | X=0505.390-0522.030 | Y=0460.660-0469.980 | 350
P=1527 | X=0112.370-0332.250 | Y=0470.300-0481.540 | - Có bề rộng ≥5m, cách đường giao thông ≤600m
P=1527 | X=0112.370-0389.560 | Y=0487.820-0499.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1527 | X=0112.370-0402.460 | Y=0505.820-0517.060 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 20 đoạn
P=1527 | X=0112.370-0400.540 | Y=0517.340-0528.580 | từ Cầu Trắng đến Hết ranh xã Định Quán có hiện trạng là đường
P=1527 | X=0112.370-0215.500 | Y=0528.860-0540.100 | nhựa, bê tông xi măng:
P=1527 | X=0092.420-0335.540 | Y=0546.410-0560.490 | 255 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1527 | X=0452.090-0468.730 | Y=0551.170-0560.490 | 300
P=1527 | X=0505.390-0522.030 | Y=0551.170-0560.490 | 290
P=1527 | X=0112.370-0399.260 | Y=0563.930-0575.170 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=1527 | X=0112.370-0165.330 | Y=0575.450-0586.690 | đến ≤600m.
P=1527 | X=0112.370-0335.540 | Y=0592.970-0604.210 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1527 | X=0112.370-0402.460 | Y=0610.970-0622.210 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 20 đoạn
P=1527 | X=0112.370-0400.540 | Y=0622.270-0633.510 | từ Cầu Trắng đến Hết ranh xã Định Quán có hiện trạng là đường
P=1527 | X=0112.370-0215.480 | Y=0633.790-0645.030 | nhựa, bê tông xi măng:
P=1527 | X=0092.420-0109.060 | Y=0641.670-0650.990 | 256
P=1527 | X=0452.090-0468.730 | Y=0641.670-0650.990 | 220
P=1527 | X=0505.390-0522.030 | Y=0641.670-0650.990 | 220
P=1527 | X=0112.370-0389.800 | Y=0651.310-0662.550 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1527 | X=0112.370-0336.010 | Y=0668.830-0680.070 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1527 | X=0112.370-0397.660 | Y=0686.830-0698.070 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1527 | X=0092.420-0109.060 | Y=0694.470-0703.790 | 257
P=1527 | X=0452.090-0468.730 | Y=0694.470-0703.790 | 380
P=1527 | X=0505.390-0522.030 | Y=0694.470-0703.790 | 350
P=1527 | X=0112.370-0407.740 | Y=0698.350-0709.590 | Quốc lộ 20 đoạn từ Cầu Trắng đến Hết ranh xã Định Quán có hiện
P=1528 | X=0112.370-0284.150 | Y=0072.740-0083.980 | trạng là đường nhựa, bê tông xi măng:
P=1528 | X=0112.370-0335.280 | Y=0090.260-0101.500 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1528 | X=0112.370-0389.560 | Y=0107.780-0119.020 | - Cỏ bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1528 | X=0112.370-0397.630 | Y=0125.810-0137.050 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1528 | X=0112.370-0407.740 | Y=0137.330-0148.570 | Quốc lộ 20 đoạn từ Cầu Trắng đến Hết ranh xã Định Quán có hiện
P=1528 | X=0112.370-0284.150 | Y=0148.850-0160.090 | trạng là đường nhựa, bê tông xi măng:
P=1528 | X=0092.420-0335.540 | Y=0166.370-0180.450 | 258 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1528 | X=0452.090-0468.730 | Y=0171.130-0180.450 | 300
P=1528 | X=0505.390-0522.030 | Y=0171.130-0180.450 | 290
P=1528 | X=0112.370-0399.260 | Y=0183.650-0194.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=1528 | X=0112.370-0165.330 | Y=0195.170-0206.410 | đến ≤600m.
P=1528 | X=0112.370-0335.540 | Y=0212.710-0223.950 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1528 | X=0112.370-0397.630 | Y=0230.710-0241.950 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1528 | X=0112.370-0407.740 | Y=0242.230-0253.470 | Quốc lộ 20 đoạn từ Cầu Trắng đến Hết ranh xã Định Quán có hiện
P=1528 | X=0112.370-0284.150 | Y=0253.750-0264.990 | trạng là đường nhựa, bê tông xi măng:
P=1528 | X=0092.420-0109.060 | Y=0261.630-0270.950 | 259
P=1528 | X=0452.090-0468.730 | Y=0261.630-0270.950 | 220
P=1528 | X=0505.390-0522.030 | Y=0261.630-0270.950 | 220
P=1528 | X=0112.370-0389.800 | Y=0271.270-0282.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1528 | X=0112.370-0336.010 | Y=0288.820-0300.060 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1528 | X=0112.370-0170.300 | Y=0306.820-0318.060 | Đường Cách
P=1528 | X=0198.070-0377.510 | Y=0312.580-0323.820 | Đường Nguyễn Trãi Đường Ngô Quyền
P=1528 | X=0092.420-0109.060 | Y=0314.460-0323.780 | 260
P=1528 | X=0452.090-0468.730 | Y=0314.460-0323.780 | 570
P=1528 | X=0505.390-0522.030 | Y=0314.460-0323.780 | 500
P=1528 | X=0112.370-0177.010 | Y=0320.220-0329.540 | Mạng Tháng 8
P=1528 | X=0112.370-0386.850 | Y=0336.340-0347.580 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Cách
P=1528 | X=0112.370-0380.850 | Y=0347.860-0359.100 | Mạng Tháng 8 đoạn từ Đường Nguyễn Trãi đến Đường Ngô
P=1528 | X=0112.370-0351.610 | Y=0359.380-0370.620 | Quyền có hiện trạng là đường nhựa, bê tông xi măng:
P=1528 | X=0092.420-0109.060 | Y=0367.280-0376.600 | 261
P=1528 | X=0452.090-0468.730 | Y=0367.280-0376.600 | 380
P=1528 | X=0505.390-0522.030 | Y=0367.280-0376.600 | 350
P=1528 | X=0112.370-0335.280 | Y=0376.920-0388.160 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1528 | X=0112.370-0389.560 | Y=0394.200-0405.440 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1528 | X=0112.370-0386.850 | Y=0412.200-0423.440 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Cách
P=1528 | X=0112.370-0380.850 | Y=0423.720-0434.960 | Mạng Tháng 8 đoạn từ Đường Nguyễn Trãi đến Đường Ngô
P=1528 | X=0112.370-0351.610 | Y=0435.240-0446.480 | Quyền có hiện trạng là đường nhựa, bê tông xi măng:
P=1528 | X=0092.420-0335.540 | Y=0452.780-0467.100 | 262 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1528 | X=0452.090-0468.730 | Y=0457.780-0467.100 | 300
P=1528 | X=0505.390-0522.030 | Y=0457.780-0467.100 | 290
P=1528 | X=0112.370-0399.260 | Y=0470.300-0481.540 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=1528 | X=0112.370-0165.330 | Y=0481.820-0493.060 | đến ≤600m.
P=1528 | X=0112.370-0332.880 | Y=0499.340-0510.580 | - Có bề rộng<3m, cách đường giao thông ≤200m.
P=1528 | X=0112.370-0386.850 | Y=0517.340-0528.580 | Các tuyến đường giao thông đầu nối trực tiếp ra Đường Cách
P=1528 | X=0112.370-0380.850 | Y=0528.860-0540.100 | Mạng Tháng 8 đoạn từ Đường Nguyễn Trãi đến Đường Ngô
P=1528 | X=0112.370-0351.610 | Y=0540.410-0551.650 | Quyền có hiện trạng là đường nhựa, bê tông xi măng:
P=1528 | X=0092.420-0109.060 | Y=0548.290-0557.610 | 263
P=1528 | X=0452.090-0468.730 | Y=0548.290-0557.610 | 220
P=1528 | X=0505.390-0522.030 | Y=0548.290-0557.610 | 220
P=1528 | X=0112.370-0389.800 | Y=0557.930-0569.170 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1528 | X=0112.370-0336.010 | Y=0575.450-0586.690 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1528 | X=0112.370-0397.630 | Y=0593.450-0604.690 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1528 | X=0112.370-0385.900 | Y=0604.970-0616.210 | Đường Cách Mạng Tháng 8 đoạn từ Đường Nguyễn Trãi đến
P=1528 | X=0112.370-0406.830 | Y=0616.270-0627.510 | Đường Ngô Quyền có hiện trạng là đường nhựa, bê tông xi măng:
P=1528 | X=0092.420-0109.060 | Y=0624.150-0633.470 | 264
P=1528 | X=0452.090-0468.730 | Y=0624.150-0633.470 | 380
P=1528 | X=0505.390-0522.030 | Y=0624.150-0633.470 | 350
P=1528 | X=0112.370-0335.320 | Y=0633.790-0645.030 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1528 | X=0112.370-0389.560 | Y=0651.310-0662.550 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1528 | X=0112.370-0397.630 | Y=0669.310-0680.550 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1528 | X=0092.420-0385.900 | Y=0680.830-0692.070 | 265 Đường Cách Mạng Tháng 8 đoạn từ Đường Nguyễn Trãi đến
P=1528 | X=0452.090-0468.730 | Y=0682.710-0692.030 | 300
P=1528 | X=0505.390-0522.030 | Y=0682.710-0692.030 | 290
P=1528 | X=0112.370-0406.830 | Y=0692.350-0703.590 | Đường Ngô Quyền có hiện trạng là đường nhựa, bê tông xi măng:
P=1529 | X=0112.370-0335.540 | Y=0078.740-0089.980 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1529 | X=0112.370-0399.260 | Y=0096.260-0107.500 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=1529 | X=0112.370-0165.330 | Y=0107.780-0119.020 | đến ≤600m.
P=1529 | X=0112.370-0335.540 | Y=0125.330-0136.570 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1529 | X=0112.370-0397.630 | Y=0143.330-0154.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1529 | X=0112.370-0385.900 | Y=0154.850-0166.090 | Đường Cách Mạng Tháng 8 đoạn từ Đường Nguyễn Trãi đến
P=1529 | X=0112.370-0406.830 | Y=0166.370-0177.610 | Đường Ngô Quyền có hiện trạng là đường nhựa, bê tông xi măng:
P=1529 | X=0092.420-0109.060 | Y=0174.250-0183.570 | 266
P=1529 | X=0452.090-0468.730 | Y=0174.250-0183.570 | 220
P=1529 | X=0505.390-0522.030 | Y=0174.250-0183.570 | 220
P=1529 | X=0112.370-0389.800 | Y=0183.650-0194.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1529 | X=0112.370-0336.010 | Y=0201.190-0212.430 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1529 | X=0112.370-0181.350 | Y=0219.190-0230.430 | Đường Nguyễn
P=1529 | X=0292.200-0354.920 | Y=0224.950-0236.190 | Đường Lê Lợi
P=1529 | X=0092.420-0109.060 | Y=0226.830-0236.150 | 267
P=1529 | X=0198.070-0246.660 | Y=0226.830-0236.150 | Quốc lộ 20
P=1529 | X=0452.090-0468.730 | Y=0226.830-0236.150 | 570
P=1529 | X=0505.390-0522.030 | Y=0226.830-0236.150 | 500
P=1529 | X=0112.370-0152.050 | Y=0232.590-0241.910 | Văn Linh
P=1529 | X=0112.370-0397.910 | Y=0248.710-0259.950 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=1529 | X=0112.370-0361.460 | Y=0260.230-0271.470 | Văn Linh có hiện trạng là đường nhựa, bê tông xi măng:
P=1529 | X=0092.420-0109.060 | Y=0273.870-0283.190 | 268
P=1529 | X=0452.090-0468.730 | Y=0273.870-0283.190 | 380
P=1529 | X=0505.390-0522.030 | Y=0273.870-0283.190 | 350
P=1529 | X=0112.370-0335.280 | Y=0277.750-0288.990 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1529 | X=0112.370-0389.560 | Y=0295.300-0306.540 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1529 | X=0112.370-0397.910 | Y=0313.300-0324.540 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=1529 | X=0112.370-0361.460 | Y=0324.820-0336.060 | Văn Linh có hiện trạng là đường nhựa, bê tông xi măng:
P=1529 | X=0112.370-0335.540 | Y=0342.340-0353.580 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1529 | X=0092.420-0109.060 | Y=0352.860-0362.180 | 269
P=1529 | X=0452.090-0468.730 | Y=0352.860-0362.180 | 300
P=1529 | X=0505.390-0522.030 | Y=0352.860-0362.180 | 290
P=1529 | X=0112.370-0399.260 | Y=0359.860-0371.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=1529 | X=0112.370-0165.330 | Y=0371.400-0382.640 | đến ≤600m.
P=1529 | X=0112.370-0335.540 | Y=0388.920-0400.160 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1529 | X=0112.370-0397.910 | Y=0406.920-0418.160 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=1529 | X=0112.370-0361.460 | Y=0418.200-0429.440 | Văn Linh có hiện trạng là đường nhựa, bê tông xi măng:
P=1529 | X=0092.420-0109.060 | Y=0431.840-0441.160 | 270
P=1529 | X=0452.090-0468.730 | Y=0431.840-0441.160 | 220
P=1529 | X=0505.390-0522.030 | Y=0431.840-0441.160 | 220
P=1529 | X=0112.370-0389.800 | Y=0435.720-0446.960 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1529 | X=0112.370-0336.040 | Y=0453.260-0464.500 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1529 | X=0112.370-0397.630 | Y=0471.260-0482.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1529 | X=0112.370-0402.440 | Y=0482.780-0494.020 | Đường Nguyễn Văn Linh có hiện trạng là đường nhựa, bê tông xi
P=1529 | X=0112.370-0140.370 | Y=0494.300-0505.540 | măng:
P=1529 | X=0092.420-0109.060 | Y=0502.180-0511.500 | 271
P=1529 | X=0452.090-0468.730 | Y=0502.180-0511.500 | 380
P=1529 | X=0505.390-0522.030 | Y=0502.180-0511.500 | 350
P=1529 | X=0112.370-0335.280 | Y=0511.820-0523.060 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1529 | X=0112.370-0389.560 | Y=0529.340-0540.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1529 | X=0112.370-0397.630 | Y=0547.370-0558.610 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1529 | X=0112.370-0402.440 | Y=0558.890-0570.130 | Đường Nguyễn Văn Linh có hiện trạng là đường nhựa, bê tông xi
P=1529 | X=0112.370-0140.370 | Y=0570.410-0581.650 | măng:
P=1529 | X=0092.420-0335.540 | Y=0587.930-0602.010 | 272 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1529 | X=0452.090-0468.730 | Y=0592.690-0602.010 | 300
P=1529 | X=0505.390-0522.030 | Y=0592.690-0602.010 | 290
P=1529 | X=0112.370-0399.260 | Y=0605.450-0616.690 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=1529 | X=0112.370-0165.330 | Y=0616.990-0628.230 | đến ≤600m.
P=1529 | X=0112.370-0335.540 | Y=0634.270-0645.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1529 | X=0112.370-0397.630 | Y=0652.270-0663.510 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1529 | X=0112.370-0402.440 | Y=0663.790-0675.030 | Đường Nguyễn Văn Linh có hiện trạng là đường nhựa, bê tông xi
P=1529 | X=0092.420-0140.370 | Y=0674.550-0686.550 | 273 măng:
P=1529 | X=0452.090-0468.730 | Y=0674.550-0683.870 | 220
P=1529 | X=0505.390-0522.030 | Y=0674.550-0683.870 | 220
P=1529 | X=0112.370-0389.800 | Y=0692.830-0704.070 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1530 | X=0112.370-0336.010 | Y=0078.740-0089.980 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1530 | X=0092.420-0274.470 | Y=0096.740-0107.980 | 274 Đường 17 tháng 3 Đường 3 tháng 2
P=1530 | X=0292.200-0394.700 | Y=0096.740-0107.980 | Đường Trịnh Hoài Đức
P=1530 | X=0452.090-0468.730 | Y=0098.620-0107.940 | 570
P=1530 | X=0505.390-0522.030 | Y=0098.620-0107.940 | 500
P=1530 | X=0112.370-0402.450 | Y=0114.770-0126.010 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 17 tháng
P=1530 | X=0112.370-0393.830 | Y=0126.290-0137.530 | 3 đoạn từ Đường 3 tháng 2 đến Đường Trịnh Hoài Đức có hiện
P=1530 | X=0112.370-0284.150 | Y=0137.810-0149.050 | trạng là đường nhựa, bê tông xi măng:
P=1530 | X=0092.420-0109.060 | Y=0145.690-0155.010 | 275
P=1530 | X=0452.090-0468.730 | Y=0145.690-0155.010 | 380
P=1530 | X=0505.390-0522.030 | Y=0145.690-0155.010 | 350
P=1530 | X=0112.370-0335.280 | Y=0155.330-0166.570 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1530 | X=0112.370-0389.560 | Y=0172.850-0184.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
