TABLE=049 | AREA=Xã Tà Lài | SECTION=agricultural | SEGMENTS=1
P=1695 | X=0114.530-0401.420 | Y=0632.830-0644.070 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1695 | X=0114.530-0175.650 | Y=0644.350-0655.590 | đến ≤1.000m.
P=1695 | X=0114.530-0337.720 | Y=0661.870-0673.110 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1695 | X=0114.530-0399.790 | Y=0679.870-0691.110 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1695 | X=0096.530-0417.860 | Y=0691.390-0702.630 | 63 Đường Phú Xuân - Núi Tượng đoạn từ Ngã ba trường Trung học cơ
P=1695 | X=0464.090-0475.210 | Y=0693.270-0702.590 | 50
P=1695 | X=0511.150-0522.270 | Y=0693.270-0702.590 | 40
P=1695 | X=0114.530-0400.300 | Y=0702.930-0714.170 | sở Núi Tượng đến Ngã ba xã Phú Lộc (xã Tân Phú mới) có hiện
P=1696 | X=0114.530-0286.310 | Y=0072.740-0083.980 | trạng là đường nhựa, bê tông xi măng:
P=1696 | X=0114.530-0400.340 | Y=0090.260-0101.500 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1696 | X=0114.530-0338.170 | Y=0107.780-0119.020 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1696 | X=0318.600-0410.380 | Y=0125.810-0137.050 | Hết ranh thửa đất số
P=1696 | X=0318.600-0414.220 | Y=0137.330-0148.570 | 1366, tờ BĐĐC số 31
P=1696 | X=0114.530-0203.590 | Y=0148.850-0160.090 | Đường Núi Tượng -
P=1696 | X=0216.550-0418.300 | Y=0148.850-0160.090 | Ngã ba trường Trung về bên trái và hết ranh
P=1696 | X=0096.530-0107.650 | Y=0156.490-0165.810 | 64
P=1696 | X=0458.330-0474.970 | Y=0156.490-0165.810 | 180
P=1696 | X=0505.390-0522.030 | Y=0156.490-0165.810 | 150
P=1696 | X=0216.550-0403.720 | Y=0160.370-0171.610 | học cơ sở Núi Tượng thửa đất số 924, tờ
P=1696 | X=0114.530-0176.500 | Y=0162.250-0171.570 | Nam Cát Tiên
P=1696 | X=0318.600-0407.260 | Y=0171.650-0182.890 | BĐĐC số 31 về bên
P=1696 | X=0318.600-0384.160 | Y=0185.050-0194.370 | phải, xã Tà Lài
P=1696 | X=0114.530-0420.140 | Y=0201.190-0212.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Núi Tượng -
P=1696 | X=0114.530-0409.420 | Y=0212.710-0223.950 | Nam Cát Tiên đoạn từ Ngã ba trường Trung học cơ sở Núi Tượng
P=1696 | X=0114.530-0402.060 | Y=0224.230-0235.470 | đến hết ranh thửa đất số 1366, tờ BĐĐC số 31 về bên trái và hết
P=1696 | X=0114.530-0417.110 | Y=0235.750-0246.990 | ranh thửa đất số 924, tờ BĐĐC số 31 về bên phải, xã Tà Lài có hiện
P=1696 | X=0096.530-0107.650 | Y=0243.630-0252.950 | 65
P=1696 | X=0458.330-0474.970 | Y=0243.630-0252.950 | 110
P=1696 | X=0511.150-0522.270 | Y=0243.630-0252.950 | 90
P=1696 | X=0114.530-0286.310 | Y=0247.270-0258.510 | trạng là đường nhựa, bê tông xi măng:
P=1696 | X=0114.530-0345.610 | Y=0264.790-0276.030 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1696 | X=0114.530-0391.720 | Y=0282.340-0293.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1696 | X=0114.530-0420.140 | Y=0300.340-0311.580 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Núi Tượng -
P=1696 | X=0114.530-0409.420 | Y=0311.860-0323.100 | Nam Cát Tiên đoạn từ Ngã ba trường Trung học cơ sở Núi Tượng
P=1696 | X=0114.530-0403.740 | Y=0323.380-0334.620 | đến Hết ranh thửa đất số 1366, tờ BĐĐC số 31 về bên trái và hết
P=1696 | X=0114.530-0417.110 | Y=0334.900-0346.140 | ranh thửa đất số 924, tờ BĐĐC số 31 về bên phải, xã Tà Lài có hiện
P=1696 | X=0114.530-0286.310 | Y=0346.180-0357.420 | trạng là đường nhựa, bê tông xi măng:
P=1696 | X=0096.530-0107.650 | Y=0357.180-0366.500 | 66
P=1696 | X=0464.090-0475.210 | Y=0357.180-0366.500 | 80
P=1696 | X=0511.150-0522.270 | Y=0357.180-0366.500 | 65
P=1696 | X=0114.530-0346.080 | Y=0363.700-0374.940 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1696 | X=0114.530-0401.420 | Y=0381.240-0392.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1696 | X=0114.530-0175.650 | Y=0392.760-0404.000 | đến ≤1.000m.
P=1696 | X=0114.530-0337.700 | Y=0410.280-0421.520 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1696 | X=0114.530-0420.140 | Y=0428.280-0439.520 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Núi Tượng -
P=1696 | X=0114.530-0409.420 | Y=0439.800-0451.040 | Nam Cát Tiên đoạn từ Ngã ba trường Trung học cơ sở Núi Tượng
P=1696 | X=0114.530-0403.740 | Y=0451.340-0462.580 | đến Hết ranh thửa đất số 1366, tờ BĐĐC số 31 về bên trái và hết
P=1696 | X=0114.530-0417.110 | Y=0462.860-0474.100 | ranh thửa đất số 924, tờ BĐĐC số 31 về bên phải, xã Tà Lài có hiện
P=1696 | X=0096.530-0107.650 | Y=0470.740-0480.060 | 67
P=1696 | X=0464.090-0475.210 | Y=0470.740-0480.060 | 50
P=1696 | X=0511.150-0522.270 | Y=0470.740-0480.060 | 40
P=1696 | X=0114.530-0286.310 | Y=0474.380-0485.620 | trạng là đường nhựa, bê tông xi măng:
P=1696 | X=0114.530-0400.350 | Y=0491.900-0503.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1696 | X=0114.530-0338.170 | Y=0509.420-0520.660 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1696 | X=0114.530-0399.820 | Y=0527.420-0538.660 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1696 | X=0114.530-0402.460 | Y=0538.970-0550.210 | Đường Núi Tượng - Nam Cát Tiên đoạn từ Ngã ba trường Trung
P=1696 | X=0114.530-0408.950 | Y=0550.250-0561.490 | học cơ sở Núi Tượng đến Hết ranh thửa đất số 1366, tờ BĐĐC số
P=1696 | X=0114.530-0407.020 | Y=0561.770-0573.010 | 31 về bên trái và hết ranh thửa đất số 924, tờ BĐĐC số 31 về bên
P=1696 | X=0096.530-0107.650 | Y=0569.650-0578.970 | 68
P=1696 | X=0458.330-0474.970 | Y=0569.650-0578.970 | 110
P=1696 | X=0511.150-0522.270 | Y=0569.650-0578.970 | 90
P=1696 | X=0114.530-0389.800 | Y=0573.290-0584.530 | phải, xã Tà Lài có hiện trạng là đường nhựa, bê tông xi măng:
P=1696 | X=0114.530-0345.610 | Y=0590.810-0602.050 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1696 | X=0114.530-0391.720 | Y=0608.330-0619.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1696 | X=0114.530-0399.790 | Y=0626.350-0637.590 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1696 | X=0114.530-0402.460 | Y=0637.870-0649.110 | Đường Núi Tượng - Nam Cát Tiên đoạn từ Ngã ba trường Trung
P=1696 | X=0114.530-0408.950 | Y=0649.390-0660.630 | học cơ sở Núi Tượng đến Hết ranh thửa đất số 1366, tờ BĐĐC số
P=1696 | X=0114.530-0407.020 | Y=0660.910-0672.150 | 31 về bên trái và hết ranh thửa đất số 924, tờ BĐĐC số 31 về bên
P=1696 | X=0096.530-0107.650 | Y=0668.790-0678.110 | 69
P=1696 | X=0464.090-0475.210 | Y=0668.790-0678.110 | 80
P=1696 | X=0511.150-0522.270 | Y=0668.790-0678.110 | 65
P=1696 | X=0114.530-0389.800 | Y=0672.430-0683.670 | phải, xã Tà Lài có hiện trạng là đường nhựa, bê tông xi măng:
P=1696 | X=0114.530-0346.080 | Y=0689.950-0701.190 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1696 | X=0114.530-0401.420 | Y=0707.490-0718.730 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1697 | X=0114.530-0175.650 | Y=0072.740-0083.980 | đến ≤1.000m.
P=1697 | X=0114.530-0337.700 | Y=0090.260-0101.500 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1697 | X=0114.530-0399.790 | Y=0108.260-0119.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1697 | X=0114.530-0402.460 | Y=0119.810-0131.050 | Đường Núi Tượng - Nam Cát Tiên đoạn từ Ngã ba trường Trung
P=1697 | X=0114.530-0408.950 | Y=0131.330-0142.570 | học cơ sở Núi Tượng đến Hết ranh thửa đất số 1366, tờ BĐĐC số
P=1697 | X=0114.530-0407.020 | Y=0142.850-0154.090 | 31 về bên trái và hết ranh thửa đất số 924, tờ BĐĐC số 31 về bên
P=1697 | X=0096.530-0107.650 | Y=0150.730-0160.050 | 70
P=1697 | X=0464.090-0475.210 | Y=0150.730-0160.050 | 50
P=1697 | X=0511.150-0522.270 | Y=0150.730-0160.050 | 40
P=1697 | X=0114.530-0389.800 | Y=0154.370-0165.610 | phải, xã Tà Lài có hiện trạng là đường nhựa, bê tông xi măng:
P=1697 | X=0114.530-0400.340 | Y=0171.650-0182.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1697 | X=0114.530-0338.200 | Y=0189.170-0200.410 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1697 | X=0114.530-0208.390 | Y=0207.190-0218.430 | Đường vào đập Hàm
P=1697 | X=0318.600-0410.380 | Y=0207.190-0218.430 | Hết ranh thửa đất số
P=1697 | X=0216.550-0308.370 | Y=0212.950-0224.190 | Đường chuyên dùng
P=1697 | X=0096.530-0107.650 | Y=0214.830-0224.150 | 71
P=1697 | X=0458.330-0474.970 | Y=0214.830-0224.150 | 180
P=1697 | X=0505.390-0522.030 | Y=0214.830-0224.150 | 150
P=1697 | X=0318.600-0403.180 | Y=0218.710-0229.950 | 41, tờ BĐĐC số 49
P=1697 | X=0114.530-0126.850 | Y=0220.590-0229.910 | Vô
P=1697 | X=0114.530-0401.260 | Y=0236.710-0247.950 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào đập
P=1697 | X=0114.530-0413.110 | Y=0248.230-0259.470 | Hàm Vô đoạn từ Đường chuyên dùng đến Hết ranh thửa đất số 41,
P=1697 | X=0114.530-0392.190 | Y=0259.750-0270.990 | từ BĐĐC số 49 có hiện trạng là đường nhựa, bê tông xi măng:
P=1697 | X=0096.530-0107.650 | Y=0267.630-0276.950 | 72
P=1697 | X=0458.330-0474.970 | Y=0267.630-0276.950 | 110
P=1697 | X=0511.150-0522.270 | Y=0267.630-0276.950 | 90
P=1697 | X=0114.530-0345.610 | Y=0277.270-0288.510 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1697 | X=0114.530-0391.740 | Y=0294.820-0306.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1697 | X=0114.530-0401.270 | Y=0312.820-0324.060 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào đập
P=1697 | X=0114.530-0413.110 | Y=0324.340-0335.580 | Hàm Vô đoạn từ Đường chuyên dùng đến Hết ranh thửa đất số 41,
P=1697 | X=0114.530-0391.950 | Y=0335.860-0347.100 | tờ BĐĐC số 49 có hiện trạng là đường nhựa, bê tông xi măng:
P=1697 | X=0096.530-0346.080 | Y=0353.380-0367.460 | 73 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1697 | X=0464.090-0475.210 | Y=0358.140-0367.460 | 80
P=1697 | X=0511.150-0522.270 | Y=0358.140-0367.460 | 65
P=1697 | X=0114.530-0401.420 | Y=0370.920-0382.160 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1697 | X=0114.530-0175.650 | Y=0382.200-0393.440 | đến ≤1.000m.
P=1697 | X=0114.530-0337.700 | Y=0399.720-0410.960 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1697 | X=0114.530-0401.270 | Y=0417.720-0428.960 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào đập
P=1697 | X=0114.530-0413.110 | Y=0429.240-0440.480 | Hàm Vô đoạn từ Đường chuyên dùng đến Hết ranh thửa đất số 41,
P=1697 | X=0114.530-0391.950 | Y=0440.760-0452.000 | tờ BĐĐC số 49 có hiện trạng là đường nhựa, bê tông xi măng:
P=1697 | X=0096.530-0107.650 | Y=0448.640-0457.960 | 74
P=1697 | X=0464.090-0475.210 | Y=0448.640-0457.960 | 50
P=1697 | X=0511.150-0522.270 | Y=0448.640-0457.960 | 40
P=1697 | X=0114.530-0400.340 | Y=0458.300-0469.540 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1697 | X=0114.530-0338.170 | Y=0475.820-0487.060 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1697 | X=0114.530-0399.790 | Y=0493.820-0505.060 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1697 | X=0114.530-0415.900 | Y=0505.340-0516.580 | Đường vào đập Hàm Vô đoạn từ Đường chuyên dùng đến Hết ranh
P=1697 | X=0114.530-0399.100 | Y=0516.860-0528.100 | thửa đất số 41, tờ BĐĐC số 49 có hiện trạng là đường nhựa, bê
P=1697 | X=0096.530-0174.690 | Y=0528.380-0539.820 | 75 tông xi măng:
P=1697 | X=0458.330-0474.970 | Y=0530.500-0539.820 | 110
P=1697 | X=0511.150-0522.270 | Y=0530.500-0539.820 | 90
P=1697 | X=0114.530-0345.610 | Y=0545.930-0557.170 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1697 | X=0114.530-0391.730 | Y=0563.450-0574.690 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1697 | X=0114.530-0399.790 | Y=0581.450-0592.690 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1697 | X=0114.530-0415.900 | Y=0592.970-0604.210 | Đường vào đập Hàm Vô đoạn từ Đường chuyên dùng đến Hết ranh
P=1697 | X=0114.530-0399.100 | Y=0604.250-0615.490 | thửa đất số 41, tờ BĐĐC số 49 có hiện trạng là đường nhựa, bê
P=1697 | X=0114.530-0174.690 | Y=0615.770-0627.010 | tông xi măng:
P=1697 | X=0096.530-0346.120 | Y=0632.550-0644.550 | 76 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1697 | X=0464.090-0475.210 | Y=0632.550-0641.870 | 80
P=1697 | X=0511.150-0522.270 | Y=0632.550-0641.870 | 65
P=1697 | X=0114.530-0401.420 | Y=0650.830-0662.070 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1697 | X=0114.530-0175.650 | Y=0662.350-0673.590 | đến ≤1.000m.
P=1697 | X=0114.530-0337.700 | Y=0679.870-0691.110 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1697 | X=0096.530-0399.790 | Y=0697.870-0709.110 | 77 Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1697 | X=0464.090-0475.210 | Y=0699.750-0709.070 | 50
P=1697 | X=0511.150-0522.270 | Y=0699.750-0709.070 | 40
P=1698 | X=0114.530-0415.900 | Y=0072.740-0083.980 | Đường vào đập Hàm Vô đoạn từ Đường chuyên dùng đến Hết ranh
P=1698 | X=0114.530-0399.100 | Y=0084.260-0095.500 | thửa đất số 41, tờ BĐĐC số 49 có hiện trạng là đường nhựa, bê
P=1698 | X=0114.530-0174.690 | Y=0095.780-0107.020 | tông xi măng:
P=1698 | X=0114.530-0400.340 | Y=0113.300-0124.540 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1698 | X=0114.530-0338.170 | Y=0130.850-0142.090 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1698 | X=0216.550-0410.380 | Y=0148.850-0160.090 | Đường vào đập Hàm Hết ranh thửa đất số
P=1698 | X=0096.530-0206.320 | Y=0154.610-0165.850 | 78 Đường chuyên dùng
P=1698 | X=0458.330-0474.970 | Y=0156.490-0165.810 | 180
P=1698 | X=0505.390-0522.030 | Y=0156.490-0165.810 | 150
P=1698 | X=0318.600-0408.700 | Y=0160.370-0171.610 | 478, tờ BĐĐC số 54
P=1698 | X=0216.550-0228.870 | Y=0162.250-0171.570 | Vô
P=1698 | X=0114.530-0397.900 | Y=0178.370-0189.610 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường chuyên
P=1698 | X=0114.530-0399.820 | Y=0189.650-0200.890 | dùng đoạn từ Đường vào đập Hàm Vô đến Hết ranh thửa đất số
P=1698 | X=0114.530-0414.260 | Y=0201.190-0212.430 | 478, tờ BĐĐC số 54 có hiện trạng là đường nhựa, bê tông xi măng:
P=1698 | X=0096.530-0107.650 | Y=0209.070-0218.390 | 79
P=1698 | X=0458.330-0474.970 | Y=0209.070-0218.390 | 110
P=1698 | X=0511.150-0522.270 | Y=0209.070-0218.390 | 90
P=1698 | X=0114.530-0345.610 | Y=0218.710-0229.950 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1698 | X=0114.530-0391.720 | Y=0236.230-0247.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1698 | X=0114.530-0397.900 | Y=0254.230-0265.470 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường chuyên
P=1698 | X=0114.530-0399.820 | Y=0265.750-0276.990 | dùng đoạn từ Đường vào đập Hàm Vô đến Hết ranh thửa đất số
P=1698 | X=0114.530-0414.260 | Y=0277.270-0288.510 | 478, tờ BĐĐC số 54 có hiện trạng là đường nhựa, bê tông xi măng:
P=1698 | X=0096.530-0346.120 | Y=0294.820-0308.900 | 80 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1698 | X=0464.090-0475.210 | Y=0299.580-0308.900 | 80
P=1698 | X=0511.150-0522.270 | Y=0299.580-0308.900 | 65
P=1698 | X=0114.530-0401.420 | Y=0312.340-0323.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1698 | X=0114.530-0175.650 | Y=0323.860-0335.100 | đến ≤1.000m.
P=1698 | X=0114.530-0337.700 | Y=0341.380-0352.620 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1698 | X=0114.530-0397.900 | Y=0359.380-0370.620 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường chuyên
P=1698 | X=0114.530-0398.140 | Y=0370.920-0382.160 | dùng đoạn từ Đường vào đập Hàm Vô đến hết ranh thửa đất số
P=1698 | X=0114.530-0414.260 | Y=0382.200-0393.440 | 478, tờ BĐĐC số 54 có hiện trạng là đường nhựa, bê tông xi măng:
P=1698 | X=0096.530-0107.650 | Y=0390.080-0399.400 | 81
P=1698 | X=0464.090-0475.210 | Y=0390.080-0399.400 | 50
P=1698 | X=0511.150-0522.270 | Y=0390.080-0399.400 | 40
P=1698 | X=0114.530-0400.340 | Y=0399.720-0410.960 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1698 | X=0114.530-0338.170 | Y=0417.240-0428.480 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1698 | X=0114.530-0399.790 | Y=0435.240-0446.480 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1698 | X=0114.530-0415.900 | Y=0446.760-0458.000 | Đường chuyên dùng đoạn từ Đường vào dập Hàm Vô đến Hết ranh
P=1698 | X=0114.530-0404.860 | Y=0458.300-0469.540 | thửa đất số 478, tờ BĐĐC số 54 có hiện trạng là đường nhựa, bê
P=1698 | X=0096.530-0174.690 | Y=0469.820-0481.260 | 82 tông xi măng:
P=1698 | X=0458.330-0474.970 | Y=0471.940-0481.260 | 110
P=1698 | X=0511.150-0522.270 | Y=0471.940-0481.260 | 90
P=1698 | X=0114.530-0345.640 | Y=0487.340-0498.580 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1698 | X=0114.530-0391.720 | Y=0504.860-0516.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1698 | X=0114.530-0399.790 | Y=0522.860-0534.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1698 | X=0114.530-0415.900 | Y=0534.410-0545.650 | Đường chuyên dùng đoạn từ Đường vào đập Hàm Vô đến Hết ranh
P=1698 | X=0114.530-0404.860 | Y=0545.930-0557.170 | thửa đất số 478, tờ BĐĐC số 54 có hiện trạng là đường nhựa, bê
P=1698 | X=0114.530-0174.690 | Y=0557.450-0568.690 | tông xi măng:
P=1698 | X=0096.530-0346.080 | Y=0573.970-0586.210 | 83 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1698 | X=0464.090-0475.210 | Y=0573.970-0583.290 | 80
P=1698 | X=0511.150-0522.270 | Y=0573.970-0583.290 | 65
P=1698 | X=0114.530-0401.420 | Y=0592.250-0603.490 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1698 | X=0114.530-0175.680 | Y=0603.770-0615.010 | đến ≤1.000m.
P=1698 | X=0114.530-0337.700 | Y=0621.310-0632.550 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1698 | X=0114.530-0399.790 | Y=0639.310-0650.550 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1698 | X=0114.530-0415.900 | Y=0650.830-0662.070 | Đường chuyên dùng đoạn từ Đường vào đập Hàm Vô đến Hết ranh
P=1698 | X=0096.530-0404.860 | Y=0662.350-0676.670 | 84 thửa đất số 478, tờ BĐĐC số 54 có hiện trạng là đường nhựa, bê
P=1698 | X=0464.090-0475.210 | Y=0667.350-0676.670 | 50
P=1698 | X=0511.150-0522.270 | Y=0667.350-0676.670 | 40
P=1698 | X=0114.530-0174.690 | Y=0673.870-0685.110 | tông xi măng:
P=1698 | X=0114.530-0400.340 | Y=0691.390-0702.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1699 | X=0114.530-0338.170 | Y=0078.740-0089.980 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1699 | X=0216.550-0410.380 | Y=0096.740-0107.980 | Đường vào đập Hàm Hết ranh thửa đất số
P=1699 | X=0096.530-0206.320 | Y=0102.500-0113.740 | 85 Đường chuyên dùng
P=1699 | X=0458.330-0474.970 | Y=0104.380-0113.700 | 180
P=1699 | X=0505.390-0522.030 | Y=0104.380-0113.700 | 150
P=1699 | X=0318.600-0408.700 | Y=0108.260-0119.500 | 478, tờ BĐĐC số 54
P=1699 | X=0216.550-0228.870 | Y=0110.140-0119.460 | Vô
P=1699 | X=0114.530-0397.900 | Y=0126.290-0137.530 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường chuyên
P=1699 | X=0114.530-0398.140 | Y=0137.810-0149.050 | dùng đoạn từ Đường vào đập Hàm Vô đến hết ranh thửa đất số
P=1699 | X=0114.530-0414.260 | Y=0149.330-0160.570 | 478, tờ BĐĐC số 54 có hiện trạng là đường nhựa, bê tông xi măng:
P=1699 | X=0096.530-0107.650 | Y=0157.210-0166.530 | 86
P=1699 | X=0458.330-0474.970 | Y=0157.210-0166.530 | 110
P=1699 | X=0511.150-0522.270 | Y=0157.210-0166.530 | 90
P=1699 | X=0114.530-0345.610 | Y=0166.850-0178.090 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1699 | X=0114.530-0391.720 | Y=0184.370-0195.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1699 | X=0114.530-0397.900 | Y=0202.390-0213.630 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường chuyên
P=1699 | X=0114.530-0399.820 | Y=0213.670-0224.910 | dùng đoạn từ Đường vào đập Hàm Vô đến Hết ranh thửa đất số
P=1699 | X=0114.530-0414.260 | Y=0225.190-0236.430 | 478, tờ BĐĐC số 54 có hiện trạng là đường nhựa, bê tông xi măng:
P=1699 | X=0096.530-0346.080 | Y=0242.710-0257.030 | 87 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1699 | X=0464.090-0475.210 | Y=0247.710-0257.030 | 80
P=1699 | X=0511.150-0522.270 | Y=0247.710-0257.030 | 65
P=1699 | X=0114.530-0401.420 | Y=0260.230-0271.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1699 | X=0114.530-0175.650 | Y=0271.750-0282.990 | đến ≤1.000m.
P=1699 | X=0114.530-0337.700 | Y=0289.300-0300.540 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1699 | X=0114.530-0397.900 | Y=0307.300-0318.540 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường chuyên
P=1699 | X=0114.530-0399.820 | Y=0318.820-0330.060 | dùng đoạn từ Đường vào đập Hàm Vô đến Hết ranh thửa đất số
P=1699 | X=0114.530-0414.260 | Y=0330.340-0341.580 | 478, tờ BĐĐC số 54 có hiện trạng là đường nhựa, bê tông xi măng:
P=1699 | X=0096.530-0107.650 | Y=0338.220-0347.540 | 88
P=1699 | X=0464.090-0475.210 | Y=0338.220-0347.540 | 50
P=1699 | X=0511.150-0522.270 | Y=0338.220-0347.540 | 40
P=1699 | X=0114.530-0400.340 | Y=0347.860-0359.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1699 | X=0114.530-0338.170 | Y=0365.400-0376.640 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1699 | X=0114.530-0399.790 | Y=0383.400-0394.640 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1699 | X=0114.530-0415.900 | Y=0394.920-0406.160 | Đường chuyên dùng đoạn từ Đường vào đập Hàm Vô đến Hết ranh
P=1699 | X=0114.530-0404.860 | Y=0406.200-0417.440 | thửa đất số 478, tờ BĐĐC số 54 có hiện trạng là đường nhựa, bê
P=1699 | X=0096.530-0174.690 | Y=0417.720-0429.160 | 89 tông xi măng:
P=1699 | X=0458.330-0474.970 | Y=0419.840-0429.160 | 110
P=1699 | X=0511.150-0522.270 | Y=0419.840-0429.160 | 90
P=1699 | X=0114.530-0345.610 | Y=0435.240-0446.480 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1699 | X=0114.530-0391.740 | Y=0452.780-0464.020 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1699 | X=0114.530-0399.790 | Y=0470.780-0482.020 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1699 | X=0114.530-0415.900 | Y=0482.300-0493.540 | Đường chuyên dùng đoạn từ Đường vào đập Hàm Vô đến Hết ranh
P=1699 | X=0114.530-0404.860 | Y=0493.820-0505.060 | thửa đất số 478, tờ BĐĐC số 54 có hiện trạng là đường nhựa, bê
P=1699 | X=0114.530-0174.690 | Y=0505.340-0516.580 | tông xi măng:
P=1699 | X=0096.530-0348.740 | Y=0521.860-0534.100 | 90 - Có bề rộng ≥5m, cách đường giao thông > 1.000m.
P=1699 | X=0464.090-0475.210 | Y=0521.860-0531.180 | 80
P=1699 | X=0511.150-0522.270 | Y=0521.860-0531.180 | 65
P=1699 | X=0114.530-0401.420 | Y=0540.410-0551.650 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1699 | X=0114.530-0175.650 | Y=0551.930-0563.170 | đến ≤1.000m.
P=1699 | X=0114.530-0337.700 | Y=0569.450-0580.690 | - Có bề rộng <3m, cách đường giao thông ≤200m.
