TABLE=023 | AREA=Phường Bình Lộc | SECTION=agricultural | SEGMENTS=1
P=0827 | X=0113.570-0440.020 | Y=0320.020-0331.260 | Đường Nguyễn An Ninh đến Ngã ba Núi Le có hiện trạng là đường nhựa,
P=0827 | X=0113.570-0187.650 | Y=0331.540-0342.780 | bê tông xi măng:
P=0827 | X=0092.900-0109.540 | Y=0339.420-0348.740 | 669
P=0827 | X=0460.010-0476.650 | Y=0339.420-0348.740 | 310
P=0827 | X=0496.750-0513.390 | Y=0339.420-0348.740 | 200
P=0827 | X=0113.570-0391.000 | Y=0349.060-0360.300 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0827 | X=0113.570-0337.210 | Y=0366.600-0377.840 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0827 | X=0113.570-0433.210 | Y=0384.840-0396.080 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0827 | X=0113.570-0448.810 | Y=0396.360-0407.600 | Trần Phú đoạn từ Đường Nguyễn An Ninh đến Ngã ba Núi Le có hiện trạng
P=0827 | X=0113.570-0259.900 | Y=0407.880-0419.120 | là đường nhựa, bê tông xi măng:
P=0827 | X=0092.900-0109.540 | Y=0415.760-0425.080 | 670
P=0827 | X=0461.690-0478.330 | Y=0415.760-0425.080 | 460
P=0827 | X=0496.750-0513.390 | Y=0415.760-0425.080 | 290
P=0827 | X=0113.570-0336.480 | Y=0425.400-0436.640 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0827 | X=0113.570-0390.760 | Y=0442.920-0454.160 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0827 | X=0113.570-0433.210 | Y=0461.180-0472.420 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0827 | X=0113.570-0448.810 | Y=0472.700-0483.940 | Trần Phú đoạn từ Đường Nguyễn An Ninh đến Ngã ba Núi Le có hiện trạng
P=0827 | X=0113.570-0259.900 | Y=0483.980-0495.220 | là đường nhựa, bê tông xi măng:
P=0827 | X=0092.900-0336.740 | Y=0501.500-0515.820 | 671 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0827 | X=0460.010-0476.650 | Y=0506.500-0515.820 | 400
P=0827 | X=0496.750-0513.390 | Y=0506.500-0515.820 | 260
P=0827 | X=0113.570-0419.990 | Y=0519.020-0530.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0827 | X=0113.570-0147.090 | Y=0530.540-0541.780 | ≤600m.
P=0827 | X=0113.570-0336.740 | Y=0548.090-0559.330 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0827 | X=0113.570-0433.210 | Y=0566.330-0577.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0827 | X=0113.570-0448.810 | Y=0577.850-0589.090 | Trần Phú đoạn từ Đường Nguyễn An Ninh đến Ngã ba Núi Le có hiện trạng
P=0827 | X=0113.570-0259.900 | Y=0589.370-0600.610 | là đường nhựa, bê tông xi măng:
P=0827 | X=0092.900-0109.540 | Y=0597.250-0606.570 | 672
P=0827 | X=0460.010-0476.650 | Y=0597.250-0606.570 | 310
P=0827 | X=0496.750-0513.390 | Y=0597.250-0606.570 | 200
P=0827 | X=0113.570-0391.000 | Y=0606.890-0618.130 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0827 | X=0113.570-0339.860 | Y=0624.430-0635.670 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0827 | X=0113.570-0256.710 | Y=0642.670-0653.910 | Đường Nguyễn Hữu Cảnh (QL1
P=0827 | X=0358.220-0443.770 | Y=0642.670-0653.910 | Đường Nguyễn Thị
P=0827 | X=0272.740-0347.480 | Y=0648.430-0659.670 | Ngã ba bưu điện
P=0827 | X=0092.900-0109.540 | Y=0650.310-0659.630 | 673
P=0827 | X=0460.010-0476.650 | Y=0650.310-0659.630 | 760
P=0827 | X=0496.750-0513.390 | Y=0650.310-0659.630 | 470
P=0827 | X=0113.570-0127.490 | Y=0654.190-0665.430 | cũ)
P=0827 | X=0358.220-0402.690 | Y=0656.070-0665.390 | Minh Khai
P=0827 | X=0113.570-0448.100 | Y=0672.430-0683.670 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn Hữu Cảnh
P=0827 | X=0092.900-0435.800 | Y=0683.950-0695.190 | 674 (QL1 cũ) đoạn từ Ngã ba bưu điện đến Đường Nguyễn Thị Minh Khai có
P=0827 | X=0460.010-0476.650 | Y=0685.830-0695.150 | 460
P=0827 | X=0496.750-0513.390 | Y=0685.830-0695.150 | 290
P=0827 | X=0113.570-0307.180 | Y=0695.470-0706.710 | hiện trạng là đường nhựa, bê tông xi măng:
P=0828 | X=0113.570-0336.480 | Y=0078.980-0090.220 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0828 | X=0113.570-0390.760 | Y=0096.500-0107.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0828 | X=0113.570-0448.100 | Y=0114.770-0126.010 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn Hữu Cảnh
P=0828 | X=0113.570-0435.800 | Y=0126.290-0137.530 | (QL1 cũ) đoạn từ Ngã ba bưu điện đến Đường Nguyễn Thị Minh Khai có
P=0828 | X=0113.570-0307.180 | Y=0137.810-0149.050 | hiện trạng là đường nhựa, bê tông xi măng:
P=0828 | X=0092.900-0336.740 | Y=0155.330-0169.410 | 675 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0828 | X=0460.010-0476.650 | Y=0160.090-0169.410 | 400
P=0828 | X=0496.750-0513.390 | Y=0160.090-0169.410 | 260
P=0828 | X=0113.570-0419.990 | Y=0172.850-0184.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0828 | X=0113.570-0147.090 | Y=0184.370-0195.610 | ≤600m.
P=0828 | X=0113.570-0336.740 | Y=0201.670-0212.910 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0828 | X=0113.570-0448.100 | Y=0220.150-0231.390 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn Hữu Cảnh
P=0828 | X=0113.570-0435.800 | Y=0231.430-0242.670 | (QL1 cũ) đoạn từ Ngã ba bưu điện đến Đường Nguyễn Thị Minh Khai có
P=0828 | X=0113.570-0307.220 | Y=0242.950-0254.190 | hiện trạng là đường nhựa, bê tông xi măng:
P=0828 | X=0092.900-0109.540 | Y=0250.830-0260.150 | 676
P=0828 | X=0460.010-0476.650 | Y=0250.830-0260.150 | 310
P=0828 | X=0496.750-0513.390 | Y=0250.830-0260.150 | 200
P=0828 | X=0113.570-0391.000 | Y=0260.470-0271.710 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0828 | X=0113.570-0337.210 | Y=0277.990-0289.230 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0828 | X=0113.570-0433.210 | Y=0296.260-0307.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0828 | X=0113.570-0444.500 | Y=0307.780-0319.020 | Nguyễn Hữu Cảnh (QL1 cũ) đoạn từ Ngã ba bưu điện đến Đường Nguyễn
P=0828 | X=0113.570-0384.500 | Y=0319.300-0330.540 | Thị Minh Khai có hiện trạng là đường nhựa, bê tông xi măng:
P=0828 | X=0092.900-0109.540 | Y=0327.180-0336.500 | 677
P=0828 | X=0460.010-0476.650 | Y=0327.180-0336.500 | 460
P=0828 | X=0496.750-0513.390 | Y=0327.180-0336.500 | 290
P=0828 | X=0113.570-0336.480 | Y=0336.820-0348.060 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0828 | X=0113.570-0390.760 | Y=0354.340-0365.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0828 | X=0113.570-0433.210 | Y=0372.600-0383.840 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0828 | X=0113.570-0444.490 | Y=0384.120-0395.360 | Nguyễn Hữu Cảnh (QL1 cũ) đoạn từ Ngã ba bưu điện đến Đường Nguyễn
P=0828 | X=0113.570-0384.500 | Y=0395.640-0406.880 | Thị Minh Khai có hiện trạng là đường nhựa, bê tông xi măng:
P=0828 | X=0092.900-0336.740 | Y=0413.160-0427.240 | 678 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0828 | X=0460.010-0476.650 | Y=0417.920-0427.240 | 400
P=0828 | X=0496.750-0513.390 | Y=0417.920-0427.240 | 260
P=0828 | X=0113.570-0419.990 | Y=0430.680-0441.920 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0828 | X=0113.570-0147.090 | Y=0441.960-0453.200 | ≤600m.
P=0828 | X=0113.570-0336.740 | Y=0459.500-0470.740 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0828 | X=0113.570-0433.210 | Y=0477.740-0488.980 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0828 | X=0113.570-0444.490 | Y=0489.260-0500.500 | Nguyễn Hữu Cảnh (QL1 cũ) đoạn từ Ngã ba bưu điện đến Đường Nguyễn
P=0828 | X=0113.570-0384.500 | Y=0500.780-0512.020 | Thị Minh Khai có hiện trạng là đường nhựa, bê tông xi măng:
P=0828 | X=0092.900-0109.540 | Y=0508.660-0517.980 | 679
P=0828 | X=0460.010-0476.650 | Y=0508.660-0517.980 | 310
P=0828 | X=0496.750-0513.390 | Y=0508.660-0517.980 | 200
P=0828 | X=0113.570-0391.000 | Y=0518.300-0529.540 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0828 | X=0113.570-0339.860 | Y=0535.850-0547.090 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0828 | X=0113.570-0256.710 | Y=0554.090-0565.330 | Đường Nguyễn Hữu Cảnh (QL1
P=0828 | X=0272.740-0341.720 | Y=0554.090-0565.330 | Đường Nguyễn
P=0828 | X=0092.900-0109.540 | Y=0561.730-0571.050 | 680
P=0828 | X=0358.220-0422.370 | Y=0561.730-0571.050 | Ngã ba Núi Le
P=0828 | X=0460.010-0476.650 | Y=0561.730-0571.050 | 800
P=0828 | X=0496.750-0513.390 | Y=0561.730-0571.050 | 500
P=0828 | X=0113.570-0127.490 | Y=0565.610-0576.850 | cũ)
P=0828 | X=0272.740-0334.030 | Y=0567.490-0576.810 | Thị Minh Khai
P=0828 | X=0113.570-0448.090 | Y=0583.850-0595.090 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn Hữu Cảnh
P=0828 | X=0113.570-0446.890 | Y=0595.370-0606.610 | (QL1 cũ) đoạn từ Đường Nguyễn Thị Minh Khai đến Ngã ba Núi Le có hiện
P=0828 | X=0113.570-0285.350 | Y=0606.890-0618.130 | trạng là đường nhựa, bê tông xi măng:
P=0828 | X=0092.900-0109.540 | Y=0614.770-0624.090 | 681
P=0828 | X=0460.010-0476.650 | Y=0614.770-0624.090 | 460
P=0828 | X=0496.750-0513.390 | Y=0614.770-0624.090 | 290
P=0828 | X=0113.570-0336.480 | Y=0624.430-0635.670 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0828 | X=0113.570-0390.760 | Y=0641.950-0653.190 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0828 | X=0113.570-0448.100 | Y=0660.190-0671.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn Hữu Cảnh
P=0828 | X=0113.570-0446.890 | Y=0671.710-0682.950 | (QL1 cũ) đoạn từ Đường Nguyễn Thị Minh Khai đến Ngã ba Núi Le có hiện
P=0828 | X=0092.900-0285.350 | Y=0682.230-0694.470 | 682 trạng là đường nhựa, bê tông xi măng:
P=0828 | X=0460.010-0476.650 | Y=0682.230-0691.550 | 400
P=0828 | X=0496.750-0513.390 | Y=0682.230-0691.550 | 260
P=0828 | X=0113.570-0336.740 | Y=0700.530-0711.770 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0829 | X=0113.570-0419.990 | Y=0078.980-0090.220 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0829 | X=0113.570-0147.090 | Y=0090.500-0101.740 | ≤600m.
P=0829 | X=0113.570-0336.740 | Y=0108.020-0119.260 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0829 | X=0113.570-0448.100 | Y=0126.290-0137.530 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn Hữu Cảnh
P=0829 | X=0113.570-0446.890 | Y=0137.810-0149.050 | (QL1 cũ) đoạn từ Đường Nguyễn Thị Minh Khai đến Ngã ba Núi Le có hiện
P=0829 | X=0113.570-0285.350 | Y=0149.330-0160.570 | trạng là đường nhựa, bê tông xi măng:
P=0829 | X=0092.900-0109.540 | Y=0157.210-0166.530 | 683
P=0829 | X=0460.010-0476.650 | Y=0157.210-0166.530 | 310
P=0829 | X=0496.750-0513.390 | Y=0157.210-0166.530 | 200
P=0829 | X=0113.570-0391.000 | Y=0166.850-0178.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0829 | X=0113.570-0337.210 | Y=0184.370-0195.610 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0829 | X=0113.570-0433.210 | Y=0202.630-0213.870 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0829 | X=0113.570-0431.300 | Y=0214.150-0225.390 | Nguyễn Hữu Cảnh (QL1 cũ) đoạn từ Đường Nguyễn Thị Minh Khai đến
P=0829 | X=0113.570-0387.160 | Y=0225.430-0236.670 | Ngã ba Núi Le có hiện trạng là đường nhựa, bê tông xi măng:
P=0829 | X=0092.900-0109.540 | Y=0233.310-0242.630 | 684
P=0829 | X=0460.010-0476.650 | Y=0233.310-0242.630 | 460
P=0829 | X=0496.750-0513.390 | Y=0233.310-0242.630 | 290
P=0829 | X=0113.570-0336.480 | Y=0242.950-0254.190 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0829 | X=0113.570-0390.760 | Y=0260.470-0271.710 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0829 | X=0113.570-0433.210 | Y=0278.710-0289.950 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0829 | X=0113.570-0431.300 | Y=0290.260-0301.500 | Nguyễn Hữu Cảnh (QL1 cũ) đoạn từ Đường Nguyễn Thị Minh Khai đến
P=0829 | X=0113.570-0387.160 | Y=0301.780-0313.020 | Ngã ba Núi Le có hiện trạng là đường nhựa, bê tông xi măng:
P=0829 | X=0092.900-0336.740 | Y=0319.300-0333.620 | 685 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0829 | X=0460.010-0476.650 | Y=0324.300-0333.620 | 400
P=0829 | X=0496.750-0513.390 | Y=0324.300-0333.620 | 260
P=0829 | X=0113.570-0419.990 | Y=0336.820-0348.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0829 | X=0113.570-0147.090 | Y=0348.340-0359.580 | ≤600m.
P=0829 | X=0113.570-0336.750 | Y=0365.880-0377.120 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0829 | X=0113.570-0433.210 | Y=0384.120-0395.360 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0829 | X=0113.570-0431.300 | Y=0395.640-0406.880 | Nguyễn Hữu Cảnh (QL1 cũ) đoạn từ Đường Nguyễn Thị Minh Khai đến
P=0829 | X=0113.570-0387.160 | Y=0407.160-0418.400 | Ngã ba Núi Le có hiện trạng là đường nhựa, bê tông xi măng:
P=0829 | X=0092.900-0109.540 | Y=0415.040-0424.360 | 686
P=0829 | X=0460.010-0476.650 | Y=0415.040-0424.360 | 310
P=0829 | X=0496.750-0513.390 | Y=0415.040-0424.360 | 200
P=0829 | X=0113.570-0391.000 | Y=0424.680-0435.920 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0829 | X=0113.570-0339.860 | Y=0441.960-0453.200 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0829 | X=0113.570-0256.710 | Y=0460.220-0471.460 | Đường Nguyễn Hữu Cảnh (QL1
P=0829 | X=0358.220-0441.580 | Y=0462.100-0471.420 | Giáp ranh xã Xuân
P=0829 | X=0092.900-0109.540 | Y=0467.860-0477.180 | 687
P=0829 | X=0272.740-0336.890 | Y=0467.860-0477.180 | Ngã ba Núi Le
P=0829 | X=0460.010-0476.650 | Y=0467.860-0477.180 | 760
P=0829 | X=0496.750-0513.390 | Y=0467.860-0477.180 | 470
P=0829 | X=0113.570-0127.490 | Y=0471.740-0482.980 | cũ)
P=0829 | X=0358.220-0378.130 | Y=0473.620-0482.940 | Tâm
P=0829 | X=0113.570-0448.100 | Y=0489.980-0501.220 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn Hữu Cảnh
P=0829 | X=0113.570-0445.690 | Y=0501.500-0512.740 | (QL1 cũ) đoạn từ Ngã ba Núi Le đến Giáp ranh xã Xuân Tâm có hiện trạng
P=0829 | X=0113.570-0259.900 | Y=0513.020-0524.260 | là đường nhựa, bê tông xi măng:
P=0829 | X=0092.900-0109.540 | Y=0520.900-0530.220 | 688
P=0829 | X=0460.010-0476.650 | Y=0520.900-0530.220 | 460
P=0829 | X=0496.750-0513.390 | Y=0520.900-0530.220 | 290
P=0829 | X=0113.570-0336.480 | Y=0530.540-0541.780 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0829 | X=0113.570-0390.760 | Y=0548.090-0559.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0829 | X=0113.570-0448.100 | Y=0566.330-0577.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn Hữu Cảnh
P=0829 | X=0113.570-0445.690 | Y=0577.850-0589.090 | (QL1 cũ) đoạn từ Ngã ba Núi Le đến Giáp ranh xã Xuân Tâm có hiện trạng
P=0829 | X=0113.570-0259.900 | Y=0589.370-0600.610 | là đường nhựa, bê tông xi măng:
P=0829 | X=0092.900-0336.740 | Y=0606.890-0620.970 | 689 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0829 | X=0460.010-0476.650 | Y=0611.650-0620.970 | 400
P=0829 | X=0496.750-0513.390 | Y=0611.650-0620.970 | 260
P=0829 | X=0113.570-0419.990 | Y=0624.430-0635.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0829 | X=0113.570-0147.090 | Y=0635.950-0647.190 | ≤600m.
P=0829 | X=0113.570-0336.740 | Y=0653.470-0664.710 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0829 | X=0113.570-0448.100 | Y=0671.710-0682.950 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn Hữu Cảnh
P=0829 | X=0092.900-0445.690 | Y=0683.230-0694.470 | 690 (QL1 cũ) đoạn từ Ngã ba Núi Le đến Giáp ranh xã Xuân Tâm có hiện trạng
P=0829 | X=0460.010-0476.650 | Y=0685.110-0694.430 | 310
P=0829 | X=0496.750-0513.390 | Y=0685.110-0694.430 | 200
P=0829 | X=0113.570-0259.900 | Y=0694.510-0705.750 | là đường nhựa, bê tông xi măng:
P=0830 | X=0113.570-0391.010 | Y=0078.980-0090.220 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0830 | X=0113.570-0337.210 | Y=0096.500-0107.740 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0830 | X=0113.570-0433.210 | Y=0114.770-0126.010 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0830 | X=0113.570-0448.290 | Y=0126.290-0137.530 | Nguyễn Hữu Cảnh (QL1 cũ) đoạn từ Ngã ba Núi Le đến Giáp ranh xã Xuân
P=0830 | X=0113.570-0343.240 | Y=0137.810-0149.050 | Tâm có hiện trạng là đường nhựa, bê tông xi măng:
P=0830 | X=0092.900-0109.540 | Y=0145.690-0155.010 | 691
P=0830 | X=0460.010-0476.650 | Y=0145.690-0155.010 | 460
P=0830 | X=0496.750-0513.390 | Y=0145.690-0155.010 | 290
P=0830 | X=0113.570-0336.480 | Y=0155.330-0166.570 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0830 | X=0113.570-0390.760 | Y=0172.850-0184.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0830 | X=0113.570-0433.210 | Y=0191.090-0202.330 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0830 | X=0113.570-0448.340 | Y=0202.630-0213.870 | Nguyễn Hữu Cảnh (QL1 cũ) đoạn từ Ngã ba Núi Le đến Giáp ranh xã Xuân
P=0830 | X=0113.570-0343.220 | Y=0214.150-0225.390 | Tâm có hiện trạng là đường nhựa, bê tông xi măng:
P=0830 | X=0092.900-0336.740 | Y=0231.430-0245.750 | 692 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0830 | X=0460.010-0476.650 | Y=0236.430-0245.750 | 400
P=0830 | X=0496.750-0513.390 | Y=0236.430-0245.750 | 260
P=0830 | X=0113.570-0419.990 | Y=0248.950-0260.190 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0830 | X=0113.570-0147.090 | Y=0260.470-0271.710 | ≤600m.
P=0830 | X=0113.570-0336.740 | Y=0277.990-0289.230 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0830 | X=0113.570-0433.210 | Y=0296.260-0307.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0830 | X=0113.570-0448.290 | Y=0307.780-0319.020 | Nguyễn Hữu Cảnh (QL1 cũ) đoạn từ Ngã ba Núi Le đến Giáp ranh xã Xuân
P=0830 | X=0113.570-0343.220 | Y=0319.300-0330.540 | Tâm có hiện trạng là đường nhựa, bê tông xi măng:
P=0830 | X=0092.900-0109.540 | Y=0327.180-0336.500 | 693
P=0830 | X=0460.010-0476.650 | Y=0327.180-0336.500 | 310
P=0830 | X=0496.750-0513.390 | Y=0327.180-0336.500 | 200
P=0830 | X=0113.570-0391.000 | Y=0336.820-0348.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0830 | X=0113.570-0339.860 | Y=0354.340-0365.580 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0830 | X=0272.740-0341.720 | Y=0372.600-0383.840 | Đường Nguyễn
P=0830 | X=0092.900-0256.170 | Y=0378.360-0389.600 | 694 Đường Ngô Gia Tự (song hành)
P=0830 | X=0358.220-0422.370 | Y=0380.240-0389.560 | Ngã ba Núi Le
P=0830 | X=0460.010-0476.650 | Y=0380.240-0389.560 | 760
P=0830 | X=0496.750-0513.390 | Y=0380.240-0389.560 | 470
P=0830 | X=0272.740-0334.030 | Y=0386.000-0395.320 | Thị Minh Khai
P=0830 | X=0113.570-0444.750 | Y=0402.360-0413.600 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Ngô Gia Tự (song
P=0830 | X=0113.570-0433.450 | Y=0413.880-0425.120 | hành) đoạn từ Đường Nguyễn Thị Minh Khai đến Ngã ba Núi Le có hiện
P=0830 | X=0113.570-0285.350 | Y=0425.400-0436.640 | trạng là đường nhựa, bê tông xi măng:
P=0830 | X=0092.900-0109.540 | Y=0433.280-0442.600 | 695
P=0830 | X=0460.010-0476.650 | Y=0433.280-0442.600 | 460
P=0830 | X=0496.750-0513.390 | Y=0433.280-0442.600 | 290
P=0830 | X=0113.570-0336.480 | Y=0442.920-0454.160 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0830 | X=0113.570-0390.760 | Y=0460.220-0471.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0830 | X=0113.570-0444.750 | Y=0478.700-0489.940 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Ngô Gia Tự (song
P=0830 | X=0113.570-0433.450 | Y=0489.980-0501.220 | hành) đoạn từ Đường Nguyễn Thị Minh Khai đến Ngã ba Núi Le có hiện
P=0830 | X=0113.570-0285.350 | Y=0501.500-0512.740 | trạng là đường nhựa, bê tông xi măng:
P=0830 | X=0092.900-0336.740 | Y=0519.020-0533.340 | 696 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0830 | X=0460.010-0476.650 | Y=0524.020-0533.340 | 400
P=0830 | X=0496.750-0513.390 | Y=0524.020-0533.340 | 260
P=0830 | X=0113.570-0419.990 | Y=0536.570-0547.810 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0830 | X=0113.570-0147.090 | Y=0548.090-0559.330 | ≤600m.
P=0830 | X=0113.570-0336.740 | Y=0565.610-0576.850 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0830 | X=0113.570-0444.750 | Y=0583.850-0595.090 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Ngô Gia Tự (song
P=0830 | X=0113.570-0433.450 | Y=0595.370-0606.610 | hành) đoạn từ Đường Nguyễn Thị Minh Khai đến Ngã ba Núi Le có hiện
P=0830 | X=0113.570-0285.350 | Y=0606.890-0618.130 | trạng là đường nhựa, bê tông xi măng:
P=0830 | X=0092.900-0109.540 | Y=0614.770-0624.090 | 697
P=0830 | X=0460.010-0476.650 | Y=0614.770-0624.090 | 310
P=0830 | X=0496.750-0513.390 | Y=0614.770-0624.090 | 200
P=0830 | X=0113.570-0391.000 | Y=0624.430-0635.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0830 | X=0113.570-0337.210 | Y=0641.950-0653.190 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0830 | X=0113.570-0433.210 | Y=0660.190-0671.430 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0830 | X=0113.570-0435.590 | Y=0671.710-0682.950 | Ngô Gia Tự (song hành) đoạn từ Đường Nguyễn Thị Minh Khai đến Ngã
P=0830 | X=0092.900-0365.780 | Y=0682.230-0694.470 | 698 ba Núi Le có hiện trạng là đường nhựa, bê tông xi măng:
P=0830 | X=0460.010-0476.650 | Y=0682.230-0691.550 | 460
P=0830 | X=0496.750-0513.390 | Y=0682.230-0691.550 | 290
P=0830 | X=0113.570-0336.500 | Y=0700.530-0711.770 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0831 | X=0113.570-0390.760 | Y=0078.980-0090.220 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0831 | X=0113.570-0433.210 | Y=0097.220-0108.460 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0831 | X=0113.570-0435.590 | Y=0108.740-0119.980 | Ngô Gia Tự (song hành) đoạn từ Đường Nguyễn Thị Minh Khai đến Ngã
P=0831 | X=0113.570-0365.800 | Y=0120.290-0131.530 | ba Núi Le có hiện trạng là đường nhựa, bê tông xi măng:
P=0831 | X=0092.900-0336.740 | Y=0137.810-0151.890 | 699 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0831 | X=0460.010-0476.650 | Y=0142.570-0151.890 | 400
P=0831 | X=0496.750-0513.390 | Y=0142.570-0151.890 | 260
P=0831 | X=0113.570-0419.990 | Y=0155.330-0166.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0831 | X=0113.570-0147.090 | Y=0166.850-0178.090 | ≤600m.
P=0831 | X=0113.570-0336.740 | Y=0184.370-0195.610 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0831 | X=0113.570-0433.210 | Y=0202.630-0213.870 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0831 | X=0113.570-0435.590 | Y=0214.150-0225.390 | Ngô Gia Tự (song hành) đoạn từ Đường Nguyễn Thị Minh Khai đến Ngã
