TABLE=019 | AREA=Phường Long Khánh | SECTION=agricultural | SEGMENTS=1
P=0621 | X=0116.210-0393.640 | Y=0410.760-0422.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0621 | X=0116.210-0342.500 | Y=0428.280-0439.520 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0621 | X=0210.790-0296.360 | Y=0446.280-0457.520 | Đường Nguyễn Thị
P=0621 | X=0316.680-0380.620 | Y=0446.280-0457.520 | Đường Hồ Thị
P=0621 | X=0094.340-0205.100 | Y=0452.060-0463.300 | 386 Đường Nguyễn Trãi
P=0621 | X=0459.290-0475.930 | Y=0453.940-0463.260 | 800
P=0621 | X=0505.390-0522.030 | Y=0453.940-0463.260 | 540
P=0621 | X=0316.680-0348.430 | Y=0457.820-0469.060 | Hương
P=0621 | X=0210.790-0255.260 | Y=0459.700-0469.020 | Minh Khai
P=0621 | X=0116.210-0401.750 | Y=0475.820-0487.060 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0621 | X=0116.210-0392.380 | Y=0487.340-0498.580 | Trãi đoạn từ Đường Nguyễn Thị Minh Khai đến Đường Hồ Thị
P=0621 | X=0116.210-0357.610 | Y=0498.860-0510.100 | Hương có hiện trạng là đường nhựa, bê tông xi măng:
P=0621 | X=0094.340-0110.980 | Y=0506.740-0516.060 | 387
P=0621 | X=0459.290-0475.930 | Y=0506.740-0516.060 | 510
P=0621 | X=0505.390-0522.030 | Y=0506.740-0516.060 | 360
P=0621 | X=0116.210-0341.780 | Y=0516.380-0527.620 | - Có bề rộng ≥ 5m, cách đường giao thông ≤600m.
P=0621 | X=0116.210-0393.400 | Y=0533.930-0545.170 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0621 | X=0116.210-0401.750 | Y=0551.930-0563.170 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0621 | X=0116.210-0392.380 | Y=0563.450-0574.690 | Trãi đoạn từ Đường Nguyễn Thị Minh Khai đến Đường Hồ Thị
P=0621 | X=0116.210-0357.610 | Y=0574.970-0586.210 | Hương có hiện trạng là đường nhựa, bê tông xi măng:
P=0621 | X=0094.340-0339.380 | Y=0592.250-0606.570 | 388 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0621 | X=0459.290-0475.930 | Y=0597.250-0606.570 | 420
P=0621 | X=0505.390-0522.030 | Y=0597.250-0606.570 | 310
P=0621 | X=0116.210-0403.100 | Y=0609.770-0621.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0621 | X=0116.210-0169.170 | Y=0621.310-0632.550 | đến ≤600m.
P=0621 | X=0116.210-0339.380 | Y=0638.830-0650.070 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0621 | X=0116.210-0401.750 | Y=0656.830-0668.070 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0621 | X=0116.210-0392.380 | Y=0668.350-0679.590 | Trãi đoạn từ Đường Nguyễn Thị Minh Khai đến Đường Hồ Thị
P=0621 | X=0094.340-0357.610 | Y=0679.110-0691.110 | 389 Hương có hiện trạng là đường nhựa, bê tông xi măng:
P=0621 | X=0459.290-0475.930 | Y=0679.110-0688.430 | 340
P=0621 | X=0505.390-0522.030 | Y=0679.110-0688.430 | 250
P=0621 | X=0116.210-0393.640 | Y=0697.390-0708.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0622 | X=0116.210-0339.850 | Y=0078.740-0089.980 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0622 | X=0116.210-0401.470 | Y=0096.740-0107.980 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0622 | X=0116.210-0397.670 | Y=0108.260-0119.500 | Đường Nguyễn Trãi đoạn từ Đường Nguyễn Thị Minh Khai đến
P=0622 | X=0116.210-0393.310 | Y=0119.810-0131.050 | Đường Hồ Thị Hương có hiện trạng là đường nhựa, bê tông xi
P=0622 | X=0094.340-0144.210 | Y=0131.330-0142.770 | 390 măng:
P=0622 | X=0459.290-0475.930 | Y=0133.450-0142.770 | 510
P=0622 | X=0505.390-0522.030 | Y=0133.450-0142.770 | 360
P=0622 | X=0116.210-0339.120 | Y=0148.850-0160.090 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0622 | X=0116.210-0393.400 | Y=0166.370-0177.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0622 | X=0116.210-0401.470 | Y=0184.370-0195.610 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0622 | X=0116.210-0397.670 | Y=0195.650-0206.890 | Đường Nguyễn Trai đoạn từ Đường Nguyễn Thị Minh Khai đến
P=0622 | X=0116.210-0393.310 | Y=0207.190-0218.430 | Đường Hồ Thị Hương có hiện trạng là đường nhựa, bê tông xi
P=0622 | X=0116.210-0144.210 | Y=0218.710-0229.950 | măng:
P=0622 | X=0094.340-0342.270 | Y=0235.470-0247.470 | 391 - Có bề rộng ≥ 5m, cách đường giao thông >600m.
P=0622 | X=0459.290-0475.930 | Y=0235.470-0244.790 | 420
P=0622 | X=0505.390-0522.030 | Y=0235.470-0244.790 | 310
P=0622 | X=0116.210-0400.210 | Y=0253.750-0264.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ>400m
P=0622 | X=0116.210-0169.170 | Y=0265.270-0276.510 | đến ≤600m.
P=0622 | X=0116.210-0339.380 | Y=0282.820-0294.060 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0622 | X=0116.210-0401.470 | Y=0300.820-0312.060 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0622 | X=0116.210-0397.670 | Y=0312.340-0323.580 | Đường Nguyễn Trãi đoạn từ Đường Nguyễn Thị Minh Khai đến
P=0622 | X=0116.210-0393.310 | Y=0323.860-0335.100 | Đường Hồ Thị Hương có hiện trạng là đường nhựa, bê tông xi
P=0622 | X=0094.340-0144.210 | Y=0335.380-0346.820 | 392 măng:
P=0622 | X=0459.290-0475.930 | Y=0337.500-0346.820 | 340
P=0622 | X=0505.390-0522.030 | Y=0337.500-0346.820 | 250
P=0622 | X=0116.210-0393.640 | Y=0352.900-0364.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0622 | X=0116.210-0342.500 | Y=0370.200-0381.440 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0622 | X=0316.680-0410.380 | Y=0388.200-0399.440 | Bên trái đến hết ranh
P=0622 | X=0316.680-0401.790 | Y=0399.720-0410.960 | thửa đất số 223, tờ
P=0622 | X=0316.680-0401.260 | Y=0411.240-0422.480 | BĐĐC số 130; Bên
P=0622 | X=0094.340-0198.150 | Y=0417.000-0428.240 | 393 Đường Lý Thái Tổ
P=0622 | X=0210.790-0292.740 | Y=0417.000-0428.240 | Đường 21 tháng 4
P=0622 | X=0459.290-0475.930 | Y=0418.880-0428.200 | 800
P=0622 | X=0505.390-0522.030 | Y=0418.880-0428.200 | 540
P=0622 | X=0316.680-0394.780 | Y=0422.760-0434.000 | phải đến hết ranh
P=0622 | X=0316.680-0396.270 | Y=0434.280-0445.520 | thửa đất số 25, tờ
P=0622 | X=0316.680-0377.740 | Y=0445.800-0457.040 | BĐĐC số 130
P=0622 | X=0116.210-0400.030 | Y=0463.820-0475.060 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lý Thái
P=0622 | X=0116.210-0405.430 | Y=0475.340-0486.580 | Tổ đoạn từ Đường 21 tháng 4 đến Bên trái đến hết ranh thửa đất
P=0622 | X=0116.210-0399.190 | Y=0486.860-0498.100 | số 223, tờ BĐĐC số 130; Bên phải đến hết ranh thửa đất số 25,
P=0622 | X=0094.340-0399.150 | Y=0498.380-0509.820 | 394 tờ BĐĐC số 130 có hiện trạng là đường nhựa, bê tông xi măng:
P=0622 | X=0459.290-0475.930 | Y=0500.500-0509.820 | 510
P=0622 | X=0505.390-0522.030 | Y=0500.500-0509.820 | 360
P=0622 | X=0116.210-0341.780 | Y=0515.900-0527.140 | - Có bề rộng ≥ 5m, cách đường giao thông ≤600m.
P=0622 | X=0116.210-0393.400 | Y=0533.450-0544.690 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0622 | X=0116.210-0400.060 | Y=0551.450-0562.690 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lý Thái
P=0622 | X=0116.210-0405.430 | Y=0562.970-0574.210 | Tổ đoạn từ Đường 21 tháng 4 đến Bên trái đến hết ranh thửa đất
P=0622 | X=0116.210-0399.190 | Y=0574.250-0585.490 | số 223, tờ BĐĐC số 130; Bên phái đến hết ranh thửa đất số 25,
P=0622 | X=0116.210-0399.150 | Y=0585.770-0597.010 | tờ BĐĐC số 130 có hiện trạng là đường nhựa, bê tông xi măng:
P=0622 | X=0094.340-0342.250 | Y=0602.530-0614.530 | 395 - Có bề rộng ≥ 5m, cách đường giao thông >600m.
P=0622 | X=0459.290-0475.930 | Y=0602.530-0611.850 | 420
P=0622 | X=0505.390-0522.030 | Y=0602.530-0611.850 | 310
P=0622 | X=0116.210-0403.100 | Y=0620.830-0632.070 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0622 | X=0116.210-0169.170 | Y=0632.350-0643.590 | đến ≤600m.
P=0622 | X=0116.210-0339.380 | Y=0649.870-0661.110 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0622 | X=0116.210-0400.030 | Y=0667.870-0679.110 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lý Thái
P=0622 | X=0116.210-0405.430 | Y=0679.390-0690.630 | Tổ đoạn từ Đường 21 tháng 4 đến Bên trái đến hết ranh thửa đất
P=0622 | X=0094.340-0110.980 | Y=0687.030-0696.350 | 396
P=0622 | X=0459.290-0475.930 | Y=0687.030-0696.350 | 340
P=0622 | X=0505.390-0522.030 | Y=0687.030-0696.350 | 250
P=0622 | X=0116.210-0399.190 | Y=0690.910-0702.150 | số 223, tờ BĐĐC số 130; Bên phải đến hết ranh thửa đất số 25,
P=0622 | X=0116.210-0399.150 | Y=0702.450-0713.690 | tờ BĐĐC số 130 có hiện trạng là đường nhựa, bê tông xi măng:
P=0623 | X=0116.210-0393.640 | Y=0078.740-0089.980 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0623 | X=0116.210-0339.850 | Y=0096.260-0107.500 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0623 | X=0116.210-0401.470 | Y=0114.290-0125.530 | Các tuyến đường giao thông không đấu nối trực tiếp vá thông ra
P=0623 | X=0116.210-0395.980 | Y=0125.810-0137.050 | Đường Lý Thái Tổ đoạn từ Đường 21 tháng 4 đến Bên trái đến
P=0623 | X=0116.210-0408.700 | Y=0137.330-0148.570 | hết ranh thửa đất số 223, tờ BĐĐC số 130; Bên phải đến hết ranh
P=0623 | X=0116.210-0406.540 | Y=0148.850-0160.090 | thửa đất số 25, tờ BĐĐC số 130 có hiện trạng là đường nhựa, bê
P=0623 | X=0094.340-0110.980 | Y=0156.730-0166.050 | 397
P=0623 | X=0459.290-0475.930 | Y=0156.730-0166.050 | 510
P=0623 | X=0505.390-0522.030 | Y=0156.730-0166.050 | 360
P=0623 | X=0116.210-0176.370 | Y=0160.370-0171.610 | tông xi măng:
P=0623 | X=0116.210-0341.780 | Y=0177.650-0188.890 | - Có bề rộng ≥ 5m, cách đường giao thông ≤600m.
P=0623 | X=0116.210-0393.400 | Y=0195.170-0206.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0623 | X=0116.210-0401.470 | Y=0213.190-0224.430 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0623 | X=0116.210-0395.980 | Y=0224.710-0235.950 | Đường Lý Thái Tổ đoạn từ Đường 21 tháng 4 đến Bên trái đến
P=0623 | X=0116.210-0408.700 | Y=0236.230-0247.470 | hết ranh thửa đất số 223, tờ BDĐC số 130; Bên phải đến hết ranh
P=0623 | X=0116.210-0406.540 | Y=0247.750-0258.990 | thửa đất số 25, tờ BĐĐC số 130 có hiện trạng là đường nhựa, bê
P=0623 | X=0116.210-0176.370 | Y=0259.270-0270.510 | tông xi măng:
P=0623 | X=0094.340-0110.980 | Y=0270.270-0279.590 | 398
P=0623 | X=0459.290-0475.930 | Y=0270.270-0279.590 | 420
P=0623 | X=0505.390-0522.030 | Y=0270.270-0279.590 | 310
P=0623 | X=0116.210-0342.260 | Y=0276.790-0288.030 | - Có bề rộng ≥ 5m, cách đường giao thông >600tn.
P=0623 | X=0116.210-0403.100 | Y=0294.340-0305.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0623 | X=0116.210-0169.170 | Y=0305.860-0317.100 | đến ≤600m.
P=0623 | X=0116.210-0339.400 | Y=0323.380-0334.620 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0623 | X=0116.210-0401.470 | Y=0341.380-0352.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0623 | X=0116.210-0395.980 | Y=0352.900-0364.140 | Đường Lý Thái Tổ đoạn từ Đường 21 tháng 4 đến Bên trái đến
P=0623 | X=0116.210-0408.700 | Y=0364.180-0375.420 | hết ranh thửa đất số 223, tờ BĐĐC số 130; Bên phải đến hết ranh
P=0623 | X=0116.210-0406.540 | Y=0375.720-0386.960 | thửa đất số 25, tờ BĐĐC số 130 có hiện trạng là đường nhựa, bê
P=0623 | X=0094.340-0110.980 | Y=0383.600-0392.920 | 399
P=0623 | X=0459.290-0475.930 | Y=0383.600-0392.920 | 340
P=0623 | X=0505.390-0522.030 | Y=0383.600-0392.920 | 250
P=0623 | X=0116.210-0176.370 | Y=0387.240-0398.480 | tông xi măng:
P=0623 | X=0116.210-0393.640 | Y=0404.760-0416.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0623 | X=0116.210-0342.500 | Y=0422.280-0433.520 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0623 | X=0094.340-0303.070 | Y=0440.280-0451.520 | 400 Đường Lý Nam Đế Đường Hùng Vương
P=0623 | X=0316.680-0392.370 | Y=0440.280-0451.520 | Đường Trần Phú
P=0623 | X=0459.290-0475.930 | Y=0442.160-0451.480 | 800
P=0623 | X=0505.390-0522.030 | Y=0442.160-0451.480 | 540
P=0623 | X=0116.210-0401.640 | Y=0458.300-0469.540 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lý Nam
P=0623 | X=0116.210-0394.310 | Y=0469.820-0481.060 | Đế đoạn từ Đường Hùng Vương đến Đường Trần Phú có hiện
P=0623 | X=0116.210-0287.990 | Y=0481.340-0492.580 | trạng là đường nhựa, bê tông xi măng:
P=0623 | X=0094.340-0110.980 | Y=0489.220-0498.540 | 401
P=0623 | X=0459.290-0475.930 | Y=0489.220-0498.540 | 510
P=0623 | X=0505.390-0522.030 | Y=0489.220-0498.540 | 360
P=0623 | X=0116.210-0341.780 | Y=0498.860-0510.100 | - Có bề rộng ≥ 5m, cách đường giao thông ≤600m.
P=0623 | X=0116.210-0393.400 | Y=0516.380-0527.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0623 | X=0116.210-0401.640 | Y=0534.410-0545.650 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lý Nam
P=0623 | X=0116.210-0394.310 | Y=0545.930-0557.170 | Đế đoạn từ Đường Hùng Vương đến Đường Trần Phú có hiện
P=0623 | X=0116.210-0287.990 | Y=0557.450-0568.690 | trạng là đường nhựa, bê tông xi măng:
P=0623 | X=0094.340-0342.250 | Y=0574.970-0589.050 | 402 - Có bề rộng ≥ 5m, cách đường giao thông >600m.
P=0623 | X=0459.290-0475.930 | Y=0579.730-0589.050 | 420
P=0623 | X=0505.390-0522.030 | Y=0579.730-0589.050 | 310
P=0623 | X=0116.210-0403.100 | Y=0592.250-0603.490 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0623 | X=0116.210-0169.170 | Y=0603.770-0615.010 | đến ≤600m.
P=0623 | X=0116.210-0339.380 | Y=0621.310-0632.550 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0623 | X=0116.210-0401.640 | Y=0639.310-0650.550 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lý Nam
P=0623 | X=0116.210-0394.310 | Y=0650.830-0662.070 | Đế đoạn từ Đường Hùng Vương đến Đường Trần Phú có hiện
P=0623 | X=0116.210-0287.990 | Y=0662.350-0673.590 | trạng là đường nhựa, bê tông xi măng;
P=0623 | X=0094.340-0110.980 | Y=0670.230-0679.550 | 403
P=0623 | X=0459.290-0475.930 | Y=0670.230-0679.550 | 340
P=0623 | X=0505.390-0522.030 | Y=0670.230-0679.550 | 250
P=0623 | X=0116.210-0393.660 | Y=0679.870-0691.110 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0623 | X=0116.210-0339.850 | Y=0697.390-0708.630 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0624 | X=0116.210-0401.470 | Y=0078.740-0089.980 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0624 | X=0116.210-0410.380 | Y=0090.260-0101.500 | Đường Lý Nam Đế đoạn từ Đường Hùng Vương đến Đường Trần
P=0624 | X=0116.210-0343.690 | Y=0101.780-0113.020 | Phú có hiện trạng là đường nhựa, bê tông xi măng:
P=0624 | X=0094.340-0110.980 | Y=0109.660-0118.980 | 404
P=0624 | X=0459.290-0475.930 | Y=0109.660-0118.980 | 510
P=0624 | X=0505.390-0522.030 | Y=0109.660-0118.980 | 360
P=0624 | X=0116.210-0339.120 | Y=0119.330-0130.570 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0624 | X=0116.210-0393.400 | Y=0136.850-0148.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0624 | X=0116.210-0401.500 | Y=0154.850-0166.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thống ra
P=0624 | X=0116.210-0410.380 | Y=0166.370-0177.610 | Đường Lý Nam Đế đoạn từ Đường Hùng Vương đến Đường Trần
P=0624 | X=0116.210-0343.720 | Y=0177.650-0188.890 | Phú có hiện trạng là đường nhựa, bê tông xi măng:
P=0624 | X=0094.340-0342.250 | Y=0195.170-0209.510 | 405 - Có bề rộng ≥ 5m, cách đường giao thông >600m.
P=0624 | X=0459.290-0475.930 | Y=0200.190-0209.510 | 420
P=0624 | X=0505.390-0522.030 | Y=0200.190-0209.510 | 310
P=0624 | X=0116.210-0403.100 | Y=0212.710-0223.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0624 | X=0116.210-0169.170 | Y=0224.230-0235.470 | đến ≤600m.
P=0624 | X=0116.210-0339.380 | Y=0241.750-0252.990 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0624 | X=0116.210-0401.470 | Y=0259.750-0270.990 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0624 | X=0116.210-0410.380 | Y=0271.270-0282.510 | Đường Lý Nam Đế đoạn từ Đường Hùng Vương đến Đường Trần
P=0624 | X=0116.210-0343.690 | Y=0282.820-0294.060 | Phú có hiện trạng là đường nhựa, bê tông xi măng:
P=0624 | X=0094.340-0110.980 | Y=0290.700-0300.020 | 406
P=0624 | X=0459.290-0475.930 | Y=0290.700-0300.020 | 340
P=0624 | X=0505.390-0522.030 | Y=0290.700-0300.020 | 250
P=0624 | X=0116.210-0393.640 | Y=0300.340-0311.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0624 | X=0116.210-0342.500 | Y=0317.860-0329.100 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0624 | X=0116.210-0208.000 | Y=0335.860-0347.100 | Đường Nguyễn Bỉnh
P=0624 | X=0210.790-0273.540 | Y=0341.620-0352.860 | Đường Lê Lợi
P=0624 | X=0316.680-0392.370 | Y=0341.620-0352.860 | Đường Trần Phú
P=0624 | X=0094.340-0110.980 | Y=0343.500-0352.820 | 407
P=0624 | X=0459.290-0475.930 | Y=0343.500-0352.820 | 800
P=0624 | X=0505.390-0522.030 | Y=0343.500-0352.820 | 540
P=0624 | X=0116.210-0144.510 | Y=0349.260-0358.580 | Khiêm
P=0624 | X=0116.210-0401.750 | Y=0365.400-0376.640 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0624 | X=0116.210-0403.190 | Y=0376.920-0388.160 | Bỉnh Khiêm đoạn từ Đường Lê Lợi đến Đường Trần Phú có hiện
P=0624 | X=0116.210-0287.990 | Y=0388.200-0399.440 | trạng là đường nhựa, bê tông xi măng:
P=0624 | X=0094.340-0110.980 | Y=0396.080-0405.400 | 408
P=0624 | X=0459.290-0475.930 | Y=0396.080-0405.400 | 510
P=0624 | X=0505.390-0522.030 | Y=0396.080-0405.400 | 360
P=0624 | X=0116.210-0341.780 | Y=0405.720-0416.960 | - Có bề rộng ≥ 5m, cách đường giao thông ≤600m.
P=0624 | X=0116.210-0393.400 | Y=0423.240-0434.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0624 | X=0116.210-0401.750 | Y=0441.240-0452.480 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0624 | X=0116.210-0403.190 | Y=0452.780-0464.020 | Bỉnh Khiêm đoạn từ Đường Lê Lợi đến Đường Trần Phú có hiện
P=0624 | X=0116.210-0287.990 | Y=0464.300-0475.540 | trạng là đường nhựa, bê tông xi măng:
P=0624 | X=0094.340-0342.250 | Y=0481.820-0496.140 | 409 - Có bề rộng ≥ 5m, cách đường giao thông >600m.
P=0624 | X=0459.290-0475.930 | Y=0486.820-0496.140 | 420
P=0624 | X=0505.390-0522.030 | Y=0486.820-0496.140 | 310
P=0624 | X=0116.210-0403.100 | Y=0499.340-0510.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0624 | X=0116.210-0169.170 | Y=0510.860-0522.100 | đến ≤600m.
P=0624 | X=0116.210-0339.380 | Y=0528.380-0539.620 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0624 | X=0116.210-0401.750 | Y=0546.410-0557.650 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0624 | X=0116.210-0403.190 | Y=0557.930-0569.170 | Bỉnh Khiêm đoạn từ Đường Lê Lợi đến Đường Trần Phú có hiện
P=0624 | X=0116.210-0287.990 | Y=0569.450-0580.690 | trạng là đường nhựa, bê tông xi măng:
P=0624 | X=0094.340-0110.980 | Y=0577.330-0586.650 | 410
P=0624 | X=0459.290-0475.930 | Y=0577.330-0586.650 | 340
P=0624 | X=0505.390-0522.030 | Y=0577.330-0586.650 | 250
P=0624 | X=0116.210-0393.640 | Y=0586.970-0598.210 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0624 | X=0116.210-0339.850 | Y=0604.250-0615.490 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0624 | X=0116.210-0401.470 | Y=0622.270-0633.510 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0624 | X=0116.210-0395.740 | Y=0633.790-0645.030 | Đường Nguyễn Bỉnh Khiêm đoạn từ Đường Lê Lợi đến Đường
P=0624 | X=0116.210-0366.740 | Y=0645.310-0656.550 | Trần Phú có hiện trạng là đường nhựa, bê tông xi măng:
P=0624 | X=0094.340-0111.010 | Y=0653.190-0662.510 | 411
P=0624 | X=0459.290-0475.930 | Y=0653.190-0662.510 | 510
P=0624 | X=0505.390-0522.030 | Y=0653.190-0662.510 | 360
P=0624 | X=0116.210-0341.780 | Y=0662.830-0674.070 | - Có bề rộng ≥ 5m, cách đường giao thông ≤600m.
P=0624 | X=0116.210-0393.400 | Y=0680.350-0691.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0624 | X=0094.340-0401.470 | Y=0698.350-0709.590 | 412 Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0624 | X=0459.290-0475.930 | Y=0700.230-0709.550 | 420
P=0624 | X=0505.390-0522.030 | Y=0700.230-0709.550 | 310
P=0625 | X=0116.210-0395.740 | Y=0072.740-0083.980 | Đường Nguyễn Bỉnh Khiêm đoạn từ Đường Lê Lợi đến Đường
P=0625 | X=0116.210-0366.740 | Y=0084.260-0095.500 | Trần Phú có hiện trạng là đường nhựa, bê tông xi măng:
P=0625 | X=0116.210-0339.380 | Y=0101.780-0113.020 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0625 | X=0116.210-0403.100 | Y=0119.330-0130.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0625 | X=0116.210-0169.170 | Y=0130.850-0142.090 | đến ≤600m.
P=0625 | X=0116.210-0339.390 | Y=0148.370-0159.610 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0625 | X=0116.210-0401.470 | Y=0166.370-0177.610 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0625 | X=0116.210-0395.740 | Y=0177.650-0188.890 | Đường Nguyễn Bỉnh Khiêm đoạn từ Đường Lê Lợi đến Đường
P=0625 | X=0116.210-0366.740 | Y=0189.170-0200.410 | Trần Phú có hiện trạng là đường nhựa, bê tông xi măng:
P=0625 | X=0094.340-0110.980 | Y=0197.050-0206.370 | 413
P=0625 | X=0459.290-0475.930 | Y=0197.050-0206.370 | 340
P=0625 | X=0505.390-0522.030 | Y=0197.050-0206.370 | 250
P=0625 | X=0116.210-0393.640 | Y=0206.710-0217.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0625 | X=0116.210-0342.500 | Y=0224.230-0235.470 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0625 | X=0116.210-0193.550 | Y=0242.230-0253.470 | Đường Đinh Tiên
P=0625 | X=0210.790-0273.540 | Y=0247.990-0259.230 | Đường Lê Lợi
P=0625 | X=0316.680-0392.370 | Y=0247.990-0259.230 | Đường Trần Phú
P=0625 | X=0094.340-0110.980 | Y=0249.870-0259.190 | 414
P=0625 | X=0459.290-0475.930 | Y=0249.870-0259.190 | 800
P=0625 | X=0505.390-0522.030 | Y=0249.870-0259.190 | 540
P=0625 | X=0116.210-0145.590 | Y=0255.630-0264.950 | Hoàng
P=0625 | X=0116.210-0410.340 | Y=0271.750-0282.990 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đinh Tiên
P=0625 | X=0116.210-0406.780 | Y=0283.300-0294.540 | Hoàng đoạn từ Đường Lê Lợi đến Đường Trần Phú có hiện trạng
P=0625 | X=0116.210-0262.540 | Y=0294.820-0306.060 | là đường nhựa, bê tông xi măng:
P=0625 | X=0094.340-0110.980 | Y=0302.700-0312.020 | 415
P=0625 | X=0459.290-0475.930 | Y=0302.700-0312.020 | 510
P=0625 | X=0505.390-0522.030 | Y=0302.700-0312.020 | 360
P=0625 | X=0116.210-0341.780 | Y=0312.340-0323.580 | - Có bề rộng ≥ 5m, cách đường giao thông ≤600m.
P=0625 | X=0116.210-0393.400 | Y=0329.860-0341.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0625 | X=0116.210-0410.340 | Y=0347.860-0359.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đinh Tiên
P=0625 | X=0116.210-0406.780 | Y=0359.380-0370.620 | Hoàng đoạn từ Đường Lê Lợi đến Đường Trần Phú có hiện trạng
P=0625 | X=0116.210-0262.540 | Y=0370.920-0382.160 | là đường nhựa, bê tông xi măng:
P=0625 | X=0094.340-0342.250 | Y=0388.200-0402.520 | 416 - Có bề rộng ≥ 5m, cách đường giao thông >600m.
