TABLE=064 | AREA=Phường Phước Long | SECTION=agricultural | SEGMENTS=1
P=2020 | X=0295.320-0341.480 | Y=0342.820-0354.060 | Hưng Đạo
P=2020 | X=0187.750-0234.630 | Y=0344.700-0354.020 | Chí Thanh
P=2020 | X=0109.490-0187.600 | Y=0360.820-0372.060 | Các tuyến đường
P=2020 | X=0109.490-0178.470 | Y=0372.360-0383.600 | bê tông đấu nối
P=2020 | X=0093.860-0158.040 | Y=0385.760-0395.080 | 78 trực tiếp ra
P=2020 | X=0187.750-0238.020 | Y=0385.760-0395.080 | Toàn tuyến
P=2020 | X=0394.940-0411.580 | Y=0385.760-0395.080 | 294
P=2020 | X=0433.850-0450.490 | Y=0385.760-0395.080 | 235
P=2020 | X=0472.490-0489.130 | Y=0385.760-0395.080 | 188
P=2020 | X=0109.490-0176.790 | Y=0395.400-0406.640 | đường Nguyễn
P=2020 | X=0109.490-0155.170 | Y=0408.800-0418.120 | Tất Thành
P=2020 | X=0295.320-0364.300 | Y=0424.920-0436.160 | Đường Nguyễn
P=2020 | X=0109.490-0187.100 | Y=0430.680-0441.920 | Đường nhựa mới
P=2020 | X=0295.320-0341.000 | Y=0438.080-0447.400 | Tất Thành
P=2020 | X=0093.860-0172.240 | Y=0441.960-0453.200 | 79 mở (đoạn nắn
P=2020 | X=0187.750-0248.110 | Y=0443.840-0453.160 | Cầu Thác Mẹ
P=2020 | X=0394.940-0411.580 | Y=0443.840-0453.160 | 294
P=2020 | X=0433.850-0450.490 | Y=0443.840-0453.160 | 235
P=2020 | X=0472.490-0489.130 | Y=0443.840-0453.160 | 188
P=2020 | X=0295.320-0373.390 | Y=0447.720-0458.960 | (hướng đi xã Phú
P=2020 | X=0109.490-0136.850 | Y=0455.380-0464.700 | luyến)
P=2020 | X=0295.320-0325.320 | Y=0459.260-0470.500 | Nghĩa)
P=2020 | X=0109.490-0167.430 | Y=0477.260-0488.500 | Đường nhựa
P=2020 | X=0187.750-0274.110 | Y=0488.780-0500.020 | Đường Nguyễn Tất
P=2020 | X=0109.490-0151.810 | Y=0490.660-0499.980 | (hẻm 178
P=2020 | X=0093.860-0104.980 | Y=0496.420-0505.740 | 80
P=2020 | X=0295.320-0338.370 | Y=0496.420-0505.740 | Hết tuyến
P=2020 | X=0394.940-0411.580 | Y=0496.420-0505.740 | 294
P=2020 | X=0433.850-0450.490 | Y=0496.420-0505.740 | 235
P=2020 | X=0472.490-0489.130 | Y=0496.420-0505.740 | 188
P=2020 | X=0109.490-0161.260 | Y=0502.180-0511.500 | Nguyễn Tất
P=2020 | X=0187.750-0216.160 | Y=0502.180-0511.500 | Thành
P=2020 | X=0109.490-0141.170 | Y=0513.700-0523.020 | Thành)
P=2020 | X=0109.490-0167.430 | Y=0529.820-0541.060 | Đường nhựa
P=2020 | X=0109.490-0274.110 | Y=0541.370-0552.610 | cạnh nhà 1552 Đường Nguyễn Tất
P=2020 | X=0093.860-0104.980 | Y=0549.010-0558.330 | 81
P=2020 | X=0295.320-0338.370 | Y=0549.010-0558.330 | Hết tuyến
P=2020 | X=0394.940-0411.580 | Y=0549.010-0558.330 | 294
P=2020 | X=0433.850-0450.490 | Y=0549.010-0558.330 | 235
P=2020 | X=0472.490-0489.130 | Y=0549.010-0558.330 | 188
P=2020 | X=0109.490-0216.160 | Y=0552.890-0564.130 | (đối diện đường Thành
P=2020 | X=0109.490-0179.350 | Y=0564.410-0575.650 | Đinh Công Trứ)
P=2020 | X=0109.490-0172.950 | Y=0582.410-0593.650 | Đường Huỳnh
P=2020 | X=0187.750-0292.980 | Y=0582.410-0593.650 | Giáp đường Trần Hưng
P=2020 | X=0093.860-0104.980 | Y=0590.050-0599.370 | 82
P=2020 | X=0295.320-0338.370 | Y=0590.050-0599.370 | Hết tuyến
P=2020 | X=0394.940-0411.580 | Y=0590.050-0599.370 | 294
P=2020 | X=0433.850-0450.490 | Y=0590.050-0599.370 | 235
P=2020 | X=0472.490-0489.130 | Y=0590.050-0599.370 | 188
P=2020 | X=0109.490-0161.400 | Y=0593.930-0605.170 | Khương An
P=2020 | X=0187.750-0206.070 | Y=0593.930-0605.170 | Đạo
P=2020 | X=0295.320-0349.400 | Y=0613.810-0623.130 | Ngã ba giao
P=2020 | X=0187.750-0274.740 | Y=0617.710-0628.950 | Ngã ba giao đường
P=2020 | X=0093.860-0181.350 | Y=0623.470-0634.710 | 83 Đường Độc Lập
P=2020 | X=0295.320-0368.380 | Y=0623.470-0634.710 | đường Lê Trọng
P=2020 | X=0394.940-0411.580 | Y=0625.350-0634.670 | 294
P=2020 | X=0433.850-0450.490 | Y=0625.350-0634.670 | 235
P=2020 | X=0472.490-0489.130 | Y=0625.350-0634.670 | 188
P=2020 | X=0187.750-0270.660 | Y=0631.110-0640.430 | Nguyễn Tất Thành
P=2020 | X=0295.320-0312.680 | Y=0636.630-0645.950 | Tấn
P=2020 | X=0295.320-0370.500 | Y=0654.630-0663.950 | Hết ranh QH khu
P=2020 | X=0109.490-0177.000 | Y=0664.270-0675.510 | Đường Võ Văn
P=2020 | X=0187.750-0274.740 | Y=0664.270-0675.510 | Ngã ba giao đường
P=2020 | X=0295.320-0369.100 | Y=0664.270-0675.510 | tái định cư (thửa
P=2020 | X=0093.860-0104.980 | Y=0671.910-0681.230 | 84
P=2020 | X=0394.940-0411.580 | Y=0671.910-0681.230 | 294
P=2020 | X=0433.850-0450.490 | Y=0671.910-0681.230 | 235
P=2020 | X=0472.490-0489.130 | Y=0671.910-0681.230 | 188
P=2020 | X=0295.320-0371.020 | Y=0675.790-0687.030 | đất số 73, tờ bản
P=2020 | X=0109.490-0126.930 | Y=0677.670-0686.990 | Kiệt
P=2020 | X=0187.750-0270.660 | Y=0677.670-0686.990 | Nguyễn Tất Thành
P=2020 | X=0295.320-0336.840 | Y=0687.310-0698.550 | đồ số 57)
P=2020 | X=0093.860-0177.000 | Y=0705.330-0716.570 | 85 Đường Võ Văn
P=2020 | X=0187.750-0276.110 | Y=0707.220-0716.540 | Hết ranh QH khu tái
P=2020 | X=0295.320-0339.320 | Y=0707.220-0716.540 | Giáp ranh
P=2020 | X=0394.940-0411.580 | Y=0707.220-0716.540 | 294
P=2020 | X=0433.850-0450.490 | Y=0707.220-0716.540 | 235
P=2020 | X=0472.490-0489.130 | Y=0707.220-0716.540 | 188
P=2021 | X=0187.750-0364.220 | Y=0072.740-0083.980 | định cư (thửa đất số 73, phường Phước
P=2021 | X=0109.490-0126.930 | Y=0074.620-0083.940 | Kiệt
P=2021 | X=0187.750-0260.980 | Y=0084.260-0095.500 | tờ bản đồ số 57)
P=2021 | X=0295.320-0372.700 | Y=0084.260-0095.500 | Bình (thửa đất số
P=2021 | X=0295.320-0368.140 | Y=0095.780-0107.020 | 16, tờ bản đồ số
P=2021 | X=0295.320-0309.720 | Y=0109.180-0118.500 | 57)
P=2021 | X=0295.320-0349.400 | Y=0127.210-0136.530 | Ngã ba giao
P=2021 | X=0295.320-0367.740 | Y=0136.850-0148.090 | đường hẻm (hết
P=2021 | X=0109.490-0274.740 | Y=0142.610-0153.850 | Đường Lê Trọng Ngã ba giao đường
P=2021 | X=0295.320-0368.860 | Y=0148.370-0159.610 | ranh thửa đất số
P=2021 | X=0093.860-0104.980 | Y=0150.250-0159.570 | 86
P=2021 | X=0394.940-0411.580 | Y=0150.250-0159.570 | 294
P=2021 | X=0433.850-0450.490 | Y=0150.250-0159.570 | 235
P=2021 | X=0472.490-0489.130 | Y=0150.250-0159.570 | 188
P=2021 | X=0187.750-0225.030 | Y=0154.130-0165.370 | Độc Lập
P=2021 | X=0109.490-0126.850 | Y=0156.010-0165.330 | Tấn
P=2021 | X=0295.320-0373.660 | Y=0159.650-0170.890 | 569, tờ bản đồ số
P=2021 | X=0295.320-0309.720 | Y=0173.050-0182.370 | 65)
P=2021 | X=0187.750-0274.740 | Y=0189.170-0200.410 | Ngã ba giao đường
P=2021 | X=0109.490-0349.400 | Y=0200.710-0211.950 | Đường Lê Trọng hẻm (hết ranh thửa đất Ngã ba giao
P=2021 | X=0093.860-0104.980 | Y=0208.350-0217.670 | 87
P=2021 | X=0394.940-0411.580 | Y=0208.350-0217.670 | 294
P=2021 | X=0433.850-0450.490 | Y=0208.350-0217.670 | 235
P=2021 | X=0472.490-0489.130 | Y=0208.350-0217.670 | 188
P=2021 | X=0187.750-0279.540 | Y=0212.230-0223.470 | số 569, tờ bản đồ số
P=2021 | X=0295.320-0356.880 | Y=0212.230-0223.470 | đường Âu Cơ
P=2021 | X=0109.490-0126.850 | Y=0214.110-0223.430 | Tấn
P=2021 | X=0187.750-0202.150 | Y=0225.630-0234.950 | 65)
P=2021 | X=0093.860-0171.960 | Y=0241.750-0252.990 | 88 Đường Bà Rá
P=2021 | X=0187.750-0238.020 | Y=0243.630-0252.950 | Toàn tuyến
P=2021 | X=0394.940-0411.580 | Y=0243.630-0252.950 | 294
P=2021 | X=0433.850-0450.490 | Y=0243.630-0252.950 | 235
P=2021 | X=0472.490-0489.130 | Y=0243.630-0252.950 | 188
P=2021 | X=0295.320-0339.320 | Y=0261.630-0270.950 | Giáp ranh
P=2021 | X=0109.490-0274.740 | Y=0265.510-0276.750 | Đường Tôn Đức Ngã ba giao đường
P=2021 | X=0295.320-0364.220 | Y=0271.270-0282.510 | phường Phước
P=2021 | X=0093.860-0104.980 | Y=0273.150-0282.470 | 89
P=2021 | X=0394.940-0411.580 | Y=0273.150-0282.470 | 294
P=2021 | X=0433.850-0450.490 | Y=0273.150-0282.470 | 235
P=2021 | X=0472.490-0489.130 | Y=0273.150-0282.470 | 188
P=2021 | X=0109.490-0137.890 | Y=0278.910-0288.230 | Thắng
P=2021 | X=0187.750-0270.660 | Y=0278.910-0288.230 | Nguyễn Tất Thành
P=2021 | X=0295.320-0316.030 | Y=0284.700-0294.020 | Bình
P=2021 | X=0295.320-0339.320 | Y=0302.700-0312.020 | Giáp ranh
P=2021 | X=0109.490-0274.740 | Y=0306.580-0317.820 | Đường Nguyễn Ngã ba giao đường
P=2021 | X=0295.320-0364.220 | Y=0312.340-0323.580 | phường Phước
P=2021 | X=0093.860-0104.980 | Y=0314.220-0323.540 | 90
P=2021 | X=0394.940-0411.580 | Y=0314.220-0323.540 | 294
P=2021 | X=0433.850-0450.490 | Y=0314.220-0323.540 | 235
P=2021 | X=0472.490-0489.130 | Y=0314.220-0323.540 | 188
P=2021 | X=0109.490-0126.840 | Y=0319.980-0329.300 | Trãi
P=2021 | X=0187.750-0270.660 | Y=0319.980-0329.300 | Nguyễn Tất Thành
P=2021 | X=0295.320-0316.030 | Y=0325.740-0335.060 | Bình
P=2021 | X=0295.320-0349.400 | Y=0343.740-0353.060 | Ngã ba giao
P=2021 | X=0295.320-0369.190 | Y=0353.380-0364.620 | đường Sản Xuất
P=2021 | X=0295.320-0359.010 | Y=0366.780-0376.100 | (hết ranh thửa
P=2021 | X=0109.490-0173.420 | Y=0370.680-0381.920 | Đường Hoàng
P=2021 | X=0187.750-0274.740 | Y=0370.680-0381.920 | Ngã ba giao đường
P=2021 | X=0295.320-0355.650 | Y=0376.200-0387.440 | đất số 317 và
P=2021 | X=0093.860-0104.980 | Y=0378.080-0387.400 | 91
P=2021 | X=0394.940-0411.580 | Y=0378.080-0387.400 | 294
P=2021 | X=0433.850-0450.490 | Y=0378.080-0387.400 | 235
P=2021 | X=0472.490-0489.130 | Y=0378.080-0387.400 | 188
P=2021 | X=0109.490-0149.630 | Y=0381.960-0393.200 | Văn Thái
P=2021 | X=0187.750-0225.030 | Y=0381.960-0393.200 | Độc Lập
P=2021 | X=0295.320-0368.210 | Y=0387.720-0398.960 | thửa đất số 386,
P=2021 | X=0295.320-0356.410 | Y=0401.120-0410.440 | cùng thuộc tờ
P=2021 | X=0295.320-0356.280 | Y=0410.760-0422.000 | bản đồ số 65)
P=2021 | X=0187.750-0274.740 | Y=0428.760-0440.000 | Ngã ba giao đường
P=2021 | X=0187.750-0271.860 | Y=0442.160-0451.480 | Sản Xuất (hết ranh
P=2021 | X=0109.490-0173.420 | Y=0446.040-0457.280 | Đường Hoàng
P=2021 | X=0295.320-0349.400 | Y=0447.920-0457.240 | Ngã ba giao
P=2021 | X=0187.750-0294.900 | Y=0451.820-0463.060 | thửa đất số 317 và thửa
P=2021 | X=0093.860-0104.980 | Y=0453.700-0463.020 | 92
P=2021 | X=0394.940-0411.580 | Y=0453.700-0463.020 | 294
P=2021 | X=0433.850-0450.490 | Y=0453.700-0463.020 | 235
P=2021 | X=0472.490-0489.130 | Y=0453.700-0463.020 | 188
P=2021 | X=0109.490-0149.630 | Y=0457.580-0468.820 | Văn Thái
P=2021 | X=0295.320-0356.880 | Y=0457.580-0468.820 | đường Âu Cơ
P=2021 | X=0187.750-0289.060 | Y=0463.340-0474.580 | đất số 386, cùng thuộc
P=2021 | X=0187.750-0260.980 | Y=0474.860-0486.100 | tờ bản đồ số 65)
P=2021 | X=0109.490-0274.740 | Y=0492.860-0504.100 | Đường Nguyễn Ngã ba giao đường
P=2021 | X=0295.320-0360.450 | Y=0492.860-0504.100 | Ngã ba đường
P=2021 | X=0093.860-0104.980 | Y=0500.500-0509.820 | 93
P=2021 | X=0394.940-0411.580 | Y=0500.500-0509.820 | 294
P=2021 | X=0433.850-0450.490 | Y=0500.500-0509.820 | 235
P=2021 | X=0472.490-0489.130 | Y=0500.500-0509.820 | 188
P=2021 | X=0109.490-0147.010 | Y=0504.380-0515.620 | Thị Định
P=2021 | X=0187.750-0270.660 | Y=0506.260-0515.580 | Nguyễn Tất Thành
P=2021 | X=0295.320-0318.680 | Y=0506.260-0515.580 | nhựa
P=2021 | X=0109.490-0178.470 | Y=0522.380-0533.620 | Đường Nguyễn
P=2021 | X=0295.320-0355.410 | Y=0524.260-0533.580 | Hết 02 nhánh
P=2021 | X=0187.750-0279.060 | Y=0528.140-0539.380 | Ngã ba đường nhựa
P=2021 | X=0093.860-0104.980 | Y=0530.020-0539.340 | 94
P=2021 | X=0394.940-0411.580 | Y=0530.020-0539.340 | 294
P=2021 | X=0433.850-0450.490 | Y=0530.020-0539.340 | 235
P=2021 | X=0472.490-0489.130 | Y=0530.020-0539.340 | 188
P=2021 | X=0109.490-0147.010 | Y=0533.930-0545.170 | Thị Định
P=2021 | X=0295.320-0351.560 | Y=0533.930-0545.170 | đường nhựa
P=2021 | X=0295.320-0339.320 | Y=0553.810-0563.130 | Giáp ranh
P=2021 | X=0109.490-0177.400 | Y=0557.690-0568.930 | Đường Hà Huy
P=2021 | X=0187.750-0274.740 | Y=0557.690-0568.930 | Ngã ba giao đường
P=2021 | X=0295.320-0364.220 | Y=0563.450-0574.690 | phường Phước
P=2021 | X=0093.860-0104.980 | Y=0565.330-0574.650 | 95
P=2021 | X=0394.940-0411.580 | Y=0565.330-0574.650 | 294
P=2021 | X=0433.850-0450.490 | Y=0565.330-0574.650 | 235
P=2021 | X=0472.490-0489.130 | Y=0565.330-0574.650 | 188
P=2021 | X=0109.490-0126.850 | Y=0571.090-0580.410 | Tập
P=2021 | X=0187.750-0270.660 | Y=0571.090-0580.410 | Nguyễn Tất Thành
P=2021 | X=0295.320-0316.030 | Y=0576.850-0586.170 | Bình
P=2021 | X=0295.320-0349.400 | Y=0594.850-0604.170 | Ngã ba giao
P=2021 | X=0109.490-0167.420 | Y=0598.490-0609.730 | Đường Phan
P=2021 | X=0187.750-0274.740 | Y=0598.490-0609.730 | Ngã ba giao đường
P=2021 | X=0295.320-0365.980 | Y=0604.250-0615.490 | đường Lê Hồng
P=2021 | X=0093.860-0104.980 | Y=0606.130-0615.450 | 96
P=2021 | X=0394.940-0411.580 | Y=0606.130-0615.450 | 294
P=2021 | X=0433.850-0450.490 | Y=0606.130-0615.450 | 235
P=2021 | X=0472.490-0489.130 | Y=0606.130-0615.450 | 188
P=2021 | X=0109.490-0154.000 | Y=0610.010-0621.250 | Đăng Lưu
P=2021 | X=0187.750-0270.660 | Y=0611.890-0621.210 | Nguyễn Tất Thành
P=2021 | X=0295.320-0324.200 | Y=0617.650-0626.970 | Phong
P=2021 | X=0295.320-0347.700 | Y=0633.790-0645.030 | Ngã tư giao
P=2021 | X=0187.750-0274.740 | Y=0639.550-0650.790 | Ngã ba giao đường
P=2021 | X=0093.860-0172.730 | Y=0645.310-0656.550 | 97 Đường Âu Cơ
P=2021 | X=0295.320-0365.980 | Y=0645.310-0656.550 | đường Lê Hồng
P=2021 | X=0394.940-0411.580 | Y=0647.190-0656.510 | 294
P=2021 | X=0433.850-0450.490 | Y=0647.190-0656.510 | 235
P=2021 | X=0472.490-0489.130 | Y=0647.190-0656.510 | 188
P=2021 | X=0187.750-0270.660 | Y=0652.950-0662.270 | Nguyễn Tất Thành
P=2021 | X=0295.320-0324.210 | Y=0658.710-0668.030 | Phong
P=2021 | X=0295.320-0339.320 | Y=0676.710-0686.030 | Giáp ranh
P=2021 | X=0187.750-0288.670 | Y=0680.590-0691.830 | Ngã ba giao đường Lê
P=2021 | X=0093.860-0172.730 | Y=0686.350-0697.590 | 98 Đường Âu Cơ
P=2021 | X=0295.320-0364.220 | Y=0686.350-0697.590 | phường Phước
P=2021 | X=0394.940-0411.580 | Y=0688.230-0697.550 | 294
P=2021 | X=0433.850-0450.490 | Y=0688.230-0697.550 | 235
P=2021 | X=0472.490-0489.130 | Y=0688.230-0697.550 | 188
P=2021 | X=0187.750-0243.280 | Y=0693.990-0703.310 | Hồng Phong
P=2021 | X=0295.320-0316.030 | Y=0699.750-0709.070 | Bình
P=2022 | X=0295.320-0359.960 | Y=0080.620-0089.940 | Suối (Hết ranh
P=2022 | X=0109.490-0288.670 | Y=0084.500-0095.740 | Đường Lạc Long Ngã ba giao đường Lê
P=2022 | X=0295.320-0368.210 | Y=0090.260-0101.500 | thửa đất số 610,
P=2022 | X=0093.860-0104.980 | Y=0092.140-0101.460 | 99
P=2022 | X=0394.940-0411.580 | Y=0092.140-0101.460 | 294
P=2022 | X=0433.850-0450.490 | Y=0092.140-0101.460 | 235
P=2022 | X=0472.490-0489.130 | Y=0092.140-0101.460 | 188
P=2022 | X=0109.490-0134.050 | Y=0097.900-0107.220 | Quân
P=2022 | X=0187.750-0294.580 | Y=0097.900-0107.220 | Hồng Phong (Cầu Số 3)
P=2022 | X=0295.320-0368.520 | Y=0101.780-0113.020 | tờ bản đồ số 66)
P=2022 | X=0295.320-0369.900 | Y=0119.810-0131.050 | Đường Tôn Thất
P=2022 | X=0090.980-0275.710 | Y=0125.570-0136.810 | 100 Đường Bùi Viện Đường Hà Huy Tập
P=2022 | X=0394.940-0411.580 | Y=0127.450-0136.770 | 294
P=2022 | X=0433.850-0450.490 | Y=0127.450-0136.770 | 235
P=2022 | X=0472.490-0489.130 | Y=0127.450-0136.770 | 188
P=2022 | X=0295.320-0316.440 | Y=0131.330-0142.570 | Đạm
P=2022 | X=0109.490-0184.070 | Y=0149.330-0160.570 | Đường Tôn Thất
P=2022 | X=0295.320-0363.290 | Y=0149.330-0160.570 | Đường QH liên
P=2022 | X=0187.750-0259.630 | Y=0155.090-0166.330 | Đường Bùi Viện
P=2022 | X=0090.980-0107.620 | Y=0156.970-0166.290 | 101
P=2022 | X=0394.940-0411.580 | Y=0156.970-0166.290 | 294
P=2022 | X=0433.850-0450.490 | Y=0156.970-0166.290 | 235
P=2022 | X=0472.490-0489.130 | Y=0156.970-0166.290 | 188
P=2022 | X=0109.490-0130.610 | Y=0160.850-0172.090 | Đạm
P=2022 | X=0295.320-0343.320 | Y=0162.730-0172.050 | khu vực IV
P=2022 | X=0109.490-0166.950 | Y=0178.850-0190.090 | Đường Triệu
P=2022 | X=0295.320-0367.660 | Y=0178.850-0190.090 | Đường Lê Hồng
P=2022 | X=0187.750-0251.030 | Y=0184.610-0195.850 | Đường Âu Cơ
P=2022 | X=0090.980-0107.620 | Y=0186.490-0195.810 | 102
P=2022 | X=0394.940-0411.580 | Y=0186.490-0195.810 | 294
P=2022 | X=0433.850-0450.490 | Y=0186.490-0195.810 | 235
P=2022 | X=0472.490-0489.130 | Y=0186.490-0195.810 | 188
P=2022 | X=0109.490-0165.190 | Y=0192.250-0201.570 | Quang Phục
P=2022 | X=0295.320-0324.210 | Y=0192.250-0201.570 | Phong
P=2022 | X=0109.490-0174.130 | Y=0208.390-0219.630 | Đường Lương
P=2022 | X=0187.750-0274.110 | Y=0208.390-0219.630 | Đường Nguyễn Tất
P=2022 | X=0090.980-0107.620 | Y=0215.790-0225.110 | 103
P=2022 | X=0295.320-0338.370 | Y=0215.790-0225.110 | Hết tuyến
P=2022 | X=0394.940-0411.580 | Y=0215.790-0225.110 | 294
P=2022 | X=0433.850-0450.490 | Y=0215.790-0225.110 | 235
P=2022 | X=0472.490-0489.130 | Y=0215.790-0225.110 | 188
P=2022 | X=0109.490-0148.450 | Y=0219.670-0230.910 | Văn Can
P=2022 | X=0187.750-0216.160 | Y=0221.550-0230.870 | Thành
P=2022 | X=0187.750-0274.110 | Y=0237.670-0248.910 | Đường Nguyễn Tất
P=2022 | X=0090.980-0171.810 | Y=0243.430-0254.670 | 104 Đường Tàu Ô
P=2022 | X=0295.320-0357.790 | Y=0243.430-0254.670 | Đường Bà Rá
P=2022 | X=0394.940-0411.580 | Y=0245.310-0254.630 | 294
P=2022 | X=0433.850-0450.490 | Y=0245.310-0254.630 | 235
P=2022 | X=0472.490-0489.130 | Y=0245.310-0254.630 | 188
P=2022 | X=0187.750-0216.160 | Y=0251.070-0260.390 | Thành
P=2022 | X=0109.490-0172.950 | Y=0267.190-0278.430 | Đường Huỳnh
P=2022 | X=0187.750-0274.110 | Y=0267.190-0278.430 | Đường Nguyễn Tất
P=2022 | X=0090.980-0107.620 | Y=0274.830-0284.150 | 105
P=2022 | X=0295.320-0338.370 | Y=0274.830-0284.150 | Hết tuyến
P=2022 | X=0394.940-0411.580 | Y=0274.830-0284.150 | 294
P=2022 | X=0433.850-0450.490 | Y=0274.830-0284.150 | 235
P=2022 | X=0472.490-0489.130 | Y=0274.830-0284.150 | 188
P=2022 | X=0109.490-0147.340 | Y=0278.710-0289.950 | Mẫn Đạt
P=2022 | X=0187.750-0216.160 | Y=0280.590-0289.910 | Thành
P=2022 | X=0109.490-0162.380 | Y=0296.740-0307.980 | Đường Cao
P=2022 | X=0187.750-0274.110 | Y=0296.740-0307.980 | Đường Nguyễn Tất
P=2022 | X=0090.980-0107.620 | Y=0304.380-0313.700 | 106
P=2022 | X=0295.320-0338.370 | Y=0304.380-0313.700 | Hết tuyến
P=2022 | X=0394.940-0411.580 | Y=0304.380-0313.700 | 294
P=2022 | X=0433.850-0450.490 | Y=0304.380-0313.700 | 235
P=2022 | X=0472.490-0489.130 | Y=0304.380-0313.700 | 188
P=2022 | X=0109.490-0153.180 | Y=0310.140-0319.460 | Xuân Huy
P=2022 | X=0187.750-0216.160 | Y=0310.140-0319.460 | Thành
P=2022 | X=0109.490-0169.990 | Y=0326.260-0337.500 | Đường Phạm
P=2022 | X=0187.750-0276.650 | Y=0332.020-0343.260 | Đường Nguyễn Trãi
P=2022 | X=0090.980-0107.620 | Y=0333.900-0343.220 | 107
P=2022 | X=0295.320-0338.370 | Y=0333.900-0343.220 | Hết tuyến
P=2022 | X=0394.940-0411.580 | Y=0333.900-0343.220 | 294
P=2022 | X=0433.850-0450.490 | Y=0333.900-0343.220 | 235
P=2022 | X=0472.490-0489.130 | Y=0333.900-0343.220 | 188
P=2022 | X=0109.490-0148.630 | Y=0339.660-0348.980 | Phú Thứ
P=2022 | X=0109.490-0187.600 | Y=0355.780-0367.020 | Các tuyến đường
P=2022 | X=0109.490-0155.090 | Y=0369.200-0378.520 | nhựa hẻm
P=2022 | X=0109.490-0171.740 | Y=0378.840-0390.080 | đường Hoàng
P=2022 | X=0090.980-0107.620 | Y=0386.480-0395.800 | 108
P=2022 | X=0187.750-0238.020 | Y=0386.480-0395.800 | Toàn tuyến
P=2022 | X=0394.940-0411.580 | Y=0386.480-0395.800 | 294
P=2022 | X=0433.850-0450.490 | Y=0386.480-0395.800 | 235
P=2022 | X=0472.490-0489.130 | Y=0386.480-0395.800 | 988
P=2022 | X=0109.490-0185.110 | Y=0390.360-0401.600 | Văn Thái và hẻm
P=2022 | X=0109.490-0182.550 | Y=0401.880-0413.120 | đường Lê Trọng
P=2022 | X=0109.490-0126.850 | Y=0415.280-0424.600 | Tấn
P=2022 | X=0295.320-0363.320 | Y=0431.400-0442.640 | Đường bê tông
P=2022 | X=0295.320-0366.050 | Y=0442.920-0454.160 | (thửa đất số 92,
P=2022 | X=0187.750-0270.190 | Y=0448.700-0459.940 | Giáp ranh phường
P=2022 | X=0109.490-0172.470 | Y=0454.220-0465.460 | Đường Thống
P=2022 | X=0295.320-0370.760 | Y=0454.220-0465.460 | tờ bản đồ số 107
P=2022 | X=0187.750-0294.670 | Y=0459.980-0471.220 | Phước Bình (cũ) hướng
P=2022 | X=0090.980-0107.620 | Y=0461.860-0471.180 | 109
P=2022 | X=0394.940-0411.580 | Y=0461.860-0471.180 | 364
P=2022 | X=0433.850-0450.490 | Y=0461.860-0471.180 | 291
P=2022 | X=0472.490-0489.130 | Y=0461.860-0471.180 | 233
P=2022 | X=0511.150-0522.270 | Y=0461.860-0471.180 | 37
P=2022 | X=0295.320-0359.240 | Y=0465.740-0476.980 | và thửa đất số
P=2022 | X=0109.490-0130.530 | Y=0467.620-0476.940 | Nhất
P=2022 | X=0187.750-0286.980 | Y=0471.500-0482.740 | về ngã ba Phước Quả
P=2022 | X=0295.320-0373.660 | Y=0477.260-0488.500 | 104, tờ bản đồ số
P=2022 | X=0295.320-0309.720 | Y=0490.660-0499.980 | 93)
P=2022 | X=0295.320-0364.300 | Y=0506.780-0518.020 | Hết thửa đất số
P=2022 | X=0187.750-0282.430 | Y=0512.540-0523.780 | Đường bê tông (thửa
P=2022 | X=0295.320-0368.140 | Y=0518.300-0529.540 | 27, tờ bản đồ số
P=2022 | X=0109.490-0172.470 | Y=0524.060-0535.300 | Đường Thống
P=2022 | X=0187.750-0290.580 | Y=0524.060-0535.300 | đất số 93, tờ bản đồ số
P=2022 | X=0295.320-0365.590 | Y=0529.820-0541.060 | 108 và thửa đất
P=2022 | X=0090.980-0107.620 | Y=0531.700-0541.020 | 110
P=2022 | X=0394.940-0411.580 | Y=0531.700-0541.020 | 364
P=2022 | X=0433.850-0450.490 | Y=0531.700-0541.020 | 291
P=2022 | X=0472.490-0489.130 | Y=0531.700-0541.020 | 233
P=2022 | X=0511.150-0522.270 | Y=0531.700-0541.020 | 37
P=2022 | X=0187.750-0293.550 | Y=0535.610-0546.850 | 107 và thửa đất số 103,
P=2022 | X=0109.490-0130.530 | Y=0537.490-0546.810 | Nhất
P=2022 | X=0295.320-0368.390 | Y=0541.370-0552.610 | số 78, tờ bản đồ
P=2022 | X=0187.750-0260.980 | Y=0547.130-0558.370 | tờ bản đồ số 93)
P=2022 | X=0295.320-0325.160 | Y=0554.770-0564.090 | số 109
P=2022 | X=0295.320-0373.100 | Y=0572.770-0582.090 | Hết ranh chợ tạm
P=2022 | X=0187.750-0292.510 | Y=0576.650-0587.890 | Thửa đất số 56 và thửa
P=2022 | X=0109.490-0172.470 | Y=0582.410-0593.650 | Đường Thống
P=2022 | X=0295.320-0362.700 | Y=0582.410-0593.650 | và hết thửa đất
P=2022 | X=0187.750-0283.540 | Y=0588.170-0599.410 | đất số 67, cùng thuộc
P=2022 | X=0090.980-0107.620 | Y=0590.050-0599.370 | 111
P=2022 | X=0394.940-0411.580 | Y=0590.050-0599.370 | 364
P=2022 | X=0433.850-0450.490 | Y=0590.050-0599.370 | 291
P=2022 | X=0472.490-0489.130 | Y=0590.050-0599.370 | 233
P=2022 | X=0511.150-0522.270 | Y=0590.050-0599.370 | 37
