TABLE=042 | AREA=Xã Thống Nhất | SECTION=agricultural | SEGMENTS=1
P=1483 | X=0118.130-0424.550 | Y=0212.710-0223.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1483 | X=0118.130-0159.810 | Y=0224.230-0235.470 | ≤1.000m.
P=1483 | X=0118.130-0341.300 | Y=0241.750-0252.990 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1483 | X=0118.130-0403.430 | Y=0259.750-0270.990 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1483 | X=0118.130-0431.180 | Y=0271.270-0282.510 | Đường tỉnh 763 đoạn từ Quốc lộ 20 đến Hết trường THCS Phú Túc có
P=1483 | X=0118.130-0311.770 | Y=0282.820-0294.060 | hiện trạng là đường nhựa, bê tông xi măng:
P=1483 | X=0098.210-0109.330 | Y=0290.700-0300.020 | 63
P=1483 | X=0469.610-0480.730 | Y=0290.700-0300.020 | 90
P=1483 | X=0511.150-0522.270 | Y=0290.700-0300.020 | 50
P=1483 | X=0118.130-0403.940 | Y=0300.340-0311.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1483 | X=0118.130-0341.770 | Y=0317.860-0329.100 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1483 | X=0259.060-0338.040 | Y=0335.860-0347.100 | Hết trường THCS
P=1483 | X=0350.520-0433.880 | Y=0337.740-0347.060 | Giáp ranh xã Xuân
P=1483 | X=0098.210-0188.300 | Y=0341.620-0352.860 | 64 Đường tỉnh 763
P=1483 | X=0463.850-0480.490 | Y=0343.500-0352.820 | 270
P=1483 | X=0505.390-0522.030 | Y=0343.500-0352.820 | 230
P=1483 | X=0259.060-0296.480 | Y=0349.260-0358.580 | Phú Túc
P=1483 | X=0350.520-0367.820 | Y=0349.260-0358.580 | Bắc
P=1483 | X=0118.130-0429.850 | Y=0365.400-0376.640 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 763 đoạn
P=1483 | X=0118.130-0435.860 | Y=0376.920-0388.160 | từ Hết trường THCS Phú Túc đến Giáp ranh xã Xuân Bắc có hiện trạng
P=1483 | X=0118.130-0264.460 | Y=0388.200-0399.440 | là đường nhựa, bê tông xi măng:
P=1483 | X=0098.210-0109.330 | Y=0396.080-0405.400 | 65
P=1483 | X=0463.850-0480.490 | Y=0396.080-0405.400 | 160
P=1483 | X=0505.390-0522.030 | Y=0396.080-0405.400 | 150
P=1483 | X=0118.130-0349.240 | Y=0405.720-0416.960 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1483 | X=0118.130-0395.320 | Y=0423.240-0434.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1483 | X=0118.130-0429.850 | Y=0441.240-0452.480 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 763 đoạn
P=1483 | X=0118.130-0435.860 | Y=0452.780-0464.020 | từ Hết trường THCS Phú Túc đến Giáp ranh xã Xuân Bắc có hiện trạng
P=1483 | X=0118.130-0264.460 | Y=0464.300-0475.540 | là đường nhựa, bê tông xi măng:
P=1483 | X=0098.210-0349.680 | Y=0481.820-0496.140 | 66 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1483 | X=0463.850-0480.490 | Y=0486.820-0496.140 | 130
P=1483 | X=0505.390-0522.030 | Y=0486.820-0496.140 | 100
P=1483 | X=0118.130-0424.550 | Y=0499.340-0510.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1483 | X=0118.130-0159.810 | Y=0510.860-0522.100 | ≤1.000m.
P=1483 | X=0118.130-0341.300 | Y=0528.380-0539.620 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1483 | X=0118.130-0429.850 | Y=0546.410-0557.650 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 763 đoạn
P=1483 | X=0118.130-0435.860 | Y=0557.930-0569.170 | từ Hết trường THCS Phú Túc đến Giáp ranh xã Xuân Bắc có hiện trạng
P=1483 | X=0118.130-0264.460 | Y=0569.450-0580.690 | là đường nhựa, bê tông xi măng:
P=1483 | X=0098.210-0109.330 | Y=0577.330-0586.650 | 67
P=1483 | X=0469.610-0480.730 | Y=0577.330-0586.650 | 90
P=1483 | X=0511.150-0522.270 | Y=0577.330-0586.650 | 50
P=1483 | X=0118.130-0403.940 | Y=0586.970-0598.210 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1483 | X=0118.130-0341.770 | Y=0604.250-0615.490 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1483 | X=0118.130-0403.420 | Y=0622.270-0633.510 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1483 | X=0118.130-0426.700 | Y=0633.790-0645.030 | Đường tỉnh 763 đoạn từ Hết trường THCS Phú Túc đến Giáp ranh xã
P=1483 | X=0118.130-0371.040 | Y=0645.310-0656.550 | Xuân Bắc có hiện trạng là đường nhựa, bê tông xi măng:
P=1483 | X=0098.210-0109.330 | Y=0653.190-0662.510 | 68
P=1483 | X=0463.850-0480.490 | Y=0653.190-0662.510 | 160
P=1483 | X=0505.390-0522.030 | Y=0653.190-0662.510 | 150
P=1483 | X=0118.130-0349.210 | Y=0662.830-0674.070 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1483 | X=0118.130-0395.320 | Y=0680.350-0691.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1483 | X=0098.210-0403.390 | Y=0698.350-0709.590 | 69 Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1483 | X=0463.850-0480.490 | Y=0700.230-0709.550 | 130
P=1483 | X=0505.390-0522.030 | Y=0700.230-0709.550 | 100
P=1484 | X=0118.130-0426.700 | Y=0072.740-0083.980 | Đường tỉnh 763 đoạn từ Hết trường THCS Phú Túc đến Giáp ranh xã
P=1484 | X=0118.130-0371.040 | Y=0084.260-0095.500 | Xuân Bắc có hiện trạng là đường nhựa, bê tông xi măng:
P=1484 | X=0118.130-0349.680 | Y=0101.780-0113.020 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1484 | X=0118.130-0424.550 | Y=0119.330-0130.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1484 | X=0118.130-0159.810 | Y=0130.850-0142.090 | ≤1.000m.
P=1484 | X=0118.130-0341.300 | Y=0148.370-0159.610 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1484 | X=0118.130-0403.390 | Y=0166.370-0177.610 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1484 | X=0118.130-0426.700 | Y=0177.650-0188.890 | Đường tỉnh 763 đoạn từ Hết trường THCS Phú Túc đến Giáp ranh xã
P=1484 | X=0118.130-0371.040 | Y=0189.170-0200.410 | Xuân Bắc có hiện trạng là đường nhựa, bê tông xi măng:
P=1484 | X=0098.210-0109.330 | Y=0197.050-0206.370 | 70
P=1484 | X=0469.610-0480.730 | Y=0197.050-0206.370 | 90
P=1484 | X=0511.150-0522.270 | Y=0197.050-0206.370 | 50
P=1484 | X=0118.130-0403.940 | Y=0206.710-0217.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1484 | X=0118.130-0341.770 | Y=0224.230-0235.470 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1484 | X=0350.520-0422.360 | Y=0242.230-0253.470 | Giáp ranh nghĩa
P=1484 | X=0098.210-0194.230 | Y=0247.990-0259.230 | 71 Đường Bến Nôm
P=1484 | X=0259.060-0307.640 | Y=0249.870-0259.190 | Quốc lộ 20
P=1484 | X=0463.850-0480.490 | Y=0249.870-0259.190 | 230
P=1484 | X=0505.390-0522.030 | Y=0249.870-0259.190 | 200
P=1484 | X=0350.520-0364.060 | Y=0253.750-0264.990 | địa
P=1484 | X=0118.130-0436.090 | Y=0271.750-0282.990 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bến Nôm đoạn
P=1484 | X=0118.130-0435.820 | Y=0283.300-0294.540 | từ Quốc lộ 20 đến Giáp ranh nghĩa địa có hiện trạng là đường nhựa, bê
P=1484 | X=0118.130-0178.290 | Y=0294.820-0306.060 | tông xi măng:
P=1484 | X=0098.210-0109.330 | Y=0302.700-0312.020 | 72
P=1484 | X=0463.850-0480.490 | Y=0302.700-0312.020 | 140
P=1484 | X=0505.390-0522.030 | Y=0302.700-0312.020 | 110
P=1484 | X=0118.130-0349.210 | Y=0312.340-0323.580 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1484 | X=0118.130-0395.320 | Y=0329.860-0341.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1484 | X=0118.130-0436.100 | Y=0347.860-0359.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bến Nôm đoạn
P=1484 | X=0118.130-0435.820 | Y=0359.380-0370.620 | từ Quốc lộ 20 đến Giáp ranh nghĩa địa có hiện trạng là đường nhựa, bê
P=1484 | X=0118.130-0178.290 | Y=0370.920-0382.160 | tông xi măng:
P=1484 | X=0098.210-0349.680 | Y=0388.200-0402.520 | 73 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1484 | X=0463.850-0480.490 | Y=0393.200-0402.520 | 110
P=1484 | X=0511.150-0522.270 | Y=0393.200-0402.520 | 70
P=1484 | X=0118.130-0424.550 | Y=0405.720-0416.960 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1484 | X=0118.130-0159.810 | Y=0417.240-0428.480 | ≤1.000m.
P=1484 | X=0118.130-0341.300 | Y=0434.760-0446.000 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1484 | X=0118.130-0436.100 | Y=0452.780-0464.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bến Nôm đoạn
P=1484 | X=0118.130-0435.820 | Y=0464.300-0475.540 | từ Quốc lộ 20 đến Giáp ranh nghĩa địa có hiện trạng là đường nhựa, bê
P=1484 | X=0118.130-0178.290 | Y=0475.820-0487.060 | tông xi măng:
P=1484 | X=0098.210-0109.330 | Y=0483.700-0493.020 | 74
P=1484 | X=0469.610-0480.730 | Y=0483.700-0493.020 | 70
P=1484 | X=0511.150-0522.270 | Y=0483.700-0493.020 | 40
P=1484 | X=0118.130-0403.940 | Y=0493.340-0504.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1484 | X=0118.130-0341.770 | Y=0510.860-0522.100 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1484 | X=0118.130-0403.390 | Y=0528.860-0540.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1484 | X=0118.130-0428.170 | Y=0540.410-0551.650 | Đường Bến Nôm đoạn từ Quốc lộ 20 đến Giáp ranh nghĩa địa có hiện
P=1484 | X=0118.130-0289.910 | Y=0551.930-0563.170 | trạng là đường nhựa, bê tông xi măng:
P=1484 | X=0098.210-0109.330 | Y=0559.810-0569.130 | 75
P=1484 | X=0463.850-0480.490 | Y=0559.810-0569.130 | 140
P=1484 | X=0505.390-0522.030 | Y=0559.810-0569.130 | 110
P=1484 | X=0118.130-0349.210 | Y=0569.450-0580.690 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1484 | X=0118.130-0395.320 | Y=0586.970-0598.210 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1484 | X=0118.130-0403.390 | Y=0604.970-0616.210 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1484 | X=0118.130-0428.170 | Y=0616.270-0627.510 | Đường Bến Nôm đoạn từ Quốc lộ 20 đến Giáp ranh nghĩa địa có hiện
P=1484 | X=0118.130-0289.910 | Y=0627.790-0639.030 | trạng là đường nhựa, bê tông xi măng:
P=1484 | X=0098.210-0349.680 | Y=0645.310-0659.630 | 76 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1484 | X=0463.850-0480.490 | Y=0650.310-0659.630 | 110
P=1484 | X=0511.150-0522.270 | Y=0650.310-0659.630 | 70
P=1484 | X=0118.130-0424.550 | Y=0662.830-0674.070 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1484 | X=0118.130-0159.810 | Y=0674.350-0685.590 | ≤1.000m.
P=1484 | X=0118.130-0341.300 | Y=0691.870-0703.110 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1485 | X=0118.130-0403.390 | Y=0078.740-0089.980 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1485 | X=0118.130-0428.170 | Y=0090.260-0101.500 | Đường Bến Nôm đoạn từ Quốc lộ 20 đến Giáp ranh nghĩa địa có hiện
P=1485 | X=0118.130-0289.910 | Y=0101.780-0113.020 | trạng là đường nhựa, bê tông xi măng:
P=1485 | X=0098.210-0109.330 | Y=0109.660-0118.980 | 77
P=1485 | X=0469.610-0480.730 | Y=0109.660-0118.980 | 70
P=1485 | X=0511.150-0522.270 | Y=0109.660-0118.980 | 40
P=1485 | X=0118.130-0403.940 | Y=0119.330-0130.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1485 | X=0118.130-0341.770 | Y=0136.850-0148.090 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1485 | X=0350.520-0423.460 | Y=0154.850-0166.090 | Bến Cá (đến hết
P=1485 | X=0350.520-0424.060 | Y=0166.370-0177.610 | ranh thửa đất số
P=1485 | X=0350.520-0426.740 | Y=0177.650-0188.890 | 268, tờ BĐĐC số
P=1485 | X=0350.520-0430.300 | Y=0191.050-0200.370 | 109 về bên trái và
P=1485 | X=0098.210-0194.230 | Y=0194.930-0206.170 | 78 Đường Bến Nôm
P=1485 | X=0259.060-0347.240 | Y=0194.930-0206.170 | Giáp ranh nghĩa địa
P=1485 | X=0463.850-0480.490 | Y=0196.810-0206.130 | 230
P=1485 | X=0505.390-0522.030 | Y=0196.810-0206.130 | 200
P=1485 | X=0350.520-0430.340 | Y=0200.710-0211.950 | đến hết ranh thửa
P=1485 | X=0350.520-0406.590 | Y=0212.230-0223.470 | đất số 14, tờ
P=1485 | X=0350.520-0425.290 | Y=0223.750-0234.990 | BĐĐC số 109 về
P=1485 | X=0350.520-0387.460 | Y=0237.150-0246.470 | bên trái)
P=1485 | X=0118.130-0436.100 | Y=0253.270-0264.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bến Nôm đoạn
P=1485 | X=0118.130-0424.120 | Y=0264.790-0276.030 | từ Giáp ranh nghĩa địa đến Bến Cá (đến hết ranh thửa đất số 268, tờ
P=1485 | X=0118.130-0427.700 | Y=0276.310-0287.550 | BĐĐC số 109 về bên trái và đến hết ranh thửa đất số 14, tờ BĐĐC số
P=1485 | X=0098.210-0397.230 | Y=0287.860-0299.300 | 79 109 về bên trái) có hiện trạng là đường nhựa, bê tông xi măng:
P=1485 | X=0463.850-0480.490 | Y=0289.980-0299.300 | 140
P=1485 | X=0505.390-0522.030 | Y=0289.980-0299.300 | 110
P=1485 | X=0118.130-0349.210 | Y=0305.380-0316.620 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1485 | X=0118.130-0395.320 | Y=0322.900-0334.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1485 | X=0118.130-0436.100 | Y=0340.900-0352.140 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bến Nôm đoạn
P=1485 | X=0118.130-0424.120 | Y=0352.180-0363.420 | từ Giáp ranh nghĩa địa đến Bến Cá (đến hết ranh thửa đất số 268, tờ
P=1485 | X=0118.130-0427.700 | Y=0363.700-0374.940 | BĐĐC số 109 về bên trái và đến hết ranh thửa đất số 14, tờ BĐĐC số
P=1485 | X=0118.130-0397.230 | Y=0375.240-0386.480 | 109 về bên trái) có hiện trạng là đường nhựa, bê tông xi măng:
P=1485 | X=0098.210-0349.680 | Y=0392.000-0404.000 | 80 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1485 | X=0463.850-0480.490 | Y=0392.000-0401.320 | 110
P=1485 | X=0511.150-0522.270 | Y=0392.000-0401.320 | 70
P=1485 | X=0118.130-0424.550 | Y=0410.280-0421.520 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1485 | X=0118.130-0159.810 | Y=0421.800-0433.040 | ≤1.000m.
P=1485 | X=0118.130-0341.300 | Y=0439.320-0450.560 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1485 | X=0118.130-0436.100 | Y=0457.340-0468.580 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bến Nôm đoạn
P=1485 | X=0118.130-0424.120 | Y=0468.860-0480.100 | từ Giáp ranh nghĩa địa đến Bến Cá (đến hết ranh thửa đất số 268, tờ
P=1485 | X=0118.130-0427.700 | Y=0480.380-0491.620 | BĐĐC số 109 về bên trái và đến hết ranh thửa đất số 14, tờ BĐĐC số
P=1485 | X=0098.210-0397.230 | Y=0491.900-0503.340 | 81 109 về bên trái) có hiện trạng là đường nhựa, bê tông xi măng:
P=1485 | X=0469.610-0480.730 | Y=0494.020-0503.340 | 70
P=1485 | X=0511.150-0522.270 | Y=0494.020-0503.340 | 40
P=1485 | X=0118.130-0403.940 | Y=0509.420-0520.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1485 | X=0118.130-0341.770 | Y=0526.940-0538.180 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1485 | X=0118.130-0403.390 | Y=0544.970-0556.210 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1485 | X=0118.130-0417.190 | Y=0556.250-0567.490 | Đường Bến Nôm đoạn từ Giáp ranh nghĩa địa đến Bến Cá (đến hết
P=1485 | X=0118.130-0435.380 | Y=0567.770-0579.010 | ranh thửa đất số 268, tờ BĐĐC số 109 về bên trái và đến hết ranh thửa
P=1485 | X=0118.130-0423.910 | Y=0579.290-0590.530 | đất số 14, tờ BĐĐC số 109 về bên trái) có hiện trạng là đường nhựa,
P=1485 | X=0098.210-0109.330 | Y=0587.170-0596.490 | 82
P=1485 | X=0463.850-0480.490 | Y=0587.170-0596.490 | 140
P=1485 | X=0505.390-0522.030 | Y=0587.170-0596.490 | 110
P=1485 | X=0118.130-0192.210 | Y=0590.810-0602.050 | bê tông xi măng:
P=1485 | X=0118.130-0349.210 | Y=0608.330-0619.570 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1485 | X=0118.130-0395.320 | Y=0625.870-0637.110 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1485 | X=0118.130-0403.390 | Y=0643.870-0655.110 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1485 | X=0118.130-0417.190 | Y=0655.390-0666.630 | Đường Bến Nôm đoạn từ Giáp ranh nghĩa địa đến Bến Cá (đến hết
P=1485 | X=0118.130-0435.380 | Y=0666.910-0678.150 | ranh thửa đất số 268, tờ BĐĐC số 109 về bên trái và đến hết ranh thửa
P=1485 | X=0098.210-0423.910 | Y=0677.430-0689.670 | 83 đất số 14, tờ BĐĐC số 109 về bên trái) có hiện trạng là đường nhựa,
P=1485 | X=0463.850-0480.490 | Y=0677.430-0686.750 | 110
P=1485 | X=0511.150-0522.270 | Y=0677.430-0686.750 | 70
P=1485 | X=0118.130-0192.210 | Y=0689.950-0701.190 | bê tông xi măng:
P=1485 | X=0118.130-0349.680 | Y=0707.490-0718.730 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1486 | X=0118.130-0424.550 | Y=0078.740-0089.980 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1486 | X=0118.130-0159.810 | Y=0090.260-0101.500 | ≤1.000m.
P=1486 | X=0118.130-0341.300 | Y=0107.780-0119.020 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1486 | X=0118.130-0403.390 | Y=0125.810-0137.050 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1486 | X=0118.130-0417.190 | Y=0137.330-0148.570 | Đường Bến Nôm đoạn từ Giáp ranh nghĩa địa đến Bến Cá (đến hết
P=1486 | X=0118.130-0435.380 | Y=0148.850-0160.090 | ranh thửa đất số 268, tờ BĐĐC số 109 về bên trái và đến hết ranh thửa
P=1486 | X=0118.130-0423.910 | Y=0160.370-0171.610 | đất số 14, tờ BĐĐC số 109 về bên trái) có hiện trạng là đường nhựa,
P=1486 | X=0098.210-0109.330 | Y=0168.250-0177.570 | 84
P=1486 | X=0469.610-0480.730 | Y=0168.250-0177.570 | 70
P=1486 | X=0511.150-0522.270 | Y=0168.250-0177.570 | 40
P=1486 | X=0118.130-0192.210 | Y=0171.650-0182.890 | bê tông xi măng:
P=1486 | X=0118.130-0403.940 | Y=0189.170-0200.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1486 | X=0118.130-0341.770 | Y=0206.710-0217.950 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1486 | X=0350.520-0433.700 | Y=0224.710-0235.950 | Đồi 3 (đến ranh hồ
P=1486 | X=0098.210-0194.230 | Y=0230.470-0241.710 | 85 Đường Bến Nôm
P=1486 | X=0259.060-0347.240 | Y=0230.470-0241.710 | Giáp ranh nghĩa địa
P=1486 | X=0463.850-0480.490 | Y=0232.350-0241.670 | 230
P=1486 | X=0505.390-0522.030 | Y=0232.350-0241.670 | 200
P=1486 | X=0350.520-0380.770 | Y=0238.110-0247.430 | Trị An)
P=1486 | X=0118.130-0436.100 | Y=0254.230-0265.470 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bến Nôm đoạn
P=1486 | X=0118.130-0427.650 | Y=0265.750-0276.990 | từ Giáp ranh nghĩa địa đến Đồi 3 (đến ranh hồ Trị An) có hiện trạng là
P=1486 | X=0118.130-0253.900 | Y=0277.270-0288.510 | đường nhựa, bê tông xi măng:
P=1486 | X=0098.210-0109.330 | Y=0285.180-0294.500 | 86
P=1486 | X=0463.850-0480.490 | Y=0285.180-0294.500 | 140
P=1486 | X=0505.390-0522.030 | Y=0285.180-0294.500 | 110
P=1486 | X=0118.130-0349.210 | Y=0294.820-0306.060 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1486 | X=0118.130-0395.320 | Y=0312.340-0323.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1486 | X=0118.130-0436.100 | Y=0330.340-0341.580 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bến Nôm đoạn
P=1486 | X=0118.130-0427.650 | Y=0341.860-0353.100 | từ Giáp ranh nghĩa địa đến Đồi 3 (đến ranh hồ Trị An) có hiện trạng là
P=1486 | X=0118.130-0253.900 | Y=0353.380-0364.620 | đường nhựa, bê tông xi măng:
P=1486 | X=0098.210-0349.680 | Y=0370.920-0385.000 | 87 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1486 | X=0463.850-0480.490 | Y=0375.680-0385.000 | 110
P=1486 | X=0511.150-0522.270 | Y=0375.680-0385.000 | 70
P=1486 | X=0118.130-0424.550 | Y=0388.200-0399.440 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1486 | X=0118.130-0159.810 | Y=0399.720-0410.960 | ≤1.000m.
P=1486 | X=0118.130-0341.300 | Y=0417.240-0428.480 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1486 | X=0118.130-0436.100 | Y=0435.240-0446.480 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bến Nôm đoạn
P=1486 | X=0118.130-0427.650 | Y=0446.760-0458.000 | từ Giáp ranh nghĩa địa đến Đồi 3 (đến ranh hồ Trị An) có hiện trạng là
P=1486 | X=0118.130-0253.900 | Y=0458.300-0469.540 | đường nhựa, bê tông xi măng:
P=1486 | X=0098.210-0109.330 | Y=0466.180-0475.500 | 88
P=1486 | X=0469.610-0480.730 | Y=0466.180-0475.500 | 70
P=1486 | X=0511.150-0522.270 | Y=0466.180-0475.500 | 40
P=1486 | X=0118.130-0403.940 | Y=0475.820-0487.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1486 | X=0118.130-0341.770 | Y=0493.340-0504.580 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1486 | X=0118.130-0403.390 | Y=0511.340-0522.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1486 | X=0118.130-0427.220 | Y=0522.860-0534.100 | Đường Bến Nôm đoạn từ Giáp ranh nghĩa địa đến Đồi 3 (đến ranh hồ
P=1486 | X=0118.130-0357.850 | Y=0534.410-0545.650 | Trị An) có hiện trạng là đường nhựa, bê tông xi măng:
P=1486 | X=0098.210-0109.330 | Y=0542.290-0551.610 | 89
P=1486 | X=0463.850-0480.490 | Y=0542.290-0551.610 | 140
P=1486 | X=0505.390-0522.030 | Y=0542.290-0551.610 | 110
P=1486 | X=0118.130-0349.210 | Y=0551.930-0563.170 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1486 | X=0118.130-0395.340 | Y=0569.450-0580.690 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1486 | X=0118.130-0403.390 | Y=0587.450-0598.690 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1486 | X=0118.130-0427.220 | Y=0598.970-0610.210 | Đường Bến Nôm đoạn từ Giáp ranh nghĩa địa đến Đồi 3 (đến ranh hồ
P=1486 | X=0118.130-0357.850 | Y=0610.250-0621.490 | Trị An) có hiện trạng là đường nhựa, bê tông xi măng:
P=1486 | X=0098.210-0349.680 | Y=0627.790-0642.110 | 90 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1486 | X=0463.850-0480.490 | Y=0632.790-0642.110 | 110
P=1486 | X=0511.150-0522.270 | Y=0632.790-0642.110 | 70
P=1486 | X=0118.130-0424.550 | Y=0645.310-0656.550 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1486 | X=0118.130-0159.810 | Y=0656.830-0668.070 | ≤1.000m.
P=1486 | X=0118.130-0341.300 | Y=0674.350-0685.590 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1486 | X=0118.130-0403.390 | Y=0692.350-0703.590 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1486 | X=0098.210-0109.330 | Y=0699.990-0709.310 | 91
P=1486 | X=0469.610-0480.730 | Y=0699.990-0709.310 | 70
P=1486 | X=0511.150-0522.270 | Y=0699.990-0709.310 | 40
P=1486 | X=0118.130-0427.220 | Y=0703.890-0715.130 | Đường Bến Nôm đoạn từ Giáp ranh nghĩa địa đến Đồi 3 (đến ranh hồ
P=1487 | X=0118.130-0357.850 | Y=0072.740-0083.980 | Trị An) có hiện trạng là đường nhựa, bê tông xi măng:
P=1487 | X=0118.130-0403.940 | Y=0090.260-0101.500 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1487 | X=0118.130-0341.770 | Y=0107.780-0119.020 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1487 | X=0350.520-0430.570 | Y=0125.810-0137.050 | Ranh giới Trường
P=1487 | X=0098.210-0307.640 | Y=0137.330-0148.570 | 92 Đường Đức Huy - Thanh Bình Quốc lộ 20
P=1487 | X=0350.520-0413.500 | Y=0139.210-0148.530 | Mầm non Hoa
P=1487 | X=0463.850-0480.490 | Y=0139.210-0148.530 | 720
P=1487 | X=0505.390-0522.030 | Y=0139.210-0148.530 | 630
P=1487 | X=0350.520-0387.340 | Y=0148.850-0160.090 | Phượng
P=1487 | X=0118.130-0415.100 | Y=0166.850-0178.090 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đức Huy -
