TABLE=067 | AREA=Xã Đồng Tâm | SECTION=agricultural | SEGMENTS=1
P=2033 | X=0092.900-0218.550 | Y=0673.150-0684.390 | 31 Đường Nguyễn Văn Linh
P=2033 | X=0327.240-0370.310 | Y=0675.030-0684.350 | Hết tuyến
P=2033 | X=0408.620-0425.260 | Y=0675.030-0684.350 | 266
P=2033 | X=0442.250-0458.890 | Y=0675.030-0684.350 | 213
P=2033 | X=0475.850-0492.490 | Y=0675.030-0684.350 | 170
P=2033 | X=0254.500-0304.760 | Y=0678.910-0690.150 | Đức Thắng
P=2033 | X=0254.500-0312.430 | Y=0696.910-0708.150 | Đường Cách
P=2033 | X=0327.240-0382.540 | Y=0696.910-0708.150 | Đường Trần
P=2033 | X=0092.900-0204.630 | Y=0702.690-0713.930 | 32 Đường Trường Chinh
P=2033 | X=0408.620-0425.260 | Y=0704.580-0713.900 | 266
P=2033 | X=0442.250-0458.890 | Y=0704.580-0713.900 | 213
P=2033 | X=0475.850-0492.490 | Y=0704.580-0713.900 | 170
P=2033 | X=0254.500-0310.750 | Y=0710.340-0719.660 | Mạng Tháng
P=2033 | X=0327.240-0345.080 | Y=0710.340-0719.660 | Phú
P=2034 | X=0254.500-0326.920 | Y=0072.740-0083.980 | Tám (đường ĐT
P=2034 | X=0254.500-0274.420 | Y=0086.140-0095.460 | 741)
P=2034 | X=0254.500-0312.430 | Y=0102.260-0113.500 | Đường Cách
P=2034 | X=0327.240-0382.540 | Y=0113.780-0125.020 | Đường Trần
P=2034 | X=0254.500-0310.750 | Y=0115.660-0124.980 | Mạng Tháng
P=2034 | X=0092.900-0179.670 | Y=0119.570-0130.810 | 33 Đường Lê Duẩn
P=2034 | X=0408.620-0425.260 | Y=0121.450-0130.770 | 266
P=2034 | X=0442.250-0458.890 | Y=0121.450-0130.770 | 213
P=2034 | X=0475.850-0492.490 | Y=0121.450-0130.770 | 170
P=2034 | X=0254.500-0345.080 | Y=0125.330-0136.570 | Tám (đường ĐT Phú
P=2034 | X=0254.500-0274.420 | Y=0138.730-0148.050 | 741)
P=2034 | X=0327.240-0359.000 | Y=0154.850-0166.090 | Đường
P=2034 | X=0254.500-0323.480 | Y=0160.610-0171.850 | Đường Nguyễn
P=2034 | X=0092.900-0213.690 | Y=0166.370-0177.610 | 34 Đường Nguyễn Văn Cừ
P=2034 | X=0327.240-0383.990 | Y=0168.250-0177.570 | Nguyễn Hữu
P=2034 | X=0408.620-0425.260 | Y=0168.250-0177.570 | 266
P=2034 | X=0442.250-0458.890 | Y=0168.250-0177.570 | 213
P=2034 | X=0475.850-0492.490 | Y=0168.250-0177.570 | 170
P=2034 | X=0254.500-0294.170 | Y=0172.130-0183.370 | Văn Linh
P=2034 | X=0327.240-0344.600 | Y=0179.530-0188.850 | Thọ
P=2034 | X=0092.900-0225.750 | Y=0195.650-0206.890 | 35 Đường Nguyễn Chí Thanh
P=2034 | X=0254.500-0304.760 | Y=0197.530-0206.850 | Toàn tuyến
P=2034 | X=0408.620-0425.260 | Y=0197.530-0206.850 | 266
P=2034 | X=0442.250-0458.890 | Y=0197.530-0206.850 | 213
P=2034 | X=0475.850-0492.490 | Y=0197.530-0206.850 | 170
P=2034 | X=0327.240-0359.000 | Y=0213.670-0224.910 | Đường
P=2034 | X=0254.500-0323.380 | Y=0219.430-0230.670 | Đường Lý Nam
P=2034 | X=0092.900-0199.580 | Y=0225.190-0236.430 | 36 Đường Hùng Vương
P=2034 | X=0327.240-0383.990 | Y=0227.070-0236.390 | Nguyễn Hữu
P=2034 | X=0408.620-0425.260 | Y=0227.070-0236.390 | 266
P=2034 | X=0442.250-0458.890 | Y=0227.070-0236.390 | 213
P=2034 | X=0475.850-0492.490 | Y=0227.070-0236.390 | 170
P=2034 | X=0254.500-0267.300 | Y=0230.950-0242.190 | Đế
P=2034 | X=0327.240-0344.600 | Y=0238.590-0247.910 | Thọ
P=2034 | X=0327.240-0359.000 | Y=0254.710-0265.950 | Đường
P=2034 | X=0254.500-0323.480 | Y=0260.470-0271.710 | Đường Nguyễn
P=2034 | X=0092.900-0199.580 | Y=0266.230-0277.470 | 37 Đường Hùng Vương
P=2034 | X=0327.240-0382.300 | Y=0266.230-0277.470 | Nguyễn Văn
P=2034 | X=0408.620-0425.260 | Y=0268.110-0277.430 | 266
P=2034 | X=0442.250-0458.890 | Y=0268.110-0277.430 | 213
P=2034 | X=0475.850-0492.490 | Y=0268.110-0277.430 | 170
P=2034 | X=0254.500-0294.190 | Y=0273.870-0283.190 | Hữu Thọ
P=2034 | X=0327.240-0346.280 | Y=0279.630-0288.950 | Linh
P=2034 | X=0327.240-0379.640 | Y=0295.780-0307.020 | Đường Phú
P=2034 | X=0254.500-0305.730 | Y=0297.660-0306.980 | Cách Mạng
P=2034 | X=0092.900-0224.790 | Y=0301.540-0312.780 | 38 Đường Phạm Ngọc Thạch
P=2034 | X=0408.620-0425.260 | Y=0303.420-0312.740 | 266
P=2034 | X=0442.250-0458.890 | Y=0303.420-0312.740 | 213
P=2034 | X=0475.850-0492.490 | Y=0303.420-0312.740 | 170
P=2034 | X=0327.240-0369.100 | Y=0307.300-0318.540 | Riềng Đỏ
P=2034 | X=0254.500-0305.610 | Y=0309.180-0318.500 | Tháng Tám
P=2034 | X=0327.240-0384.680 | Y=0327.180-0336.500 | Hết ranh khu
P=2034 | X=0254.500-0306.900 | Y=0331.060-0342.300 | Đường Phú
P=2034 | X=0092.900-0224.790 | Y=0336.820-0348.060 | 39 Đường Phạm Ngọc Thạch
P=2034 | X=0327.240-0385.160 | Y=0336.820-0348.060 | dân cư Hoàn
P=2034 | X=0408.620-0425.260 | Y=0338.700-0348.020 | 266
P=2034 | X=0442.250-0458.890 | Y=0338.700-0348.020 | 213
P=2034 | X=0475.850-0492.490 | Y=0338.700-0348.020 | 170
P=2034 | X=0254.500-0296.360 | Y=0342.580-0353.820 | Riềng Đỏ
P=2034 | X=0327.240-0355.650 | Y=0350.220-0359.540 | Thành
P=2034 | X=0254.500-0317.460 | Y=0368.240-0377.560 | Giáp ranh khu
P=2034 | X=0092.900-0224.790 | Y=0377.880-0389.120 | 40 Đường Phạm Ngọc Thạch
P=2034 | X=0254.500-0377.510 | Y=0377.880-0389.120 | dân cư Hoàn Cầu Bà Mụ
P=2034 | X=0408.620-0425.260 | Y=0379.760-0389.080 | 266
P=2034 | X=0442.250-0458.890 | Y=0379.760-0389.080 | 213
P=2034 | X=0475.850-0492.490 | Y=0379.760-0389.080 | 170
P=2034 | X=0254.500-0282.910 | Y=0391.280-0400.600 | Thành
P=2034 | X=0254.500-0387.740 | Y=0407.400-0418.640 | Đường Nguyễn Đường Phạm
P=2034 | X=0092.900-0211.830 | Y=0413.160-0424.400 | 41 Đường Tôn Đức Thắng
P=2034 | X=0408.620-0425.260 | Y=0415.040-0424.360 | 266
P=2034 | X=0442.250-0458.890 | Y=0415.040-0424.360 | 213
P=2034 | X=0475.850-0492.490 | Y=0415.040-0424.360 | 170
P=2034 | X=0254.500-0294.170 | Y=0418.920-0430.160 | Văn Linh
P=2034 | X=0327.240-0381.340 | Y=0420.800-0430.120 | Ngọc Thạch
P=2034 | X=0327.240-0389.270 | Y=0438.800-0448.120 | Hết ranh thửa
P=2034 | X=0254.500-0382.160 | Y=0448.200-0459.440 | Đường Nguyễn đất số 1159,
P=2034 | X=0092.900-0250.870 | Y=0453.980-0465.220 | 42 Đường Tôn Đức Thắng (nối dài)
P=2034 | X=0408.620-0425.260 | Y=0455.860-0465.180 | 266
P=2034 | X=0442.250-0458.890 | Y=0455.860-0465.180 | 213
P=2034 | X=0475.850-0492.490 | Y=0455.860-0465.180 | 170
P=2034 | X=0254.500-0294.170 | Y=0459.740-0470.980 | Văn Linh
P=2034 | X=0327.240-0383.260 | Y=0459.740-0470.980 | tờ bản đồ số
P=2034 | X=0327.240-0338.360 | Y=0473.140-0482.460 | 19
P=2034 | X=0254.500-0383.110 | Y=0489.260-0500.500 | Đường Cách Hết thửa đất
P=2034 | X=0107.330-0239.140 | Y=0495.020-0506.260 | Đường Tân Phú - Tân Phước
P=2034 | X=0254.500-0310.750 | Y=0502.660-0511.980 | Mạng Tháng
P=2034 | X=0327.240-0378.470 | Y=0502.660-0511.980 | số 57 và số
P=2034 | X=0092.900-0239.200 | Y=0506.540-0517.780 | 43 (Đường vào khu B - khu công
P=2034 | X=0408.620-0425.260 | Y=0508.420-0517.740 | 266
P=2034 | X=0442.250-0458.890 | Y=0508.420-0517.740 | 213
P=2034 | X=0475.850-0492.490 | Y=0508.420-0517.740 | 170
P=2034 | X=0254.500-0386.870 | Y=0512.300-0523.540 | Tám (đường ĐT 32, tờ bản đồ
P=2034 | X=0107.330-0208.150 | Y=0518.060-0529.300 | nghiệp Bắc Đồng Phú)
P=2034 | X=0254.500-0274.420 | Y=0525.700-0535.020 | 741)
P=2034 | X=0327.240-0351.560 | Y=0525.700-0535.020 | số 43
P=2034 | X=0107.330-0239.140 | Y=0541.850-0553.090 | Đường Tân Phú - Tân Phước
P=2034 | X=0327.240-0386.470 | Y=0541.850-0553.090 | Hết Thửa đất
P=2034 | X=0254.500-0317.010 | Y=0543.730-0553.050 | Từ ranh Thửa
P=2034 | X=0092.900-0239.200 | Y=0553.370-0564.610 | 44 (Đường vào khu B - khu công
P=2034 | X=0254.500-0316.340 | Y=0553.370-0564.610 | đất số 472, tờ
P=2034 | X=0327.240-0386.380 | Y=0555.250-0564.570 | số 63, tờ bản
P=2034 | X=0408.620-0425.260 | Y=0555.250-0564.570 | 266
P=2034 | X=0442.250-0458.890 | Y=0555.250-0564.570 | 213
P=2034 | X=0475.850-0492.490 | Y=0555.250-0564.570 | 170
P=2034 | X=0107.330-0208.150 | Y=0564.890-0576.130 | nghiệp Bắc Đồng Phú)
P=2034 | X=0254.500-0312.200 | Y=0564.890-0576.130 | bản đồ số 21
P=2034 | X=0327.240-0365.500 | Y=0564.890-0576.130 | đồ số 22
P=2034 | X=0327.240-0386.470 | Y=0582.890-0594.130 | Hết Thửa đất
P=2034 | X=0107.330-0248.520 | Y=0588.650-0599.890 | Đường di xã Tân Lợi (đường từ
P=2034 | X=0254.500-0312.910 | Y=0594.410-0605.650 | Đường Hùng
P=2034 | X=0327.240-0384.070 | Y=0596.290-0605.610 | số 8 và số 9,
P=2034 | X=0092.900-0240.390 | Y=0600.170-0611.410 | 45 Trung tâm thương mại đến xã
P=2034 | X=0408.620-0425.260 | Y=0602.050-0611.370 | 266
P=2034 | X=0442.250-0458.890 | Y=0602.050-0611.370 | 213
P=2034 | X=0475.850-0492.490 | Y=0602.050-0611.370 | 170
P=2034 | X=0254.500-0285.780 | Y=0605.930-0617.170 | Vương
P=2034 | X=0327.240-0386.860 | Y=0605.930-0617.170 | Từ bản đồ số
P=2034 | X=0107.330-0145.250 | Y=0613.570-0622.890 | Tân Lợi)
P=2034 | X=0327.240-0338.360 | Y=0619.350-0628.670 | 37
P=2034 | X=0254.500-0304.990 | Y=0637.350-0646.670 | Cổng Chùa
P=2034 | X=0327.240-0375.570 | Y=0637.350-0646.670 | Cổng chào
P=2034 | X=0107.330-0243.010 | Y=0646.750-0657.990 | Tuyến đường giao thông trung
P=2034 | X=0254.500-0364.050 | Y=0646.750-0657.990 | Phật Đà (Thửa làng Hải
P=2034 | X=0092.900-0230.310 | Y=0658.270-0669.510 | 46 tâm thông Dên Dên (đường
P=2034 | X=0254.500-0383.020 | Y=0658.270-0669.510 | đất số 146, 183, Phòng (thửa
P=2034 | X=0408.620-0425.260 | Y=0660.150-0669.470 | 224
P=2034 | X=0442.250-0458.890 | Y=0660.150-0669.470 | 179
P=2034 | X=0475.850-0492.490 | Y=0660.150-0669.470 | 143
P=2034 | X=0254.500-0310.520 | Y=0669.790-0681.030 | tờ bản đồ số
P=2034 | X=0327.240-0389.080 | Y=0669.790-0681.030 | đất số 259, tờ
P=2034 | X=0107.330-0133.970 | Y=0671.670-0680.990 | nhựa)
P=2034 | X=0327.240-0388.220 | Y=0681.310-0692.550 | bản đồ số 27)
P=2034 | X=0254.500-0268.900 | Y=0683.190-0692.510 | 33)
P=2034 | X=0092.900-0234.640 | Y=0699.310-0710.550 | 47 Các tuyến đường giao thông
P=2034 | X=0254.500-0304.760 | Y=0701.190-0710.510 | Toàn tuyến
P=2034 | X=0408.620-0425.260 | Y=0701.190-0710.510 | 224
P=2034 | X=0442.250-0458.890 | Y=0701.190-0710.510 | 179
P=2034 | X=0475.850-0492.490 | Y=0701.190-0710.510 | 143
P=2035 | X=0107.330-0253.100 | Y=0074.620-0083.940 | trong thôn Dên Dên (không phân
P=2035 | X=0107.330-0164.670 | Y=0086.140-0095.460 | biệt phạm vi)
P=2035 | X=0254.500-0306.900 | Y=0102.260-0113.500 | Đường Phú
P=2035 | X=0327.240-0379.160 | Y=0102.260-0113.500 | Đường Tôn
P=2035 | X=0092.900-0197.440 | Y=0108.020-0119.260 | 48 Đường Nguyễn Huệ
P=2035 | X=0408.620-0425.260 | Y=0109.900-0119.220 | 266
P=2035 | X=0442.250-0458.890 | Y=0109.900-0119.220 | 213
P=2035 | X=0475.850-0492.490 | Y=0109.900-0119.220 | 170
P=2035 | X=0254.500-0296.360 | Y=0113.780-0125.020 | Riềng Đỏ
P=2035 | X=0327.240-0377.500 | Y=0113.780-0125.020 | Đức Thắng
P=2035 | X=0254.500-0306.900 | Y=0131.810-0143.050 | Đường Phú
P=2035 | X=0327.240-0379.160 | Y=0131.810-0143.050 | Đường Tôn
P=2035 | X=0092.900-0197.430 | Y=0137.570-0148.810 | 49 Đường Lê Đại Hành
P=2035 | X=0408.620-0425.260 | Y=0139.450-0148.770 | 266
P=2035 | X=0442.250-0458.890 | Y=0139.450-0148.770 | 213
P=2035 | X=0475.850-0492.490 | Y=0139.450-0148.770 | 170
P=2035 | X=0254.500-0296.360 | Y=0143.330-0154.570 | Riềng Đỏ
P=2035 | X=0327.240-0377.500 | Y=0143.330-0154.570 | Đức Thắng
P=2035 | X=0254.500-0309.800 | Y=0161.330-0172.570 | Đường Trần
P=2035 | X=0327.240-0379.160 | Y=0161.330-0172.570 | Đường Tôn
P=2035 | X=0092.900-0196.220 | Y=0167.090-0178.330 | 50 Đường Nguyễn Trãi
P=2035 | X=0408.620-0425.260 | Y=0168.970-0178.290 | 266
P=2035 | X=0442.250-0458.890 | Y=0168.970-0178.290 | 213
P=2035 | X=0475.850-0492.490 | Y=0168.970-0178.290 | 170
P=2035 | X=0327.240-0377.500 | Y=0172.850-0184.090 | Đức Thắng
P=2035 | X=0254.500-0304.020 | Y=0174.730-0184.050 | Nhân Tông
P=2035 | X=0254.500-0306.900 | Y=0190.850-0202.090 | Đường Phú
P=2035 | X=0327.240-0379.160 | Y=0190.850-0202.090 | Đường Tôn
P=2035 | X=0092.900-0192.640 | Y=0196.610-0207.850 | 51 Đường Ngô Quyền
P=2035 | X=0408.620-0425.260 | Y=0198.490-0207.810 | 266
P=2035 | X=0442.250-0458.890 | Y=0198.490-0207.810 | 213
P=2035 | X=0475.850-0492.490 | Y=0198.490-0207.810 | 170
P=2035 | X=0254.500-0296.360 | Y=0202.390-0213.630 | Riềng Đỏ
P=2035 | X=0327.240-0377.500 | Y=0202.390-0213.630 | Đức Thắng
P=2035 | X=0254.500-0306.900 | Y=0220.390-0231.630 | Đường Phú
P=2035 | X=0327.240-0379.160 | Y=0220.390-0231.630 | Đường Tôn
P=2035 | X=0092.900-0199.830 | Y=0225.910-0237.150 | 52 Đường Đinh Bộ Lĩnh
P=2035 | X=0408.620-0425.260 | Y=0227.790-0237.110 | 266
P=2035 | X=0442.250-0458.890 | Y=0227.790-0237.110 | 213
P=2035 | X=0475.850-0492.490 | Y=0227.790-0237.110 | 170
P=2035 | X=0254.500-0296.360 | Y=0231.670-0242.910 | Riềng Đỏ
P=2035 | X=0327.240-0377.500 | Y=0231.670-0242.910 | Đức Thắng
P=2035 | X=0254.500-0315.270 | Y=0249.670-0260.910 | Đường Lý Tự
P=2035 | X=0327.240-0379.160 | Y=0249.670-0260.910 | Đường Tôn
P=2035 | X=0092.900-0189.270 | Y=0255.430-0266.670 | 53 Đường Lý Thái Tổ
P=2035 | X=0408.620-0425.260 | Y=0257.310-0266.630 | 266
P=2035 | X=0442.250-0458.890 | Y=0257.310-0266.630 | 213
P=2035 | X=0475.850-0492.490 | Y=0257.310-0266.630 | 170
P=2035 | X=0327.240-0377.500 | Y=0261.190-0272.430 | Đức Thắng
P=2035 | X=0254.500-0280.740 | Y=0263.070-0272.390 | Trọng
P=2035 | X=0254.500-0324.690 | Y=0279.190-0290.430 | Đường Đinh Bộ
P=2035 | X=0092.900-0196.950 | Y=0284.980-0296.220 | 54 Đường Lý Tự Trọng
P=2035 | X=0327.240-0390.480 | Y=0284.980-0296.220 | Đường Âu Cơ
P=2035 | X=0408.620-0425.260 | Y=0286.860-0296.180 | 266
P=2035 | X=0442.250-0458.890 | Y=0286.860-0296.180 | 213
P=2035 | X=0475.850-0492.490 | Y=0286.860-0296.180 | 170
P=2035 | X=0254.500-0274.020 | Y=0290.740-0301.980 | Lĩnh
P=2035 | X=0254.500-0312.430 | Y=0308.740-0319.980 | Đường Cách
P=2035 | X=0327.240-0379.180 | Y=0320.260-0331.500 | Đường Tôn
P=2035 | X=0254.500-0310.750 | Y=0322.140-0331.460 | Mạng Tháng
P=2035 | X=0092.900-0170.570 | Y=0326.020-0337.260 | 55 Đường Âu Cơ
P=2035 | X=0408.620-0425.260 | Y=0327.900-0337.220 | 266
P=2035 | X=0442.250-0458.890 | Y=0327.900-0337.220 | 213
P=2035 | X=0475.850-0492.490 | Y=0327.900-0337.220 | 170
P=2035 | X=0254.500-0377.500 | Y=0331.780-0343.020 | Tám (đường ĐT Đức Thắng
P=2035 | X=0254.500-0274.420 | Y=0345.180-0354.500 | 741)
P=2035 | X=0327.240-0387.740 | Y=0361.300-0372.540 | Đường Phạm
P=2035 | X=0092.900-0205.840 | Y=0367.080-0378.320 | 56 Đường Điện Biên Phủ
P=2035 | X=0254.500-0317.740 | Y=0367.080-0378.320 | Đường Âu Cơ
P=2035 | X=0408.620-0425.260 | Y=0368.960-0378.280 | 266
P=2035 | X=0442.250-0458.890 | Y=0368.960-0378.280 | 213
P=2035 | X=0475.850-0492.490 | Y=0368.960-0378.280 | 170
P=2035 | X=0327.240-0381.340 | Y=0374.720-0384.040 | Ngọc Thạch
P=2035 | X=0254.500-0315.000 | Y=0390.840-0402.080 | Đường Phạm
P=2035 | X=0327.240-0359.000 | Y=0390.840-0402.080 | Đường
P=2035 | X=0092.900-0170.070 | Y=0396.600-0407.840 | 57 Đường Lê Lợi
P=2035 | X=0408.620-0425.260 | Y=0398.480-0407.800 | 266
P=2035 | X=0442.250-0458.890 | Y=0398.480-0407.800 | 213
P=2035 | X=0475.850-0492.490 | Y=0398.480-0407.800 | 170
P=2035 | X=0254.500-0308.600 | Y=0404.240-0413.560 | Ngọc Thạch
P=2035 | X=0327.240-0382.790 | Y=0404.240-0413.560 | Nguyễn Huệ
P=2035 | X=0254.500-0359.000 | Y=0420.360-0431.600 | Đường Lê Đại Đường
P=2035 | X=0092.900-0237.030 | Y=0426.120-0437.360 | 58 Đường Hải Thượng Lãn Ông
P=2035 | X=0408.620-0425.260 | Y=0428.000-0437.320 | 266
P=2035 | X=0442.250-0458.890 | Y=0428.000-0437.320 | 213
P=2035 | X=0475.850-0492.490 | Y=0428.000-0437.320 | 170
P=2035 | X=0254.500-0278.360 | Y=0433.760-0443.080 | Hành
P=2035 | X=0327.240-0381.810 | Y=0433.760-0443.080 | Nguyễn Trãi
P=2035 | X=0254.500-0315.000 | Y=0449.900-0461.140 | Đường Phạm
P=2035 | X=0327.240-0359.000 | Y=0449.900-0461.140 | Đường
P=2035 | X=0092.900-0200.760 | Y=0455.660-0466.900 | 59 Đường Trần Văn Trà
P=2035 | X=0408.620-0425.260 | Y=0457.540-0466.860 | 266
P=2035 | X=0442.250-0458.890 | Y=0457.540-0466.860 | 213
P=2035 | X=0475.850-0492.490 | Y=0457.540-0466.860 | 170
P=2035 | X=0254.500-0308.600 | Y=0463.300-0472.620 | Ngọc Thạch
P=2035 | X=0327.240-0382.790 | Y=0463.300-0472.620 | Nguyễn Huệ
P=2035 | X=0254.500-0380.130 | Y=0479.420-0490.660 | Đường Lê Đại Đường Ngô
P=2035 | X=0092.900-0214.690 | Y=0485.180-0496.420 | 60 Đường Trần Nhân Tông
P=2035 | X=0408.620-0425.260 | Y=0487.060-0496.380 | 266
P=2035 | X=0442.250-0458.890 | Y=0487.060-0496.380 | 213
P=2035 | X=0475.850-0492.490 | Y=0487.060-0496.380 | 170
P=2035 | X=0254.500-0278.360 | Y=0492.820-0502.140 | Hành
P=2035 | X=0327.240-0356.840 | Y=0492.820-0502.140 | Quyền
P=2035 | X=0254.500-0312.430 | Y=0508.940-0520.180 | Đường Cách
P=2035 | X=0327.240-0385.650 | Y=0520.220-0531.460 | Đường Hùng
P=2035 | X=0254.500-0310.750 | Y=0522.100-0531.420 | Mạng Tháng
P=2035 | X=0092.900-0216.870 | Y=0525.980-0537.220 | 61 Đường Nguyễn Văn Trỗi
P=2035 | X=0408.620-0425.260 | Y=0527.860-0537.180 | 266
P=2035 | X=0442.250-0458.890 | Y=0527.860-0537.180 | 213
P=2035 | X=0475.850-0492.490 | Y=0527.860-0537.180 | 170
P=2035 | X=0254.500-0358.520 | Y=0531.740-0542.980 | Tám (đường ĐT Vương
P=2035 | X=0254.500-0274.420 | Y=0545.170-0554.490 | 741)
P=2035 | X=0254.500-0312.430 | Y=0561.290-0572.530 | Đường Cách
P=2035 | X=0327.240-0385.650 | Y=0572.810-0584.050 | Đường Hùng
P=2035 | X=0254.500-0310.750 | Y=0574.690-0584.010 | Mạng Tháng
P=2035 | X=0092.900-0191.910 | Y=0578.570-0589.810 | 62 Đường Nguyễn Du
P=2035 | X=0408.620-0425.260 | Y=0580.450-0589.770 | 266
P=2035 | X=0442.250-0458.890 | Y=0580.450-0589.770 | 213
P=2035 | X=0475.850-0492.490 | Y=0580.450-0589.770 | 170
P=2035 | X=0254.500-0358.520 | Y=0584.330-0595.570 | Tám (đường ĐT Vương
P=2035 | X=0254.500-0274.420 | Y=0597.730-0607.050 | 741)
P=2035 | X=0254.500-0312.430 | Y=0613.850-0625.090 | Đường Cách
P=2035 | X=0327.240-0385.650 | Y=0625.390-0636.630 | Đường Hùng
P=2035 | X=0254.500-0310.750 | Y=0627.270-0636.590 | Mạng Tháng
P=2035 | X=0092.900-0195.970 | Y=0631.150-0642.390 | 63 Đường Chu Văn An
P=2035 | X=0408.620-0425.260 | Y=0633.030-0642.350 | 266
P=2035 | X=0442.250-0458.890 | Y=0633.030-0642.350 | 213
P=2035 | X=0475.850-0492.490 | Y=0633.030-0642.350 | 170
P=2035 | X=0254.500-0358.520 | Y=0636.910-0648.150 | Tám (đường ĐT Vương
P=2035 | X=0254.500-0274.420 | Y=0650.310-0659.630 | 741)
P=2035 | X=0254.500-0312.430 | Y=0666.430-0677.670 | Đường Cách
P=2035 | X=0327.240-0385.650 | Y=0677.950-0689.190 | Đường Hùng
P=2035 | X=0254.500-0310.750 | Y=0679.830-0689.150 | Mạng Tháng
P=2035 | X=0092.900-0191.430 | Y=0683.710-0694.950 | 64 Đường Võ Thị Sáu
P=2035 | X=0405.980-0425.500 | Y=0685.590-0694.910 | .266
P=2035 | X=0442.250-0458.890 | Y=0685.590-0694.910 | 213
P=2035 | X=0475.850-0492.490 | Y=0685.590-0694.910 | 170
P=2035 | X=0254.500-0358.520 | Y=0689.470-0700.710 | Tám (đường ĐT Vương
P=2035 | X=0254.500-0274.420 | Y=0702.660-0711.980 | 741)
P=2036 | X=0092.900-0227.410 | Y=0078.740-0089.980 | 65 Đường Huỳnh Thúc Kháng
P=2036 | X=0254.500-0304.760 | Y=0080.620-0089.940 | Toàn tuyến
P=2036 | X=0408.620-0425.260 | Y=0080.620-0089.940 | 266
P=2036 | X=0442.250-0458.890 | Y=0080.620-0089.940 | 213
P=2036 | X=0475.850-0492.490 | Y=0080.620-0089.940 | 170
P=2036 | X=0092.900-0183.000 | Y=0096.740-0107.980 | 66 Đường Trần Phú
P=2036 | X=0254.500-0304.760 | Y=0098.620-0107.940 | Toàn tuyến
P=2036 | X=0408.620-0425.260 | Y=0098.620-0107.940 | 266
P=2036 | X=0442.250-0458.890 | Y=0098.620-0107.940 | 213
P=2036 | X=0475.850-0492.490 | Y=0098.620-0107.940 | 170
P=2036 | X=0254.500-0306.900 | Y=0114.770-0126.010 | Đường Phú
P=2036 | X=0327.240-0379.160 | Y=0114.770-0126.010 | Đường Tôn
P=2036 | X=0092.900-0210.370 | Y=0120.530-0131.770 | 67 Đường Lạc Long Quân
P=2036 | X=0408.620-0425.260 | Y=0122.410-0131.730 | 266
P=2036 | X=0442.250-0458.890 | Y=0122.410-0131.730 | 213
P=2036 | X=0475.850-0492.490 | Y=0122.410-0131.730 | 170
P=2036 | X=0254.500-0296.360 | Y=0126.290-0137.530 | Riềng Đỏ
P=2036 | X=0327.240-0377.500 | Y=0126.290-0137.530 | Đức Thắng
P=2036 | X=0327.240-0370.310 | Y=0146.170-0155.490 | Hết tuyến
P=2036 | X=0254.500-0306.420 | Y=0150.050-0161.290 | Đường Tôn
P=2036 | X=0092.900-0210.370 | Y=0155.810-0167.050 | 68 Đường Lạc Long Quân
P=2036 | X=0327.240-0388.050 | Y=0155.810-0167.050 | (đảo yến Sơn
P=2036 | X=0408.620-0425.260 | Y=0157.690-0167.010 | 266
P=2036 | X=0442.250-0458.890 | Y=0157.690-0167.010 | 213
P=2036 | X=0475.850-0492.490 | Y=0157.690-0167.010 | 170
P=2036 | X=0254.500-0304.760 | Y=0161.570-0172.810 | Đức Thắng
P=2036 | X=0327.240-0343.320 | Y=0169.210-0178.530 | Hà)
P=2036 | X=0092.900-0200.760 | Y=0185.330-0196.570 | 69 Đường Lê Thái Tông
P=2036 | X=0254.500-0304.760 | Y=0187.210-0196.530 | Toàn tuyến
P=2036 | X=0408.620-0425.260 | Y=0187.210-0196.530 | 266
P=2036 | X=0442.250-0458.890 | Y=0187.210-0196.530 | 213
P=2036 | X=0475.850-0492.490 | Y=0187.210-0196.530 | 170
P=2036 | X=0092.900-0214.710 | Y=0203.350-0214.590 | 70 Đường Trần Quốc Toản
P=2036 | X=0254.500-0304.760 | Y=0205.230-0214.550 | Toàn tuyến
P=2036 | X=0408.620-0425.260 | Y=0205.230-0214.550 | 266
P=2036 | X=0442.250-0458.890 | Y=0205.230-0214.550 | 213
P=2036 | X=0475.850-0492.490 | Y=0205.230-0214.550 | 170
P=2036 | X=0092.900-0201.960 | Y=0221.350-0232.590 | 71 Đường Hai Bà Trưng
P=2036 | X=0254.500-0304.760 | Y=0223.230-0232.550 | Toàn tuyến
P=2036 | X=0408.620-0425.260 | Y=0223.230-0232.550 | 266
P=2036 | X=0442.250-0458.890 | Y=0223.230-0232.550 | 213
P=2036 | X=0475.850-0492.490 | Y=0223.230-0232.550 | 170
P=2036 | X=0092.900-0222.360 | Y=0239.350-0250.590 | 72 Đường An Dương Vương
P=2036 | X=0254.500-0304.760 | Y=0241.230-0250.550 | Toàn tuyến
P=2036 | X=0408.620-0425.260 | Y=0241.230-0250.550 | 266
P=2036 | X=0442.250-0458.890 | Y=0241.230-0250.550 | 213
P=2036 | X=0475.850-0492.490 | Y=0241.230-0250.550 | 170
P=2036 | X=0254.500-0315.000 | Y=0257.350-0268.590 | Đường Phạm
P=2036 | X=0327.240-0386.840 | Y=0259.230-0268.550 | Giáp khu dân
P=2036 | X=0092.900-0191.390 | Y=0263.110-0274.350 | 73 Đường Bắc Nam 2
P=2036 | X=0408.620-0425.260 | Y=0264.990-0274.310 | 266
