TABLE=022 | AREA=Phường Hàng Gòn | SECTION=agricultural | SEGMENTS=1
P=0709 | X=0104.930-0415.660 | Y=0567.770-0579.010 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Quốc lộ 56
P=0709 | X=0104.930-0398.020 | Y=0579.290-0590.530 | đoạn từ Đường Quốc lộ 1 đến Đường Xuân Tân - Hàng Gòn có
P=0709 | X=0104.930-0307.240 | Y=0590.810-0602.050 | hiện trạng là đường nhựa, bê tông xi măng:
P=0709 | X=0091.700-0336.730 | Y=0608.330-0622.650 | 59 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0709 | X=0451.370-0468.010 | Y=0613.330-0622.650 | 320
P=0709 | X=0505.390-0522.030 | Y=0613.330-0622.650 | 260
P=0709 | X=0104.930-0403.280 | Y=0625.870-0637.110 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0709 | X=0104.930-0159.280 | Y=0637.390-0648.630 | đến ≤600m.
P=0709 | X=0104.930-0336.710 | Y=0654.910-0666.150 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0709 | X=0104.930-0415.660 | Y=0672.670-0683.910 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Quốc lộ 56
P=0709 | X=0091.700-0398.020 | Y=0684.190-0695.430 | 60 đoạn từ Đường Quốc lộ 1 đến Đường Xuân Tân - Hàng Gòn có
P=0709 | X=0451.370-0468.010 | Y=0686.070-0695.390 | 240
P=0709 | X=0505.390-0522.030 | Y=0686.070-0695.390 | 210
P=0709 | X=0104.930-0307.280 | Y=0695.710-0706.950 | hiện trạng là đường nhựa, bê tông xi măng:
P=0710 | X=0104.930-0393.380 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0710 | X=0104.930-0337.200 | Y=0096.020-0107.260 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0710 | X=0104.930-0400.780 | Y=0113.780-0125.020 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0710 | X=0104.930-0416.120 | Y=0125.330-0136.570 | Đường Quốc lộ 56 đoạn từ Đường Quốc lộ 1 đến Đường Xuân Tân
P=0710 | X=0104.930-0380.270 | Y=0136.850-0148.090 | - Hàng Gòn có hiện trạng là đường nhựa, bê tông xi măng:
P=0710 | X=0091.700-0102.820 | Y=0144.730-0154.050 | 61
P=0710 | X=0451.370-0468.010 | Y=0144.730-0154.050 | 400
P=0710 | X=0505.390-0522.030 | Y=0144.730-0154.050 | 320
P=0710 | X=0104.930-0336.470 | Y=0154.370-0165.610 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0710 | X=0104.930-0392.890 | Y=0171.650-0182.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0710 | X=0104.930-0400.780 | Y=0189.410-0200.650 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0710 | X=0104.930-0416.120 | Y=0200.950-0212.190 | Đường Quốc lộ 56 đoạn từ Đường Quốc lộ 1 đến Đường Xuân Tân
P=0710 | X=0104.930-0380.270 | Y=0212.470-0223.710 | - Hàng Gòn có hiện trạng là đường nhựa, bê tông xi măng:
P=0710 | X=0091.700-0336.730 | Y=0229.990-0244.310 | 62 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0710 | X=0451.370-0468.010 | Y=0234.990-0244.310 | 320
P=0710 | X=0505.390-0522.030 | Y=0234.990-0244.310 | 260
P=0710 | X=0104.930-0403.280 | Y=0247.510-0258.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0710 | X=0104.930-0159.280 | Y=0259.030-0270.270 | đến ≤600m.
P=0710 | X=0104.930-0336.710 | Y=0276.550-0287.790 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0710 | X=0104.930-0400.780 | Y=0294.340-0305.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0710 | X=0104.930-0416.120 | Y=0305.860-0317.100 | Đường Quốc lộ 56 đoạn từ Đường Quốc lộ 1 đến Đường Xuân Tân
P=0710 | X=0104.930-0380.270 | Y=0317.380-0328.620 | - Hàng Gòn có hiện trạng là đường nhựa, bê tông xi măng:
P=0710 | X=0091.700-0102.820 | Y=0325.260-0334.580 | 63
P=0710 | X=0451.370-0468.010 | Y=0325.260-0334.580 | 240
P=0710 | X=0505.390-0522.030 | Y=0325.260-0334.580 | 210
P=0710 | X=0104.930-0393.380 | Y=0334.900-0346.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0710 | X=0104.930-0340.090 | Y=0352.420-0363.660 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0710 | X=0234.340-0406.460 | Y=0369.960-0381.200 | Đường Xuân Tân - Giáp ranh xã Cẩm
P=0710 | X=0091.700-0190.470 | Y=0375.720-0386.960 | 64 Đường Quốc lộ 56
P=0710 | X=0451.370-0468.010 | Y=0377.600-0386.920 | 530
P=0710 | X=0505.390-0522.030 | Y=0377.600-0386.920 | 430
P=0710 | X=0322.440-0335.880 | Y=0381.480-0392.720 | Mỹ
P=0710 | X=0234.340-0281.220 | Y=0383.360-0392.680 | Hàng Gòn
P=0710 | X=0104.930-0415.660 | Y=0399.240-0410.480 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Quốc lộ 56
P=0710 | X=0104.930-0405.450 | Y=0410.760-0422.000 | đoạn từ Đường Xuân Tân - Hàng Gòn đến Giáp ranh xã Cẩm Mỹ
P=0710 | X=0104.930-0321.130 | Y=0422.280-0433.520 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0710 | X=0091.700-0102.820 | Y=0430.160-0439.480 | 65
P=0710 | X=0451.370-0468.010 | Y=0430.160-0439.480 | 340
P=0710 | X=0505.390-0522.030 | Y=0430.160-0439.480 | 270
P=0710 | X=0104.930-0345.110 | Y=0439.800-0451.040 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0710 | X=0104.930-0392.890 | Y=0457.340-0468.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0710 | X=0104.930-0415.660 | Y=0475.100-0486.340 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Quốc lộ 56
P=0710 | X=0104.930-0405.450 | Y=0486.620-0497.860 | đoạn từ Đường Xuân Tân - Hàng Gòn đến Giáp ranh xã Cẩm Mỹ
P=0710 | X=0104.930-0321.130 | Y=0498.140-0509.380 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0710 | X=0091.700-0345.350 | Y=0515.660-0529.740 | 66 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0710 | X=0451.370-0468.010 | Y=0520.420-0529.740 | 270
P=0710 | X=0505.390-0522.030 | Y=0520.420-0529.740 | 220
P=0710 | X=0104.930-0403.280 | Y=0533.210-0544.450 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0710 | X=0104.930-0167.680 | Y=0544.490-0555.730 | đến ≤1.000m.
P=0710 | X=0104.930-0336.710 | Y=0562.010-0573.250 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0710 | X=0104.930-0415.660 | Y=0579.770-0591.010 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Quốc lộ 56
P=0710 | X=0104.930-0405.450 | Y=0591.290-0602.530 | đoạn từ Đường Xuân Tân - Hàng Gòn đến Giáp ranh xã Cẩm Mỹ
P=0710 | X=0104.930-0321.130 | Y=0602.810-0614.050 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0710 | X=0091.700-0102.820 | Y=0610.690-0620.010 | 67
P=0710 | X=0451.370-0468.010 | Y=0610.690-0620.010 | 210
P=0710 | X=0505.390-0522.030 | Y=0610.690-0620.010 | 170
P=0710 | X=0104.930-0401.790 | Y=0620.350-0631.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0710 | X=0104.930-0337.200 | Y=0637.870-0649.110 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0710 | X=0104.930-0400.780 | Y=0655.630-0666.870 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0710 | X=0104.930-0414.860 | Y=0667.150-0678.390 | Đường Quốc lộ 56 đoạn từ Đường Xuân Tân - Hàng Gòn đến Giáp
P=0710 | X=0091.700-0400.920 | Y=0677.670-0689.910 | 68 ranh xã Cẩm Mỹ có hiện trạng là đường nhựa, bê tông xi măng:
P=0710 | X=0451.370-0468.010 | Y=0677.670-0686.990 | 340
P=0710 | X=0505.390-0522.030 | Y=0677.670-0686.990 | 270
P=0710 | X=0104.930-0345.110 | Y=0696.190-0707.430 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0711 | X=0104.930-0392.890 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0711 | X=0104.930-0400.780 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0711 | X=0104.930-0414.860 | Y=0107.780-0119.020 | Đường Quốc lộ 56 đoạn từ Đường Xuân Tân - Hàng Gòn đến Giáp
P=0711 | X=0104.930-0401.190 | Y=0119.330-0130.570 | ranh xã Cẩm Mỹ có hiện trạng là đường nhựa, bê tông xi măng:
P=0711 | X=0091.700-0345.350 | Y=0136.850-0150.930 | 69 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0711 | X=0451.370-0468.010 | Y=0141.610-0150.930 | 270
P=0711 | X=0505.390-0522.030 | Y=0141.610-0150.930 | 220
P=0711 | X=0104.930-0403.280 | Y=0154.370-0165.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0711 | X=0104.930-0167.680 | Y=0165.650-0176.890 | đến ≤1.000m.
P=0711 | X=0104.930-0336.710 | Y=0183.170-0194.410 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0711 | X=0104.930-0400.780 | Y=0200.950-0212.190 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0711 | X=0104.930-0414.860 | Y=0212.470-0223.710 | Đường Quốc lộ 56 đoạn từ Đường Xuân Tân - Hàng Gòn đến Giáp
P=0711 | X=0104.930-0400.920 | Y=0223.990-0235.230 | ranh xã Cẩm Mỹ có hiện trạng là đường nhựa, bê tông xi măng:
P=0711 | X=0091.700-0102.820 | Y=0231.870-0241.190 | 70
P=0711 | X=0451.370-0468.010 | Y=0231.870-0241.190 | 210
P=0711 | X=0505.390-0522.030 | Y=0231.870-0241.190 | 170
P=0711 | X=0104.930-0401.790 | Y=0241.510-0252.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0711 | X=0104.930-0337.200 | Y=0259.030-0270.270 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0711 | X=0322.440-0398.580 | Y=0276.790-0288.030 | Giáp Trạm dừng
P=0711 | X=0091.700-0184.950 | Y=0282.580-0293.820 | 71 Đường Quốc lộ 1
P=0711 | X=0234.340-0315.930 | Y=0284.460-0293.780 | Ngã 3 Tân Phong
P=0711 | X=0451.370-0468.010 | Y=0284.460-0293.780 | 600
P=0711 | X=0505.390-0522.030 | Y=0284.460-0293.780 | 490
P=0711 | X=0322.440-0393.180 | Y=0290.220-0299.540 | chân Lê Hoàng
P=0711 | X=0104.930-0409.900 | Y=0306.100-0317.340 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Quốc lộ 1
P=0711 | X=0104.930-0412.300 | Y=0317.620-0328.860 | đoạn từ Ngã 3 Tân Phong đến Giáp Trạm dừng chân Lê Hoàng có
P=0711 | X=0104.930-0307.240 | Y=0329.140-0340.380 | hiện trạng là đường nhựa, bê tông xi măng:
P=0711 | X=0091.700-0102.820 | Y=0337.020-0346.340 | 72
P=0711 | X=0451.370-0468.010 | Y=0337.020-0346.340 | 400
P=0711 | X=0505.390-0522.030 | Y=0337.020-0346.340 | 320
P=0711 | X=0104.930-0336.470 | Y=0346.660-0357.900 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0711 | X=0104.930-0392.890 | Y=0363.940-0375.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0711 | X=0104.930-0409.900 | Y=0381.720-0392.960 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Quốc lộ 1
P=0711 | X=0104.930-0412.300 | Y=0393.240-0404.480 | đoạn từ Ngã 3 Tân Phong đến Giáp Trạm dừng chân Lê Hoàng có
P=0711 | X=0104.930-0307.550 | Y=0404.760-0416.000 | hiện trạng là đường nhựa, bê tông xi măng:
P=0711 | X=0091.700-0336.730 | Y=0422.280-0436.600 | 73 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0711 | X=0451.370-0468.010 | Y=0427.280-0436.600 | 320
P=0711 | X=0505.390-0522.030 | Y=0427.280-0436.600 | 260
P=0711 | X=0104.930-0403.280 | Y=0439.800-0451.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0711 | X=0104.930-0159.280 | Y=0451.340-0462.580 | đến ≤600m.
P=0711 | X=0104.930-0336.710 | Y=0468.860-0480.100 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0711 | X=0104.930-0409.900 | Y=0486.620-0497.860 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Quốc lộ 1
P=0711 | X=0104.930-0412.300 | Y=0498.140-0509.380 | đoạn từ Ngã 3 Tân Phong đến Giáp Trạm dừng chân Lê Hoàng có
P=0711 | X=0104.930-0307.240 | Y=0509.660-0520.900 | hiện trạng là đường nhựa, bê tông xi măng:
P=0711 | X=0091.700-0102.820 | Y=0517.540-0526.860 | 74
P=0711 | X=0451.370-0468.010 | Y=0517.540-0526.860 | 240
P=0711 | X=0505.390-0522.030 | Y=0517.540-0526.860 | 210
P=0711 | X=0104.930-0393.380 | Y=0527.180-0538.420 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0711 | X=0104.930-0337.200 | Y=0544.490-0555.730 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0711 | X=0104.930-0400.780 | Y=0562.250-0573.490 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0711 | X=0104.930-0406.980 | Y=0573.770-0585.010 | Đường Quốc lộ 1 đoạn từ Ngã 3 Tân Phong đến Giáp Trạm dừng
P=0711 | X=0104.930-0395.140 | Y=0585.290-0596.530 | chân Lê Hoàng có hiện trạng là đường nhựa, bê tông xi măng:
P=0711 | X=0091.700-0102.820 | Y=0593.170-0602.490 | 75
P=0711 | X=0451.370-0468.010 | Y=0593.170-0602.490 | 400
P=0711 | X=0505.390-0522.030 | Y=0593.170-0602.490 | 320
P=0711 | X=0104.930-0336.470 | Y=0602.810-0614.050 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0711 | X=0104.930-0392.890 | Y=0620.350-0631.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0711 | X=0104.930-0400.780 | Y=0638.110-0649.350 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0711 | X=0104.930-0406.980 | Y=0649.630-0660.870 | Đường Quốc lộ 1 đoạn từ Ngã 3 Tân Phong đến Giáp Trạm dừng
P=0711 | X=0104.930-0395.140 | Y=0661.150-0672.390 | chân Lê Hoàng có hiện trạng là đường nhựa, bê tông xi măng:
P=0711 | X=0091.700-0102.820 | Y=0674.790-0684.110 | 76
P=0711 | X=0451.370-0468.010 | Y=0674.790-0684.110 | 320
P=0711 | X=0505.390-0522.030 | Y=0674.790-0684.110 | 260
P=0711 | X=0104.930-0336.730 | Y=0678.670-0689.910 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0711 | X=0104.930-0403.280 | Y=0696.190-0707.430 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0711 | X=0104.930-0159.280 | Y=0707.730-0718.970 | đến ≤600m.
P=0712 | X=0104.930-0336.710 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0712 | X=0104.930-0400.780 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0712 | X=0104.930-0406.980 | Y=0107.780-0119.020 | Đường Quốc lộ 1 đoạn từ Ngã 3 Tân Phong đến Giáp Trạm dừng
P=0712 | X=0104.930-0395.380 | Y=0119.330-0130.570 | chân Lê Hoàng có hiện trạng là đường nhựa, bê tông xi măng:
P=0712 | X=0091.700-0102.820 | Y=0127.210-0136.530 | 77
P=0712 | X=0451.370-0468.010 | Y=0127.210-0136.530 | 240
P=0712 | X=0505.390-0522.030 | Y=0127.210-0136.530 | 210
P=0712 | X=0104.930-0393.380 | Y=0136.850-0148.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0712 | X=0104.930-0340.090 | Y=0154.370-0165.610 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0712 | X=0234.340-0311.130 | Y=0172.130-0183.370 | Trạm dừng chân
P=0712 | X=0091.700-0184.950 | Y=0177.650-0188.890 | 78 Đường Quốc lộ 1
P=0712 | X=0322.440-0412.920 | Y=0177.650-0188.890 | Ranh xã Xuân Định
P=0712 | X=0451.370-0468.010 | Y=0179.530-0188.850 | 600
P=0712 | X=0505.390-0522.030 | Y=0179.530-0188.850 | 490
P=0712 | X=0234.340-0279.460 | Y=0185.290-0194.610 | Lê Hoàng
P=0712 | X=0104.930-0409.900 | Y=0201.190-0212.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Quốc lộ 1
P=0712 | X=0104.930-0396.940 | Y=0212.710-0223.950 | đoạn từ Trạm dừng chân Lê Hoàng đến Ranh xã Xuân Định có
P=0712 | X=0104.930-0307.240 | Y=0224.230-0235.470 | hiện trạng là đường nhựa, bê tông xi măng:
P=0712 | X=0091.700-0102.820 | Y=0232.110-0241.430 | 79
P=0712 | X=0451.370-0468.010 | Y=0232.110-0241.430 | 400
P=0712 | X=0505.390-0522.030 | Y=0232.110-0241.430 | 320
P=0712 | X=0104.930-0336.470 | Y=0241.750-0252.990 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0712 | X=0104.930-0392.890 | Y=0259.270-0270.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0712 | X=0104.930-0409.900 | Y=0277.030-0288.270 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Quốc lộ 1
P=0712 | X=0104.930-0396.940 | Y=0288.580-0299.820 | đoạn từ Trạm dừng chân Lê Hoàng đến Ranh xã Xuân Định có
P=0712 | X=0104.930-0307.240 | Y=0300.100-0311.340 | hiện trạng là đường nhựa, bê tông xi măng:
P=0712 | X=0091.700-0336.730 | Y=0317.620-0331.700 | 80 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0712 | X=0451.370-0468.010 | Y=0322.380-0331.700 | 320
P=0712 | X=0505.390-0522.030 | Y=0322.380-0331.700 | 260
P=0712 | X=0104.930-0403.280 | Y=0335.140-0346.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0712 | X=0104.930-0159.280 | Y=0346.660-0357.900 | đến ≤600m.
P=0712 | X=0104.930-0336.710 | Y=0363.940-0375.180 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0712 | X=0104.930-0409.900 | Y=0381.720-0392.960 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Quốc lộ 1
P=0712 | X=0104.930-0396.940 | Y=0393.240-0404.480 | đoạn từ Trạm dừng chân Lê Hoàng đến Ranh xã Xuân Định có
P=0712 | X=0104.930-0307.240 | Y=0404.760-0416.000 | hiện trạng là đường nhựa, bê tông xi măng:
P=0712 | X=0091.700-0102.820 | Y=0412.640-0421.960 | 81
P=0712 | X=0451.370-0468.010 | Y=0412.640-0421.960 | 240
P=0712 | X=0505.390-0522.030 | Y=0412.640-0421.960 | 210
P=0712 | X=0104.930-0393.380 | Y=0422.280-0433.520 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0712 | X=0104.930-0337.200 | Y=0439.800-0451.040 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0712 | X=0104.930-0400.780 | Y=0457.580-0468.820 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0712 | X=0104.930-0414.110 | Y=0469.100-0480.340 | Đường Quốc lộ 1 đoạn từ Trạm dừng chân Lê Hoàng đến Ranh xã
P=0712 | X=0104.930-0373.390 | Y=0480.620-0491.860 | Xuân Định có hiện trạng là đường nhựa, bê tông xi măng:
P=0712 | X=0091.700-0102.820 | Y=0488.500-0497.820 | 82
P=0712 | X=0451.370-0468.010 | Y=0488.500-0497.820 | 400
P=0712 | X=0505.390-0522.030 | Y=0488.500-0497.820 | 320
P=0712 | X=0104.930-0336.470 | Y=0498.140-0509.380 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0712 | X=0104.930-0392.890 | Y=0515.660-0526.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0712 | X=0104.930-0400.780 | Y=0533.450-0544.690 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0712 | X=0104.930-0414.110 | Y=0544.970-0556.210 | Đường Quốc lộ 1 đoạn từ Trạm dừng chân Lê Hoàng đến Ranh xã
P=0712 | X=0104.930-0373.090 | Y=0556.250-0567.490 | Xuân Định có hiện trạng là đường nhựa, bê tông xi măng:
P=0712 | X=0091.700-0336.730 | Y=0573.770-0588.090 | 83 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0712 | X=0451.370-0468.010 | Y=0578.770-0588.090 | 320
P=0712 | X=0505.390-0522.030 | Y=0578.770-0588.090 | 260
P=0712 | X=0104.930-0403.280 | Y=0591.290-0602.530 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0712 | X=0104.930-0159.280 | Y=0602.810-0614.050 | đến ≤600m.
P=0712 | X=0104.930-0336.710 | Y=0620.350-0631.590 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0712 | X=0104.930-0400.780 | Y=0638.110-0649.350 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0712 | X=0104.930-0414.110 | Y=0649.630-0660.870 | Đường Quốc lộ 1 đoạn từ Trạm dừng chân Lê Hoàng đến Ranh xã
P=0712 | X=0104.930-0373.090 | Y=0661.150-0672.390 | Xuân Định có hiện trạng là đường nhựa, bê tông xi măng:
P=0712 | X=0091.700-0102.820 | Y=0669.030-0678.350 | 84
P=0712 | X=0451.370-0468.010 | Y=0669.030-0678.350 | 240
P=0712 | X=0505.390-0522.030 | Y=0669.030-0678.350 | 210
P=0712 | X=0104.930-0393.380 | Y=0678.670-0689.910 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0712 | X=0104.930-0340.090 | Y=0696.190-0707.430 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0713 | X=0234.340-0407.830 | Y=0078.500-0089.740 | Đường Xuân Tân - Giáp ranh phường
P=0713 | X=0091.700-0233.910 | Y=0084.260-0095.500 | 85 Đường Xuân Lập - Bàu Sao
P=0713 | X=0451.370-0468.010 | Y=0086.140-0095.460 | 500
P=0713 | X=0505.390-0522.030 | Y=0086.140-0095.460 | 400
P=0713 | X=0322.440-0366.860 | Y=0090.020-0101.260 | Xuân Lập
P=0713 | X=0234.340-0281.220 | Y=0091.900-0101.220 | Hàng Gòn
P=0713 | X=0104.930-0416.540 | Y=0107.780-0119.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân Lập -
P=0713 | X=0104.930-0392.460 | Y=0119.330-0130.570 | Bàu Sao đoạn từ Đường Xuân Tân - Hàng Gòn đến Giáp ranh
P=0713 | X=0104.930-0409.230 | Y=0130.850-0142.090 | phường Xuân Lập có hiện trạng là đường nhựa, bê tông xi măng:
P=0713 | X=0091.700-0102.820 | Y=0138.730-0148.050 | 86
P=0713 | X=0451.370-0468.010 | Y=0138.730-0148.050 | 320
P=0713 | X=0505.390-0522.030 | Y=0138.730-0148.050 | 250
P=0713 | X=0104.930-0345.110 | Y=0148.370-0159.610 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0713 | X=0104.930-0392.890 | Y=0165.650-0176.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0713 | X=0104.930-0416.540 | Y=0183.410-0194.650 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân Lập -
P=0713 | X=0104.930-0392.460 | Y=0194.930-0206.170 | Bàu Sao đoạn từ Đường Xuân Tân - Hàng Gòn đến Giáp ranh
P=0713 | X=0104.930-0409.010 | Y=0206.470-0217.710 | phường Xuân Lập có hiện trạng là đường nhựa, bê tông xi măng:
P=0713 | X=0091.700-0345.350 | Y=0223.990-0238.310 | 87 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0713 | X=0451.370-0468.010 | Y=0228.990-0238.310 | 260
P=0713 | X=0505.390-0522.030 | Y=0228.990-0238.310 | 210
P=0713 | X=0104.930-0403.280 | Y=0241.510-0252.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0713 | X=0104.930-0167.680 | Y=0253.030-0264.270 | đến ≤1.000m.
P=0713 | X=0104.930-0336.730 | Y=0270.550-0281.790 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0713 | X=0104.930-0416.540 | Y=0288.340-0299.580 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân Lập -
P=0713 | X=0104.930-0392.460 | Y=0299.860-0311.100 | Bàu Sao đoạn từ Đường Xuân Tân - Hàng Gòn đến Giáp ranh
P=0713 | X=0104.930-0409.010 | Y=0311.380-0322.620 | phường Xuân Lập có hiện trạng là đường nhựa, bê tông xi măng:
P=0713 | X=0091.700-0102.820 | Y=0319.260-0328.580 | 88
P=0713 | X=0451.370-0468.010 | Y=0319.260-0328.580 | 170
P=0713 | X=0505.390-0522.030 | Y=0319.260-0328.580 | 140
P=0713 | X=0104.930-0401.800 | Y=0328.900-0340.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0713 | X=0104.930-0337.200 | Y=0346.420-0357.660 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0713 | X=0104.930-0400.780 | Y=0363.940-0375.180 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0713 | X=0104.930-0413.000 | Y=0375.480-0386.720 | Đường Xuân Lập - Bàu Sao đoạn từ Đường Xuân Tân - Hàng Gòn
P=0713 | X=0104.930-0412.560 | Y=0387.000-0398.240 | đến Giáp ranh phường Xuân Lập có hiện trạng là đường nhựa, bê
P=0713 | X=0091.700-0167.440 | Y=0398.520-0409.960 | 89 tông xi măng:
P=0713 | X=0451.370-0468.010 | Y=0400.640-0409.960 | 320
P=0713 | X=0505.390-0522.030 | Y=0400.640-0409.960 | 250
P=0713 | X=0104.930-0345.110 | Y=0416.040-0427.280 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0713 | X=0104.930-0392.890 | Y=0433.560-0444.800 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0713 | X=0104.930-0400.780 | Y=0451.340-0462.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0713 | X=0104.930-0413.000 | Y=0462.860-0474.100 | Đường Xuân Lập - Bàu Sao đoạn từ Đường Xuân Tân - Hàng Gòn
P=0713 | X=0104.930-0412.660 | Y=0474.380-0485.620 | đến Giáp ranh phường Xuân Lập có hiện trạng là đường nhựa, bê
P=0713 | X=0104.930-0167.360 | Y=0485.900-0497.140 | tông xi măng:
P=0713 | X=0091.700-0345.350 | Y=0502.420-0514.660 | 90 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
