TABLE=063 | AREA=Phường Phước Bình | SECTION=agricultural | SEGMENTS=1
P=2007 | X=0471.530-0488.170 | Y=0581.890-0591.210 | 235
P=2007 | X=0505.390-0522.030 | Y=0581.890-0591.210 | 188
P=2007 | X=0108.290-0159.390 | Y=0587.650-0596.970 | Bỉnh Khiêm
P=2007 | X=0093.380-0248.100 | Y=0603.770-0615.010 | 65 Đường Hoài Thanh Toàn tuyến
P=2007 | X=0437.690-0454.330 | Y=0605.650-0614.970 | 294
P=2007 | X=0471.530-0488.170 | Y=0605.650-0614.970 | 235
P=2007 | X=0505.390-0522.030 | Y=0605.650-0614.970 | 188
P=2007 | X=0108.290-0177.270 | Y=0621.790-0633.030 | Đường Nguyễn
P=2007 | X=0093.380-0104.500 | Y=0629.430-0638.750 | 66
P=2007 | X=0197.830-0248.100 | Y=0629.430-0638.750 | Toàn tuyến
P=2007 | X=0437.690-0454.330 | Y=0629.430-0638.750 | 294
P=2007 | X=0471.530-0488.170 | Y=0629.430-0638.750 | 235
P=2007 | X=0505.390-0522.030 | Y=0629.430-0638.750 | 188
P=2007 | X=0108.290-0149.160 | Y=0633.310-0644.550 | Văn Siêu
P=2007 | X=0108.290-0177.270 | Y=0651.310-0662.550 | Đường Nguyễn
P=2007 | X=0093.380-0104.500 | Y=0658.950-0668.270 | 67
P=2007 | X=0197.830-0248.100 | Y=0658.950-0668.270 | Toàn tuyến
P=2007 | X=0437.690-0454.330 | Y=0658.950-0668.270 | 294
P=2007 | X=0471.530-0488.170 | Y=0658.950-0668.270 | 235
P=2007 | X=0505.390-0522.030 | Y=0658.950-0668.270 | 188
P=2007 | X=0108.290-0141.910 | Y=0664.710-0674.030 | Huy Tự
P=2007 | X=0108.290-0197.430 | Y=0680.830-0692.070 | Đường Lê Thị Hồng
P=2007 | X=0093.380-0104.500 | Y=0688.470-0697.790 | 68
P=2007 | X=0197.830-0248.100 | Y=0688.470-0697.790 | Toàn tuyến
P=2007 | X=0437.690-0454.330 | Y=0688.470-0697.790 | 294
P=2007 | X=0471.530-0488.170 | Y=0688.470-0697.790 | 235
P=2007 | X=0505.390-0522.030 | Y=0688.470-0697.790 | 188
P=2007 | X=0108.290-0129.890 | Y=0694.230-0703.550 | Gấm
P=2008 | X=0309.240-0411.580 | Y=0078.740-0089.980 | Ngã ba đường Nguyễn
P=2008 | X=0309.240-0403.900 | Y=0090.260-0101.500 | Thái Học - đường Hồ
P=2008 | X=0197.830-0420.700 | Y=0101.780-0113.020 | Ngã ba đường Nguyễn Tùng Mậu (hết ranh thửa
P=2008 | X=0108.290-0177.270 | Y=0107.540-0118.780 | Đường Nguyễn
P=2008 | X=0197.830-0276.900 | Y=0113.300-0124.540 | Thái Học - đường
P=2008 | X=0309.240-0412.060 | Y=0113.300-0124.540 | đất số 52, tờ bản đồ số
P=2008 | X=0093.380-0104.500 | Y=0115.180-0124.500 | 69
P=2008 | X=0437.690-0454.330 | Y=0115.180-0124.500 | 294
P=2008 | X=0471.530-0488.170 | Y=0115.180-0124.500 | 235
P=2008 | X=0505.390-0522.030 | Y=0115.180-0124.500 | 188
P=2008 | X=0108.290-0148.610 | Y=0120.970-0130.290 | Thái Học
P=2008 | X=0197.830-0280.740 | Y=0126.730-0136.050 | Nguyễn Tất Thành
P=2008 | X=0309.240-0406.780 | Y=0126.730-0136.050 | 42; khu phố 4 và thửa
P=2008 | X=0309.240-0412.060 | Y=0136.370-0147.610 | đất số 84, tờ bản đồ số
P=2008 | X=0309.240-0373.340 | Y=0149.530-0158.850 | 42; khu phố 3)
P=2008 | X=0197.830-0411.580 | Y=0165.650-0176.890 | Ngã ba đường Nguyễn Ngã ba đường Nguyễn
P=2008 | X=0197.830-0292.500 | Y=0177.170-0188.410 | Thái Học - đường Hồ
P=2008 | X=0309.240-0418.700 | Y=0177.170-0188.410 | Thái Học - Đường Phạm
P=2008 | X=0197.830-0413.510 | Y=0188.690-0199.930 | Tùng Mậu (từ ranh thửa Ngũ Lão (hết ranh thửa
P=2008 | X=0108.290-0177.270 | Y=0200.230-0211.470 | Đường Nguyễn
P=2008 | X=0197.830-0417.580 | Y=0200.230-0211.470 | đất số 243, tờ bản đồ số đất số 212, tờ bản đồ số
P=2008 | X=0093.380-0104.500 | Y=0207.870-0217.190 | 70
P=2008 | X=0437.690-0454.330 | Y=0207.870-0217.190 | 294
P=2008 | X=0471.530-0488.170 | Y=0207.870-0217.190 | 235
P=2008 | X=0505.390-0522.030 | Y=0207.870-0217.190 | 188
P=2008 | X=0197.830-0420.140 | Y=0211.750-0222.990 | 42; khu phố Long Phước 39; khu phố Long Phước
P=2008 | X=0108.290-0148.610 | Y=0213.630-0222.950 | Thái Học
P=2008 | X=0197.830-0290.630 | Y=0223.270-0234.510 | và thửa đất số 43, tờ
P=2008 | X=0309.240-0407.800 | Y=0223.270-0234.510 | và thửa đất số 203, tờ
P=2008 | X=0197.830-0408.220 | Y=0234.790-0246.030 | bản đồ số 42; khu phố bản đồ số 40; khu phố
P=2008 | X=0197.830-0212.230 | Y=0248.190-0257.510 | 10)
P=2008 | X=0309.240-0323.640 | Y=0248.190-0257.510 | 10)
P=2008 | X=0309.240-0411.580 | Y=0264.310-0275.550 | Ngã ba đường Nguyễn
P=2008 | X=0197.830-0300.200 | Y=0270.070-0281.310 | Ngã ba đường Nguyễn
P=2008 | X=0309.240-0403.910 | Y=0275.830-0287.070 | Thái Học - Đường bê
P=2008 | X=0197.830-0307.320 | Y=0281.620-0292.860 | Thái Học - Đường Phạm
P=2008 | X=0309.240-0407.020 | Y=0287.380-0298.620 | tông bên hông Xưởng
P=2008 | X=0197.830-0297.800 | Y=0293.140-0304.380 | Ngũ Lão (từ ranh thửa
P=2008 | X=0309.240-0411.820 | Y=0298.900-0310.140 | điều Hà Lành (hết ranh
P=2008 | X=0108.290-0177.270 | Y=0304.660-0315.900 | Đường Nguyễn
P=2008 | X=0197.830-0306.200 | Y=0304.660-0315.900 | đất số 213, tờ bản đồ số
P=2008 | X=0309.240-0408.220 | Y=0310.420-0321.660 | thửa đất số 49, tờ bản
P=2008 | X=0093.380-0104.500 | Y=0312.300-0321.620 | 71
P=2008 | X=0437.690-0454.330 | Y=0312.300-0321.620 | 294
P=2008 | X=0471.530-0488.170 | Y=0312.300-0321.620 | 235
P=2008 | X=0505.390-0522.030 | Y=0312.300-0321.620 | 188
P=2008 | X=0108.290-0148.610 | Y=0317.820-0327.140 | Thái Học
P=2008 | X=0197.830-0276.900 | Y=0317.820-0327.140 | 39; Khu phố Long
P=2008 | X=0309.240-0415.420 | Y=0321.700-0332.940 | đồ số 12; Khu phố Long
P=2008 | X=0197.830-0295.160 | Y=0327.460-0338.700 | Phước và thửa đất số
P=2008 | X=0309.240-0406.540 | Y=0333.220-0344.460 | Phước và thửa đất số
P=2008 | X=0197.830-0292.830 | Y=0338.980-0350.220 | 280, tờ bản đồ số 39;
P=2008 | X=0309.240-0417.820 | Y=0344.740-0355.980 | 18, tờ bản đồ số 39; khu
P=2008 | X=0197.830-0252.340 | Y=0352.380-0361.700 | Khu phố 10)
P=2008 | X=0309.240-0343.080 | Y=0358.140-0367.460 | phố 10)
P=2008 | X=0197.830-0300.200 | Y=0374.280-0385.520 | Ngã ba đường Nguyễn
P=2008 | X=0197.830-0292.510 | Y=0385.800-0397.040 | Thái Học - Đường bê
P=2008 | X=0309.240-0412.850 | Y=0393.440-0402.760 | Giáp ranh xã Bình Tân,
P=2008 | X=0197.830-0295.620 | Y=0397.320-0408.560 | tông bên hông Xưởng
P=2008 | X=0309.240-0402.700 | Y=0403.080-0414.320 | (hết ranh thửa đất số
P=2008 | X=0197.830-0295.870 | Y=0408.840-0420.080 | điều Hà Lành (từ ranh
P=2008 | X=0108.290-0177.270 | Y=0414.600-0425.840 | Đường Nguyễn
P=2008 | X=0309.240-0404.230 | Y=0414.600-0425.840 | 368, tờ bản đồ số 12;
P=2008 | X=0197.830-0302.600 | Y=0420.360-0431.600 | thửa đất số 421, tờ bản
P=2008 | X=0093.380-0104.500 | Y=0422.240-0431.560 | 72
P=2008 | X=0437.690-0454.330 | Y=0422.240-0431.560 | 294
P=2008 | X=0471.530-0488.170 | Y=0422.240-0431.560 | 235
P=2008 | X=0505.390-0522.030 | Y=0422.240-0431.560 | 188
P=2008 | X=0309.240-0416.860 | Y=0426.120-0437.360 | khu phố Long Phước và
P=2008 | X=0108.290-0148.610 | Y=0428.000-0437.320 | Thái Học
P=2008 | X=0197.830-0302.340 | Y=0431.880-0443.120 | đồ số 12; khu phố Long
P=2008 | X=0309.240-0413.980 | Y=0437.640-0448.880 | thửa đất số 182, tờ bản
P=2008 | X=0197.830-0295.160 | Y=0443.400-0454.640 | Phước và thửa đất số
P=2008 | X=0309.240-0405.980 | Y=0449.180-0460.420 | đồ số 12; khu phố 10)
P=2008 | X=0197.830-0306.420 | Y=0454.940-0466.180 | 62, tờ bản đồ số 38; khu
P=2008 | X=0197.830-0231.670 | Y=0468.100-0477.420 | phố 10)
P=2008 | X=0093.380-0274.230 | Y=0484.220-0495.460 | 73 Đường Hàn Thuyên Đường 3 tháng 2
P=2008 | X=0309.240-0396.690 | Y=0484.220-0495.460 | Đường Phạm Hùng
P=2008 | X=0437.690-0454.330 | Y=0486.100-0495.420 | 294
P=2008 | X=0471.530-0488.170 | Y=0486.100-0495.420 | 235
P=2008 | X=0505.390-0522.030 | Y=0486.100-0495.420 | 188
P=2008 | X=0108.290-0174.610 | Y=0502.220-0513.460 | Đường Lê Văn
P=2008 | X=0197.830-0274.230 | Y=0507.980-0519.220 | Đường 3 tháng 2
P=2008 | X=0309.240-0412.310 | Y=0507.980-0519.220 | Đường Đặng Trần Côn
P=2008 | X=0093.380-0104.500 | Y=0509.860-0519.180 | 74
P=2008 | X=0437.690-0454.330 | Y=0509.860-0519.180 | 294
P=2008 | X=0471.530-0488.170 | Y=0509.860-0519.180 | 235
P=2008 | X=0505.390-0522.030 | Y=0509.860-0519.180 | 188
P=2008 | X=0108.290-0132.150 | Y=0515.620-0524.940 | Ngôn
P=2008 | X=0093.380-0248.100 | Y=0531.740-0542.980 | 75 Đường Lê Văn Hưu Toàn tuyến
P=2008 | X=0437.690-0454.330 | Y=0533.620-0542.940 | 294
P=2008 | X=0471.530-0488.170 | Y=0533.620-0542.940 | 235
P=2008 | X=0505.390-0522.030 | Y=0533.620-0542.940 | 188
P=2008 | X=0108.290-0177.270 | Y=0555.050-0566.290 | Đường Nguyễn
P=2008 | X=0197.830-0274.230 | Y=0560.810-0572.050 | Đường 3 tháng 2
P=2008 | X=0309.240-0396.690 | Y=0560.810-0572.050 | Đường Phạm Hùng
P=2008 | X=0093.380-0104.500 | Y=0562.690-0572.010 | 76
P=2008 | X=0437.690-0454.330 | Y=0562.690-0572.010 | 294
P=2008 | X=0471.530-0488.170 | Y=0562.690-0572.010 | 235
P=2008 | X=0505.390-0522.030 | Y=0562.690-0572.010 | 188
P=2008 | X=0108.290-0129.010 | Y=0568.450-0577.770 | Hiền
P=2008 | X=0108.290-0188.970 | Y=0589.850-0601.090 | Đường Đoàn Nhữ
P=2008 | X=0197.830-0274.230 | Y=0595.610-0606.850 | Đường 3 tháng 2
P=2008 | X=0309.240-0396.690 | Y=0595.610-0606.850 | Đường Phạm Hùng
P=2008 | X=0093.380-0104.500 | Y=0597.490-0606.810 | 77
P=2008 | X=0437.690-0454.330 | Y=0597.490-0606.810 | 294
P=2008 | X=0471.530-0488.170 | Y=0597.490-0606.810 | 235
P=2008 | X=0505.390-0522.030 | Y=0597.490-0606.810 | 188
P=2008 | X=0108.290-0123.250 | Y=0603.250-0612.570 | Hài
P=2008 | X=0093.380-0178.290 | Y=0619.390-0630.630 | 78 Đường Lê Quát
P=2008 | X=0197.830-0274.230 | Y=0619.390-0630.630 | Đường 3 tháng 2
P=2008 | X=0309.240-0412.310 | Y=0619.390-0630.630 | Đường Đặng Trần Côn
P=2008 | X=0437.690-0454.330 | Y=0621.270-0630.590 | 294
P=2008 | X=0471.530-0488.170 | Y=0621.270-0630.590 | 235
P=2008 | X=0505.390-0522.030 | Y=0621.270-0630.590 | 188
P=2008 | X=0093.380-0184.070 | Y=0637.390-0648.630 | 79 Đường Đặng Tất
P=2008 | X=0197.830-0274.230 | Y=0637.390-0648.630 | Đường 3 tháng 2
P=2008 | X=0309.240-0412.310 | Y=0637.390-0648.630 | Đường Đặng Trần Côn
P=2008 | X=0437.690-0454.330 | Y=0639.270-0648.590 | 294
P=2008 | X=0471.530-0488.170 | Y=0639.270-0648.590 | 235
P=2008 | X=0505.390-0522.030 | Y=0639.270-0648.590 | 188
P=2008 | X=0108.290-0190.230 | Y=0655.390-0666.630 | Đường Đặng Trần
P=2008 | X=0309.240-0395.590 | Y=0655.390-0666.630 | Đường Nguyễn Tất
P=2008 | X=0197.830-0274.230 | Y=0661.150-0672.390 | Đường 3 tháng 2
P=2008 | X=0093.380-0104.500 | Y=0663.030-0672.350 | 80
P=2008 | X=0437.690-0454.330 | Y=0663.030-0672.350 | 294
P=2008 | X=0471.530-0488.170 | Y=0663.030-0672.350 | 235
P=2008 | X=0505.390-0522.030 | Y=0663.030-0672.350 | 188
P=2008 | X=0108.290-0126.620 | Y=0668.790-0678.110 | Côn
P=2008 | X=0309.240-0337.650 | Y=0668.790-0678.110 | Thành
P=2008 | X=0093.380-0407.740 | Y=0684.910-0696.150 | 81 Đường Hồ Văn Huê Đường Đặng Trần Côn Đường Hoàng Lệ Kha
P=2008 | X=0437.690-0454.330 | Y=0686.790-0696.110 | 294
P=2008 | X=0471.530-0488.170 | Y=0686.790-0696.110 | 235
P=2008 | X=0505.390-0522.030 | Y=0686.790-0696.110 | 188
P=2008 | X=0093.380-0177.270 | Y=0702.930-0714.170 | 82 Đường Nguyễn
P=2008 | X=0197.830-0274.230 | Y=0702.930-0714.170 | Đường 3 tháng 2
P=2008 | X=0309.240-0407.740 | Y=0702.930-0714.170 | Đường Hoàng Lệ Kha
P=2008 | X=0437.690-0454.330 | Y=0704.820-0714.140 | 294
P=2008 | X=0471.530-0488.170 | Y=0704.820-0714.140 | 235
P=2008 | X=0505.390-0522.030 | Y=0704.820-0714.140 | 188
P=2009 | X=0108.290-0142.840 | Y=0074.620-0083.940 | Nghiêm
P=2009 | X=0108.290-0172.930 | Y=0090.740-0101.980 | Đường Lương
P=2009 | X=0197.830-0274.230 | Y=0096.500-0107.740 | Đường 3 tháng 2
P=2009 | X=0309.240-0407.740 | Y=0096.500-0107.740 | Đường Hoàng Lệ Kha
P=2009 | X=0093.380-0104.500 | Y=0098.380-0107.700 | 83
P=2009 | X=0437.690-0454.330 | Y=0098.380-0107.700 | 294
P=2009 | X=0471.530-0488.170 | Y=0098.380-0107.700 | 235
P=2009 | X=0505.390-0522.030 | Y=0098.380-0107.700 | 188
P=2009 | X=0108.290-0165.250 | Y=0104.140-0113.460 | Khánh Thiện
P=2009 | X=0108.290-0186.160 | Y=0120.290-0131.530 | Đường Hoàng Lệ
P=2009 | X=0197.830-0274.230 | Y=0126.050-0137.290 | Đường 3 tháng 2
P=2009 | X=0309.240-0412.310 | Y=0126.050-0137.290 | Đường Đặng Trần Côn
P=2009 | X=0093.380-0104.500 | Y=0127.930-0137.250 | 84
P=2009 | X=0437.690-0454.330 | Y=0127.930-0137.250 | 294
P=2009 | X=0471.530-0488.170 | Y=0127.930-0137.250 | 235
P=2009 | X=0505.390-0522.030 | Y=0127.930-0137.250 | 188
P=2009 | X=0108.290-0126.130 | Y=0133.690-0143.010 | Kha
P=2009 | X=0108.290-0181.340 | Y=0149.810-0161.050 | Đường Phan Bá
P=2009 | X=0197.830-0293.910 | Y=0149.810-0161.050 | Đường Lương Khánh
P=2009 | X=0309.240-0408.780 | Y=0155.570-0166.810 | Đường Đinh Văn Chất
P=2009 | X=0093.380-0104.500 | Y=0157.450-0166.770 | 85
P=2009 | X=0437.690-0454.330 | Y=0157.450-0166.770 | 294
P=2009 | X=0471.530-0488.170 | Y=0157.450-0166.770 | 235
P=2009 | X=0505.390-0522.030 | Y=0157.450-0166.770 | 188
P=2009 | X=0108.290-0131.660 | Y=0163.210-0172.530 | Vành
P=2009 | X=0197.830-0223.110 | Y=0163.210-0172.530 | Thiện
P=2009 | X=0108.290-0193.420 | Y=0179.330-0190.570 | Đường Liên Khu 8,
P=2009 | X=0197.830-0277.610 | Y=0185.090-0196.330 | Ngã ba đường Tú
P=2009 | X=0309.240-0401.020 | Y=0185.090-0196.330 | Hết ranh thửa đất số
P=2009 | X=0108.290-0186.230 | Y=0190.850-0202.090 | khu 9 và thửa đất
P=2009 | X=0197.830-0296.820 | Y=0196.610-0207.850 | Xương và đường Liên
P=2009 | X=0309.240-0401.500 | Y=0196.610-0207.850 | 102, tờ bản đồ số 11
P=2009 | X=0093.380-0104.500 | Y=0198.490-0207.810 | 86
P=2009 | X=0437.690-0454.330 | Y=0198.490-0207.810 | 294
P=2009 | X=0471.530-0488.170 | Y=0198.490-0207.810 | 235
P=2009 | X=0505.390-0522.030 | Y=0198.490-0207.810 | 188
P=2009 | X=0108.290-0186.880 | Y=0202.390-0213.630 | số 166, tờ bản đồ
P=2009 | X=0197.830-0233.660 | Y=0209.790-0219.110 | khu 8, 9
P=2009 | X=0309.240-0361.560 | Y=0209.790-0219.110 | (Khu phố 8)
P=2009 | X=0108.290-0187.750 | Y=0215.550-0224.870 | số 10 (Khu phố 8)
P=2009 | X=0309.240-0414.950 | Y=0231.670-0242.910 | Tiếp giáp ngã tư đường
P=2009 | X=0197.830-0307.620 | Y=0237.430-0248.670 | Ngã ba đường 3 tháng 2
P=2009 | X=0108.290-0193.420 | Y=0243.190-0254.430 | Đường Liên Khu 8,
P=2009 | X=0309.240-0416.140 | Y=0245.070-0254.390 | Hoàng Lệ Kha (hết ranh
P=2009 | X=0197.830-0293.030 | Y=0248.950-0260.190 | (tử thửa đất số 56, tờ
P=2009 | X=0093.380-0104.500 | Y=0250.830-0260.150 | 87
P=2009 | X=0437.690-0454.330 | Y=0250.830-0260.150 | 294
P=2009 | X=0471.530-0488.170 | Y=0250.830-0260.150 | 235
P=2009 | X=0505.390-0522.030 | Y=0250.830-0260.150 | 188
P=2009 | X=0309.240-0408.220 | Y=0254.710-0265.950 | thửa đất số 80, tờ bản
P=2009 | X=0108.290-0132.850 | Y=0256.590-0265.910 | khu 9
P=2009 | X=0197.830-0258.820 | Y=0260.470-0271.710 | bản đồ số 28)
P=2009 | X=0309.240-0350.760 | Y=0266.230-0277.470 | đồ số 28)
P=2009 | X=0309.240-0403.250 | Y=0284.260-0295.500 | Đường liên khu vực I
P=2009 | X=0309.240-0417.820 | Y=0295.780-0307.020 | (Đường nối giữa Đường
P=2009 | X=0093.380-0274.230 | Y=0301.540-0312.780 | 88 Đường Tú Xương Đường 3 tháng 2
P=2009 | X=0437.690-0454.330 | Y=0303.420-0312.740 | 294
P=2009 | X=0471.530-0488.170 | Y=0303.420-0312.740 | 235
P=2009 | X=0505.390-0522.030 | Y=0303.420-0312.740 | 188
P=2009 | X=0309.240-0406.140 | Y=0307.300-0318.540 | ĐT 741 và Đường ĐT
P=2009 | X=0309.240-0329.160 | Y=0320.700-0330.020 | 759)
P=2009 | X=0108.290-0183.500 | Y=0336.820-0348.060 | Các đường nội ô
P=2009 | X=0197.830-0274.230 | Y=0342.580-0353.820 | Đường 3 tháng 2
P=2009 | X=0309.240-0389.220 | Y=0342.580-0353.820 | Đường Tú Xương
P=2009 | X=0093.380-0104.500 | Y=0344.460-0353.780 | 89
P=2009 | X=0437.690-0454.330 | Y=0344.460-0353.780 | 294
P=2009 | X=0471.530-0488.170 | Y=0344.460-0353.780 | 235
P=2009 | X=0505.390-0522.030 | Y=0344.460-0353.780 | 188
P=2009 | X=0108.290-0196.390 | Y=0350.220-0359.540 | Khu phố 9 (5 tuyến)
P=2009 | X=0197.830-0410.950 | Y=0366.360-0377.600 | Đường Tú Xương (hết Ngã ba đường đất (hết
P=2009 | X=0108.290-0194.460 | Y=0372.120-0383.360 | Đường Vườn Ươm
P=2009 | X=0197.830-0413.980 | Y=0377.880-0389.120 | thửa đất số 163, tờ bản thửa đất số 105, tờ bản
P=2009 | X=0093.380-0104.500 | Y=0379.760-0389.080 | 90
P=2009 | X=0437.690-0454.330 | Y=0379.760-0389.080 | 294
P=2009 | X=0471.530-0488.170 | Y=0379.760-0389.080 | 235
P=2009 | X=0505.390-0522.030 | Y=0379.760-0389.080 | 188
P=2009 | X=0108.290-0152.290 | Y=0385.520-0394.840 | khu phố 9
P=2009 | X=0197.830-0239.380 | Y=0389.400-0400.640 | đồ số 10)
P=2009 | X=0309.240-0350.760 | Y=0389.400-0400.640 | đồ số 10)
P=2009 | X=0197.830-0304.050 | Y=0409.280-0418.600 | Ngã ba Nguyễn Khuyến
P=2009 | X=0108.290-0177.270 | Y=0413.160-0424.400 | Đường Nguyễn
P=2009 | X=0197.830-0288.500 | Y=0418.920-0430.160 | - đường Nguyễn Tất
P=2009 | X=0309.240-0404.380 | Y=0418.920-0430.160 | Đường Hồ Tùng Mậu
P=2009 | X=0093.380-0104.500 | Y=0420.800-0430.120 | 91
P=2009 | X=0437.690-0454.330 | Y=0420.800-0430.120 | 294
P=2009 | X=0471.530-0488.170 | Y=0420.800-0430.120 | 235
P=2009 | X=0505.390-0522.030 | Y=0420.800-0430.120 | 188
P=2009 | X=0108.290-0142.210 | Y=0426.560-0435.880 | Khuyến
P=2009 | X=0197.830-0226.240 | Y=0432.080-0441.400 | Thành
P=2009 | X=0093.380-0178.450 | Y=0448.200-0459.440 | 92 Đường Bom Bo
P=2009 | X=0197.830-0248.100 | Y=0450.080-0459.400 | Toàn tuyến
P=2009 | X=0437.690-0454.330 | Y=0450.080-0459.400 | 294
P=2009 | X=0471.530-0488.170 | Y=0450.080-0459.400 | 235
P=2009 | X=0505.390-0522.030 | Y=0450.080-0459.400 | 188
P=2009 | X=0093.380-0248.100 | Y=0466.220-0477.460 | 93 Đường Võ Thị Sáu Toàn tuyến
P=2009 | X=0437.690-0454.330 | Y=0468.100-0477.420 | 294
P=2009 | X=0471.530-0488.170 | Y=0468.100-0477.420 | 235
P=2009 | X=0505.390-0522.030 | Y=0468.100-0477.420 | 188
P=2009 | X=0108.290-0183.490 | Y=0484.220-0495.460 | Đường nội ô khu
P=2009 | X=0093.380-0170.770 | Y=0495.740-0506.980 | 94 dân cư Thành
P=2009 | X=0197.830-0248.100 | Y=0497.620-0506.940 | Toàn tuyến
P=2009 | X=0437.690-0454.330 | Y=0497.620-0506.940 | 294
P=2009 | X=0471.530-0488.170 | Y=0497.620-0506.940 | 235
P=2009 | X=0505.390-0522.030 | Y=0497.620-0506.940 | 188
P=2009 | X=0108.290-0145.080 | Y=0507.260-0518.500 | Phương
P=2009 | X=0108.290-0186.400 | Y=0525.260-0536.500 | Các tuyến đường
P=2009 | X=0108.290-0181.330 | Y=0538.690-0548.010 | còn lại nông khu
P=2009 | X=0093.380-0104.500 | Y=0544.450-0553.770 | 95
P=2009 | X=0197.830-0248.100 | Y=0544.450-0553.770 | Toàn tuyến
P=2009 | X=0437.690-0454.330 | Y=0544.450-0553.770 | 294
P=2009 | X=0471.530-0488.170 | Y=0544.450-0553.770 | 235
P=2009 | X=0505.390-0522.030 | Y=0544.450-0553.770 | 188
P=2009 | X=0108.290-0195.190 | Y=0548.330-0559.570 | TTHC thị xã Phước
P=2009 | X=0108.290-0150.530 | Y=0559.850-0571.090 | Long (cũ)
P=2009 | X=0197.830-0290.290 | Y=0577.850-0589.090 | Ngã tư đường Lý Tự
P=2009 | X=0309.240-0414.940 | Y=0577.850-0589.090 | Hết ranh thửa đất số 01
P=2009 | X=0108.290-0169.060 | Y=0589.370-0600.610 | Đường Lý Tự
P=2009 | X=0197.830-0289.630 | Y=0589.370-0600.610 | Trọng - đường Hùng
P=2009 | X=0309.240-0402.030 | Y=0589.370-0600.610 | và thửa đất số 02, tờ
P=2009 | X=0093.380-0104.500 | Y=0597.010-0606.330 | 96
P=2009 | X=0437.690-0454.330 | Y=0597.010-0606.330 | 294
P=2009 | X=0471.530-0488.170 | Y=0597.010-0606.330 | 235
P=2009 | X=0505.390-0522.030 | Y=0597.010-0606.330 | 188
P=2009 | X=0197.830-0281.950 | Y=0600.890-0612.130 | Vương - đường Lê
P=2009 | X=0309.240-0409.900 | Y=0600.890-0612.130 | bản đồ số 18 (hết ranh
P=2009 | X=0108.290-0134.530 | Y=0602.770-0612.090 | Trọng
P=2009 | X=0197.830-0251.460 | Y=0612.410-0623.650 | Quang Định
P=2009 | X=0309.240-0406.700 | Y=0612.410-0623.650 | Khu phố Long Điền 1)
P=2009 | X=0197.830-0286.740 | Y=0632.310-0641.630 | Ranh Khu phố Long
P=2009 | X=0309.240-0399.900 | Y=0632.310-0641.630 | Ngã ba Cà Kiêu (hết
P=2009 | X=0108.290-0169.060 | Y=0641.950-0653.190 | Đường Lý Tự
P=2009 | X=0197.830-0300.660 | Y=0641.950-0653.190 | Giang (thửa đất số 209
P=2009 | X=0309.240-0413.980 | Y=0641.950-0653.190 | thửa đất số 363, tờ bản
P=2009 | X=0093.380-0104.500 | Y=0649.590-0658.910 | 97
P=2009 | X=0437.690-0454.330 | Y=0649.590-0658.910 | 224
P=2009 | X=0471.530-0488.170 | Y=0649.590-0658.910 | 179
P=2009 | X=0505.390-0522.030 | Y=0649.590-0658.910 | 143
P=2009 | X=0197.830-0296.420 | Y=0653.470-0664.710 | và thửa đất số 213, tờ
P=2009 | X=0309.240-0414.460 | Y=0653.470-0664.710 | đồ số 56 và thửa đất số
P=2009 | X=0108.290-0134.530 | Y=0655.350-0664.670 | Trọng
P=2009 | X=0197.830-0261.700 | Y=0664.750-0675.990 | bản đồ số 58 )
P=2009 | X=0309.240-0404.780 | Y=0664.750-0675.990 | 112, tờ bản đồ số 55)
P=2009 | X=0197.830-0403.370 | Y=0682.750-0693.990 | Ngã ba Cà Kiêu (từ ranh Ngã ba đường Lý Tự
P=2009 | X=0108.290-0169.060 | Y=0688.510-0699.750 | Đường Lý Tự
P=2009 | X=0197.830-0412.300 | Y=0694.270-0705.510 | thửa đất số 111, tờ bản Trọng - Đường bê tông
P=2009 | X=0093.380-0104.500 | Y=0696.150-0705.470 | 98
P=2009 | X=0437.690-0454.330 | Y=0696.150-0705.470 | 224
P=2009 | X=0471.530-0488.170 | Y=0696.150-0705.470 | 179
P=2009 | X=0505.390-0522.030 | Y=0696.150-0705.470 | 143
P=2009 | X=0108.290-0134.530 | Y=0701.940-0711.260 | Trọng
P=2009 | X=0197.830-0412.620 | Y=0705.810-0717.050 | đồ số 55 và thửa đất số khu phố An Lương (hết
P=2010 | X=0197.830-0293.380 | Y=0072.740-0083.980 | 323, tờ bản đồ số 56)
P=2010 | X=0309.240-0410.150 | Y=0072.740-0083.980 | ranh thửa đất số 38 và
P=2010 | X=0309.240-0401.260 | Y=0084.260-0095.500 | thửa đất số 22, cùng
P=2010 | X=0309.240-0409.820 | Y=0095.780-0107.020 | thuộc tờ bản đồ số 62)
P=2010 | X=0197.830-0291.970 | Y=0113.780-0125.020 | Ngã ba đường Lý Tự
P=2010 | X=0197.830-0300.900 | Y=0125.330-0136.570 | Trọng - Đường bê tông
P=2010 | X=0108.290-0169.060 | Y=0136.850-0148.090 | Đường Lý Tự
P=2010 | X=0197.830-0391.660 | Y=0136.850-0148.090 | khu phố An Lương (từ Giáp ranh phường
P=2010 | X=0093.380-0104.500 | Y=0144.490-0153.810 | 99
P=2010 | X=0437.690-0454.330 | Y=0144.490-0153.810 | 224
P=2010 | X=0471.530-0488.170 | Y=0144.490-0153.810 | 179
P=2010 | X=0505.390-0522.030 | Y=0144.490-0153.810 | 143
